order,????,??,type,slotRole,relativeDifficulty,chains,width,height,score,coverage,openers,packs,levelId,sourceAsset,exportAsset,exportMeta,qualityFlags,portableQuality
53,??,1,shape_space,Shape,Novelty,86,30,42,248,0.981,12,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_01_onion_maskproceduralvertical_30x42-mainrockettall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_01_onion_maskproceduralvertical_30x42-mainrockettall_20260611_110406.asset,Levels/053_shape_space_r2_outer_strong_005_r2_006_a401_procmask_01_onion_maskproceduralvertical_30x42-mainrockettall.asset,Levels/053_shape_space_r2_outer_strong_005_r2_006_a401_procmask_01_onion_maskproceduralvertical_30x42-mainrockettall.asset.meta,rel:Novelty:ShapeVisual:Shape:Space:sci-fi:vehicle:main,Normal
54,hole,1,hole_rescue,HoleRescue,Mechanic,43,18,26,240,0.98,7,hole_combined_20260613,hole_topup_001_topup_tall_18x26_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset,Levels/054_hole_rescue_hole_topup_001_topup_tall_18x26_dense.asset,Levels/054_hole_rescue_hole_topup_001_topup_tall_18x26_dense.asset.meta,hole10_v4:DenseWeave:keep,hole10_v4_keep
55,??,1,section,Normal,Normal,94,20,35,139.0,0.977,20,direct_pure_normal_extra_slice01_candidates,direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02.asset,Levels/055_section_direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02.asset,Levels/055_section_direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02.asset.meta,ok,ok
56,??,2,dense,Pressure,Hard,96,22,34,141.3,0.981,18,direct_pure_topup_slice05_candidates,direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset,Levels/056_dense_direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset,Levels/056_dense_direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset.meta,ok,long-straight-run
57,??,1,section,Normal,Normal,84,18,34,145.7,0.982,15,direct_pure_topup_slice06_candidates,direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset,Levels/057_section_direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset,Levels/057_section_direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset.meta,ok,ok
58,??,1,shape_symbol,Shape,Novelty,87,30,42,243,0.988,12,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzletall_20260611_111452.asset,Levels/058_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzl.asset,Levels/058_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzl.asset.meta,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
59,??,3,lock,Peak,VeryHard,89,18,38,167.5,0.982,14,direct_pure_topup_slice04_candidates,direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset,Levels/059_lock_direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset,Levels/059_lock_direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset.meta,ok,ok
60,??,1,section,Recovery,Recovery,59,16,24,136.5,0.964,18,no_mask_style_preview,nomask_style_06_stair_ladder,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset,Levels/060_section_nomask_style_06_stair_ladder.asset,Levels/060_section_nomask_style_06_stair_ladder.asset.meta,ok,ok
61,hole,1,hole_rescue,HoleRescue,Mechanic,43,18,26,240,0.975,12,hole_combined_20260613,hole_candidate_057_tall_18x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset,Levels/061_hole_rescue_hole_candidate_057_tall_18x26_lock.asset,Levels/061_hole_rescue_hole_candidate_057_tall_18x26_lock.asset.meta,hole10_v4:LockBuckle:keep,hole10_v4_keep
62,??,1,dense,Normal,Normal,63,17,24,180.6,0.966,17,direct_pure_topup_slice02_candidates,direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset,Levels/062_dense_direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset,Levels/062_dense_direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset.meta,ok,ok
63,??,1,shape_nature,Shape,Novelty,90,32,42,243,0.545,13,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall_20260611_111828.asset,Levels/063_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall.asset,Levels/063_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall.asset.meta,NoRisk|yellow_replacement:GrindyLowClear,Normal
64,??,1,maze,Normal,Normal,66,20,28,139.4,0.984,15,no_mask_style_expansion_preview,nomask_style_expansion_20_long_corridor_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset,Levels/064_maze_nomask_style_expansion_20_long_corridor_b.asset,Levels/064_maze_nomask_style_expansion_20_long_corridor_b.asset.meta,ok,long-straight-run
65,??,2,lock,Pressure,Hard,104,22,37,156.6,0.986,18,direct_normal_candidates,direct_normal_23_direct_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset,Levels/065_lock_direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset,Levels/065_lock_direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset.meta,ok,ok
66,??,1,sweep,Recovery,Recovery,89,18,37,148.0,0.979,19,direct_pure_topup_slice04_candidates,direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset,Levels/066_sweep_direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset,Levels/066_sweep_direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset.meta,ok,long-straight-run
67,??,1,shape_symbol,Shape,Novelty,86,30,40,249,0.97,12,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_19_onion_maskproceduralvertical_30x40-mainstartall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510.asset,Levels/067_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_19_onion_maskproceduralvertical_30x40-mainstartall.asset,Levels/067_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_19_onion_maskproceduralvertical_30x40-mainstartall.asset.meta,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
68,??,1,lock,Normal,Normal,59,15,25,172.8,0.981,15,direct_pure_topup_slice03_candidates,direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset,Levels/068_lock_direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset,Levels/068_lock_direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset.meta,ok,ok
69,??,2,section,Pressure,Hard,100,22,35,128.6,0.987,18,direct_normal_candidates,direct_normal_48_direct_normal_rect_stair_push_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset,Levels/069_section_direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset,Levels/069_section_direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset.meta,ok,ok
70,??,1,section,Normal,Normal,103,21,36,130.6,0.980,19,direct_normal_candidates,direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset,Levels/070_section_direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset,Levels/070_section_direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset.meta,ok,ok
71,hole,1,hole_rescue,HoleRescue,Mechanic,45,22,24,242,0.98,8,hole_combined_20260613,hole_candidate_019_std_22x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset,Levels/071_hole_rescue_hole_candidate_019_std_22x24_section.asset,Levels/071_hole_rescue_hole_candidate_019_std_22x24_section.asset.meta,hole10_v4:SectionUnlock:keep,hole10_v4_keep
72,??,2,lock,Pressure,Hard,104,21,39,145.7,0.979,18,direct_normal_topup_candidates,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,Levels/072_lock_direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,Levels/072_lock_direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset.meta,ok,ok
73,??,1,shape_symbol,Shape,Novelty,90,28,42,256,0.98,13,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,Levels/073_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcresc.asset,Levels/073_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcresc.asset.meta,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
74,??,1,section,Normal,Normal,87,18,36,155.5,0.991,17,direct_pure_normal_extra_slice01_candidates,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,Levels/074_section_direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,Levels/074_section_direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset.meta,ok,ok
75,??,1,sweep,Recovery,Recovery,103,20,38,142.7,0.982,21,direct_normal_candidates,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,Levels/075_sweep_direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,Levels/075_sweep_direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset.meta,ok,ok
76,??,3,section,Peak,VeryHard,94,21,34,165.1,0.985,16,direct_pure_normal_extra_slice02_candidates,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,Levels/076_section_direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,Levels/076_section_direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset.meta,ok,ok
77,??,1,lock,Normal,Normal,48,18,29,177.7,0.989,9,no_mask_style_expansion_preview,nomask_style_expansion_33_double_room_lock_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_33_double_room_lock_tall.asset,Levels/077_lock_nomask_style_expansion_33_double_room_lock_tall.asset,Levels/077_lock_nomask_style_expansion_33_double_room_lock_tall.asset.meta,ok,long-straight-run
78,??,1,shape_music,Shape,Novelty,92,28,42,259,0.981,13,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,Levels/078_shape_music_r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusic.asset,Levels/078_shape_music_r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusic.asset.meta,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
79,??,1,maze,Recovery,Recovery,58,19,27,153.2,0.982,19,no_mask_style_expansion_preview,nomask_style_expansion_19_long_corridor_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_19_long_corridor_a.asset,Levels/079_maze_nomask_style_expansion_19_long_corridor_a.asset,Levels/079_maze_nomask_style_expansion_19_long_corridor_a.asset.meta,ok,long-straight-run
80,??,1,section,Normal,Normal,89,22,32,161.3,0.979,19,direct_pure_topup_slice06_candidates,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,Levels/080_section_direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,Levels/080_section_direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset.meta,ok,long-straight-run
81,??,1,sweep,Recovery,Recovery,46,16,24,154.9,0.990,15,no_mask_style_expansion_preview,nomask_style_expansion_04_snake_spine_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_04_snake_spine_a.asset,Levels/081_sweep_nomask_style_expansion_04_snake_spine_a.asset,Levels/081_sweep_nomask_style_expansion_04_snake_spine_a.asset.meta,ok,ok
82,hole,1,hole_rescue,HoleRescue,Mechanic,45,22,24,242,0.967,8,hole_combined_20260613,hole_candidate_018_std_22x24_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_018_std_22x24_lock.asset,Levels/082_hole_rescue_hole_candidate_018_std_22x24_lock.asset,Levels/082_hole_rescue_hole_candidate_018_std_22x24_lock.asset.meta,hole10_v4:LockBuckle:keep,hole10_v4_keep
83,??,1,shape_symbol,Shape,Novelty,91,30,40,255,0.984,13,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,Levels/083_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall.asset,Levels/083_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall.asset.meta,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
84,??,2,lock,Pressure,Hard,88,21,32,156.0,0.990,18,direct_pure_normal_extra_slice01_candidates,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,Levels/084_lock_direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,Levels/084_lock_direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset.meta,ok,ok
85,??,1,maze,Recovery,Recovery,92,20,36,135.8,0.986,20,direct_pure_topup_slice04_candidates,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,Levels/085_maze_direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,Levels/085_maze_direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset.meta,ok,ok
86,??,1,dense,Normal,Normal,55,16,28,182.5,0.987,10,direct_pure_topup_slice01_candidates,direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset,Levels/086_dense_direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset,Levels/086_dense_direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset.meta,ok,ok
87,??,1,shape_object,Shape,Novelty,95,30,40,246,0.718,13,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,Levels/087_shape_object_r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpaletteta.asset,Levels/087_shape_object_r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpaletteta.asset.meta,NoRisk|yellow_replacement:GrindyLowClear,Normal
88,??,2,section,Pressure,Hard,101,20,38,149.4,0.982,18,direct_normal_candidates,direct_normal_28_direct_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset,Levels/088_section_direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset,Levels/088_section_direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset.meta,ok,ok
89,??,3,lock,Peak,VeryHard,100,21,34,154.1,0.980,16,direct_normal_topup_candidates,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,Levels/089_lock_direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,Levels/089_lock_direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset.meta,ok,ok
90,??,1,section,Normal,Normal,98,22,34,136.8,0.987,19,direct_pure_topup_slice04_candidates,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,Levels/090_section_direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,Levels/090_section_direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset.meta,ok,ok
91,hole,1,hole_rescue,HoleRescue,Mechanic,47,26,22,243,0.982,11,hole_combined_20260613,hole_candidate_071_wide_26x22_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset,Levels/091_hole_rescue_hole_candidate_071_wide_26x22_maze.asset,Levels/091_hole_rescue_hole_candidate_071_wide_26x22_maze.asset.meta,hole10_v4:MazeLongChain:keep,hole10_v4_keep
