"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","targetWidth","targetHeight","plannedWidth","plannedHeight","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"46","5","146","Main/Level_Main_46_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_017_std_20x26_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L046_hole_candidate_017_std_20x26_maze.asset","hole_candidate_017_std_20x26_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L046_hole_candidate_017_std_20x26_maze.asset","","","","","20","26","","","","","","","","","",""
"47","5","147","Main/Level_Main_47","normal","极难","Peak","Peak","ReplacedStrict0910","c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","direct_diff120_82_direct_diff_hard_room_gate_double_room_lock_g0_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L047_direct_diff120_82_direct_diff_hard_room_gate_doubl.asset","lowchoice","","","","24","40","24","32","0.983","11","6","3","0.846","0.222","8","8"
"48","5","148","Main/Level_Main_48","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb02_15_large_kite","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L048_r2_outer_strong_005_r2_006_a401_maskonlyb02_15_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_15_large_kite","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L048_r2_outer_strong_005_r2_006_a401_maskonlyb02_15_lar.asset","","","","","34","49","","","","","","","","","",""
"49","5","149","Main/Level_Main_49","normal","特别困难","Pressure","","OriginalNonTarget","direct_pure_normal_extra_01_23_direct_normal_pure_extra_rect_quasi_symmetry_g17_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L049_direct_pure_normal_extra_01_23_direct_normal_pure_.asset","direct_pure_normal_extra_01_23_direct_normal_pure_extra_rect_quasi_symmetry_g17_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L049_direct_pure_normal_extra_01_23_direct_normal_pure_.asset","","","","","20","34","","","","","","","","","",""
"50","5","150","Main/Level_Main_50","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","nomask_style_expansion_35_zig_river_tall","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L050_nomask_style_expansion_35_zig_river_tall.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","18","30","20","27","0.989","10","7","5","0.872","0.178","6","6"
"51","6","151","Main/Level_Main_51","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L051_direct_pure_topup_06_08_direct_normal_pure_rect_ma.asset","direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L051_direct_pure_topup_06_08_direct_normal_pure_rect_ma.asset","","","","","18","34","","","","","","","","","",""
"52","6","152","Main/Level_Main_52","normal","困难","Pressure","Hard","ReplacedStrict0910","campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L052_direct_pure_topup_06_17_direct_normal_pure_rect_ou.asset","strict152","PeelMid","rail_chain","Hard","22","31","21","28","0.991","10","5","3","0.851","0.139","6","5"
"53","6","153","Main/Level_Main_53","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb09_38_compact_camera","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L053_r2_outer_strong_005_r2_006_a401_maskonlyb09_38_com.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_38_compact_camera","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L053_r2_outer_strong_005_r2_006_a401_maskonlyb09_38_com.asset","","","","","36","29","","","","","","","","","",""
"54","6","154","Main/Level_Main_54_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_topup_001_topup_tall_18x26_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L054_hole_topup_001_topup_tall_18x26_dense.asset","hole_topup_001_topup_tall_18x26_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L054_hole_topup_001_topup_tall_18x26_dense.asset","","","","","18","26","","","","","","","","","",""
"55","6","155","Main/Level_Main_55","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L055_direct_pure_normal_extra_01_13_direct_normal_pure_.asset","direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L055_direct_pure_normal_extra_01_13_direct_normal_pure_.asset","","","","","20","35","","","","","","","","","",""
"56","6","156","Main/Level_Main_56","normal","特别困难","Pressure","Peak","ReplacedStrict0910","c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L056_direct_pure_topup_05_01_direct_normal_pure_rect_ou.asset","lowchoice","","","","22","34","22","30","0.989","7","6","4","0.893","0.159","6","5"
"57","6","157","Main/Level_Main_57","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L057_direct_pure_topup_06_18_direct_normal_pure_rect_se.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","18","34","22","30","0.988","8","4","3","0.82","0.258","8","6"
"58","6","158","Main/Level_Main_58","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb04_06_main_bicycle","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L058_r2_outer_strong_005_r2_006_a401_maskonlyb04_06_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_06_main_bicycle","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L058_r2_outer_strong_005_r2_006_a401_maskonlyb04_06_mai.asset","","","","","42","34","","","","","","","","","",""
"59","6","159","Main/Level_Main_59","normal","特别困难","Peak","","OriginalNonTarget","direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L059_direct_pure_topup_04_11_direct_normal_pure_rect_lo.asset","direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L059_direct_pure_topup_04_11_direct_normal_pure_rect_lo.asset","","","","","18","38","","","","","","","","","",""
"60","6","160","Main/Level_Main_60","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","nomask_style_06_stair_ladder","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L060_nomask_style_06_stair_ladder.asset","strict152","FlowPatch","patch_chain","NormalFlow","16","24","18","24","0.995","7","4","4","0.866","0.115","8","4"
"61","7","161","Main/Level_Main_61_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_057_tall_18x26_lock","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L061_hole_candidate_057_tall_18x26_lock.asset","hole_candidate_057_tall_18x26_lock","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L061_hole_candidate_057_tall_18x26_lock.asset","","","","","18","26","","","","","","","","","",""
"62","7","162","Main/Level_Main_62","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s01_s13_76_nutation_mixed_neutral_v1_rect_s07_o062_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_76_nutation_mixed_neutral_v1_rect_s07_o062_v00_neutralmixed_mixed_chain.asset","direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L062_direct_pure_topup_02_01_direct_refresh_topup_rect_.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","17","24","20","27","0.987","8","6","3","0.797","0.287","7","7"
"63","7","163","Main/Level_Main_63","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb03_03_main_sailboat","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L063_r2_outer_strong_005_r2_006_a401_maskonlyb03_03_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb03_03_main_sailboat","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L063_r2_outer_strong_005_r2_006_a401_maskonlyb03_03_mai.asset","","","","","38","38","","","","","","","","","",""
"64","7","164","Main/Level_Main_64","normal","普通/恢复","Normal","","OriginalNonTarget","nomask_style_expansion_20_long_corridor_b","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L064_nomask_style_expansion_20_long_corridor_b.asset","nomask_style_expansion_20_long_corridor_b","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L064_nomask_style_expansion_20_long_corridor_b.asset","","","","","20","28","","","","","","","","","",""
"65","7","165","Main/Level_Main_65","normal","极难","Pressure","Peak","ReplacedStrict0910","c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset","direct_normal_23_direct_normal_rect_lock_buckle_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L065_direct_normal_23_direct_normal_rect_lock_buckle_g2.asset","strict152","PeelHard","rail_chain","Peak","22","37","22","30","0.982","9","4","4","0.82","0.221","7","7"
"66","7","166","Main/Level_Main_66","normal","困难","Recovery","","OriginalNonTarget","direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L066_direct_pure_topup_04_21_direct_normal_pure_rect_sw.asset","direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L066_direct_pure_topup_04_21_direct_normal_pure_rect_sw.asset","","","","","18","37","","","","","","","","","",""
"67","7","167","Main/Level_Main_67","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb06_02_main_pager","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L067_r2_outer_strong_005_r2_006_a401_maskonlyb06_02_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_02_main_pager","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L067_r2_outer_strong_005_r2_006_a401_maskonlyb06_02_mai.asset","","","","","38","30","","","","","","","","","",""
"68","7","168","Main/Level_Main_68","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L068_direct_pure_topup_03_14_direct_refresh_topup_rect_.asset","strict152","FlowCurve","curve_chain","NormalFlow","15","25","18","24","0.986","9","3","3","0.89","0.1","5","5"
"69","7","169","Main/Level_Main_69","normal","特别困难","Pressure","","OriginalNonTarget","direct_normal_48_direct_normal_rect_stair_push_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L069_direct_normal_48_direct_normal_rect_stair_push_g4_.asset","direct_normal_48_direct_normal_rect_stair_push_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L069_direct_normal_48_direct_normal_rect_stair_push_g4_.asset","","","","","22","35","","","","","","","","","",""
"70","7","170","Main/Level_Main_70","normal","困难","Normal","Hard","ReplacedStrict0910","c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset","direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L070_direct_normal_139_direct_normal_rect_quasi_symmetr.asset","lowchoice","","","","21","36","23","31","0.98","7","5","5","0.885","0.205","7","7"
"71","8","171","Main/Level_Main_71_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_019_std_22x24_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L071_hole_candidate_019_std_22x24_section.asset","hole_candidate_019_std_22x24_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L071_hole_candidate_019_std_22x24_section.asset","","","","","22","24","","","","","","","","","",""
"72","8","172","Main/Level_Main_72","normal","特别困难","Pressure","Peak","OriginalTargetMissingStrict","direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L072_direct_normal_topup_66_direct_normal_topup_rect_lo.asset","direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L072_direct_normal_topup_66_direct_normal_topup_rect_lo.asset","","PeelHard","rail_chain","Peak","21","39","22","30","","","","","","","",""
"73","8","173","Main/Level_Main_73","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb08_06_compact_windmill","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L073_r2_outer_strong_005_r2_006_a401_maskonlyb08_06_com.asset","r2_outer_strong_005_r2_006_a401_maskonlyb08_06_compact_windmill","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L073_r2_outer_strong_005_r2_006_a401_maskonlyb08_06_com.asset","","","","","36","36","","","","","","","","","",""
"74","8","174","Main/Level_Main_74","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L074_direct_pure_normal_extra_01_21_direct_normal_pure_.asset","direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L074_direct_pure_normal_extra_01_21_direct_normal_pure_.asset","","","","","18","36","","","","","","","","","",""
"75","8","175","Main/Level_Main_75","normal","普通/恢复","Recovery","Hard","ReplacedStrict0910","campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain.asset","direct_normal_121_direct_normal_rect_outer_shell_g0_v13","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L075_direct_normal_121_direct_normal_rect_outer_shell_g.asset","strict152","PeelMid","curve_chain","Hard","20","38","23","31","0.987","9","5","3","0.854","0.225","7","7"
"76","8","176","Main/Level_Main_76","normal","特别困难","Peak","","OriginalNonTarget","direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L076_direct_pure_normal_extra_02_06_direct_normal_pure_.asset","direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L076_direct_pure_normal_extra_02_06_direct_normal_pure_.asset","","","","","21","34","","","","","","","","","",""
"77","8","177","Main/Level_Main_77","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s01_s13_86_nutation_flow_rail_v1_rect_s08_o077_v01_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_86_nutation_flow_rail_v1_rect_s08_o077_v01_flowrail_rail_chain.asset","nomask_style_expansion_33_double_room_lock_tall","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L077_nomask_style_expansion_33_double_room_lock_tall.asset","strict152","FlowRail","rail_chain","NormalFlow","18","29","18","24","0.984","9","5","5","0.893","0.138","7","5"
"78","8","178","Main/Level_Main_78","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb05_14_large_pencil","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L078_r2_outer_strong_005_r2_006_a401_maskonlyb05_14_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_14_large_pencil","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L078_r2_outer_strong_005_r2_006_a401_maskonlyb05_14_lar.asset","","","","","38","49","","","","","","","","","",""
"79","8","179","Main/Level_Main_79","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s01_s13_88_nutation_mixed_neutral_v1_rect_s08_o079_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_88_nutation_mixed_neutral_v1_rect_s08_o079_v00_neutralmixed_mixed_chain.asset","nomask_style_expansion_19_long_corridor_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L079_nomask_style_expansion_19_long_corridor_a.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","19","27","20","27","0.98","6","4","2","0.833","0.194","6","5"
"80","8","180","Main/Level_Main_80","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L080_direct_pure_topup_06_02_direct_normal_pure_rect_se.asset","direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L080_direct_pure_topup_06_02_direct_normal_pure_rect_se.asset","","","","","22","32","","","","","","","","","",""
