order,assetPath,levelId,assetName,type,levelType,difficulty,stage,width,height,chains,arrowCells,validationStatus,validationFlags,shapeId
307,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302,shape_ocean,普通,1,301-350,36,48,122,871,Green,None,shape_transition_ocean_sea_turtle_tall
308,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,section,普通,1,301-350,21,37,106,767,Green,None,
309,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,lock,普通,3,301-350,24,51,200,1201,Green,None,
310,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,direct_normal_58_direct_normal_rect_stair_push_g5_v06,direct_normal_58_direct_normal_rect_stair_push_g5_v06,section,普通,1,301-350,23,37,111,838,Green,None,
311,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,maze,普通,1,301-350,21,35,103,728,Green,None,
312,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,lock,普通,1,301-350,22,39,134,837,Green,None,
313,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312,shape_music,普通,3,301-350,30,42,121,784,Green,BottleneckHeavy,shape_main_music_vinyl_record_tall
314,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,dense,普通,1,301-350,22,41,112,887,Green,None,
315,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,sweep,普通,1,301-350,22,41,116,887,Green,None,
316,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,section,普通,4,301-350,34,58,318,1924,Green,None,
317,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset,hole_candidate_053_std_28x28_maze,hole_candidate_053_std_28x28_maze,hole_rescue,hole,1,301-350,28,28,65,694,Green,None,
318,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835,shape_character,普通,2,301-350,30,42,126,885,Green,BottleneckHeavy,shape_main_bunny_tall
319,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,lock,普通,1,301-350,22,41,115,878,Green,None,
320,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,direct_normal_18_direct_normal_rect_stair_push_g1_v02,direct_normal_18_direct_normal_rect_stair_push_g1_v02,section,普通,1,301-350,23,36,114,814,Green,None,
321,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,maze,普通,1,301-350,23,38,108,858,Green,None,
322,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,dense,普通,1,301-350,21,37,101,760,Green,None,
323,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724,shape_ocean,普通,2,301-350,36,44,124,825,Green,None,shape_transition_distinct_crab_tall
324,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,section,普通,4,301-350,26,44,186,1127,Yellow,BottleneckHeavy|GrindyLowClear,
325,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset,hole_candidate_044_std_26x28_dense,hole_candidate_044_std_26x28_dense,hole_rescue,hole,1,301-350,26,28,66,644,Green,None,
326,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,lock,普通,1,301-350,22,35,104,751,Green,None,
327,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853,shape_landmark,普通,1,301-350,38,52,131,1082,Green,None,shape_transition_wide_landmark06_tall
328,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,section,普通,1,301-350,24,43,165,1011,Green,None,
329,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,lock,普通,4,301-350,30,54,263,1590,Green,None,
330,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,section,普通,1,301-350,23,38,113,862,Green,None,
331,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,sweep,普通,1,301-350,21,44,147,898,Green,None,
332,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,dense,普通,1,301-350,20,37,118,717,Green,None,
333,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257,shape_ocean,普通,2,301-350,34,50,131,1158,Green,BottleneckHeavy,shape_transition_ocean_oxygen_tank_tall
334,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,lock,普通,2,301-350,28,46,207,1262,Green,None,
335,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_003_hc2_32x28_lock_a.asset,hole_highchain_extra_003_hc2_32x28_lock_a,hole_highchain_extra_003_hc2_32x28_lock_a,hole_rescue,hole,2,301-350,32,28,89,810,Yellow,BottleneckHeavy|GrindyLowClear,
336,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,section,普通,4,301-350,28,48,216,1325,Green,None,
337,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,maze,普通,1,301-350,23,36,103,815,Green,None,
338,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840,shape_landmark,普通,2,301-350,36,50,134,1153,Green,None,shape_transition_wide_landmark05_tall
339,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,lock,普通,1,301-350,23,37,110,834,Green,None,
340,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,section,普通,2,301-350,23,36,110,812,Green,BottleneckHeavy,
341,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,sweep,普通,3,301-350,24,40,154,932,Green,None,
342,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset,hole_topup_026_topup_std_24x30_dense,hole_topup_026_topup_std_24x30_dense,hole_rescue,hole,1,301-350,24,30,67,631,Green,None,
343,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534,shape_art,普通,3,301-350,30,42,135,1096,Green,None,shape_main_classic_portrait_tall
344,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,section,普通,3,301-350,31,56,286,1706,Yellow,GrindyLowClear,
345,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,direct_normal_105_direct_normal_rect_sweep_g4_v11,direct_normal_105_direct_normal_rect_sweep_g4_v11,sweep,普通,1,301-350,22,40,115,866,Green,None,
346,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,dense,普通,1,301-350,20,40,112,792,Green,None,
347,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,lock,普通,3,301-350,27,45,189,1189,Green,None,
348,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118,shape_landmark,普通,1,301-350,36,50,132,1069,Green,None,shape_transition_pagoda_tall
349,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,maze,普通,4,301-350,36,61,347,2148,Green,None,
350,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,section,普通,1,301-350,20,38,120,743,Green,None,
351,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset,hole_candidate_080_wide_30x26_dual,hole_candidate_080_wide_30x26_dual,hole_rescue,hole,1,351-400,30,26,70,691,Yellow,GrindyLowClear,
352,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,lock,普通,2,351-400,23,43,154,960,Green,None,
353,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411,shape_magic,普通,3,351-400,36,50,141,1105,Green,BottleneckHeavy,shape_transition_magic_knight_helmet_tall
354,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,section,普通,1,351-400,22,36,126,780,Green,None,
355,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,dense,普通,1,351-400,22,40,108,864,Green,None,
356,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,section,普通,2,351-400,22,41,148,888,Green,None,
357,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,dense,普通,1,351-400,22,38,103,823,Green,None,
358,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305,shape_ocean,普通,2,351-400,38,50,137,949,Green,None,shape_transition_ocean_lobster_tall
359,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02.asset,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,section,普通,4,351-400,30,54,270,1592,Yellow,GrindyLowClear,
360,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,maze,普通,1,351-400,23,40,118,908,Green,None,
361,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,sweep,普通,2,351-400,23,47,177,1055,Green,None,
362,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,dense,普通,1,351-400,23,35,113,792,Green,None,
363,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133,shape_landmark,普通,3,351-400,34,50,138,919,Green,None,shape_transition_obelisk_tall
364,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,sweep,普通,2,351-400,25,42,166,1029,Green,None,
365,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,lock,普通,2,351-400,28,45,204,1246,Green,None,
366,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03.asset,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,section,普通,1,351-400,21,41,139,839,Green,None,
367,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_010_hc_34x26_dual_a.asset,hole_highchain_010_hc_34x26_dual_a,hole_highchain_010_hc_34x26_dual_a,hole_rescue,hole,1,351-400,34,26,85,796,Green,BottleneckHeavy,
368,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402,shape_magic,普通,1,351-400,36,48,139,982,Green,None,shape_transition_magic_cauldron_tall
369,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02.asset,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,lock,普通,4,351-400,25,47,198,1151,Green,None,
370,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07.asset,direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07,direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07,section,普通,2,351-400,24,40,149,931,Yellow,GrindyLowClear,
371,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01.asset,direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01,direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01,maze,普通,1,351-400,21,34,100,701,Yellow,GrindyLowClear,
372,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02.asset,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,section,普通,2,351-400,23,40,147,906,Green,None,
373,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307.asset,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307,shape_ocean,普通,1,351-400,34,48,142,1025,Green,None,shape_transition_ocean_pearl_clam_tall
374,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,dense,普通,1,351-400,22,38,115,829,Green,None,
375,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset,direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09,direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09,sweep,普通,1,351-400,24,41,157,967,Green,None,
376,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_67_direct_advanced_extreme_rect_core_burst_g6_v03.asset,direct_advanced_67_direct_advanced_extreme_rect_core_burst_g6_v03,direct_advanced_67_direct_advanced_extreme_rect_core_burst_g6_v03,lock,普通,4,351-400,34,57,306,1893,Green,BottleneckHeavy,
377,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset,hole_candidate_085_wide_32x24_section,hole_candidate_085_wide_32x24_section,hole_rescue,hole,1,351-400,32,24,72,673,Green,None,
378,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130.asset,r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall,procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130,shape_landmark,普通,3,351-400,36,50,144,994,Green,None,shape_transition_bridge_tower_tall
379,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,sweep,普通,1,351-400,22,44,157,951,Green,None,
380,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,section,普通,1,351-400,22,40,144,868,Green,None,
381,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,dense,普通,1,351-400,24,38,145,892,Green,None,
