order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,difficultyScore,difficultyScorePctInStage,chainPctInStage,bottleneckPctInStage,grindPctInStage,openerPressureInStage,levelType,type,slotRole,relativeDifficulty,chains,openingGoodMoves,openingGoodMoveRatio,avgAvailableMoves,avgGoodMoveRatio,bottleneckStepRatio,hardBottleneckStepRatio,lowClearRatio,avgClearPerMove,maxLowClearStreak,validationStatus,validationSeverity,validationFlags,shapeId,levelId,assetPath,proposalReason
56,51-100,2,1,-1,,0.506,114.0,0.48,0.76,0.5,0.42,0.38,普通,dense,Pressure,Hard,96,8.0,0.444,8.063,0.52,0.271,0.01,0.052,7.646,3.0,Green,12,PeakTooFlat,,direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset,chain_top25;rhythm=Hard;slot=Pressure
57,51-100,1,2,1,,0.65,169.0,0.84,0.34,0.72,0.68,0.72,普通,section,Normal,Normal,84,5.0,0.333,8.024,0.436,0.321,0.012,0.083,7.155,4.0,Green,0,None,,direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset,validation_difficulty_top25
58,51-100,1,1,0,,0.503,121.0,0.54,0.46,0.48,0.78,0.38,普通,shape_symbol,Shape,Novelty,87,8.0,0.471,9.253,0.453,0.264,0.011,0.103,7.506,4.0,Green,0,None,shape_main_distinct_puzzle_tall,r2_outer_strong_005_r2_006_a401_procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_96_onion_maskproceduralvertical_30x42-maindistinctpuzzletall_20260611_111452.asset,slot=Shape;shape_visible_level
59,51-100,3,2,-1,,0.657,156.0,0.76,0.54,0.28,0.28,0.86,普通,lock,Peak,VeryHard,89,4.0,0.286,6.213,0.539,0.236,0.034,0.056,7.551,2.0,Green,12,PeakTooFlat,,direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset,validation_difficulty_top25;few_good_openers;rhythm=VeryHard;slot=Peak
60,51-100,1,1,0,,0.558,144.0,0.68,0.26,0.62,0.92,0.24,普通,section,Recovery,Recovery,59,9.0,0.5,10.068,0.594,0.305,0.051,0.136,6.271,6.0,Green,0,None,,nomask_style_06_stair_ladder,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset,grind_high;slot=Recovery
61,51-100,1,1,0,,0.197,57.0,0.12,0.04,0.52,0.14,0.72,hole,hole_rescue,HoleRescue,Mechanic,43,5.0,0.417,8.698,0.527,0.279,0.023,0.023,8.977,1.0,Green,0,None,,hole_candidate_057_tall_18x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset,slot=HoleRescue;hole_stage_relative
62,51-100,1,1,0,,0.232,47.0,0.1,0.3,0.42,0.02,0.02,普通,dense,Normal,Normal,63,12.0,0.706,6.27,0.812,0.254,0.032,0.0,6.254,0.0,Green,0,None,,direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset,stage_relative_quota
63,51-100,1,2,1,,0.705,168.0,0.82,0.58,0.78,0.88,0.6,普通,shape_nature,Shape,Novelty,90,6.0,0.4,14.767,0.445,0.344,0.011,0.111,8.133,6.0,Green,0,None,shape_main_leaf09_tall,r2_outer_strong_005_r2_006_a401_procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall_20260611_111828.asset,validation_difficulty_top25;grind_high;slot=Shape;shape_visible_level
64,51-100,1,1,0,,0.523,143.0,0.66,0.32,0.26,0.78,0.86,普通,maze,Normal,Normal,66,4.0,0.267,11.439,0.485,0.227,0.015,0.076,8.348,5.0,Green,0,None,,nomask_style_expansion_20_long_corridor_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset,few_good_openers
65,51-100,2,1,-1,,0.574,114.0,0.48,0.96,0.54,0.92,0.0,普通,lock,Pressure,Hard,104,13.0,0.722,9.99,0.524,0.288,0.01,0.077,7.721,7.0,Green,12,PeakTooFlat,,direct_normal_23_direct_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset,chain_top10;grind_high;rhythm=Hard;slot=Pressure
66,51-100,1,1,0,,0.386,109.0,0.44,0.54,0.24,0.66,0.24,普通,sweep,Recovery,Recovery,89,9.0,0.474,8.787,0.526,0.225,0.011,0.079,7.326,4.0,Green,0,None,,direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset,slot=Recovery
67,51-100,1,2,1,,0.703,158.0,0.78,0.4,0.98,0.96,0.24,普通,shape_symbol,Shape,Novelty,86,9.0,0.5,11.302,0.468,0.419,0.023,0.14,7.105,5.0,Green,0,None,shape_main_star_tall,r2_outer_strong_005_r2_006_a401_procmask_19_onion_maskproceduralvertical_30x40-mainstartall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510.asset,validation_difficulty_top25;bottleneck_high;grind_high;slot=Shape;shape_visible_level
68,51-100,1,1,0,,0.306,83.0,0.22,0.26,0.42,0.66,0.16,普通,lock,Normal,Normal,59,10.0,0.667,7.678,0.572,0.254,0.017,0.068,6.237,4.0,Green,0,None,,direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset,stage_relative_quota
69,51-100,2,1,-1,,0.39,88.0,0.28,0.82,0.14,0.66,0.08,普通,section,Pressure,Hard,100,11.0,0.611,6.86,0.619,0.2,0.01,0.04,7.6,4.0,Green,12,PeakTooFlat,,direct_normal_48_direct_normal_rect_stair_push_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset,chain_top25;rhythm=Hard;slot=Pressure
70,51-100,1,1,0,,0.481,109.0,0.44,0.92,0.38,0.42,0.16,普通,section,Normal,Normal,103,10.0,0.526,14.175,0.61,0.252,0.01,0.058,7.194,3.0,Green,0,None,,direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset,chain_top10
71,51-100,1,1,0,,0.348,105.0,0.38,0.08,0.22,1.0,0.86,hole,hole_rescue,HoleRescue,Mechanic,45,4.0,0.5,10.844,0.443,0.222,0.022,0.178,9.933,8.0,Green,0,None,,hole_candidate_019_std_22x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset,grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
72,51-100,2,1,-1,,0.481,104.0,0.34,0.96,0.36,0.78,0.08,普通,lock,Pressure,Hard,104,11.0,0.611,10.394,0.563,0.25,0.01,0.048,7.712,5.0,Green,12,PeakTooFlat,,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,chain_top10;rhythm=Hard;slot=Pressure
73,51-100,1,2,1,,0.696,173.0,0.86,0.58,0.46,0.92,0.24,普通,shape_symbol,Shape,Novelty,90,9.0,0.391,15.411,0.547,0.256,0.022,0.133,7.078,7.0,Green,0,None,shape_main_distinct_crescent_tall,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,validation_difficulty_top25;grind_high;slot=Shape;shape_visible_level
74,51-100,1,2,1,,0.729,181.0,0.94,0.46,0.76,0.78,0.72,普通,section,Normal,Normal,87,5.0,0.294,9.069,0.475,0.333,0.011,0.069,7.379,5.0,Green,0,None,,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,validation_difficulty_top10
75,51-100,1,3,2,RecoveryButHeavy,0.835,187.0,0.96,0.92,0.82,0.42,0.6,普通,sweep,Recovery,Recovery,103,6.0,0.286,9.583,0.546,0.35,0.039,0.049,7.243,3.0,Green,0,None,,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,validation_difficulty_top10;chain_top10;slot=Recovery
76,51-100,3,2,-1,,0.637,124.0,0.58,0.72,0.32,0.66,0.48,普通,section,Peak,VeryHard,94,7.0,0.438,8.691,0.565,0.245,0.043,0.064,7.479,4.0,Green,12,PeakTooFlat,,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,rhythm=VeryHard;slot=Peak
77,51-100,1,1,0,,0.31,65.0,0.14,0.16,0.56,0.36,0.86,普通,lock,Normal,Normal,48,4.0,0.444,5.917,0.587,0.292,0.042,0.063,10.75,2.0,Green,0,None,,nomask_style_expansion_33_double_room_lock_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_33_double_room_lock_tall.asset,few_good_openers
78,51-100,1,4,3,ShapeOrNoveltyAsHard,0.853,205.0,1.0,0.66,0.96,1.0,0.48,普通,shape_music,Shape,Novelty,92,7.0,0.35,11.75,0.437,0.413,0.022,0.098,7.152,8.0,Green,0,None,shape_main_distinct_music_note_tall,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,validation_difficulty_top10;bottleneck_high;grind_high;slot=Shape;shape_visible_level
79,51-100,1,1,0,,0.343,105.0,0.38,0.22,0.3,0.78,0.72,普通,maze,Recovery,Recovery,58,5.0,0.263,8.379,0.541,0.241,0.017,0.103,8.69,3.0,Green,0,None,,nomask_style_expansion_19_long_corridor_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_19_long_corridor_a.asset,slot=Recovery
80,51-100,1,1,0,,0.613,148.0,0.72,0.54,0.6,0.1,0.72,普通,section,Normal,Normal,89,5.0,0.263,6.506,0.557,0.303,0.034,0.011,7.742,1.0,Green,0,None,,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,stage_relative_quota
81,51-100,1,1,0,,0.12,23.0,0.04,0.1,0.02,0.7,0.08,普通,sweep,Recovery,Recovery,46,11.0,0.733,10.217,0.695,0.109,0.022,0.087,8.261,4.0,Green,0,None,,nomask_style_expansion_04_snake_spine_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_04_snake_spine_a.asset,slot=Recovery
82,51-100,1,1,0,,0.396,96.0,0.32,0.08,0.68,0.9,0.86,hole,hole_rescue,HoleRescue,Mechanic,45,4.0,0.5,5.911,0.505,0.311,0.044,0.133,9.8,6.0,Green,0,None,,hole_candidate_018_std_22x24_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_018_std_22x24_lock.asset,grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
83,51-100,1,1,0,,0.606,131.0,0.62,0.6,0.86,0.78,0.16,普通,shape_symbol,Shape,Novelty,91,10.0,0.556,9.429,0.519,0.352,0.011,0.088,7.33,5.0,Green,0,None,shape_main_heart_tall,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,bottleneck_high;slot=Shape;shape_visible_level
84,51-100,2,1,-1,,0.361,85.0,0.24,0.48,0.66,0.26,0.16,普通,lock,Pressure,Hard,88,10.0,0.556,7.614,0.636,0.307,0.011,0.023,7.557,2.0,Green,12,PeakTooFlat,,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,rhythm=Hard;slot=Pressure
85,51-100,1,1,0,,0.257,82.0,0.2,0.66,0.1,0.42,0.02,普通,maze,Recovery,Recovery,92,12.0,0.6,10.75,0.571,0.185,0.011,0.065,7.717,3.0,Green,0,None,,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,slot=Recovery
86,51-100,1,1,0,,0.18,21.0,0.02,0.2,0.44,0.1,0.48,普通,dense,Normal,Normal,55,7.0,0.7,5.818,0.578,0.255,0.018,0.018,8.036,1.0,Green,0,None,,direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset,stage_relative_quota
87,51-100,1,4,3,ShapeOrNoveltyAsHard,0.86,192.0,0.98,0.74,0.94,1.0,0.72,普通,shape_object,Shape,Novelty,95,5.0,0.5,8.189,0.445,0.389,0.021,0.137,9.063,8.0,Green,0,None,shape_main_paint_palette_tall,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,validation_difficulty_top10;bottleneck_high;grind_high;slot=Shape;shape_visible_level
88,51-100,2,1,-1,,0.446,108.0,0.4,0.86,0.06,0.66,0.24,普通,section,Pressure,Hard,101,9.0,0.5,9.584,0.561,0.178,0.01,0.059,7.386,4.0,Green,12,PeakTooFlat,,direct_normal_28_direct_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset,chain_top25;rhythm=Hard;slot=Pressure
89,51-100,3,3,0,,0.793,181.0,0.94,0.82,0.7,0.42,0.72,普通,lock,Peak,VeryHard,100,5.0,0.313,7.74,0.574,0.32,0.01,0.06,7.0,3.0,Green,12,PeakTooFlat,,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,validation_difficulty_top10;chain_top25;rhythm=VeryHard;slot=Peak
90,51-100,1,1,0,,0.363,82.0,0.2,0.78,0.16,0.42,0.02,普通,section,Normal,Normal,98,12.0,0.632,9.643,0.542,0.204,0.031,0.041,7.531,3.0,Green,0,None,,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,chain_top25
91,51-100,1,1,0,,0.389,89.0,0.3,0.12,1.0,0.8,0.6,hole,hole_rescue,HoleRescue,Mechanic,47,6.0,0.545,5.915,0.442,0.447,0.021,0.106,10.447,4.0,Green,14,BottleneckHeavy,,hole_candidate_071_wide_26x22_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset,bottleneck_high;slot=HoleRescue;hole_stage_relative
92,51-100,1,1,0,,0.345,79.0,0.16,0.16,0.76,0.68,0.86,普通,lock,Normal,Normal,48,4.0,0.5,5.083,0.585,0.333,0.021,0.083,8.188,4.0,Green,0,None,,nomask_style_expansion_30_vertical_gate_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_30_vertical_gate_a.asset,few_good_openers
93,51-100,1,2,1,,0.703,148.0,0.72,0.66,0.92,0.56,0.48,普通,shape_symbol,Shape,Novelty,92,7.0,0.412,11.272,0.527,0.38,0.033,0.076,6.859,2.0,Green,0,None,shape_main_lightning_tall,r2_outer_strong_005_r2_006_a401_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset,bottleneck_high;slot=Shape;shape_visible_level
94,51-100,2,3,1,,0.78,174.0,0.88,0.98,0.9,0.52,0.6,普通,section,Pressure,Hard,107,6.0,0.333,10.514,0.419,0.374,0.009,0.075,7.561,2.0,Green,12,PeakTooFlat,,direct_normal_112_direct_normal_rect_section_unlock_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_112_direct_normal_rect_section_unlock_g5_v12.asset,validation_difficulty_top25;chain_top10;bottleneck_high;rhythm=Hard;slot=Pressure
95,51-100,1,1,0,,0.209,36.0,0.06,0.28,0.34,0.42,0.24,普通,dense,Normal,Normal,61,9.0,0.9,7.557,0.514,0.246,0.016,0.066,6.41,2.0,Green,0,None,,direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04.asset,stage_relative_quota
96,51-100,3,2,-1,,0.775,151.0,0.74,1.0,0.8,0.5,0.48,普通,section,Peak,VeryHard,110,7.0,0.467,8.709,0.501,0.345,0.018,0.073,7.636,3.0,Green,12,PeakTooFlat,,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,chain_top10;rhythm=VeryHard;slot=Peak
97,51-100,1,1,0,,0.531,132.0,0.64,0.88,0.12,0.88,0.38,普通,sweep,Recovery,Recovery,102,8.0,0.444,9.363,0.517,0.196,0.01,0.078,7.696,6.0,Green,0,None,,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset,chain_top25;grind_high;slot=Recovery
98,51-100,1,2,1,,0.74,160.0,0.8,0.72,0.84,1.0,0.6,普通,shape_music,Shape,Novelty,94,6.0,0.429,14.521,0.424,0.351,0.011,0.191,8.149,4.0,Green,0,None,shape_main_microphone_tall,r2_outer_strong_005_r2_006_a401_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset,validation_difficulty_top25;grind_high;slot=Shape;shape_visible_level
99,51-100,1,3,2,,0.821,180.0,0.9,0.86,0.88,1.0,0.38,普通,section,Normal,Normal,101,8.0,0.444,12.188,0.453,0.366,0.02,0.109,7.287,8.0,Green,0,None,,direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01.asset,validation_difficulty_top10;chain_top25;bottleneck_high;grind_high
100,51-100,1,1,0,ValidationYellow:StartFakeWide,0.359,119.0,0.5,0.18,0.04,0.1,0.98,普通,lock,Normal,Normal,51,2.0,0.222,6.706,0.567,0.137,0.02,0.02,8.137,1.0,Yellow,16,StartFakeWide,,direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02.asset,few_good_openers
101,101-150,1,1,0,,0.471,131.0,0.44,0.02,1.0,0.82,0.82,hole,hole_rescue,HoleRescue,Mechanic,47,4.0,0.364,7.298,0.479,0.426,0.043,0.128,9.532,6.0,Green,14,BottleneckHeavy,,hole_candidate_020_std_22x24_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset,bottleneck_high;few_good_openers;slot=HoleRescue;hole_stage_relative
102,101-150,1,1,0,,0.435,126.0,0.36,0.16,0.72,0.8,0.88,普通,dense,Normal,Normal,57,3.0,0.6,7.789,0.474,0.333,0.018,0.123,6.632,3.0,Green,0,None,,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset,few_good_openers
103,101-150,1,2,1,,0.707,197.0,0.94,0.44,0.38,0.8,0.64,普通,shape_ocean,Shape,Novelty,93,6.0,0.3,12.215,0.523,0.29,0.022,0.086,6.946,6.0,Green,0,None,shape_main_ocean_drift_bottle_tall,r2_outer_strong_005_r2_006_a401_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset,validation_difficulty_top10;slot=Shape;shape_visible_level
104,101-150,2,1,-1,,0.464,104.0,0.2,0.74,0.8,0.32,0.12,普通,lock,Pressure,Hard,102,11.0,0.647,6.804,0.58,0.343,0.049,0.039,7.324,3.0,Green,12,PeakTooFlat,,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,rhythm=Hard;slot=Pressure
105,101-150,1,2,1,ValidationYellow:GrindyLowClear,0.699,173.0,0.86,0.92,0.42,1.0,0.0,普通,maze,Recovery,Recovery,108,15.0,0.556,11.583,0.495,0.296,0.009,0.13,7.778,13.0,Yellow,18,GrindyLowClear,,direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06.asset,validation_difficulty_top25;chain_top10;grind_high;slot=Recovery
106,101-150,1,1,0,,0.265,90.0,0.14,0.28,0.12,0.52,0.38,普通,section,Normal,Normal,86,8.0,0.571,7.384,0.627,0.221,0.035,0.058,7.453,4.0,Green,0,None,,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset,stage_relative_quota
107,101-150,3,3,0,,0.748,148.0,0.66,0.84,0.96,0.52,0.24,普通,lock,Peak,VeryHard,105,9.0,0.529,7.0,0.53,0.41,0.029,0.067,7.076,4.0,Green,12,PeakTooFlat,,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,chain_top25;bottleneck_high;rhythm=VeryHard;slot=Peak
108,101-150,1,2,1,,0.703,167.0,0.84,0.44,0.54,1.0,0.24,普通,shape_symbol,Shape,Novelty,93,9.0,0.529,12.097,0.573,0.312,0.054,0.161,6.946,7.0,Green,0,None,shape_main_distinct_digit2_tall,r2_outer_strong_005_r2_006_a401_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset,validation_difficulty_top25;grind_high;slot=Shape;shape_visible_level
