"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","assemblyAction","assemblySourcePool","assemblySourceRoot","assemblyGateClass","assemblySelectionReason","assemblyCopyRequired","assemblyCandidateLevelId","assemblyCandidateAssetPath","assemblyCandidateStyle","assemblyCandidateChainLanguage","assemblyCandidateRole","assemblyManualReview","assemblyRemainingGap","assemblyGapReason","assemblyCandidateWidth","assemblyCandidateHeight","assemblyCandidateChains","assemblyCandidateAvgChoices","assemblyCandidateMaxChain","assemblyCandidateAvgChain","assemblyCandidateStraightness","assemblyCandidateProfile"
"40","4","140","Main/Level_Main_40","normal","困难","FixedFront40","Hard","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_s3_v1_06_nutation_longchain_rail_v1_rect_c80hf3_02_d1_maze_rail","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_06_nutation_longchain_rail_v1_rect_c80hf3_02_d1_maze_rail.asset","direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L040_direct_pure_topup_05_11_direct_normal_pure_rect_lo.asset","nutation_longchain_strict60_campaign_gate","PeelMid","rail_chain","Hard","0.951","7","6","2","0.903","0.085","5","5","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_s3_v1_06_nutation_longchain_rail_v1_rect_c80hf3_02_d1_maze_rail","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_06_nutation_longchain_rail_v1_rect_c80hf3_02_d1_maze_rail.asset","maze_long_chain","rail_chain","LongChainHardPeak","False","False","","23","31","59","4.78","22","11.49","0.425","holefix"
"41","5","141","Main/Level_Main_41","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L041_direct_pure_topup_03_17_direct_refresh_topup_rect_.asset","strict152","FlowRail","rail_chain","NormalFlow","0.995","8","6","3","0.878","0.163","7","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"43","5","143","Main/Level_Main_43","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_first10_05_L043_sunglasses","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_17_large_sunglasses","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L043_r2_outer_strong_005_r2_006_a401_maskonlyb05_17_lar.asset","shape_psg_inventory","","","","0.986","7","7","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_first10_05_L043_sunglasses","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset","LockBuckle","","TraceKeeper","False","False","","","","81","4.06","","","","LockBuckle"
"44","5","144","Main/Level_Main_44","normal","困难","Pressure","Hard","ReplacedHardGate0910","c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","direct_pure_normal_extra_01_07_direct_normal_pure_extra_rect_quasi_symmetry_g15_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L044_direct_pure_normal_extra_01_07_direct_normal_pure_.asset","strict152","PeelMid","curve_chain","Hard","0.98","10","4","3","0.862","0.177","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","","curve_chain","","False","False","","","","","","","","",""
"47","5","147","Main/Level_Main_47","normal","极难","Peak","Peak","ReplacedHardGate0910","c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","direct_diff120_82_direct_diff_hard_room_gate_double_room_lock_g0_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L047_direct_diff120_82_direct_diff_hard_room_gate_doubl.asset","lowchoice","","","","0.983","11","6","3","0.846","0.222","8","8","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","","","","False","False","","","","","","","","",""
"48","5","148","Main/Level_Main_48","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_first10_06_L048_kite","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_06_L048_kite.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_15_large_kite","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L048_r2_outer_strong_005_r2_006_a401_maskonlyb02_15_lar.asset","shape_psg_inventory","","","","0.992","10","10","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_first10_06_L048_kite","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_06_L048_kite.asset","Sweep","","TraceKeeper","False","False","","","","76","4.92","","","","Sweep"
"50","5","150","Main/Level_Main_50","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","nomask_style_expansion_35_zig_river_tall","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L050_nomask_style_expansion_35_zig_river_tall.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.989","10","7","5","0.872","0.178","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"52","6","152","Main/Level_Main_52","normal","困难","Pressure","Hard","ReplacedHardGate0910","campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L052_direct_pure_topup_06_17_direct_normal_pure_rect_ou.asset","strict152","PeelMid","rail_chain","Hard","0.991","10","5","3","0.851","0.139","6","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"53","6","153","Main/Level_Main_53","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_first10_07_L053_camera","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_07_L053_camera.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_38_compact_camera","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L053_r2_outer_strong_005_r2_006_a401_maskonlyb09_38_com.asset","shape_psg_inventory","","","","0.993","10","9","8","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_first10_07_L053_camera","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_07_L053_camera.asset","LockBuckle","","TraceKeeper","False","False","","","","92","4.18","","","","LockBuckle"
"56","6","156","Main/Level_Main_56","normal","特别困难","Pressure","Peak","ReplacedHardGate0910","c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L056_direct_pure_topup_05_01_direct_normal_pure_rect_ou.asset","lowchoice","","","","0.989","7","6","4","0.893","0.159","6","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","","","","False","False","","","","","","","","",""
"57","6","157","Main/Level_Main_57","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L057_direct_pure_topup_06_18_direct_normal_pure_rect_se.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.988","8","4","3","0.82","0.258","8","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"58","6","158","Main/Level_Main_58","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_06_main_bicycle","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L058_r2_outer_strong_005_r2_006_a401_maskonlyb04_06_mai.asset","shape_psg_inventory","","","","0.988","7","10","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense.asset","DenseWeave","","TraceKeeper","False","False","","","","92","4.27","","","","DenseWeave"
"60","6","160","Main/Level_Main_60","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","nomask_style_06_stair_ladder","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L060_nomask_style_06_stair_ladder.asset","strict152","FlowPatch","patch_chain","NormalFlow","0.995","7","4","4","0.866","0.115","8","4","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset","","patch_chain","","False","False","","","","","","","","",""
"62","7","162","Main/Level_Main_62","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","NormalCandidatePlanned","campaign500_normal_full_v1_s01_s13_77_nutation_mixed_neutral_v1_rect_s07_o062_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_77_nutation_mixed_neutral_v1_rect_s07_o062_v01_neutralmixed_mixed_chain.asset","direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L062_direct_pure_topup_02_01_direct_refresh_topup_rect_.asset","normal_full_v1_exact_variant","NeutralMixed","mixed_chain","NormalNeutral","0.981","6","4","4","0.864","0.147","6","4","ActiveReplace","Campaign500NormalFullV1ExactVariant","main","CampaignHardGateExactOrder","Exact order 62 v01 candidate from NormalFullV1 raw variants; passes current Campaign hard gate and replaces the prior v00 near-miss.","False","campaign500_normal_full_v1_s01_s13_77_nutation_mixed_neutral_v1_rect_s07_o062_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_77_nutation_mixed_neutral_v1_rect_s07_o062_v01_neutralmixed_mixed_chain.asset","dense_weave","curve_chain","NormalB_NeutralOrPeelLight","False","False","","20","27","55","3.76","21","9.64","0.464","dense_weave"
"63","7","163","Main/Level_Main_63","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_first10_09_L063_sailboat","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_09_L063_sailboat.asset","r2_outer_strong_005_r2_006_a401_maskonlyb03_03_main_sailboat","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L063_r2_outer_strong_005_r2_006_a401_maskonlyb03_03_mai.asset","shape_psg_inventory","","","","0.983","10","7","1","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_first10_09_L063_sailboat","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_09_L063_sailboat.asset","Sweep","","TraceKeeper","False","False","","","","70","5.57","","","","Sweep"
"65","7","165","Main/Level_Main_65","normal","极难","Pressure","Peak","ReplacedHardGate0910","c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset","direct_normal_23_direct_normal_rect_lock_buckle_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L065_direct_normal_23_direct_normal_rect_lock_buckle_g2.asset","strict152","PeelHard","rail_chain","Peak","0.982","9","4","4","0.82","0.221","7","7","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_06_nutation_strict_mixed_peak_v1_rect_s07_o065_v01_strictmixedpeak_mixed_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"67","7","167","Main/Level_Main_67","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_first10_10_L067_pager","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_10_L067_pager.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_02_main_pager","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L067_r2_outer_strong_005_r2_006_a401_maskonlyb06_02_mai.asset","shape_psg_inventory","","","","0.990","10","8","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_first10_10_L067_pager","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_10_L067_pager.asset","SectionUnlock","","TraceKeeper","False","False","","","","91","5.01","","","","SectionUnlock"
"68","7","168","Main/Level_Main_68","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L068_direct_pure_topup_03_14_direct_refresh_topup_rect_.asset","strict152","FlowCurve","curve_chain","NormalFlow","0.986","9","3","3","0.89","0.1","5","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset","","curve_chain","","False","False","","","","","","","","",""
