rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
127,kept,R1,r1_ab_228_above300_level_833_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_228_above300_level_833_final.asset,r1_outer_strong_127_r1_228_a833,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_127_r1_228_a833.asset,original,19,28,41,41,453,453,0.852,0.852,0.700,0.700,0.773,0.773,7,7,3,3,3,3,12,12,0,0,0,True,6695.9,original:greedy=True:outer1=0.700:outer2=0.773:empty=7:edgeShort=3:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.978:outer2=0.959:empty=1:edgeShort=8:edgeLong=3:filled=13:trim=0/0:build failed 第 5 条箭头头部前方被自身占用。 | trim_refill:greedy=False:outer1=0.978:outer2=0.959:empty=1:edgeShort=8:edgeLong=3:filled=13:trim=0/0:build failed 第 5 条箭头头部前方被自身占用。
128,repaired,R1,r1_ab_231_above300_level_844_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_231_above300_level_844_final.asset,r1_outer_strong_128_r1_231_a844,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_128_r1_231_a844.asset,fill_outer,22,35,99,101,732,742,0.951,0.964,0.900,0.991,0.939,0.986,3,1,18,18,1,1,10,10,0,0,10,True,10422.5,original:greedy=True:outer1=0.900:outer2=0.939:empty=3:edgeShort=18:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.986:empty=1:edgeShort=18:edgeLong=1:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.986:empty=1:edgeShort=18:edgeLong=1:filled=10:trim=0/0:fast greedy budget=450
129,repaired,R1,r1_ab_232_above300_level_845_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_232_above300_level_845_final.asset,r1_outer_strong_129_r1_232_a845,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_129_r1_232_a845.asset,fill_outer,26,30,83,85,746,755,0.956,0.968,0.944,1.000,0.938,0.981,3,0,15,15,3,3,12,12,0,0,4,True,10522.2,original:greedy=True:outer1=0.944:outer2=0.938:empty=3:edgeShort=15:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.981:empty=0:edgeShort=15:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.981:empty=0:edgeShort=15:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450
130,repaired,R1,r1_ab_233_above300_level_846_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_233_above300_level_846_final.asset,r1_outer_strong_130_r1_233_a846,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_130_r1_233_a846.asset,fill_outer,23,30,65,73,643,665,0.932,0.964,0.784,0.990,0.847,0.959,7,1,5,11,1,1,22,22,0,0,9,True,10386.1,original:greedy=True:outer1=0.784:outer2=0.847:empty=7:edgeShort=5:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.959:empty=1:edgeShort=11:edgeLong=1:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.959:empty=1:edgeShort=11:edgeLong=1:filled=9:trim=0/0:fast greedy budget=450
131,repaired,R1,r1_ab_234_above300_level_851_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_234_above300_level_851_final.asset,r1_outer_strong_131_r1_234_a851,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_131_r1_234_a851.asset,fill_outer,21,27,51,56,465,531,0.820,0.937,0.272,0.989,0.557,0.932,67,1,0,1,0,3,7,18,0,0,7,True,10340.1,original:greedy=True:outer1=0.272:outer2=0.557:empty=67:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.932:empty=1:edgeShort=1:edgeLong=3:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.932:empty=1:edgeShort=1:edgeLong=3:filled=7:trim=0/0:fast greedy budget=450
132,repaired,R1,r1_ab_235_above300_level_852_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_235_above300_level_852_final.asset,r1_outer_strong_132_r1_235_a852,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_132_r1_235_a852.asset,fill_outer,25,30,76,76,723,726,0.964,0.968,0.962,0.991,0.966,0.980,1,1,19,19,6,6,13,13,0,0,3,True,10099.6,original:greedy=True:outer1=0.962:outer2=0.966:empty=1:edgeShort=19:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.980:empty=1:edgeShort=19:edgeLong=6:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.980:empty=1:edgeShort=19:edgeLong=6:filled=3:trim=0/0:fast greedy budget=450
133,repaired,R1,r1_ab_236_above300_level_855_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_236_above300_level_855_final.asset,r1_outer_strong_133_r1_236_a855,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_133_r1_236_a855.asset,trim_refill,17,24,47,49,389,395,0.953,0.968,0.910,0.987,0.939,0.980,3,1,8,8,2,2,10,13,2,0,5,True,10445.2,original:greedy=True:outer1=0.910:outer2=0.939:empty=3:edgeShort=8:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.949:outer2=0.959:empty=3:edgeShort=8:edgeLong=2:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.987:outer2=0.980:empty=1:edgeShort=8:edgeLong=2:filled=5:trim=2/0:fast greedy budget=450
134,repaired,R1,r1_ab_237_above300_level_857_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_237_above300_level_857_final.asset,r1_outer_strong_134_r1_237_a857,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_134_r1_237_a857.asset,fill_outer,20,25,53,54,483,487,0.966,0.974,0.942,0.988,0.951,0.976,2,1,11,10,1,1,10,10,0,0,4,True,10519.0,original:greedy=True:outer1=0.942:outer2=0.951:empty=2:edgeShort=11:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.988:outer2=0.976:empty=1:edgeShort=10:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.988:outer2=0.976:empty=1:edgeShort=10:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450
135,kept,R1,r1_ab_238_above300_level_858_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_238_above300_level_858_final.asset,r1_outer_strong_135_r1_238_a858,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_135_r1_238_a858.asset,original,18,31,50,50,544,544,0.975,0.975,0.968,0.968,0.978,0.978,1,1,10,10,6,6,18,18,0,0,0,True,9825.1,original:greedy=True:outer1=0.968:outer2=0.978:empty=1:edgeShort=10:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.994:empty=0:edgeShort=9:edgeLong=6:filled=3:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.994:empty=0:edgeShort=9:edgeLong=6:filled=3:trim=0/0:fast greedy failed budget=450
136,repaired,R1,r1_ab_241_above300_level_863_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_241_above300_level_863_final.asset,r1_outer_strong_136_r1_241_a863,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_136_r1_241_a863.asset,fill_outer,19,21,40,50,320,371,0.802,0.930,0.579,0.987,0.736,0.993,14,1,11,15,2,4,12,14,0,0,16,True,10176.8,original:greedy=True:outer1=0.579:outer2=0.736:empty=14:edgeShort=11:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.987:outer2=0.993:empty=1:edgeShort=15:edgeLong=4:filled=16:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.987:outer2=0.993:empty=1:edgeShort=15:edgeLong=4:filled=16:trim=0/0:fast greedy budget=450
137,kept,R1,r1_ab_242_above300_level_869_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_242_above300_level_869_final.asset,r1_outer_strong_137_r1_242_a869,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_137_r1_242_a869.asset,original,29,36,106,106,1008,1008,0.966,0.966,0.929,0.929,0.955,0.955,2,2,14,14,4,4,17,17,0,0,0,True,9468.8,original:greedy=True:outer1=0.929:outer2=0.955:empty=2:edgeShort=14:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.984:outer2=0.984:empty=1:edgeShort=15:edgeLong=5:filled=7:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.984:outer2=0.984:empty=1:edgeShort=15:edgeLong=5:filled=7:trim=0/0:fast greedy failed budget=450
138,repaired,R1,r1_ab_245_above300_level_871_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_245_above300_level_871_final.asset,r1_outer_strong_138_r1_245_a871,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_138_r1_245_a871.asset,fill_outer,20,25,58,61,481,491,0.962,0.982,0.884,0.988,0.921,0.982,5,1,12,13,3,3,14,14,0,0,5,True,10285.5,original:greedy=True:outer1=0.884:outer2=0.921:empty=5:edgeShort=12:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.988:outer2=0.982:empty=1:edgeShort=13:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.988:outer2=0.982:empty=1:edgeShort=13:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450
139,repaired,R1,r1_ab_247_above300_level_877_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_247_above300_level_877_final.asset,r1_outer_strong_139_r1_247_a877,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_139_r1_247_a877.asset,fill_outer,19,31,70,71,568,571,0.964,0.969,0.958,0.990,0.962,0.978,2,1,11,11,1,1,10,10,0,0,3,True,10516.3,original:greedy=True:outer1=0.958:outer2=0.962:empty=2:edgeShort=11:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.978:empty=1:edgeShort=11:edgeLong=1:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.978:empty=1:edgeShort=11:edgeLong=1:filled=6:trim=0/2:fast greedy budget=450
140,repaired,R1,r1_ab_248_above300_level_878_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_248_above300_level_878_final.asset,r1_outer_strong_140_r1_248_a878,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_140_r1_248_a878.asset,fill_outer,23,28,52,66,551,626,0.856,0.972,0.214,0.980,0.590,0.989,76,1,4,9,3,4,15,18,0,0,20,True,10109.8,original:greedy=True:outer1=0.214:outer2=0.590:empty=76:edgeShort=4:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.980:outer2=0.989:empty=1:edgeShort=9:edgeLong=4:filled=20:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.980:outer2=0.989:empty=1:edgeShort=9:edgeLong=4:filled=20:trim=0/0:fast greedy budget=450
141,repaired,R1,r1_ab_249_above300_level_879_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_249_above300_level_879_final.asset,r1_outer_strong_141_r1_249_a879,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_141_r1_249_a879.asset,fill_outer,20,26,54,54,504,505,0.969,0.971,0.989,1.000,0.982,0.988,1,0,15,15,3,3,11,11,0,0,1,True,10528.7,original:greedy=True:outer1=0.989:outer2=0.982:empty=1:edgeShort=15:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=15:edgeLong=3:filled=1:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.988:empty=0:edgeShort=15:edgeLong=3:filled=1:trim=0/0:fast greedy budget=450
142,repaired,R1,r1_ab_251_above300_level_882_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_251_above300_level_882_final.asset,r1_outer_strong_142_r1_251_a882,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_142_r1_251_a882.asset,fill_outer,19,23,49,55,382,423,0.874,0.968,0.638,0.975,0.717,0.980,23,1,10,13,3,5,22,22,0,0,6,True,9871.8,original:greedy=True:outer1=0.638:outer2=0.717:empty=23:edgeShort=10:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.975:outer2=0.980:empty=1:edgeShort=13:edgeLong=5:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.975:outer2=0.980:empty=1:edgeShort=13:edgeLong=5:filled=7:trim=1/0:fast greedy budget=450
143,repaired,R1,r1_ab_253_above300_level_885_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_253_above300_level_885_final.asset,r1_outer_strong_143_r1_253_a885,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_143_r1_253_a885.asset,fill_outer,21,35,97,100,708,714,0.963,0.971,0.907,0.963,0.947,0.976,3,2,17,18,2,2,10,10,0,0,6,True,9920.7,original:greedy=True:outer1=0.907:outer2=0.947:empty=3:edgeShort=17:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.963:outer2=0.976:empty=2:edgeShort=18:edgeLong=2:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=False:outer1=0.963:outer2=0.976:empty=2:edgeShort=17:edgeLong=2:filled=12:trim=1/2:fast greedy failed budget=450
144,repaired,R1,r1_ab_254_above300_level_887_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_254_above300_level_887_final.asset,r1_outer_strong_144_r1_254_a887,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_144_r1_254_a887.asset,fill_outer,22,27,55,62,522,547,0.879,0.921,0.787,0.968,0.844,0.978,7,1,11,15,4,3,14,14,0,0,14,True,10107.3,original:greedy=True:outer1=0.787:outer2=0.844:empty=7:edgeShort=11:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.968:outer2=0.978:empty=1:edgeShort=15:edgeLong=3:filled=14:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.968:outer2=0.978:empty=1:edgeShort=15:edgeLong=3:filled=14:trim=0/0:fast greedy budget=450
145,repaired,R1,r1_ab_255_above300_level_889_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_255_above300_level_889_final.asset,r1_outer_strong_145_r1_255_a889,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_145_r1_255_a889.asset,fill_outer,40,65,7,141,18,2414,0.007,0.928,0.000,0.995,0.020,0.955,206,1,5,4,0,134,3,18,0,0,137,True,2365.5,original:greedy=True:outer1=0.000:outer2=0.020:empty=206:edgeShort=5:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.995:outer2=0.955:empty=1:edgeShort=4:edgeLong=134:filled=137:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.995:outer2=0.955:empty=1:edgeShort=4:edgeLong=134:filled=137:trim=0/0:fast greedy budget=450
146,repaired,R1,r1_ab_257_above300_level_893_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_257_above300_level_893_final.asset,r1_outer_strong_146_r1_257_a893,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_146_r1_257_a893.asset,fill_outer,20,21,50,50,409,414,0.974,0.986,0.936,1.000,0.959,0.993,2,0,10,10,3,3,17,17,0,0,5,True,10534.7,original:greedy=True:outer1=0.936:outer2=0.959:empty=2:edgeShort=10:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.993:empty=0:edgeShort=10:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.993:empty=0:edgeShort=10:edgeLong=3:filled=6:trim=1/0:fast greedy budget=450
147,repaired,R1,r1_ab_258_above300_level_894_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_258_above300_level_894_final.asset,r1_outer_strong_147_r1_258_a894,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_147_r1_258_a894.asset,fill_outer,22,23,51,56,471,495,0.931,0.978,0.849,0.988,0.884,0.994,4,1,6,11,1,1,12,12,0,0,9,True,10518.5,original:greedy=True:outer1=0.849:outer2=0.884:empty=4:edgeShort=6:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.988:outer2=0.994:empty=1:edgeShort=11:edgeLong=1:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.988:outer2=0.994:empty=1:edgeShort=11:edgeLong=1:filled=9:trim=0/0:fast greedy budget=450
148,repaired,R1,r1_ab_259_above300_level_897_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_259_above300_level_897_final.asset,r1_outer_strong_148_r1_259_a897,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_148_r1_259_a897.asset,fill_outer,18,18,27,32,309,317,0.954,0.978,0.868,0.971,0.914,0.977,2,1,7,11,4,3,16,16,0,0,6,True,10140.8,original:greedy=True:outer1=0.868:outer2=0.914:empty=2:edgeShort=7:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.971:outer2=0.977:empty=1:edgeShort=11:edgeLong=3:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=False:outer1=0.956:outer2=0.969:empty=1:edgeShort=11:edgeLong=3:filled=8:trim=1/1:fast greedy failed budget=450
149,repaired,R1,r1_ab_261_above300_level_899_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_261_above300_level_899_final.asset,r1_outer_strong_149_r1_261_a899,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_149_r1_261_a899.asset,fill_outer,26,33,92,92,845,848,0.985,0.988,0.965,0.991,0.977,0.991,1,1,19,19,5,5,25,25,0,0,3,True,9941.7,original:greedy=True:outer1=0.965:outer2=0.977:empty=1:edgeShort=19:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.991:empty=1:edgeShort=19:edgeLong=5:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.991:empty=1:edgeShort=19:edgeLong=5:filled=3:trim=0/0:fast greedy budget=450
150,repaired,R1,r1_ab_262_above300_level_901_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_262_above300_level_901_final.asset,r1_outer_strong_150_r1_262_a901,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_150_r1_262_a901.asset,trim_refill,29,44,1,88,44,1276,0.034,1.000,0.014,1.000,0.159,1.000,96,0,0,0,1,88,44,18,1,0,88,True,5372.0,original:greedy=True:outer1=0.014:outer2=0.159:empty=96:edgeShort=0:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.944:outer2=0.971:empty=8:edgeShort=0:edgeLong=65:filled=64:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=0:edgeLong=88:filled=88:trim=1/0:fast greedy budget=450
151,repaired,R1,r1_ab_263_above300_level_904_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_263_above300_level_904_final.asset,r1_outer_strong_151_r1_263_a904,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_151_r1_263_a904.asset,fill_outer,17,29,45,50,452,479,0.917,0.972,0.739,0.943,0.798,0.958,10,2,12,15,2,2,16,16,0,0,8,True,9726.8,original:greedy=True:outer1=0.739:outer2=0.798:empty=10:edgeShort=12:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.943:outer2=0.958:empty=2:edgeShort=15:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.943:outer2=0.958:empty=2:edgeShort=15:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450
152,repaired,R1,r1_ab_264_above300_level_906_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_264_above300_level_906_final.asset,r1_outer_strong_152_r1_264_a906,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_152_r1_264_a906.asset,fill_outer,21,30,59,61,591,624,0.938,0.990,0.663,1.000,0.819,0.995,30,0,11,10,4,6,26,26,0,0,5,True,10185.8,original:greedy=True:outer1=0.663:outer2=0.819:empty=30:edgeShort=11:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=10:edgeLong=6:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=10:edgeLong=6:filled=5:trim=0/0:fast greedy budget=450
153,repaired,R1,r1_ab_265_above300_level_907_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_265_above300_level_907_final.asset,r1_outer_strong_153_r1_265_a907,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_153_r1_265_a907.asset,fill_outer,23,24,51,52,534,539,0.967,0.976,0.944,0.978,0.959,0.983,2,1,9,9,2,2,11,11,0,0,3,True,10375.1,original:greedy=True:outer1=0.944:outer2=0.959:empty=2:edgeShort=9:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.978:outer2=0.983:empty=1:edgeShort=9:edgeLong=2:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.978:outer2=0.983:empty=1:edgeShort=9:edgeLong=2:filled=3:trim=0/0:fast greedy budget=450
154,repaired,R1,r1_ab_267_above300_level_925_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_267_above300_level_925_final.asset,r1_outer_strong_154_r1_267_a925,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_154_r1_267_a925.asset,trim_refill,26,36,81,103,739,910,0.790,0.972,0.308,0.925,0.470,0.961,36,3,11,17,2,9,36,18,2,0,35,True,8837.4,original:greedy=True:outer1=0.308:outer2=0.470:empty=36:edgeShort=11:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.933:outer2=0.966:empty=3:edgeShort=31:edgeLong=4:filled=39:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.925:outer2=0.961:empty=3:edgeShort=17:edgeLong=9:filled=35:trim=2/0:fast greedy budget=450
155,repaired,R1,r1_ab_271_above300_level_943_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_271_above300_level_943_final.asset,r1_outer_strong_155_r1_271_a943,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_155_r1_271_a943.asset,fill_outer,26,26,62,63,661,664,0.978,0.982,0.960,0.990,0.964,0.979,2,1,7,7,3,3,22,22,0,0,2,True,10311.8,original:greedy=True:outer1=0.960:outer2=0.964:empty=2:edgeShort=7:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.979:empty=1:edgeShort=7:edgeLong=3:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.979:empty=1:edgeShort=7:edgeLong=3:filled=2:trim=0/0:fast greedy budget=450
156,repaired,R1,r1_ab_272_above300_level_946_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_272_above300_level_946_final.asset,r1_outer_strong_156_r1_272_a946,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_156_r1_272_a946.asset,fill_outer,24,32,88,89,735,747,0.957,0.973,0.880,0.991,0.918,0.976,10,1,13,13,3,4,14,14,0,0,3,True,10242.7,original:greedy=True:outer1=0.880:outer2=0.918:empty=10:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.976:empty=1:edgeShort=13:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.976:empty=1:edgeShort=13:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450
157,repaired,R1,r1_ab_273_above300_level_948_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_273_above300_level_948_final.asset,r1_outer_strong_157_r1_273_a948,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_157_r1_273_a948.asset,fill_outer,22,28,55,55,607,609,0.985,0.989,0.969,0.990,0.973,0.984,2,1,12,12,3,3,24,24,0,0,2,True,10202.5,original:greedy=True:outer1=0.969:outer2=0.973:empty=2:edgeShort=12:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.984:empty=1:edgeShort=12:edgeLong=3:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.984:empty=1:edgeShort=12:edgeLong=3:filled=2:trim=0/0:fast greedy budget=450
