rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
105,repaired,R2,r1_ab_197_above300_level_756_final_take_refill_v2_p2_delta8_occ4_addcells_rewrite_v2_v2_r2_added48_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_197_above300_level_756_final_take_refill_v2_p2_delta8_occ4_addcells_rewrite_v2_v2_r2_added48_rotation_vflip.asset,r2_outer_strong_102_r2_197_a756,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_102_r2_197_a756.asset,fill_outer,22,26,48,50,558,563,0.976,0.984,0.946,1.000,0.960,0.989,2,0,6,8,4,4,15,15,0,0,4,True,10604.8,original:greedy=True:outer1=0.946:outer2=0.960:empty=2:edgeShort=6:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=8:edgeLong=4:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=8:edgeLong=4:filled=4:trim=0/0:fast greedy budget=450
106,kept,R2,r1_ab_198_above300_level_757_final_take_refill_v2_p2_delta17_occ17_addcells_rewrite_v2_v2_b3_added68_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_198_above300_level_757_final_take_refill_v2_p2_delta17_occ17_addcells_rewrite_v2_v2_b3_added68_rotation_vflip.asset,r2_outer_strong_103_r2_198_a757,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_103_r2_198_a757.asset,original,23,35,93,93,781,781,0.970,0.970,0.955,0.955,0.963,0.963,1,1,24,24,1,1,21,21,0,0,0,True,9824.0,original:greedy=True:outer1=0.955:outer2=0.963:empty=1:edgeShort=24:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.986:empty=0:edgeShort=25:edgeLong=1:filled=5:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.982:outer2=0.977:empty=2:edgeShort=23:edgeLong=1:filled=9:trim=0/2:fast greedy failed budget=450
107,kept,R2,r1_ab_200_above300_level_761_final_take_refill_v2_p2_delta10_occ4_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_200_above300_level_761_final_take_refill_v2_p2_delta10_occ4_addcells_rewrite_v2_v2_r2_added56_rotation_vflip.asset,r2_outer_strong_104_r2_200_a761,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_104_r2_200_a761.asset,original,25,29,63,63,706,706,0.974,0.974,0.933,0.933,0.955,0.955,2,2,13,13,3,3,14,14,0,0,0,True,9632.7,original:greedy=True:outer1=0.933:outer2=0.955:empty=2:edgeShort=13:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.981:outer2=0.985:empty=1:edgeShort=14:edgeLong=2:filled=5:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.981:outer2=0.985:empty=1:edgeShort=14:edgeLong=2:filled=5:trim=0/0:fast greedy failed budget=450
108,repaired,R2,r1_ab_201_above300_level_764_final_take_refill_v2_p2_delta14_occ2_addcells_rewrite_v2_v2_t3_added83_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_201_above300_level_764_final_take_refill_v2_p2_delta14_occ2_addcells_rewrite_v2_v2_t3_added83_rotation_vflip.asset,r2_outer_strong_105_r2_201_a764,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_105_r2_201_a764.asset,trim_refill,29,37,115,116,1041,1045,0.970,0.974,0.938,0.984,0.968,0.988,2,1,18,16,1,1,11,11,0,1,7,True,10392.9,original:greedy=True:outer1=0.938:outer2=0.968:empty=2:edgeShort=18:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.984:outer2=0.992:empty=1:edgeShort=17:edgeLong=1:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.984:outer2=0.988:empty=1:edgeShort=16:edgeLong=1:filled=7:trim=0/1:fast greedy budget=450
109,kept,R2,r1_ab_203_above300_level_772_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_b2_added32_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_203_above300_level_772_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_b2_added32_rotation_vflip.asset,r2_outer_strong_106_r2_203_a772,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_106_r2_203_a772.asset,original,16,19,40,40,296,296,0.974,0.974,0.970,0.970,0.976,0.976,1,1,10,10,2,2,15,15,0,0,0,True,10232.4,original:greedy=True:outer1=0.970:outer2=0.976:empty=1:edgeShort=10:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.992:empty=0:edgeShort=11:edgeLong=2:filled=2:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.992:empty=0:edgeShort=11:edgeLong=2:filled=2:trim=0/0:fast greedy failed budget=450
110,kept,R2,r1_ab_204_above300_level_774_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_l2_added50_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_204_above300_level_774_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_l2_added50_rotation_vflip.asset,r2_outer_strong_107_r2_204_a774,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_107_r2_204_a774.asset,original,24,26,60,60,584,584,0.936,0.936,0.719,0.719,0.837,0.837,22,22,12,12,4,4,20,20,0,0,0,True,4857.2,original:greedy=True:outer1=0.719:outer2=0.837:empty=22:edgeShort=12:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.989:empty=0:edgeShort=15:edgeLong=5:filled=10:trim=0/0:build failed 第 42 条箭头头部前方被自身占用。 | trim_refill:greedy=False:outer1=1.000:outer2=0.989:empty=0:edgeShort=15:edgeLong=5:filled=10:trim=0/0:build failed 第 42 条箭头头部前方被自身占用。
111,repaired,R2,r1_ab_205_above300_level_775_final_take_refill_v2_p2_delta16_occ14_addcells_rewrite_v2_v2_t3_added52_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_205_above300_level_775_final_take_refill_v2_p2_delta16_occ14_addcells_rewrite_v2_v2_t3_added52_rotation_vflip.asset,r2_outer_strong_108_r2_205_a775,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_108_r2_205_a775.asset,fill_outer,18,23,50,53,399,407,0.964,0.983,0.936,1.000,0.946,0.993,1,0,11,14,2,2,13,13,0,0,5,True,10647.2,original:greedy=True:outer1=0.936:outer2=0.946:empty=1:edgeShort=11:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.993:empty=0:edgeShort=14:edgeLong=2:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.993:empty=0:edgeShort=14:edgeLong=2:filled=5:trim=0/0:fast greedy budget=450
112,repaired,R2,r1_ab_207_above300_level_781_final_addcells_rewrite_v2_v2_r2_added48_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_207_above300_level_781_final_addcells_rewrite_v2_v2_r2_added48_rotation_hflip.asset,r2_outer_strong_109_r2_207_a781,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_109_r2_207_a781.asset,fill_outer,27,25,81,88,605,654,0.896,0.969,0.490,0.980,0.724,0.979,49,2,16,20,1,3,12,18,0,0,15,True,9905.1,original:greedy=True:outer1=0.490:outer2=0.724:empty=49:edgeShort=16:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.980:outer2=0.979:empty=2:edgeShort=20:edgeLong=3:filled=15:trim=0/0:fast greedy budget=450 | trim_refill:greedy=False:outer1=0.970:outer2=0.979:empty=2:edgeShort=20:edgeLong=3:filled=20:trim=0/3:fast greedy failed budget=450
113,repaired,R2,r1_ab_208_above300_level_782_final_take_refill_v2_p1_delta8_occ8_addcells_rewrite_v2_v2_r2_added60_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_208_above300_level_782_final_take_refill_v2_p1_delta8_occ8_addcells_rewrite_v2_v2_r2_added60_rotation_vflip.asset,r2_outer_strong_110_r2_208_a782,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_110_r2_208_a782.asset,fill_outer,21,31,64,66,615,633,0.945,0.972,0.890,0.990,0.932,0.990,7,1,9,8,2,2,24,24,0,0,5,True,10332.1,original:greedy=True:outer1=0.890:outer2=0.932:empty=7:edgeShort=9:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.990:empty=1:edgeShort=8:edgeLong=2:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.990:empty=1:edgeShort=8:edgeLong=2:filled=5:trim=0/0:fast greedy budget=450
114,repaired,R2,r1_ab_209_above300_level_783_final_addcells_rewrite_v2_v2_b3_added54_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_209_above300_level_783_final_addcells_rewrite_v2_v2_b3_added54_rotation_vflip.asset,r2_outer_strong_111_r2_209_a783,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_111_r2_209_a783.asset,fill_outer,20,28,33,42,462,549,0.825,0.980,0.196,0.957,0.568,0.972,47,2,1,1,3,8,17,18,0,0,13,True,9526.6,original:greedy=True:outer1=0.196:outer2=0.568:empty=47:edgeShort=1:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.957:outer2=0.972:empty=2:edgeShort=1:edgeLong=8:filled=13:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.957:outer2=0.972:empty=2:edgeShort=1:edgeLong=8:filled=13:trim=0/0:fast greedy budget=450
115,repaired,R2,r1_ab_210_above300_level_787_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added38_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_210_above300_level_787_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added38_rotation_hflip.asset,r2_outer_strong_112_r2_210_a787,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_112_r2_210_a787.asset,fill_outer,21,20,41,42,404,408,0.962,0.971,0.936,0.987,0.959,0.986,2,1,12,13,8,8,19,19,0,0,4,True,9972.3,original:greedy=True:outer1=0.936:outer2=0.959:empty=2:edgeShort=12:edgeLong=8:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.987:outer2=0.986:empty=1:edgeShort=13:edgeLong=8:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.987:outer2=0.986:empty=1:edgeShort=13:edgeLong=8:filled=6:trim=2/0:fast greedy budget=450
116,kept,R2,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,r2_outer_strong_113_r2_211_a789,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_113_r2_211_a789.asset,original,20,28,58,58,550,550,0.982,0.982,0.935,0.935,0.960,0.960,2,2,15,15,3,3,16,16,0,0,0,True,9525.4,original:greedy=True:outer1=0.935:outer2=0.960:empty=2:edgeShort=15:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.989:outer2=0.989:empty=1:edgeShort=16:edgeLong=3:filled=5:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.989:outer2=0.989:empty=1:edgeShort=16:edgeLong=3:filled=6:trim=1/0:fast greedy failed budget=450
117,repaired,R2,r1_ab_213_above300_level_798_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_t2_added42_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_213_above300_level_798_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_t2_added42_rotation_vflip.asset,r2_outer_strong_114_r2_213_a798,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_114_r2_213_a798.asset,fill_outer,22,26,68,70,554,562,0.969,0.983,0.902,0.989,0.943,0.989,2,1,17,18,2,2,12,12,0,0,8,True,10350.7,original:greedy=True:outer1=0.902:outer2=0.943:empty=2:edgeShort=17:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.989:empty=1:edgeShort=18:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.989:empty=1:edgeShort=18:edgeLong=2:filled=10:trim=2/0:fast greedy budget=450
118,kept,R2,r1_ab_215_above300_level_805_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_b3_added61_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_215_above300_level_805_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_b3_added61_rotation_vflip.asset,r2_outer_strong_115_r2_215_a805,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_115_r2_215_a805.asset,original,22,27,72,72,574,574,0.966,0.966,0.904,0.904,0.939,0.939,3,3,18,18,1,1,24,24,0,0,0,True,9103.9,original:greedy=True:outer1=0.904:outer2=0.939:empty=3:edgeShort=18:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.968:outer2=0.972:empty=1:edgeShort=18:edgeLong=1:filled=6:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.968:outer2=0.972:empty=1:edgeShort=18:edgeLong=1:filled=6:trim=0/0:fast greedy failed budget=450
119,repaired,R2,r1_ab_217_above300_level_808_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_b3_added91_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_217_above300_level_808_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_b3_added91_rotation_vflip.asset,r2_outer_strong_116_r2_217_a808,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_116_r2_217_a808.asset,fill_outer,31,45,156,158,1354,1362,0.971,0.976,0.939,0.993,0.958,0.986,5,1,22,23,10,10,14,14,0,0,8,True,9828.6,original:greedy=True:outer1=0.939:outer2=0.958:empty=5:edgeShort=22:edgeLong=10:filled=0:trim=0/0:fast greedy budget=468 | fill_outer:greedy=True:outer1=0.993:outer2=0.986:empty=1:edgeShort=23:edgeLong=10:filled=8:trim=0/0:fast greedy budget=474 | trim_refill:greedy=True:outer1=0.993:outer2=0.986:empty=1:edgeShort=23:edgeLong=10:filled=9:trim=1/0:fast greedy budget=474
120,repaired,R2,r1_ab_218_above300_level_809_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_l2_added59_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_218_above300_level_809_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_l2_added59_rotation_vflip.asset,r2_outer_strong_117_r2_218_a809,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_117_r2_218_a809.asset,fill_outer,29,31,108,112,864,875,0.961,0.973,0.879,0.974,0.929,0.978,3,2,24,26,0,0,7,7,0,0,10,True,10062.2,original:greedy=True:outer1=0.879:outer2=0.929:empty=3:edgeShort=24:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.974:outer2=0.978:empty=2:edgeShort=26:edgeLong=0:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.974:outer2=0.978:empty=2:edgeShort=26:edgeLong=0:filled=10:trim=0/0:fast greedy budget=450
121,repaired,R2,r1_ab_219_above300_level_811_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_t3_added69_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_219_above300_level_811_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_t3_added69_rotation_vflip.asset,r2_outer_strong_118_r2_219_a811,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_118_r2_219_a811.asset,fill_outer,24,30,77,80,687,694,0.954,0.964,0.923,0.990,0.940,0.975,2,1,16,17,1,1,12,12,0,0,7,True,10424.6,original:greedy=True:outer1=0.923:outer2=0.940:empty=2:edgeShort=16:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.975:empty=1:edgeShort=17:edgeLong=1:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.975:empty=1:edgeShort=17:edgeLong=1:filled=7:trim=0/0:fast greedy budget=450
122,repaired,R2,r1_ab_220_above300_level_816_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_t3_added54_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_220_above300_level_816_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_t3_added54_rotation_vflip.asset,r2_outer_strong_119_r2_220_a816,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_119_r2_220_a816.asset,fill_outer,20,28,52,59,478,549,0.854,0.980,0.196,0.967,0.580,0.983,73,1,0,0,3,8,21,21,0,0,11,True,9771.3,original:greedy=True:outer1=0.196:outer2=0.580:empty=73:edgeShort=0:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.967:outer2=0.983:empty=1:edgeShort=0:edgeLong=8:filled=11:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.967:outer2=0.983:empty=1:edgeShort=0:edgeLong=8:filled=11:trim=0/0:fast greedy budget=450
123,repaired,R2,r1_ab_221_above300_level_818_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added55_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_221_above300_level_818_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added55_rotation_vflip.asset,r2_outer_strong_120_r2_221_a818,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_120_r2_221_a818.asset,fill_outer,19,31,73,75,570,579,0.968,0.983,0.917,1.000,0.946,0.995,2,0,23,23,2,2,16,16,0,0,8,True,10474.3,original:greedy=True:outer1=0.917:outer2=0.946:empty=2:edgeShort=23:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=23:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.995:empty=0:edgeShort=23:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450
124,repaired,R2,r1_ab_224_above300_level_827_final_rotation_double_flip_180,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_224_above300_level_827_final_rotation_double_flip_180.asset,r2_outer_strong_121_r2_224_a827,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_121_r2_224_a827.asset,fill_outer,33,54,3,111,6,1770,0.003,0.993,0.000,1.000,0.000,1.000,170,0,0,0,0,108,0,18,0,0,108,True,4170.7,original:greedy=True:outer1=0.000:outer2=0.000:empty=170:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=0:edgeLong=108:filled=108:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=0:edgeLong=108:filled=108:trim=0/0:fast greedy budget=450
125,repaired,R2,r1_ab_225_above300_level_829_final_rotation_double_flip_180,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_225_above300_level_829_final_rotation_double_flip_180.asset,r2_outer_strong_122_r2_225_a829,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_122_r2_225_a829.asset,fill_outer,40,64,4,140,9,2416,0.004,0.944,0.000,1.000,0.008,1.000,204,0,2,3,0,134,3,18,0,0,136,True,2552.8,original:greedy=True:outer1=0.000:outer2=0.008:empty=204:edgeShort=2:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=3:edgeLong=134:filled=136:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=1.000:empty=0:edgeShort=3:edgeLong=134:filled=136:trim=0/0:fast greedy budget=450
126,repaired,R2,r1_ab_227_above300_level_832_final_take_refill_v2_p2_delta13_occ11_addcells_rewrite_v2_v2_r2_added43_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_227_above300_level_832_final_take_refill_v2_p2_delta13_occ11_addcells_rewrite_v2_v2_r2_added43_rotation_vflip.asset,r2_outer_strong_123_r2_227_a832,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_123_r2_227_a832.asset,trim_refill,19,22,49,48,408,411,0.976,0.983,0.962,1.000,0.966,0.986,1,0,19,17,5,5,20,20,0,4,4,True,10323.8,original:greedy=True:outer1=0.962:outer2=0.966:empty=1:edgeShort=19:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.986:empty=0:edgeShort=20:edgeLong=5:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.986:empty=0:edgeShort=17:edgeLong=5:filled=4:trim=0/4:fast greedy budget=450
127,kept,R2,r1_ab_228_above300_level_833_final_sparse_prefill_fill8_hole11_addcells_rewrite_v2_v2_r3_added77_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_228_above300_level_833_final_sparse_prefill_fill8_hole11_addcells_rewrite_v2_v2_r3_added77_rotation_vflip.asset,r2_outer_strong_124_r2_228_a833,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_124_r2_228_a833.asset,original,22,28,52,52,538,538,0.873,0.873,0.760,0.760,0.832,0.832,5,5,3,3,1,1,12,12,0,0,0,True,7711.1,original:greedy=True:outer1=0.760:outer2=0.832:empty=5:edgeShort=3:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.958:outer2=0.951:empty=2:edgeShort=6:edgeLong=1:filled=10:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.958:outer2=0.951:empty=2:edgeShort=6:edgeLong=1:filled=10:trim=0/0:fast greedy failed budget=450
128,repaired,R2,r1_ab_231_above300_level_844_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l2_added67_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_231_above300_level_844_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l2_added67_rotation_vflip.asset,r2_outer_strong_125_r2_231_a844,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_125_r2_231_a844.asset,fill_outer,24,35,109,111,798,807,0.950,0.961,0.912,0.991,0.945,0.986,3,1,19,20,1,1,14,14,0,0,9,True,10393.5,original:greedy=True:outer1=0.912:outer2=0.945:empty=3:edgeShort=19:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.986:empty=1:edgeShort=20:edgeLong=1:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.986:empty=1:edgeShort=20:edgeLong=1:filled=9:trim=0/0:fast greedy budget=450
129,repaired,R2,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip.asset,r2_outer_strong_126_r2_232_a845,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_126_r2_232_a845.asset,trim_refill,29,30,108,110,829,842,0.953,0.968,0.904,0.982,0.923,0.982,3,2,29,25,0,0,8,7,0,4,12,True,10163.6,original:greedy=True:outer1=0.904:outer2=0.923:empty=3:edgeShort=29:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.982:outer2=0.977:empty=2:edgeShort=28:edgeLong=0:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.982:outer2=0.982:empty=2:edgeShort=25:edgeLong=0:filled=12:trim=0/4:fast greedy budget=450
130,repaired,R2,r1_ab_233_above300_level_846_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l3_added84_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_233_above300_level_846_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l3_added84_rotation_vflip.asset,r2_outer_strong_127_r2_233_a846,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_127_r2_233_a846.asset,fill_outer,26,30,88,93,737,756,0.945,0.969,0.824,1.000,0.875,0.966,7,0,16,17,0,0,7,7,0,0,9,True,10694.9,original:greedy=True:outer1=0.824:outer2=0.875:empty=7:edgeShort=16:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.966:empty=0:edgeShort=17:edgeLong=0:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.957:empty=1:edgeShort=16:edgeLong=0:filled=11:trim=1/1:fast greedy budget=450
