rank,pairPriority,riskScore,sourceAType,sourceBType,sourceA,sourceB,basePair,layout,gap,width,height,chains,coverage,aspect,inwardPressure,crossBlocks,blockedChains,blockingChains,blockedByOtherMax,blocksOtherMax,topBlockedIndex,topBlockedOwner,topBlockedHits,topBlockerIndex,topBlockerOwner,topBlockerHits,planScore,details
101,4,452.446,Seed,Seed,seed_Arrowz_level_119,seed_above300_level_883,seed:a119|seed:a883|h,H0,0,45,31,142,0.903,1.452,16,12,12,4,1,5,14,0,1,69,1,5,780.56,rawOk tiles=1259
102,4,453.897,Seed,Seed,seed_above300_level_876,seed_Above300_level_845,seed:a845|seed:a876|h,H0,0,44,30,123,0.904,1.467,12,12,12,6,1,5,21,0,1,81,1,5,879.072,rawOk tiles=1193
103,2,454.388,R2,Seed,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,seed_Above300_level_672,r2:a665|seed:a672|h,H0,0,46,33,121,0.914,1.394,12,12,12,7,1,5,4,0,1,69,1,5,879.166,rawOk tiles=1388
104,3,455.56,R1,Seed,r1_ab_049_above300_level_492_final,seed_above300_level_883,r1:a492|seed:a883|h,H0,0,45,31,131,0.930,1.452,15,11,11,3,1,6,0,0,1,58,1,6,831.755,rawOk tiles=1298
105,3,455.722,R1,Seed,r1_ab_208_above300_level_782_final,seed_above300_level_883,r1:a782|seed:a883|h,H0,0,46,31,136,0.950,1.484,14,14,14,4,1,4,9,0,1,8,0,4,896.944,rawOk tiles=1354
106,2,455.965,R2,Seed,r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip,seed_Arrowz_level_135,r2:a616|seed:a135|h,H0,0,45,29,120,0.911,1.552,15,13,13,5,1,4,6,0,1,49,0,4,796.157,rawOk tiles=1189
107,3,456.388,Seed,R1,seed_above300_level_876,r1_ab_232_above300_level_845_final,r1:a845|seed:a876|h,H0,0,46,30,133,0.910,1.533,14,13,13,7,1,4,21,0,1,124,1,4,846.9,rawOk tiles=1256
108,0,457.849,R1,R2,r1_ab_087_above300_level_558_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r1:a558|r2:a672|h,H0,0,47,30,143,0.911,1.567,16,13,13,6,1,4,5,0,1,128,1,4,797.811,rawOk tiles=1284
109,2,458.363,R2,Seed,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,seed_Above300_level_515,r2:a665|seed:a515|h,H0,0,51,35,140,0.923,1.457,18,15,15,10,1,2,4,0,1,45,0,2,769.08,rawOk tiles=1647
110,0,459.797,R2,R1,r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip,r1_ab_232_above300_level_845_final,r1:a845|r2:a661|h,H0,0,49,30,138,0.908,1.633,15,13,13,6,1,4,5,0,1,35,0,4,806.148,rawOk tiles=1335
111,1,460.215,R1,R1,r1_ab_087_above300_level_558_final,r1_ab_156_above300_level_672_final,r1:a558|r1:a672|h,H0,0,44,30,123,0.906,1.467,15,13,13,7,1,4,5,0,1,8,0,4,797.345,rawOk tiles=1196
112,0,460.566,R1,R2,r1_ab_152_above300_level_661_final,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r1:a661|r2:a845|h,H0,0,49,30,149,0.913,1.633,15,13,13,7,1,4,5,0,1,123,1,4,823.285,rawOk tiles=1342
113,2,460.985,R2,Seed,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,seed_Arrowz_level_086,r2:a665|seed:a086|h,H0,0,47,33,125,0.906,1.424,15,15,15,12,1,2,4,0,1,49,0,2,818.62,rawOk tiles=1405
114,3,463.243,Seed,R1,seed_Above300_level_782,r1_ab_282_above300_level_966_final,r1:a966|seed:a782|h,H0,0,40,29,138,0.937,1.379,15,15,15,8,1,3,9,0,1,34,0,3,859.612,rawOk tiles=1087
115,0,463.673,R1,R2,r1_ab_249_above300_level_879_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r1:a879|r2:a672|h,H0,0,46,30,149,0.912,1.533,16,13,13,8,1,4,1,0,1,8,0,4,800.35,rawOk tiles=1258
116,1,463.83,R1,R1,r1_ab_063_above300_level_515_final,r1_ab_195_above300_level_754_final,r1:a515|r1:a754|h,H0,0,50,35,154,0.915,1.429,14,14,14,7,1,4,3,0,1,32,0,4,864.107,rawOk tiles=1602
117,2,464.823,R2,Seed,r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip,seed_above300_level_883,r2:a661|seed:a883|h,H0,0,50,31,139,0.901,1.613,15,11,11,3,1,6,5,0,1,66,1,6,795.188,rawOk tiles=1396
118,0,466.932,R2,R1,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,r1_ab_195_above300_level_754_final,r1:a754|r2:a665|h,H0,0,49,33,137,0.931,1.485,14,14,14,6,1,4,4,0,1,48,0,4,868.36,rawOk tiles=1505
119,3,467.017,R1,Seed,r1_ab_048_above300_level_491_final,seed_Above300_level_845,r1:a491|seed:a845|h,H0,0,48,32,139,0.932,1.500,14,14,14,6,1,4,20,0,1,66,1,4,871.417,rawOk tiles=1432
120,1,467.192,R1,R1,r1_ab_264_above300_level_906_final,r1_ab_232_above300_level_845_final,r1:a845|r1:a906|h,H0,0,47,30,142,0.948,1.567,15,15,15,7,1,3,6,0,1,134,1,3,876.275,rawOk tiles=1337
121,2,468.637,R2,Seed,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,seed_Above300_level_966,r2:a419|seed:a966|h,H0,0,37,28,135,0.930,1.321,15,14,14,7,1,4,1,0,1,68,1,4,843.96,rawOk tiles=963
122,0,470.19,R2,R1,r1_ab_248_above300_level_878_final_addcells_rewrite_v2_v2_b3_added63_rotation_vflip,r1_ab_195_above300_level_754_final,r1:a754|r2:a878|h,H0,0,46,31,126,0.919,1.484,15,15,15,7,1,3,11,0,1,28,0,3,830.838,rawOk tiles=1310
123,2,470.647,R2,Seed,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,seed_above300_level_883,r2:a665|seed:a883|h,H0,0,53,33,153,0.924,1.606,13,13,13,5,1,5,4,0,1,80,1,5,900.531,rawOk tiles=1616
124,3,470.759,R1,Seed,r1_ab_264_above300_level_906_final,seed_Above300_level_966,r1:a906|seed:a966|h,H0,0,39,30,131,0.921,1.300,15,14,14,7,1,4,6,0,1,10,0,4,832.042,rawOk tiles=1077
125,3,470.838,Seed,R1,seed_Above300_level_515,r1_ab_195_above300_level_754_final,r1:a754|seed:a515|h,H0,0,48,35,139,0.913,1.371,14,14,14,8,1,4,3,0,1,32,0,4,846.649,rawOk tiles=1534
126,2,471.516,R2,Seed,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_946,r2:a857|seed:a946|h,H0,0,41,32,136,0.902,1.281,18,16,16,9,1,2,2,0,1,45,0,2,737.006,rawOk tiles=1183
127,1,471.666,R1,R1,r1_ab_208_above300_level_782_final,r1_ab_195_above300_level_754_final,r1:a754|r1:a782|h,H0,0,42,31,120,0.955,1.355,15,15,15,9,1,3,9,0,1,20,0,3,863.971,rawOk tiles=1243
128,2,471.673,R2,Seed,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_845,r2:a789|seed:a845|h,H0,0,44,30,131,0.934,1.467,15,14,14,6,1,4,0,0,1,89,1,4,840.375,rawOk tiles=1233
129,4,472.661,Seed,Seed,seed_Above300_level_491,seed_Above300_level_845,seed:a491|seed:a845|h,H0,0,48,30,122,0.949,1.600,14,14,14,5,1,4,23,0,1,96,1,4,871.361,rawOk tiles=1366
130,3,472.814,R1,Seed,r1_ab_063_above300_level_515_final,seed_above300_level_883,r1:a515|seed:a883|h,H0,0,54,35,170,0.906,1.543,13,13,13,5,1,5,3,0,1,3,0,5,871.417,rawOk tiles=1713
131,3,473.687,R1,Seed,r1_ab_097_above300_level_581_final,seed_Above300_level_845,r1:a581|seed:a845|h,H0,0,46,32,144,0.924,1.438,13,13,13,7,1,5,1,0,1,81,1,5,894.402,rawOk tiles=1360
132,1,474.609,R2,R2,r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r2:a435|r2:a845|h,H0,0,49,30,156,0.922,1.633,15,14,14,6,1,4,2,0,1,5,0,4,846.003,rawOk tiles=1355
133,1,475.946,R1,R1,r1_ab_208_above300_level_782_final,r1_ab_232_above300_level_845_final,r1:a782|r1:a845|h,H0,0,45,31,135,0.927,1.452,14,14,14,8,1,4,9,0,1,126,1,4,868.284,rawOk tiles=1293
134,3,476.224,Seed,R1,seed_Above300_level_782,r1_ab_232_above300_level_845_final,r1:a845|seed:a782|h,H0,0,45,30,128,0.934,1.500,14,13,13,5,1,5,9,0,1,34,0,5,866.074,rawOk tiles=1261
135,2,477.744,R2,Seed,r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip,seed_Above300_level_966,r2:a661|seed:a966|h,H0,0,41,28,127,0.936,1.464,15,14,14,7,1,4,5,0,1,35,0,4,837.405,rawOk tiles=1075
136,4,478.802,Seed,Seed,seed_Above300_level_754,seed_Above300_level_966,seed:a754|seed:a966|h,H0,0,38,31,124,0.919,1.226,15,13,13,6,1,5,15,0,1,96,1,5,820.383,rawOk tiles=1083
137,4,478.812,Seed,Seed,seed_Above300_level_515,seed_Arrowz_level_054,seed:a054|seed:a515|h,H0,0,51,35,120,0.917,1.457,13,13,13,6,1,5,3,0,1,81,1,5,850.692,rawOk tiles=1637
138,4,478.818,Seed,Seed,seed_above300_level_981,seed_Above300_level_946,seed:a946|seed:a981|h,H0,0,41,32,122,0.915,1.281,15,15,15,10,1,3,5,0,1,73,1,3,823.851,rawOk tiles=1201
139,3,479.294,Seed,R1,seed_Arrowz_level_119,r1_ab_232_above300_level_845_final,r1:a845|seed:a119|h,H0,0,44,30,141,0.908,1.467,16,14,14,7,1,4,14,0,1,133,1,4,789.11,rawOk tiles=1198
140,3,479.809,Seed,R1,seed_above300_level_521,r1_ab_140_above300_level_635_final,r1:a635|seed:a521|h,H0,0,42,31,121,0.905,1.355,16,14,14,7,1,4,4,0,1,18,0,4,773.753,rawOk tiles=1178
141,2,479.917,R2,Seed,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_946,r2:a789|seed:a946|h,H0,0,41,32,129,0.909,1.281,17,15,15,9,1,3,0,0,1,80,1,3,759.991,rawOk tiles=1192
142,1,480.533,R1,R1,r1_ab_154_above300_level_665_final,r1_ab_195_above300_level_754_final,r1:a665|r1:a754|h,H0,0,49,31,124,0.952,1.581,14,14,14,7,1,4,4,0,1,52,0,4,883.401,rawOk tiles=1446
143,1,481.48,R1,R1,r1_ab_154_above300_level_665_final,r1_ab_282_above300_level_966_final,r1:a665|r1:a966|h,H0,0,47,31,149,0.907,1.516,14,14,14,9,1,4,4,0,1,49,0,4,851.124,rawOk tiles=1322
144,0,481.74,R2,R1,r1_ab_254_above300_level_887_final_sparse_prefill_fill4_hole11_addcells_rewrite_v2_v2_t2_added41_rotation_vflip,r1_ab_136_above300_level_623_final,r1:a623|r2:a887|h,H0,0,44,29,125,0.929,1.517,15,15,15,9,1,3,2,0,1,4,0,3,838.854,rawOk tiles=1185
145,3,481.826,R1,Seed,r1_ab_063_above300_level_515_final,seed_Arrowz_level_054,r1:a515|seed:a054|h,H0,0,53,35,135,0.919,1.514,13,13,13,7,1,5,3,0,1,96,1,5,868.064,rawOk tiles=1705
146,4,482.014,Seed,Seed,seed_Above300_level_491,seed_Above300_level_946,seed:a491|seed:a946|h,H0,0,45,32,120,0.920,1.406,16,14,14,7,1,4,23,0,1,109,1,4,786.931,rawOk tiles=1325
147,0,482.322,R2,R1,r1_ab_249_above300_level_879_final_take_refill_v2_p2_delta9_occ7_addcells_rewrite_v2_v2_r2_added49_rotation_vflip,r1_ab_156_above300_level_672_final,r1:a672|r2:a879|h,H0,0,45,30,135,0.902,1.500,17,15,15,8,1,3,1,0,1,51,0,3,752.097,rawOk tiles=1218
148,1,482.488,R1,R1,r1_ab_237_above300_level_857_final,r1_ab_282_above300_level_966_final,r1:a857|r1:a966|h,H0,0,41,28,146,0.919,1.464,15,14,14,9,1,4,2,0,1,46,0,4,834.929,rawOk tiles=1055
149,0,483.458,R1,R2,r1_ab_278_above300_level_955_final,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r1:a955|r2:a845|h,H0,0,47,30,165,0.926,1.567,15,14,14,8,1,4,14,0,1,138,1,4,850.205,rawOk tiles=1305
150,2,484.117,R2,Seed,r1_ab_092_above300_level_573_final_sparse_prefill_fill10_hole32_addcells_rewrite_v2_v2_l3_added82_rotation_vflip,seed_Above300_level_845,r2:a573|seed:a845|h,H0,0,49,30,140,0.920,1.633,15,15,15,9,1,3,0,0,1,67,1,3,844.643,rawOk tiles=1353
151,3,484.159,Seed,R1,seed_Arrowz_level_022,r1_ab_232_above300_level_845_final,r1:a845|seed:a022|h,H0,0,46,30,125,0.936,1.533,14,13,13,6,1,5,8,0,1,115,1,5,857.263,rawOk tiles=1291
152,1,484.35,R1,R1,r1_ab_228_above300_level_833_final,r1_ab_282_above300_level_966_final,r1:a833|r1:a966|h,H0,0,40,28,134,0.915,1.429,15,15,15,11,1,3,1,0,1,30,0,3,837.929,rawOk tiles=1025
153,1,484.491,R2,R2,r1_ab_248_above300_level_878_final_addcells_rewrite_v2_v2_b3_added63_rotation_vflip,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r2:a672|r2:a878|h,H0,0,49,31,153,0.901,1.581,18,16,16,10,1,2,11,0,1,9,0,2,762.87,rawOk tiles=1368
154,1,485.045,R1,R1,r1_ab_278_above300_level_955_final,r1_ab_282_above300_level_966_final,r1:a955|r1:a966|h,H0,0,39,28,150,0.960,1.393,15,15,15,7,1,4,14,0,1,8,0,4,895.105,rawOk tiles=1048
155,1,485.846,R1,R1,r1_ab_161_above300_level_682_final,r1_ab_232_above300_level_845_final,r1:a682|r1:a845|h,H0,0,45,30,126,0.916,1.500,16,14,14,7,1,4,1,0,1,117,1,4,786.046,rawOk tiles=1237
156,1,485.946,R1,R1,r1_ab_049_above300_level_492_final,r1_ab_282_above300_level_966_final,r1:a492|r1:a966|h,H0,0,39,28,140,0.973,1.393,16,16,16,8,1,3,0,0,1,3,0,3,880.02,rawOk tiles=1063
157,2,486.533,Seed,R2,seed_Above300_level_782,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r2:a845|seed:a782|h,H0,0,48,30,153,0.933,1.600,15,15,15,11,1,3,9,0,1,126,1,3,866.958,rawOk tiles=1344
158,2,487.024,R2,Seed,r1_ab_161_above300_level_682_final_take_refill_v2_p2_delta14_occ8_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,seed_Above300_level_845,r2:a682|seed:a845|h,H0,0,45,30,126,0.914,1.500,15,14,14,8,1,4,1,0,1,84,1,4,807.824,rawOk tiles=1234
159,2,487.102,R2,Seed,r1_ab_121_above300_level_621_final_take_refill_v2_p2_delta17_occ17_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,seed_Above300_level_845,r2:a621|seed:a845|h,H0,0,46,30,128,0.904,1.533,13,12,12,5,1,6,3,0,1,102,1,6,847.478,rawOk tiles=1248
160,3,487.433,Seed,R1,seed_Above300_level_906,r1_ab_232_above300_level_845_final,r1:a845|seed:a906|h,H0,0,47,30,125,0.907,1.567,15,13,13,5,1,5,6,0,1,116,1,5,798.015,rawOk tiles=1279
161,4,487.582,Seed,Seed,seed_Arrowz_level_103,seed_Above300_level_845,seed:a103|seed:a845|h,H0,0,55,36,151,0.906,1.528,18,14,14,7,1,4,9,0,1,28,0,4,743.208,rawOk tiles=1794
162,3,487.785,Seed,R1,seed_Arrowz_level_119,r1_ab_213_above300_level_798_final,r1:a798|seed:a119|h,H0,0,40,26,121,0.924,1.538,17,15,15,8,1,3,14,0,1,4,0,3,767.317,rawOk tiles=961
163,4,488.217,Seed,Seed,seed_Above300_level_665,seed_Above300_level_845,seed:a665|seed:a845|h,H0,0,48,31,121,0.926,1.548,13,13,13,7,1,5,4,0,1,79,1,5,873.144,rawOk tiles=1378
164,3,488.871,R1,Seed,r1_ab_063_above300_level_515_final,seed_Above300_level_632,r1:a515|seed:a632|h,H0,0,47,35,155,0.920,1.343,15,15,15,8,1,4,3,0,1,25,0,4,853.992,rawOk tiles=1514
165,0,492.175,R1,R2,r1_ab_208_above300_level_782_final,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r1:a782|r2:a845|h,H0,0,48,31,160,0.925,1.548,15,15,15,6,1,4,9,0,1,42,0,4,867.675,rawOk tiles=1376
166,3,492.251,R1,Seed,r1_ab_278_above300_level_955_final,seed_Above300_level_966,r1:a955|seed:a966|h,H0,0,36,28,129,0.954,1.286,14,13,13,4,1,6,14,0,1,8,0,6,893.728,rawOk tiles=962
167,3,492.801,R1,Seed,r1_ab_208_above300_level_782_final,seed_Above300_level_966,r1:a782|seed:a966|h,H0,0,37,31,124,0.901,1.194,14,14,14,5,1,5,9,0,1,96,1,5,826.961,rawOk tiles=1033
168,0,493.029,R1,R2,r1_ab_121_above300_level_621_final,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r1:a621|r2:a845|h,H0,0,49,30,151,0.911,1.633,14,13,13,8,1,5,4,0,1,124,1,5,853.494,rawOk tiles=1339
169,3,493.938,R1,Seed,r1_ab_048_above300_level_491_final,seed_Above300_level_966,r1:a491|seed:a966|h,H0,0,42,32,138,0.919,1.313,16,15,15,7,1,4,20,0,1,3,0,4,803.363,rawOk tiles=1235
170,4,494.005,Seed,Seed,seed_above300_level_876,seed_above300_level_883,seed:a876|seed:a883|h,H0,0,47,31,134,0.904,1.516,14,14,14,4,1,5,21,0,1,61,1,5,836.624,rawOk tiles=1317
171,2,494.029,R2,Seed,r1_ab_289_above300_level_985_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_t2_added43_rotation_vflip,seed_Above300_level_966,r2:a985|seed:a966|h,H0,0,40,28,129,0.910,1.429,15,14,14,4,1,5,4,0,1,101,1,5,814.089,rawOk tiles=1019
172,3,494.367,R1,Seed,r1_ab_097_above300_level_581_final,seed_Above300_level_754,r1:a581|seed:a754|h,H0,0,42,32,123,0.948,1.313,14,14,14,6,1,5,1,0,1,71,1,5,880.381,rawOk tiles=1274
173,3,495.438,R1,Seed,r1_ab_097_above300_level_581_final,seed_Above300_level_672,r1:a581|seed:a672|h,H0,0,42,32,123,0.935,1.313,14,14,14,6,1,5,1,0,1,71,1,5,861.363,rawOk tiles=1256
174,0,495.539,R2,R1,r1_ab_208_above300_level_782_final_take_refill_v2_p1_delta8_occ8_addcells_rewrite_v2_v2_r2_added60_rotation_vflip,r1_ab_232_above300_level_845_final,r1:a845|r2:a782|h,H0,0,47,31,147,0.934,1.516,15,15,15,7,1,4,9,0,1,52,0,4,863.254,rawOk tiles=1361
175,4,496.084,Seed,Seed,seed_Arrowz_level_166,seed_Above300_level_845,seed:a166|seed:a845|h,H0,0,46,30,123,0.901,1.533,15,14,14,9,1,4,8,0,1,81,1,4,784.955,rawOk tiles=1244
176,0,496.636,R2,R1,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,r1_ab_282_above300_level_966_final,r1:a966|r2:a419|h,H0,0,40,28,156,0.937,1.429,16,15,15,8,1,4,1,0,1,9,0,4,847.25,rawOk tiles=1049
177,3,496.667,R1,Seed,r1_ab_195_above300_level_754_final,seed_Above300_level_811,r1:a754|seed:a811|h,H0,0,45,31,125,0.905,1.452,18,15,15,10,1,3,14,0,1,50,0,3,722.109,rawOk tiles=1263
178,1,496.709,R1,R1,r1_ab_264_above300_level_906_final,r1_ab_282_above300_level_966_final,r1:a906|r1:a966|h,H0,0,42,30,152,0.923,1.400,16,15,15,8,1,4,6,0,1,28,0,4,830.873,rawOk tiles=1163
179,1,496.989,R2,R2,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_113_above300_level_616_final_take_refill_v2_p2_delta20_occ14_addcells_rewrite_v2_v2_r2_added50_rotation_vflip,r2:a616|r2:a857|h,H0,0,42,28,122,0.913,1.500,16,15,15,11,1,3,2,0,1,105,1,3,783.658,rawOk tiles=1074
180,3,497.876,R1,Seed,r1_ab_195_above300_level_754_final,seed_Above300_level_754,r1:a754|seed:a754|h,H0,0,43,31,120,0.970,1.387,16,16,16,9,1,3,5,0,1,93,1,3,854.248,rawOk tiles=1293
181,2,498.138,Seed,R2,seed_above300_level_981,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r2:a845|seed:a981|h,H0,0,49,31,159,0.914,1.581,16,16,16,8,1,3,5,0,1,9,0,3,830.787,rawOk tiles=1388
182,4,498.245,Seed,Seed,seed_above300_level_876,seed_Above300_level_966,seed:a876|seed:a966|h,H0,0,38,29,122,0.904,1.310,14,14,14,6,1,5,21,0,1,94,1,5,834.644,rawOk tiles=996
183,1,498.807,R1,R1,r1_ab_208_above300_level_782_final,r1_ab_282_above300_level_966_final,r1:a782|r1:a966|h,H0,0,40,31,145,0.902,1.290,15,15,15,9,1,4,9,0,1,42,0,4,824.625,rawOk tiles=1119
184,3,499.671,Seed,R1,seed_above300_level_981,r1_ab_232_above300_level_845_final,r1:a845|seed:a981|h,H0,0,46,31,134,0.915,1.484,15,15,15,7,1,4,5,0,1,125,1,4,830.526,rawOk tiles=1305
185,1,499.794,R1,R1,r1_ab_195_above300_level_754_final,r1_ab_232_above300_level_845_final,r1:a754|r1:a845|h,H0,0,49,31,151,0.949,1.581,17,15,15,6,1,4,14,0,1,50,0,4,833.337,rawOk tiles=1442
186,1,499.923,R1,R1,r1_ab_236_above300_level_855_final,r1_ab_282_above300_level_966_final,r1:a855|r1:a966|h,H0,0,38,28,140,0.903,1.357,16,15,15,8,1,4,6,0,1,24,0,4,785.192,rawOk tiles=961
187,0,500.093,R2,R1,r1_ab_236_above300_level_855_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_r2_added47_rotation_vflip,r1_ab_282_above300_level_966_final,r1:a966|r2:a855|h,H0,0,40,28,148,0.901,1.429,17,16,16,9,1,3,6,0,1,128,1,3,765.679,rawOk tiles=1009
188,0,500.728,R2,R1,r1_ab_155_above300_level_667_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,r1_ab_271_above300_level_943_final,r1:a943|r2:a667|h,H0,0,44,27,121,0.937,1.630,14,14,14,10,1,4,8,0,1,110,1,4,857.145,rawOk tiles=1113
189,3,500.754,Seed,R1,seed_Above300_level_955,r1_ab_282_above300_level_966_final,r1:a966|seed:a955|h,H0,0,39,28,136,0.912,1.393,14,13,13,5,1,6,17,0,1,10,0,6,836.451,rawOk tiles=996
190,0,500.971,R2,R1,r1_ab_289_above300_level_985_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_t2_added43_rotation_vflip,r1_ab_282_above300_level_966_final,r1:a966|r2:a985|h,H0,0,43,28,150,0.918,1.536,16,15,15,7,1,4,4,0,1,40,0,4,818.737,rawOk tiles=1105
191,0,500.981,R2,R1,r1_ab_121_above300_level_621_final_take_refill_v2_p2_delta17_occ17_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,r1_ab_195_above300_level_754_final,r1:a754|r2:a621|h,H0,0,45,31,123,0.904,1.452,16,16,16,8,1,3,3,0,1,55,1,3,766.425,rawOk tiles=1261
192,1,501.392,R1,R1,r1_ab_195_above300_level_754_final,r1_ab_282_above300_level_966_final,r1:a754|r1:a966|h,H0,0,44,31,161,0.930,1.419,18,15,15,7,1,4,14,0,1,52,0,4,791.347,rawOk tiles=1268
193,3,501.852,R1,Seed,r1_ab_195_above300_level_754_final,seed_Above300_level_966,r1:a754|seed:a966|h,H0,0,41,31,140,0.930,1.323,17,14,14,6,1,5,14,0,1,100,1,5,797.423,rawOk tiles=1182
194,3,501.92,Seed,R1,seed_Above300_level_754,r1_ab_282_above300_level_966_final,r1:a966|seed:a754|h,H0,0,41,31,145,0.920,1.323,16,14,14,7,1,5,15,0,1,133,1,5,816.82,rawOk tiles=1169
195,1,502.106,R1,R1,r1_ab_121_above300_level_621_final,r1_ab_282_above300_level_966_final,r1:a621|r1:a966|h,H0,0,41,28,136,0.943,1.464,14,14,14,7,1,5,4,0,1,121,1,5,884.056,rawOk tiles=1082
196,4,502.475,Seed,Seed,seed_Above300_level_665,seed_Above300_level_966,seed:a665|seed:a966|h,H0,0,42,31,120,0.907,1.355,15,15,15,8,1,4,4,0,1,35,0,4,798.932,rawOk tiles=1181
197,0,502.65,R2,R1,r1_ab_254_above300_level_887_final_sparse_prefill_fill4_hole11_addcells_rewrite_v2_v2_t2_added41_rotation_vflip,r1_ab_140_above300_level_635_final,r1:a635|r2:a887|h,H0,0,46,31,139,0.906,1.484,16,15,15,7,1,4,2,0,1,11,0,4,797.228,rawOk tiles=1292
198,2,502.679,Seed,R2,seed_above300_level_876,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r2:a845|seed:a876|h,H0,0,49,30,158,0.911,1.633,15,15,15,7,1,4,21,0,1,6,0,4,849.369,rawOk tiles=1339
199,3,502.727,Seed,R1,seed_above300_level_876,r1_ab_282_above300_level_966_final,r1:a966|seed:a876|h,H0,0,41,29,143,0.910,1.414,15,15,15,9,1,4,21,0,1,15,0,4,837.116,rawOk tiles=1082
200,0,502.742,R2,R1,r1_ab_020_above300_level_435_final_take_refill_v2_p2_delta12_occ6_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_282_above300_level_966_final,r1:a966|r2:a435|h,H0,0,41,28,141,0.956,1.464,15,15,15,9,1,4,2,0,1,5,0,4,879.618,rawOk tiles=1098
201,0,503.143,R2,R1,r1_ab_152_above300_level_661_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_l3_added77_rotation_vflip,r1_ab_195_above300_level_754_final,r1:a754|r2:a661|h,H0,0,46,31,123,0.901,1.484,16,16,16,8,1,3,5,0,1,35,0,3,756.9,rawOk tiles=1285
