"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","assemblyAction","assemblySourcePool","assemblySourceRoot","assemblyGateClass","assemblySelectionReason","assemblyCopyRequired","assemblyCandidateLevelId","assemblyCandidateAssetPath","assemblyCandidateStyle","assemblyCandidateChainLanguage","assemblyCandidateRole","assemblyManualReview","assemblyRemainingGap","assemblyGapReason","assemblyCandidateWidth","assemblyCandidateHeight","assemblyCandidateChains","assemblyCandidateAvgChoices","assemblyCandidateMaxChain","assemblyCandidateAvgChain","assemblyCandidateStraightness","assemblyCandidateProfile","templateTargetChains","templateTargetChainsMin","templateTargetChainsMax","templateTargetWidth","templateTargetHeight","actualChains","actualArrowTiles","actualMaxChain","actualAvgChain","effectiveChainLoad","sectionWaveRole","rhythmStageBand","rhythmPlacementReason","rhythmStyleGroup","rhythmChainDelta","rhythmEffectiveDelta","rhythmCandidateDifficultyScore"
"110","11","210","Main/Level_Main_110","normal","普通/恢复","Recovery","","ReplacedRhythmV4","c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","direct_normal_72_direct_normal_rect_section_unlock_g1_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L110_direct_normal_72_direct_normal_rect_section_unlock.asset","normal","PeelMid","rail_chain","Hard","0.981","9","7","3","0.844","0.213","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=104;stageTarget=104;effective=104.7;chains=87;role=Recovery;style=hardgate;chain=rail_chain;cost=111.8","False","c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","hardgate","rail_chain","Hard","False","False","","26","35","87","","21","10.26","","445","104","94","114","21","37","87","893","21","10.26","104.67","Recovery","S02_mid_campaign","target=104;stageTarget=104;effective=104.7;chains=87;role=Recovery;style=hardgate;chain=rail_chain;cost=111.8","hardgate","-17.0","0.7","5.577"
"111","12","211","Main/Level_Main_111","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedRhythmV4","c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset","direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L111_direct_pure_topup_05_04_direct_normal_pure_rect_de.asset","normal","PressurePeak","mixed_chain","Peak","0.993","9","5","5","0.85","0.247","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=89;stageTarget=89;effective=91.6;chains=83;role=Recovery;style=hardgate;chain=mixed_chain;cost=65.7","False","c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset","hardgate","mixed_chain","Peak","False","False","","24","32","83","","21","9.19","","216","89","80","98","20","35","83","763","21","9.19","91.64","Recovery","S02_mid_campaign","target=89;stageTarget=89;effective=91.6;chains=83;role=Recovery;style=hardgate;chain=mixed_chain;cost=65.7","hardgate","-6.0","2.6","4.871"
"112","12","212","Main/Level_Main_112","normal","特别困难","Pressure","Peak","ReplacedRhythmV4","nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine.asset","direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L112_direct_pure_topup_06_22_direct_normal_pure_rect_co.asset","normal","maze_long_chain","spine_chain","","0.933","8","7","4","0.825","0.245","","","ActiveReplace","NutationLongChainStrict60Front300","","RhythmV4Front300TraceKeep","rhythm_v4|target=108;stageTarget=108;effective=118.4;chains=92;role=PeakExtreme;style=longchain;chain=spine_chain;cost=45.5","False","nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine.asset","longchain","spine_chain","","False","False","","36","40","92","","26","14.60","","","108","97","119","22","38","92","1343","26","14.60","118.39","PeakExtreme","S02_mid_campaign","target=108;stageTarget=108;effective=118.4;chains=92;role=PeakExtreme;style=longchain;chain=spine_chain;cost=45.5","longchain","-16.0","10.4","6.105"
"113","12","213","Main/Level_Main_113","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10_tail9_08_L113_lightningbolt","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_08_L113_lightningbolt.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_23_large_lightningbolt","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L113_r2_outer_strong_005_r2_006_a401_maskonlyb09_23_lar.asset","shape_psg_inventory","","","","0.980","11","6","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10_tail9_08_L113_lightningbolt","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_08_L113_lightningbolt.asset","Sweep","","TraceKeeper","False","False","","","","95","4.64","","","","Sweep","97","87","107","34","49","95","774","18","8.15","","Shape","S02_mid_campaign","unchanged_from_v3_or_non_normal","","","",""
"114","12","214","Main/Level_Main_114","normal","普通/恢复","Recovery","","ReplacedRhythmV4","c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L114_direct_pure_topup_04_16_direct_normal_pure_rect_ma.asset","normal","PeelMid","curve_chain","Hard","0.987","9","6","5","0.823","0.225","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=94;stageTarget=94;effective=94.2;chains=81;role=Recovery;style=hardgate;chain=curve_chain;cost=69.3","False","c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","hardgate","curve_chain","Hard","False","False","","25","33","81","","21","10.05","","459","94","85","103","18","37","81","814","21","10.05","94.23","Recovery","S02_mid_campaign","target=94;stageTarget=94;effective=94.2;chains=81;role=Recovery;style=hardgate;chain=curve_chain;cost=69.3","hardgate","-13.0","0.2","5.121"
"115","12","215","Main/Level_Main_115","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedRhythmV4","campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain.asset","direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L115_direct_pure_normal_extra_01_15_direct_normal_pure_.asset","normal","NeutralMixed","mixed_chain","NormalNeutral","0.986","9","4","4","0.847","0.236","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=74;stageTarget=74;effective=74.5;chains=70;role=Normal;style=neutral;chain=mixed_chain;cost=31.1","False","campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain.asset","neutral","mixed_chain","NormalNeutral","False","False","","22","30","70","","21","9.30","","212","74","67","81","18","33","70","651","21","9.30","74.54","Normal","S02_mid_campaign","target=74;stageTarget=74;effective=74.5;chains=70;role=Normal;style=neutral;chain=mixed_chain;cost=31.1","neutral","-4.0","0.5","3.889"
"116","12","216","Main/Level_Main_116","normal","困难","Pressure","Hard","ReplacedRhythmV4","c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain.asset","direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L116_direct_pure_topup_05_19_direct_normal_pure_rect_lo.asset","normal","PeelHard","rail_chain","Peak","0.982","10","4","3","0.937","0.086","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=89;stageTarget=89;effective=91.5;chains=82;role=Hard;style=hardgate;chain=rail_chain;cost=29.7","False","c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain.asset","hardgate","rail_chain","Peak","False","False","","24","32","82","","21","9.20","","169","89","80","98","20","34","82","754","21","9.20","91.53","Hard","S02_mid_campaign","target=89;stageTarget=89;effective=91.5;chains=82;role=Hard;style=hardgate;chain=rail_chain;cost=29.7","hardgate","-7.0","2.5","4.819"
"117","12","217","Main/Level_Main_117_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_topup_018_topup_std_22x26_dual","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L117_hole_topup_018_topup_std_22x26_dual.asset","hole_topup_018_topup_std_22x26_dual","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L117_hole_topup_018_topup_std_22x26_dual.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","49","44","54","22","26","","","","","","HoleRescue","S02_mid_campaign","unchanged_from_v3_or_non_normal","","","",""
"118","12","218","Main/Level_Main_118","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_19_L118_carrot_section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_19_L118_carrot_section.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_12_large_carrot","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L118_r2_outer_strong_005_r2_006_a401_maskonlyb02_12_lar.asset","shape_psg_inventory","","","","0.991","11","14","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_19_L118_carrot_section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_19_L118_carrot_section.asset","SectionUnlock","","TraceKeeper","False","False","","","","98","5.07","","","","SectionUnlock","95","85","105","34","47","98","790","17","8.06","","Shape","S02_mid_campaign","unchanged_from_v3_or_non_normal","","","",""
"119","12","219","Main/Level_Main_119","normal","特别困难","Peak","","ReplacedRhythmV4","c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier","Assets/ArrowMagic/SOData/Levels/C5LCFamLabV1/c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier.asset","direct_normal_32_direct_normal_rect_section_unlock_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L119_direct_normal_32_direct_normal_rect_section_unlock.asset","normal","CampaignLongChainLab","long_chain","CampaignLongChainLab","0.9497","10","4","4","0.951","0.069","","","ActiveReplace","ExternalHardGateDedupFront300","","RhythmV4Front300TraceKeep","rhythm_v4|target=102;stageTarget=102;effective=96.1;chains=43;role=PeakExtreme;style=longchain;chain=long_chain;cost=40.9","False","c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier","Assets/ArrowMagic/SOData/Levels/C5LCFamLabV1/c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier.asset","longchain","long_chain","CampaignLongChainLab","False","False","","22","28","43","","46","13.60","","","102","92","112","21","36","43","585","46","13.60","96.11","PeakExtreme","S02_mid_campaign","target=102;stageTarget=102;effective=96.1;chains=43;role=PeakExtreme;style=longchain;chain=long_chain;cost=40.9","longchain","-59.0","-5.9","5.240"
"120","12","220","Main/Level_Main_120","normal","普通/恢复","Recovery","","ReplacedRhythmV4","c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","direct_normal_65_direct_normal_rect_sweep_g0_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L120_direct_normal_65_direct_normal_rect_sweep_g0_v07.asset","normal","PressurePeak","mixed_chain","Peak","0.988","10","6","6","0.833","0.244","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=106;stageTarget=106;effective=104.9;chains=87;role=Recovery;style=hardgate;chain=mixed_chain;cost=95.9","False","c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","hardgate","mixed_chain","Peak","False","False","","24","32","87","","20","8.72","","209","106","95","117","22","38","87","759","20","8.72","104.90","Recovery","S02_mid_campaign","target=106;stageTarget=106;effective=104.9;chains=87;role=Recovery;style=hardgate;chain=mixed_chain;cost=95.9","hardgate","-19.0","-1.1","5.535"
"121","13","221","Main/Level_Main_121","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedRhythmV4","campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset","nomask_04_maze_long_chain","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L121_nomask_04_maze_long_chain.asset","normal","FlowRail","rail_chain","NormalFlow","0.996","10","4","2","0.915","0.141","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=51;stageTarget=51;effective=50.5;chains=45;role=Recovery;style=flow;chain=rail_chain;cost=39.8","False","campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset","flow","rail_chain","NormalFlow","False","False","","20","27","45","","21","11.96","","230","51","46","56","17","24","45","538","21","11.96","50.45","Recovery","S02_mid_campaign","target=51;stageTarget=51;effective=50.5;chains=45;role=Recovery;style=flow;chain=rail_chain;cost=39.8","flow","-6.0","-0.5","3.388"
"122","13","222","Main/Level_Main_122","normal","普通/恢复","Normal","","ReplacedRhythmV4","c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L122_direct_pure_normal_extra_01_19_direct_normal_pure_.asset","normal","PressurePeak","mixed_chain","Peak","0.981","8","8","4","0.823","0.201","","","ActiveReplace","Campaign500NormalFullV1UnusedStrict","","RhythmV4Front300TraceKeep","rhythm_v4|target=89;stageTarget=89;effective=90.6;chains=79;role=Normal;style=peel;chain=mixed_chain;cost=62.7","False","c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","peel","mixed_chain","Peak","False","False","","26","34","79","","21","10.97","","239","89","80","98","20","32","79","867","21","10.97","90.59","Normal","S02_mid_campaign","target=89;stageTarget=89;effective=90.6;chains=79;role=Normal;style=peel;chain=mixed_chain;cost=62.7","peel","-10.0","1.6","4.905"
"123","13","223","Main/Level_Main_123","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_22_L123_car_core","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_22_L123_car_core.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_08_main_car","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L123_r2_outer_strong_005_r2_006_a401_maskonlyb04_08_mai.asset","shape_psg_inventory","","","","0.993","7","10","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_22_L123_car_core","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_22_L123_car_core.asset","CoreBurst","","TraceKeeper","False","False","","","","86","4.03","","","","CoreBurst","90","81","99","38","30","86","672","18","7.81","","Shape","S02_mid_campaign","unchanged_from_v3_or_non_normal","","","",""
"124","13","224","Main/Level_Main_124","normal","普通/恢复","Normal","","ReplacedRhythmV4","c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","direct_diff120_56_direct_diff_normal_dag_unlock_center_cross_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L124_direct_diff120_56_direct_diff_normal_dag_unlock_ce.asset","normal","PeelMid","rail_chain","Hard","0.992","10","5","5","0.877","0.174","","","ActiveReplace","Campaign500_HardGateUntil0910","","RhythmV4Front300TraceKeep","rhythm_v4|target=96;stageTarget=96;effective=93.5;chains=82;role=Normal;style=hardgate;chain=rail_chain;cost=74.6","False","c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","hardgate","rail_chain","Hard","False","False","","25","33","82","","21","9.98","","305","96","86","106","21","36","82","818","21","9.98","93.53","Normal","S02_mid_campaign","target=96;stageTarget=96;effective=93.5;chains=82;role=Normal;style=hardgate;chain=rail_chain;cost=74.6","hardgate","-14.0","-2.5","5.054"
