"order","sectionWaveRole","finalStatus","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","width","height","chainCount","maxChainLen","avgChainLen","validEscapeChains","blockedChains","blockCellBlockedChains","openerRatio","decoyToOpenerRatio","dependencyEdges","dependencyDensity","dependencyDepth","dependencyCycleHits","crossRegionEdges","crossRegionEdgeRate","sameRegionEdgeRate","criticalBlockerChains","avgEscapeRayLength","longRayRate","immediateRayRate","shortRayRate","regionEntropy","observationPressureScore","observationClass","readDemandScore","readDemandClass","notes"
"306","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","22","41","117","13","7.598","15","102","0","0.1282","6.8","102","0.8718","9","0","23","0.2255","0.7745","22","0.872","0","1","1","0.9945","76.97","HighObservation","25.46","ReadLight","short_head_rays;adjacent_blockers_dominate"
"308","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","22","30","71","21","9.141","2","69","0","0.0282","34.5","69","0.9718","13","0","13","0.1884","0.8116","20","0.972","0","1","1","0.9992","75.86","HighObservation","25.07","ReadLight","short_head_rays;adjacent_blockers_dominate"
"309","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","26","34","93","21","9.366","3","90","0","0.0323","30","90","0.9677","10","0","16","0.1778","0.8222","25","0.968","0","1","1","0.9975","75.51","HighObservation","25.12","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"310","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset","23","37","111","13","7.55","19","92","0","0.1712","4.842","92","0.8288","13","0","25","0.2717","0.7283","26","0.829","0","1","1","0.9949","78.41","HighObservation","25.66","ReadLight","short_head_rays;adjacent_blockers_dominate"
"311","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","20","27","47","21","11.447","4","43","0","0.0851","10.75","43","0.9149","4","0","13","0.3023","0.6977","11","0.915","0","1","1","0.9074","74.26","HighObservation","17.56","ReadLight","short_head_rays;adjacent_blockers_dominate"
"312","Hard","ExternalCandidatePlanned","PeelMid","hub_spoke","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_02_s01_r02.asset","23","31","99","15","6.848","3","96","0","0.0303","32","96","0.9697","15","0","21","0.2188","0.7812","21","0.99","0","0.9899","0.9899","0.9949","76.77","HighObservation","28.1","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"314","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","22","30","72","21","9.028","3","69","0","0.0417","23","69","0.9583","9","0","10","0.1449","0.8551","19","0.958","0","1","1","0.9914","74.44","HighObservation","21.97","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"315","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset","22","41","116","13","7.647","17","99","0","0.1466","5.824","99","0.8534","10","0","14","0.1414","0.8586","22","0.853","0","1","1","0.9928","74.34","HighObservation","20.99","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"316","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","27","36","100","21","9.62","5","95","0","0.05","19","95","0.95","12","0","17","0.1789","0.8211","28","0.95","0","1","1","0.9957","75.53","HighObservation","25.16","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"319","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset","22","41","115","13","7.635","24","91","0","0.2087","3.792","91","0.7913","12","0","17","0.1868","0.8132","21","0.791","0","1","1","0.9961","73.43","HighObservation","18.18","ReadLight","short_head_rays;adjacent_blockers_dominate"
"320","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset","23","36","114","13","7.14","17","97","0","0.1491","5.706","97","0.8509","8","0","12","0.1237","0.8763","24","0.851","0","1","1","0.9915","73.78","HighObservation","17.05","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"321","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset","23","38","108","13","7.944","15","93","0","0.1389","6.2","93","0.8611","11","0","21","0.2258","0.7742","23","0.861","0","1","1","0.9983","77.01","HighObservation","26.02","ReadLight","short_head_rays;adjacent_blockers_dominate"
"322","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset","20","27","48","22","11.146","3","45","0","0.0625","15","45","0.9375","8","0","12","0.2667","0.7333","10","0.938","0","1","1","0.9915","78.23","HighObservation","21.5","ReadLight","short_head_rays;adjacent_blockers_dominate"
"324","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset","25","34","63","26","12.81","3","60","0","0.0476","20","60","0.9524","8","0","13","0.2167","0.7833","17","0.952","0","1","1","0.977","76.56","HighObservation","23.45","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"326","Normal","OriginalTargetMissingHardGate","NeutralMixed","","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset","22","35","104","13","7.221","10","94","0","0.0962","9.4","94","0.9038","11","0","13","0.1383","0.8617","25","0.904","0","1","1","0.9884","74.21","HighObservation","23","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"328","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","24","43","165","10","6.127","16","149","0","0.097","9.312","149","0.903","17","0","22","0.1477","0.8523","36","0.903","0","1","1","0.9977","74.58","HighObservation","23.57","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"329","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset","26","34","94","21","9.245","3","91","0","0.0319","30.333","91","0.9681","9","0","22","0.2418","0.7582","25","0.968","0","1","1","0.997","77.5","HighObservation","27","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"330","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset","23","38","113","13","7.628","13","100","0","0.115","7.692","100","0.885","8","0","24","0.24","0.76","29","0.885","0","1","1","0.9972","77.44","HighObservation","25.52","ReadLight","short_head_rays;adjacent_blockers_dominate"
"331","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset","27","36","85","23","10.835","6","79","0","0.0706","13.167","79","0.9294","8","0","13","0.1646","0.8354","20","0.929","0","1","1","0.9707","74.89","HighObservation","21.37","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"332","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset","20","37","118","10","6.076","17","101","0","0.1441","5.941","101","0.8559","8","0","14","0.1386","0.8614","22","0.856","0","1","1","0.9978","74.3","HighObservation","18.3","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"334","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","28","46","207","10","6.097","19","188","0","0.0918","9.895","188","0.9082","19","0","27","0.1436","0.8564","44","0.908","0","1","1","0.9998","74.47","HighObservation","23.38","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"336","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","27","36","100","21","9.54","3","97","0","0.03","32.333","97","0.97","15","0","19","0.1959","0.8041","30","0.97","0","1","1","0.9974","76.07","HighObservation","26.05","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"337","Recovery","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","20","27","45","22","11.956","5","40","0","0.1111","8","40","0.8889","7","0","11","0.275","0.725","7","0.889","0","1","1","0.9936","78.5","HighObservation","18.55","ReadLight","short_head_rays;adjacent_blockers_dominate"
"339","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","22","30","75","21","8.68","4","71","0","0.0533","17.75","71","0.9467","12","0","14","0.1972","0.8028","21","0.96","0","0.9867","1","0.9967","76.11","HighObservation","26.4","ReadLight","short_head_rays;adjacent_blockers_dominate"
"340","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset","23","36","110","13","7.382","13","97","0","0.1182","7.462","97","0.8818","13","0","20","0.2062","0.7938","23","0.882","0","1","1","0.9913","76.34","HighObservation","26.52","ReadLight","short_head_rays;adjacent_blockers_dominate"
"341","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","26","35","69","23","12.304","4","65","0","0.058","16.25","65","0.942","8","0","12","0.1846","0.8154","17","0.971","0","0.9855","0.9855","0.998","75.73","HighObservation","23.3","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"344","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","27","48","170","13","7.429","17","153","0","0.1","9","153","0.9","16","0","22","0.1438","0.8562","46","0.9","0","1","1","0.9894","74.39","HighObservation","23.29","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"345","Recovery","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset","22","30","69","21","9.478","3","66","0","0.0435","22","66","0.9565","10","0","17","0.2576","0.7424","21","0.957","0","1","1","0.9778","77.84","HighObservation","29.03","ReadLight","short_head_rays;adjacent_blockers_dominate"
"346","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","22","29","54","22","11.741","5","49","0","0.0926","9.8","49","0.9074","6","0","15","0.3061","0.6939","13","0.907","0","1","1","0.9741","79.32","HighObservation","22.55","ReadLight","short_head_rays;adjacent_blockers_dominate"
"347","PeakExtreme","ExternalCandidatePlanned","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset","26","35","71","26","12.127","4","67","0","0.0563","16.75","67","0.9437","13","0","13","0.194","0.806","21","0.944","0","1","1","0.9932","75.98","HighObservation","25.91","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"349","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","26","49","213","10","5.883","16","197","0","0.0751","12.312","197","0.9249","17","0","28","0.1421","0.8579","51","0.925","0","1","1","0.9988","74.41","HighObservation","23.3","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"350","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset","20","38","120","10","6.192","21","99","0","0.175","4.714","99","0.825","7","0","16","0.1616","0.8384","23","0.825","0","1","1","0.9994","75.02","HighObservation","15.52","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"352","Hard","ExternalCandidatePlanned","PeelMid","hub_spoke","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_04_s01_r04.asset","23","31","101","15","6.792","3","98","0","0.0297","32.667","98","0.9703","15","0","22","0.2245","0.7755","21","0.99","0","0.9802","1","0.9939","76.94","HighObservation","27.83","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"354","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset","22","36","126","10","6.19","23","103","0","0.1825","4.478","103","0.8175","10","0","15","0.1456","0.8544","26","0.817","0","1","1","0.9969","74.35","HighObservation","18.25","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"355","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","22","30","69","21","9.406","3","66","0","0.0435","22","66","0.9565","9","0","12","0.1818","0.8182","18","0.957","0","1","1","0.998","75.64","HighObservation","23.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"356","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset","22","41","148","10","6","17","131","0","0.1149","7.706","131","0.8851","11","0","15","0.1145","0.8855","34","0.885","0","1","1","0.9985","73.55","HighObservation","21.87","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"357","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","22","30","67","21","9.746","4","63","0","0.0597","15.75","63","0.9403","9","0","14","0.2222","0.7778","18","0.94","0","1","1","0.9827","76.77","HighObservation","25.86","ReadLight","short_head_rays;adjacent_blockers_dominate"
"359","PeakExtreme","ExternalCandidatePlanned","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset","26","35","76","22","11.421","4","72","0","0.0526","18","72","0.9474","13","0","11","0.1528","0.8472","22","0.947","0","1","1","0.9985","74.74","HighObservation","23.84","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"360","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset","23","40","118","13","7.695","17","101","0","0.1441","5.941","101","0.8559","10","0","12","0.1188","0.8812","21","0.856","0","1","1","0.9978","73.68","HighObservation","20.08","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"361","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset","23","47","177","10","5.96","26","151","0","0.1469","5.808","151","0.8531","8","0","19","0.1258","0.8742","37","0.853","0","1","1","0.9971","73.89","HighObservation","17.4","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"362","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","22","30","72","21","9.083","2","70","0","0.0278","35","70","0.9722","9","0","12","0.1714","0.8286","22","0.972","0","1","1","0.9853","75.22","HighObservation","22.53","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"364","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset","25","42","166","10","6.199","24","142","0","0.1446","5.917","142","0.8554","11","0","19","0.1338","0.8662","44","0.855","0","1","1","0.9982","74.15","HighObservation","20.82","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"365","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","26","34","85","21","10.212","3","82","0","0.0353","27.333","82","0.9647","11","0","13","0.1585","0.8415","23","0.965","0","1","1","0.9738","74.72","HighObservation","23.89","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"366","Recovery","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain.asset","24","32","78","21","9.782","2","76","0","0.0256","38","76","0.9744","10","0","18","0.2368","0.7632","20","0.974","0","1","1","0.9956","77.33","HighObservation","26.68","ReadLight","short_head_rays;adjacent_blockers_dominate"
"369","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","26","35","84","20","10.738","6","78","0","0.0714","13","78","0.9286","9","0","15","0.1923","0.8077","22","0.929","0","1","1","0.9934","75.93","HighObservation","24.42","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"370","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset","25","47","148","13","7.831","24","124","0","0.1622","5.167","124","0.8378","13","0","17","0.1371","0.8629","30","0.838","0","1","1","0.9928","74.21","HighObservation","19.47","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"371","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","22","30","70","21","9.371","2","68","0","0.0286","34","68","0.9714","9","0","22","0.3235","0.6765","18","0.971","0","1","1","0.9873","79.96","HighObservation","30.64","ReadLight","short_head_rays;adjacent_blockers_dominate"
"372","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","26","35","79","23","10.899","6","73","0","0.0759","12.167","73","0.9241","8","0","9","0.1233","0.8767","25","0.924","0","1","1","0.998","73.82","HighObservation","19.52","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"374","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","22","30","67","21","9.716","2","65","0","0.0299","32.5","65","0.9701","9","0","11","0.1692","0.8308","18","0.97","0","1","1","0.9861","75.15","HighObservation","23.11","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"375","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","24","41","157","10","6.159","21","136","0","0.1338","6.476","136","0.8662","9","0","19","0.1397","0.8603","35","0.866","0","1","1","0.9977","74.33","HighObservation","20.62","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"376","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","26","34","89","20","9.787","2","87","0","0.0225","43.5","87","0.9775","15","0","20","0.2299","0.7701","23","0.978","0","1","1","0.9922","77.09","HighObservation","25.24","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"379","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","22","44","157","10","6.057","25","132","0","0.1592","5.28","132","0.8408","9","0","21","0.1591","0.8409","37","0.841","0","1","1","0.9995","74.95","HighObservation","19.51","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"380","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset","22","40","144","10","6.028","26","118","0","0.1806","4.538","118","0.8194","7","0","17","0.1441","0.8559","31","0.819","0","1","1","0.9986","74.44","HighObservation","14.15","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"381","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset","24","38","145","10","6.152","27","118","0","0.1862","4.37","118","0.8138","9","0","10","0.0847","0.9153","29","0.814","0","1","1","0.9995","72.26","HighObservation","13.44","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"382","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","22","44","150","10","6.3","24","126","0","0.16","5.25","126","0.84","10","0","16","0.127","0.873","35","0.84","0","1","1","0.9976","73.93","HighObservation","19.17","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"384","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","25","33","84","21","9.69","4","80","0","0.0476","20","80","0.9524","12","0","17","0.2125","0.7875","16","0.952","0","1","1","0.9845","76.49","HighObservation","25.44","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"386","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","22","29","66","21","9.424","3","63","0","0.0455","21","63","0.9545","11","0","12","0.1905","0.8095","20","0.955","0","1","1","0.9932","75.87","HighObservation","25.73","ReadLight","short_head_rays;adjacent_blockers_dominate"
"388","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","34","48","164","79","9.604","8","156","0","0.0488","19.5","156","0.9512","9","0","15","0.0962","0.9038","35","0.957","0","0.9939","1","0.9936","72.94","HighObservation","19.62","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
