"order","category","finalStatus","loadMode","width","height","area","aspect","chains","arrowTiles","coverage","path"
"411","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","69","646","0.979","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset"
"412","normal","ExternalCandidatePlanned","ManifestAsset","23","31","713","0.742","101","686","0.962","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset"
"413","shape","ShapeCandidatePlanned","ManifestAsset","38","49","1862","0.776","153","1273","0.684","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset"
"414","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","73","651","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset"
"415","normal","OriginalNonTarget","BasePreviewFallback","23","38","874","0.605","141","854","0.977","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset"
"416","normal","OriginalNonTarget","BasePreviewFallback","25","38","950","0.658","149","932","0.981","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset"
"417","hole","OriginalNonTarget","BasePreviewFallback","28","30","840","0.933","75","751","0.894","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset"
"418","shape","ShapeCandidatePlanned","ManifestAsset","42","42","1764","1","130","1080","0.612","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset"
"419","normal","ExternalCandidatePlanned","ManifestAsset","27","36","972","0.75","92","906","0.932","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset"
"420","normal","OriginalNonTarget","BasePreviewFallback","22","42","924","0.524","143","900","0.974","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset"
"421","normal","OriginalNonTarget","BasePreviewFallback","25","45","1125","0.556","180","1100","0.978","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset"
"422","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","66","654","0.991","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset"
"423","shape","ShapeCandidatePlanned","ManifestAsset","44","38","1672","1.158","139","1157","0.692","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset"
"424","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","74","650","0.985","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset"
"425","normal","ExternalCandidatePlanned","ManifestAsset","27","36","972","0.75","86","921","0.948","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset"
"426","hole","OriginalNonTarget","BasePreviewFallback","32","24","768","1.333","80","672","0.875","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset"
"427","shape","ShapeCandidatePlanned","ManifestAsset","44","40","1760","1.1","166","1311","0.745","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset"
"428","normal","OriginalNonTarget","BasePreviewFallback","24","39","936","0.615","146","910","0.972","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset"
"429","normal","ExternalCandidatePlanned","ManifestAsset","28","38","1064","0.737","84","1016","0.955","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset"
"430","normal","OriginalNonTarget","BasePreviewFallback","24","39","936","0.615","147","914","0.976","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset"
"431","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","67","653","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset"
"432","normal","ExternalCandidatePlanned","ManifestAsset","23","31","713","0.742","99","678","0.951","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset"
"433","shape","ShapeCandidatePlanned","ManifestAsset","43","47","2021","0.915","162","1427","0.706","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset"
"434","normal","OriginalNonTarget","BasePreviewFallback","24","43","1032","0.558","162","1007","0.976","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset"
"435","hole","OriginalNonTarget","BasePreviewFallback","28","28","784","1","76","697","0.889","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset"
"436","normal","ExternalCandidatePlanned","ManifestAsset","26","35","910","0.743","84","849","0.933","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset"
"437","normal","OriginalNonTarget","BasePreviewFallback","25","41","1025","0.61","164","1003","0.979","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset"
"438","shape","ShapeCandidatePlanned","ManifestAsset","43","43","1849","1","172","1386","0.75","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset"
"439","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","24","32","768","0.75","79","759","0.988","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset"
"440","normal","OriginalNonTarget","BasePreviewFallback","23","44","1012","0.523","161","988","0.976","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset"
"441","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","36","792","0.611","83","782","0.987","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_05_nutation_strict_mixed_localbreak_v1_rect_s45_o441_v00_strictmixedlocalbreak_mixed_chain.asset"
"442","hole","OriginalNonTarget","BasePreviewFallback","34","28","952","1.214","81","853","0.896","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset"
"443","shape","ShapeCandidatePlanned","ManifestAsset","39","31","1209","1.258","86","714","0.591","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset"
"444","normal","OriginalNonTarget","BasePreviewFallback","23","43","989","0.535","159","970","0.981","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset"
"445","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","26","35","910","0.743","87","893","0.981","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset"
"446","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","75","650","0.985","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_51_nutation_peel_rect_s45_o446_v02_peellight_curve_chain.asset"
"447","shape","ShapeCandidatePlanned","ManifestAsset","31","36","1116","0.861","95","791","0.709","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset"
"448","normal","OriginalNonTarget","BasePreviewFallback","24","48","1152","0.5","196","1128","0.979","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset"
"449","normal","ExternalCandidatePlanned","ManifestAsset","27","36","972","0.75","86","928","0.955","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset"
"450","normal","OriginalNonTarget","BasePreviewFallback","24","44","1056","0.545","165","1037","0.982","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset"
"451","hole","OriginalNonTarget","BasePreviewFallback","32","30","960","1.067","90","866","0.902","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset"
"452","normal","OriginalNonTarget","BasePreviewFallback","23","42","966","0.548","154","943","0.976","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset"
"453","shape","ShapeCandidatePlanned","ManifestAsset","44","38","1672","1.158","111","917","0.548","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset"
"454","normal","OriginalNonTarget","BasePreviewFallback","34","48","1632","0.708","156","1609","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset"
"455","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","24","32","768","0.75","82","757","0.986","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset"
"456","normal","ExternalCandidatePlanned","ManifestAsset","29","38","1102","0.763","92","1045","0.948","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset"
"457","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","74","648","0.982","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset"
"458","shape","ShapeCandidatePlanned","ManifestAsset","38","38","1444","1","95","766","0.53","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset"
"459","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","25","33","825","0.758","81","814","0.987","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset"
"460","normal","OriginalNonTarget","BasePreviewFallback","25","39","975","0.641","156","953","0.977","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset"
"461","normal","OriginalNonTarget","BasePreviewFallback","25","41","1025","0.61","168","1010","0.985","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset"
"462","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","21","40","840","0.525","83","829","0.987","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_17_nutation_strict_mixed_localbreak_v1_rect_s47_o462_v00_strictmixedlocalbreak_mixed_chain.asset"
"463","shape","ShapeCandidatePlanned","ManifestAsset","29","38","1102","0.763","89","721","0.654","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset"
"464","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","65","648","0.982","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset"
"465","normal","ExternalCandidatePlanned","ManifestAsset","29","38","1102","0.763","104","1044","0.947","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset"
"466","normal","OriginalNonTarget","BasePreviewFallback","26","40","1040","0.65","166","1015","0.976","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset"
"467","hole","OriginalNonTarget","BasePreviewFallback","26","26","676","1","63","591","0.874","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset"
"468","shape","ShapeCandidatePlanned","ManifestAsset","37","29","1073","1.276","81","732","0.682","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset"
"469","normal","ExternalCandidatePlanned","ManifestAsset","28","36","1008","0.778","89","956","0.948","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset"
"470","normal","OriginalNonTarget","BasePreviewFallback","25","38","950","0.658","149","920","0.968","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset"
"471","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","20","27","540","0.741","46","536","0.993","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset"
"472","normal","OriginalNonTarget","BasePreviewFallback","28","51","1428","0.549","231","1395","0.977","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset"
"473","shape","ShapeCandidatePlanned","ManifestAsset","33","29","957","1.138","78","657","0.687","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset"
"474","normal","OriginalNonTarget","BasePreviewFallback","26","44","1144","0.591","178","1124","0.983","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset"
"475","normal","ExternalCandidatePlanned","ManifestAsset","27","36","972","0.75","73","922","0.949","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset"
"476","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","77","650","0.985","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset"
"477","hole","OriginalNonTarget","BasePreviewFallback","24","28","672","0.857","60","588","0.875","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset"
"478","shape","ShapeCandidatePlanned","ManifestAsset","38","42","1596","0.905","96","780","0.489","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_178_L478_flag_section.asset"
"479","normal","ExternalCandidatePlanned","ManifestAsset","28","38","1064","0.737","93","1007","0.946","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset"
"480","normal","OriginalNonTarget","BasePreviewFallback","21","43","903","0.488","141","884","0.979","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset"
"481","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","71","656","0.994","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset"
"482","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","24","32","768","0.75","79","759","0.988","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset"
"483","shape","ShapeCandidatePlanned","ManifestAsset","33","31","1023","1.065","81","643","0.629","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_182_L483_heart_sweep.asset"
"484","hole","OriginalNonTarget","BasePreviewFallback","24","28","672","0.857","62","554","0.824","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset"
"485","normal","ExternalCandidatePlanned","ManifestAsset","31","39","1209","0.795","121","1155","0.955","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset"
"486","normal","OriginalNonTarget","BasePreviewFallback","26","50","1300","0.52","213","1262","0.971","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset"
"487","shape","ShapeCandidatePlanned","ManifestAsset","38","38","1444","1","97","798","0.553","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_186_L487_sun_dense.asset"
"488","normal","OriginalNonTarget","BasePreviewFallback","25","49","1225","0.51","195","1202","0.981","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset"
"489","normal","ExternalCandidatePlanned","ManifestAsset","24","32","768","0.75","76","720","0.938","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset"
"490","normal","OriginalNonTarget","BasePreviewFallback","25","49","1225","0.51","199","1198","0.978","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset"
"491","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","26","35","910","0.743","86","888","0.976","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset"
"492","hole","OriginalNonTarget","BasePreviewFallback","32","30","960","1.067","91","872","0.908","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset"
"493","shape","ShapeCandidatePlanned","ManifestAsset","36","38","1368","0.947","90","759","0.555","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_05_L493_dragonhead.asset"
"494","normal","OriginalNonTarget","BasePreviewFallback","26","45","1170","0.578","192","1138","0.973","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset"
"495","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","71","653","0.989","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset"
"496","normal","ReplacedRhythmV4FinalStrictComplete","ManifestAsset","22","30","660","0.733","71","649","0.983","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset"
"497","normal","OriginalNonTarget","BasePreviewFallback","23","40","920","0.575","151","901","0.979","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset"
"498","shape","ShapeCandidatePlanned","ManifestAsset","42","34","1428","1.235","69","578","0.405","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_188_L498_banana_core.asset"
"499","normal","OriginalNonTarget","BasePreviewFallback","25","48","1200","0.521","159","1167","0.972","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03.asset"
"500","normal","ExternalCandidatePlanned","ManifestAsset","31","39","1209","0.795","108","1155","0.955","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_45_nutation_longchain_curve_v1_rect_c80hf3_12_d3_maze_curve.asset"
