order,backupGroup,levelId,assetName,type,levelType,difficulty,width,height,chains,assetPath,zipAsset,status
67,shape,r2_outer_strong_005_r2_006_a401_procmask_19_onion_maskproceduralvertical_30x40-mainstartall,procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510,shape_symbol,普通,2,30,40,86,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510.asset,shape/Level_067_procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510.asset,ok
68,normal,direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08,direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08,lock,普通,1,15,25,59,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset,normal/Level_068_direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset,ok
69,normal,direct_normal_48_direct_normal_rect_stair_push_g4_v05,direct_normal_48_direct_normal_rect_stair_push_g4_v05,section,普通,1,22,35,100,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset,normal/Level_069_direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset,ok
70,normal,direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14,direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14,section,普通,1,21,36,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset,normal/Level_070_direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset,ok
71,hole,hole_candidate_019_std_22x24_section,hole_candidate_019_std_22x24_section,hole_rescue,hole,1,22,24,45,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset,hole/Level_071_hole_candidate_019_std_22x24_section.asset,ok
72,normal,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,lock,普通,1,21,39,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,normal/Level_072_direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,ok
73,shape,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431,shape_symbol,普通,2,28,42,90,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,shape/Level_073_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,ok
74,normal,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,section,普通,2,18,36,87,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,normal/Level_074_direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,ok
75,normal,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,sweep,普通,3,20,38,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,normal/Level_075_direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,ok
76,normal,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,section,普通,2,21,34,94,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,normal/Level_076_direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,ok
77,normal,nomask_style_expansion_33_double_room_lock_tall,nomask_style_expansion_33_double_room_lock_tall,lock,普通,1,18,29,48,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_33_double_room_lock_tall.asset,normal/Level_077_nomask_style_expansion_33_double_room_lock_tall.asset,ok
78,shape,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451,shape_music,普通,4,28,42,92,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,shape/Level_078_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,ok
79,normal,nomask_style_expansion_19_long_corridor_a,nomask_style_expansion_19_long_corridor_a,maze,普通,1,19,27,58,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_19_long_corridor_a.asset,normal/Level_079_nomask_style_expansion_19_long_corridor_a.asset,ok
80,normal,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,section,普通,1,22,32,89,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,normal/Level_080_direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,ok
81,normal,nomask_style_expansion_04_snake_spine_a,nomask_style_expansion_04_snake_spine_a,sweep,普通,1,16,24,46,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_04_snake_spine_a.asset,normal/Level_081_nomask_style_expansion_04_snake_spine_a.asset,ok
82,hole,hole_candidate_018_std_22x24_lock,hole_candidate_018_std_22x24_lock,hole_rescue,hole,1,22,24,45,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_018_std_22x24_lock.asset,hole/Level_082_hole_candidate_018_std_22x24_lock.asset,ok
83,shape,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447,shape_symbol,普通,1,30,40,91,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,shape/Level_083_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,ok
84,normal,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,lock,普通,1,21,32,88,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,normal/Level_084_direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,ok
85,normal,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,maze,普通,1,20,36,92,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,normal/Level_085_direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,ok
86,normal,direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03,direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03,dense,普通,1,16,28,55,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset,normal/Level_086_direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset,ok
87,shape,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916,shape_object,普通,4,30,40,95,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,shape/Level_087_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,ok
88,normal,direct_normal_28_direct_normal_rect_stair_push_g2_v03,direct_normal_28_direct_normal_rect_stair_push_g2_v03,section,普通,1,20,38,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset,normal/Level_088_direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset,ok
89,normal,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,lock,普通,3,21,34,100,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,normal/Level_089_direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,ok
90,normal,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,section,普通,1,22,34,98,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,normal/Level_090_direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,ok
91,hole,hole_candidate_071_wide_26x22_maze,hole_candidate_071_wide_26x22_maze,hole_rescue,hole,1,26,22,47,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset,hole/Level_091_hole_candidate_071_wide_26x22_maze.asset,ok
92,normal,nomask_style_expansion_30_vertical_gate_a,nomask_style_expansion_30_vertical_gate_a,lock,普通,1,16,25,48,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_30_vertical_gate_a.asset,normal/Level_092_nomask_style_expansion_30_vertical_gate_a.asset,ok
93,shape,r2_outer_strong_005_r2_006_a401_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall,procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450,shape_symbol,普通,2,28,42,92,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset,shape/Level_093_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset,ok
94,normal,direct_normal_112_direct_normal_rect_section_unlock_g5_v12,direct_normal_112_direct_normal_rect_section_unlock_g5_v12,section,普通,3,21,39,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_112_direct_normal_rect_section_unlock_g5_v12.asset,normal/Level_094_direct_normal_112_direct_normal_rect_section_unlock_g5_v12.asset,ok
95,normal,direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04,direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04,dense,普通,1,15,27,61,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04.asset,normal/Level_095_direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04.asset,ok
96,normal,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,section,普通,2,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,normal/Level_096_direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,ok
97,normal,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,sweep,普通,1,21,38,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset,normal/Level_097_direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset,ok
98,shape,r2_outer_strong_005_r2_006_a401_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall,procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914,shape_music,普通,2,28,42,94,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset,shape/Level_098_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset,ok
99,normal,direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01,direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01,section,普通,3,22,34,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01.asset,normal/Level_099_direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01.asset,ok
100,normal,direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02,direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02,lock,普通,1,15,28,51,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02.asset,normal/Level_100_direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02.asset,ok
101,hole,hole_candidate_020_std_22x24_dense,hole_candidate_020_std_22x24_dense,hole_rescue,hole,1,22,24,47,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset,hole/Level_101_hole_candidate_020_std_22x24_dense.asset,ok
102,normal,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,dense,普通,1,15,26,57,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset,normal/Level_102_direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset,ok
103,shape,r2_outer_strong_005_r2_006_a401_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall,procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240,shape_ocean,普通,2,30,42,93,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset,shape/Level_103_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset,ok
104,normal,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,lock,普通,1,21,36,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,normal/Level_104_direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,ok
105,normal,direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06,direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06,maze,普通,2,23,37,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06.asset,normal/Level_105_direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06.asset,ok
106,normal,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,section,普通,1,18,36,86,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset,normal/Level_106_direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset,ok
107,normal,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,lock,普通,3,21,36,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,normal/Level_107_direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,ok
108,shape,r2_outer_strong_005_r2_006_a401_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall,procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702,shape_symbol,普通,2,28,42,93,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset,shape/Level_108_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset,ok
109,normal,direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04,direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04,section,普通,1,23,37,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04.asset,normal/Level_109_direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04.asset,ok
110,normal,direct_normal_72_direct_normal_rect_section_unlock_g1_v08,direct_normal_72_direct_normal_rect_section_unlock_g1_v08,section,普通,1,21,37,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset,normal/Level_110_direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset,ok
111,normal,direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04,direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04,dense,普通,1,20,35,89,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset,normal/Level_111_direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset,ok
112,normal,direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09,direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09,lock,普通,1,22,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09.asset,normal/Level_112_direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09.asset,ok
113,shape,r2_outer_strong_005_r2_006_a401_procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall,procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341,shape_magic,普通,4,28,42,98,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341.asset,shape/Level_113_procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341.asset,ok
114,normal,direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02,direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02,maze,普通,2,18,37,94,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset,normal/Level_114_direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset,ok
