"order","section10","category","difficultyBucket","experienceRole","projectedChain","projectedArrow","projectedAsset","sourcePool","productionLane","chainLanguage","baseChain","baseArrow","initialChain","initialArrow","projectionReason","linkedOrder","chainDeltaVsBase","chainDeltaVsInitial"
"359","36","normal","Peak","Peak","76","868","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset","NutationLongChainStrict60","PressurePeak","mixed_chain","76","868","176","1330","keep_current","","0","-100"
"360","36","normal","Ordinary","Recovery","118","908","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset","","","","118","908","118","908","keep_current","","0","0"
"361","37","normal","Ordinary","Recovery","177","1055","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset","","","","177","1055","177","1055","keep_current","","0","0"
"362","37","normal","Ordinary","Normal","72","654","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","","","72","654","113","792","keep_current","","0","-41"
"363","37","shape","Shape","Shape","149","1193","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_129_L363_bell_core.asset","ShapeMaskInventory","","","149","1193","138","1189","keep_current","","0","11"
"364","37","normal","Ordinary","Normal","166","1029","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset","","","","166","1029","166","1029","keep_current","","0","0"
"365","37","normal","Peak","Pressure","85","868","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","85","868","204","1246","keep_current","","0","-119"
"366","37","normal","Ordinary","Recovery","78","763","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","78","763","139","839","keep_current","","0","-61"
"367","37","hole","HoleRescue","HoleRescue","85","796","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_010_hc_34x26_dual_a.asset","","","","85","796","85","796","keep_current","","0","0"
"368","37","shape","Shape","Shape","154","1194","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep.asset","ShapeMaskInventory","","","154","1194","140","1179","keep_current","","0","14"
"369","37","normal","Hard","Pressure","84","902","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","84","902","198","1151","keep_current","","0","-114"
"370","37","normal","Ordinary","Normal","148","1159","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset","","","","148","1159","148","1159","keep_current","","0","0"
"371","38","normal","Ordinary","Normal","70","656","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","70","656","94","695","keep_current","","0","-24"
"372","38","normal","Hard","Pressure","79","861","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","NutationLongChainStrict60","PeelMid","curve_chain","79","861","147","906","keep_current","","0","-68"
"373","38","shape","Shape","Shape","114","968","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_20_L373_glove_r4core.asset","ShapeMaskInventory","","","114","968","142","967","keep_current","","0","-28"
"374","38","normal","Ordinary","Normal","115","829","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset","InitialTemplateDonorRevertReviewOnly","","","67","651","115","829","v7_review_donor_revert","86","48","0"
"375","38","normal","Ordinary","Recovery","157","967","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","","","","157","967","157","967","keep_current","","0","0"
"376","38","normal","Peak","Peak","89","871","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","89","871","186","1127","keep_current","","0","-97"
"377","38","hole","HoleRescue","HoleRescue","72","673","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset","","","","72","673","72","673","keep_current","","0","0"
"378","38","shape","Shape","Shape","138","1134","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","ShapeMaskInventory","","","138","1134","134","1128","keep_current","","0","4"
"379","38","normal","Ordinary","Recovery","157","951","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","","","","157","951","157","951","keep_current","","0","0"
"380","38","normal","Ordinary","Normal","144","868","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset","","","","144","868","144","868","keep_current","","0","0"
"381","39","normal","Ordinary","Recovery","145","892","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset","","","","145","892","145","892","keep_current","","0","0"
"382","39","normal","Ordinary","Normal","150","945","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","","","","150","945","150","945","keep_current","","0","0"
"383","39","shape","Shape","Shape","141","1017","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","ShapeMaskInventory","","","141","1017","142","1013","keep_current","","0","-1"
"384","39","normal","Hard","Pressure","84","814","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","84","814","172","1051","keep_current","","0","-88"
"385","39","hole","HoleRescue","HoleRescue","71","630","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset","","","","71","630","71","630","keep_current","","0","0"
"386","39","normal","Ordinary","Normal","66","622","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","66","622","116","847","keep_current","","0","-50"
"387","39","shape","Shape","Shape","135","1096","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset","ShapeMaskInventory","","","135","1096","149","1096","keep_current","","0","-14"
"388","39","normal","Hard","Pressure","164","1575","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","","","","164","1575","164","1575","keep_current","","0","0"
"389","39","normal","Peak","Peak","75","772","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","NutationLongChainStrict60","PressurePeak","mixed_chain","75","772","181","1107","keep_current","","0","-106"
"390","39","normal","Ordinary","Normal","84","854","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_27_nutation_mixed_neutral_v1_rect_s39_o390_v02_neutralmixed_mixed_chain.asset","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","84","854","136","842","keep_current","","0","-52"
"391","40","normal","Ordinary","Recovery","137","878","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset","","","","137","878","137","878","keep_current","","0","0"
"392","40","hole","HoleRescue","HoleRescue","87","864","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset","","","","87","864","87","864","keep_current","","0","0"
"393","40","shape","Shape","Shape","149","1221","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset","ShapeMaskInventory","","","149","1221","149","1217","keep_current","","0","0"
"394","40","normal","Hard","Pressure","81","809","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","81","809","173","1230","keep_current","","0","-92"
"395","40","normal","Ordinary","Normal","72","756","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","72","756","123","918","keep_current","","0","-51"
"396","40","normal","Peak","Peak","84","809","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","NutationLongChainStrict60","PressurePeak","mixed_chain","84","809","174","1273","keep_current","","0","-90"
"397","40","normal","Ordinary","Recovery","75","790","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain.asset","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","75","790","105","800","keep_current","","0","-30"
"398","40","shape","Shape","Shape","154","1246","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset","ShapeMaskInventory","","","154","1246","153","1234","keep_current","","0","1"
"399","40","normal","Ordinary","Normal","144","891","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset","","","","144","891","144","891","keep_current","","0","0"
"400","40","normal","Ordinary","Normal","143","856","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset","","","","143","856","143","856","keep_current","","0","0"
"401","41","hole","HoleRescue","HoleRescue","73","742","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset","","","","73","742","73","742","keep_current","","0","0"
"402","41","normal","Ordinary","Normal","129","974","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07.asset","InitialTemplateDonorRevertReviewOnly","","","68","637","129","974","v7_review_donor_revert","55","61","0"
"403","41","shape","Shape","Shape","139","1143","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset","ShapeMaskInventory","","","139","1143","150","1131","keep_current","","0","-11"
"404","41","normal","Hard","Pressure","155","951","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","","","","155","951","155","951","keep_current","","0","0"
"405","41","normal","Hard","Recovery","80","815","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","80","815","170","1050","keep_current","","0","-90"
"406","41","normal","Ordinary","Normal","71","650","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","71","650","84","643","keep_current","","0","-13"
"407","41","normal","Peak","Peak","196","1154","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset","InitialTemplateDonorRevertReviewOnly","","","92","862","196","1154","v7_review_donor_revert","72","104","0"
"408","41","shape","Shape","Shape","135","1085","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset","ShapeMaskInventory","","","135","1085","153","1074","keep_current","","0","-18"
"409","41","normal","Hard","Pressure","145","900","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset","","","","145","900","145","900","keep_current","","0","0"
"410","41","normal","Ordinary","Recovery","139","870","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset","","","","139","870","139","870","keep_current","","0","0"
"411","42","normal","Ordinary","Recovery","114","885","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset","InitialTemplateDonorRevertReviewOnly","","","69","646","114","885","v7_review_donor_revert","68","45","0"
"412","42","normal","Hard","Pressure","101","686","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset","HubMixedStrict30Refill","PeelMid","rail_chain","101","686","158","1230","keep_current","","0","-57"
"413","42","shape","Shape","Shape","153","1273","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset","ShapeMaskInventory","","","153","1273","153","1270","keep_current","","0","0"
"414","42","normal","Ordinary","Recovery","73","651","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","73","651","107","804","keep_current","","0","-34"
"415","42","normal","Ordinary","Normal","141","854","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset","","","","141","854","141","854","keep_current","","0","0"
"416","42","normal","Hard","Pressure","149","932","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset","","","","149","932","149","932","keep_current","","0","0"
"417","42","hole","HoleRescue","HoleRescue","75","751","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset","","","","75","751","75","751","keep_current","","0","0"
"418","42","shape","Shape","Shape","130","1080","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset","ShapeMaskInventory","","","130","1080","157","1068","keep_current","","0","-27"
"419","42","normal","Peak","Peak","92","906","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","NutationLongChainStrict60","LongChainProbe","rail_chain","92","906","203","1250","keep_current","","0","-111"
"420","42","normal","Ordinary","Recovery","143","900","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset","","","","143","900","143","900","keep_current","","0","0"
"421","43","normal","Ordinary","Recovery","180","1100","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset","","","","180","1100","180","1100","keep_current","","0","0"
"422","43","normal","Ordinary","Normal","113","860","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset","InitialTemplateDonorRevertReviewOnly","","","66","654","113","860","v7_review_donor_revert","81","47","0"
"423","43","shape","Shape","Shape","139","1157","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset","ShapeMaskInventory","","","139","1157","136","1147","keep_current","","0","3"
"424","43","normal","Ordinary","Normal","74","650","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","74","650","129","793","keep_current","","0","-55"
"425","43","normal","Peak","Pressure","86","921","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","NutationLongChainStrict60","LongChainProbe","patch_chain","86","921","213","1320","keep_current","","0","-127"
"426","43","hole","HoleRescue","HoleRescue","80","672","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","","","","80","672","80","672","keep_current","","0","0"
"427","43","shape","Shape","Shape","166","1311","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","ShapeMaskInventory","","","166","1311","161","1311","keep_current","","0","5"
"428","43","normal","Ordinary","Normal","146","910","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","","","","146","910","146","910","keep_current","","0","0"
"429","43","normal","Hard","Pressure","84","1016","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","NutationLongChainStrict60","PeelMid","rail_chain","84","1016","205","1261","keep_current","","0","-121"
"430","43","normal","Ordinary","Normal","147","914","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","","","","147","914","147","914","keep_current","","0","0"
"431","44","normal","Ordinary","Normal","67","653","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","67","653","112","879","keep_current","","0","-45"
"432","44","normal","Hard","Pressure","99","678","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","HubMixedStrict30Refill","PeelMid","rail_chain","99","678","164","1010","keep_current","","0","-65"
"433","44","shape","Shape","Shape","162","1427","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","ShapeMaskInventory","","","162","1427","161","1410","keep_current","","0","1"
"434","44","normal","Ordinary","Normal","162","1007","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","","","","162","1007","162","1007","keep_current","","0","0"
"435","44","hole","HoleRescue","HoleRescue","76","697","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","","","","76","697","76","697","keep_current","","0","0"
"436","44","normal","Peak","Peak","84","849","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","NutationLongChainStrict60","LongChainProbe","curve_chain","84","849","194","1195","keep_current","","0","-110"
"437","44","normal","Ordinary","Normal","164","1003","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","","","","164","1003","164","1003","keep_current","","0","0"
"438","44","shape","Shape","Shape","172","1386","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","ShapeMaskInventory","","","172","1386","166","1373","keep_current","","0","6"
"439","44","normal","Ordinary","Recovery","79","759","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","79","759","158","942","keep_current","","0","-79"
"440","44","normal","Ordinary","Normal","161","988","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","","","","161","988","161","988","keep_current","","0","0"
"441","45","normal","Ordinary","Recovery","83","782","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_05_nutation_strict_mixed_localbreak_v1_rect_s45_o441_v00_strictmixedlocalbreak_mixed_chain.asset","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","83","782","105","784","keep_current","","0","-22"
"442","45","hole","HoleRescue","HoleRescue","81","853","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","","","","81","853","81","853","keep_current","","0","0"
"443","45","shape","Shape","Shape","86","714","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","ShapeMaskInventory","","","86","714","84","714","keep_current","","0","2"
"444","45","normal","Hard","Pressure","159","970","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","","","","159","970","159","970","keep_current","","0","0"
"445","45","normal","Hard","Recovery","87","893","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","87","893","197","1199","keep_current","","0","-110"
"446","45","normal","Ordinary","Normal","75","650","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_51_nutation_peel_rect_s45_o446_v02_peellight_curve_chain.asset","C5V4FGapfillStrictSelected","PeelLight","curve_chain","75","650","136","821","keep_current","","0","-61"
"447","45","shape","Shape","Shape","95","791","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","ShapeMaskInventory","","","95","791","78","790","keep_current","","0","17"
"448","45","normal","Hard","Pressure","196","1128","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","","","","196","1128","196","1128","keep_current","","0","0"
"449","45","normal","Peak","Peak","86","928","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","NutationLongChainStrict60","LongChainProbe","rail_chain","86","928","181","1090","keep_current","","0","-95"
"450","45","normal","Ordinary","Normal","165","1037","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","","","","165","1037","165","1037","keep_current","","0","0"
"451","46","hole","HoleRescue","HoleRescue","90","866","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","","","","90","866","90","866","keep_current","","0","0"
"452","46","normal","Ordinary","Normal","154","943","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","","","","154","943","154","943","keep_current","","0","0"
"453","46","shape","Shape","Shape","111","917","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","ShapeMaskInventory","","","111","917","106","902","keep_current","","0","5"
"454","46","normal","Hard","Pressure","156","1609","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","","","","156","1609","156","1609","keep_current","","0","0"
