"order","section10","category","difficultyBucket","experienceRole","sourcePool","productionLane","chainLanguage","patchKind","projectedAsset","projectedChain","projectedArrow","initialChain","initialArrow","baseChain","baseArrow","projectionReason","donorOrTarget","chainDeltaVsBase","chainDeltaVsInitial"
"350","35","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset","120","743","120","743","120","743","keep_current","","0","0"
"351","36","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset","72","690","72","690","72","690","keep_current","","0","0"
"352","36","normal","Hard","Pressure","HubMixedStrict30Refill","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_04_s01_r04.asset","101","686","154","960","101","686","keep_current","","0","-53"
"353","36","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_15_L353_slimecrown_r4stair.asset","125","1038","128","1027","125","1038","keep_current","","0","-3"
"354","36","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset","126","780","126","780","126","780","keep_current","","0","0"
"355","36","normal","Ordinary","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset","108","864","108","864","69","649","donor_revert_to_initial","41","39","0"
"356","36","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset","148","888","148","888","148","888","keep_current","","0","0"
"357","36","normal","Ordinary","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset","103","823","103","823","67","653","donor_revert_to_initial","86","36","0"
"358","36","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_125_L358_clover_sweep.asset","143","1142","131","1125","143","1142","keep_current","","0","12"
"359","36","normal","Peak","Peak","NutationLongChainStrict60","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset","76","868","176","1330","76","868","keep_current","","0","-100"
"360","36","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset","118","908","118","908","118","908","keep_current","","0","0"
"361","37","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset","177","1055","177","1055","177","1055","keep_current","","0","0"
"362","37","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","","","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","72","654","113","792","72","654","keep_current","","0","-41"
"363","37","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_129_L363_bell_core.asset","149","1193","138","1189","149","1193","keep_current","","0","11"
"364","37","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset","166","1029","166","1029","166","1029","keep_current","","0","0"
"365","37","normal","Peak","Pressure","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","85","868","204","1246","85","868","keep_current","","0","-119"
"366","37","normal","Ordinary","Recovery","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03.asset","139","839","139","839","78","763","donor_revert_to_initial","60","61","0"
"367","37","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_010_hc_34x26_dual_a.asset","85","796","85","796","85","796","keep_current","","0","0"
"368","37","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep.asset","154","1194","140","1179","154","1194","keep_current","","0","14"
"369","37","normal","Hard","Pressure","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","84","902","198","1151","84","902","keep_current","","0","-114"
"370","37","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset","148","1159","148","1159","148","1159","keep_current","","0","0"
"371","38","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","70","656","94","695","70","656","keep_current","","0","-24"
"372","38","normal","Hard","Pressure","NutationLongChainStrict60","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","79","861","147","906","79","861","keep_current","","0","-68"
"373","38","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_20_L373_glove_r4core.asset","114","968","142","967","114","968","keep_current","","0","-28"
"374","38","normal","Ordinary","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset","115","829","115","829","67","651","donor_revert_to_initial","95","48","0"
"375","38","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","157","967","157","967","157","967","keep_current","","0","0"
"376","38","normal","Peak","Peak","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","89","871","186","1127","89","871","keep_current","","0","-97"
"377","38","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset","72","673","72","673","72","673","keep_current","","0","0"
"378","38","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","138","1134","134","1128","138","1134","keep_current","","0","4"
"379","38","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","157","951","157","951","157","951","keep_current","","0","0"
"380","38","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset","144","868","144","868","144","868","keep_current","","0","0"
"381","39","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset","145","892","145","892","145","892","keep_current","","0","0"
"382","39","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","150","945","150","945","150","945","keep_current","","0","0"
"383","39","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","141","1017","142","1013","141","1017","keep_current","","0","-1"
"384","39","normal","Hard","Pressure","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","84","814","172","1051","84","814","keep_current","","0","-88"
"385","39","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset","71","630","71","630","71","630","keep_current","","0","0"
"386","39","normal","Ordinary","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset","116","847","116","847","66","622","donor_revert_to_initial","92","50","0"
"387","39","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset","135","1096","149","1096","135","1096","keep_current","","0","-14"
"388","39","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","164","1575","164","1575","164","1575","keep_current","","0","0"
"389","39","normal","Peak","Peak","NutationLongChainStrict60","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","75","772","181","1107","75","772","keep_current","","0","-106"
"390","39","normal","Ordinary","Normal","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_27_nutation_mixed_neutral_v1_rect_s39_o390_v02_neutralmixed_mixed_chain.asset","84","854","136","842","84","854","keep_current","","0","-52"
"391","40","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset","137","878","137","878","137","878","keep_current","","0","0"
"392","40","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset","87","864","87","864","87","864","keep_current","","0","0"
"393","40","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset","149","1221","149","1217","149","1221","keep_current","","0","0"
"394","40","normal","Hard","Pressure","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","81","809","173","1230","81","809","keep_current","","0","-92"
"395","40","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","72","756","123","918","72","756","keep_current","","0","-51"
"396","40","normal","Peak","Peak","NutationLongChainStrict60","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","84","809","174","1273","84","809","keep_current","","0","-90"
"397","40","normal","Ordinary","Recovery","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain.asset","75","790","105","800","75","790","keep_current","","0","-30"
"398","40","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset","154","1246","153","1234","154","1246","keep_current","","0","1"
"399","40","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset","144","891","144","891","144","891","keep_current","","0","0"
"400","40","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset","143","856","143","856","143","856","keep_current","","0","0"
"401","41","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset","73","742","73","742","73","742","keep_current","","0","0"
"402","41","normal","Ordinary","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07.asset","129","974","129","974","68","637","donor_revert_to_initial","77","61","0"
"403","41","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset","139","1143","150","1131","139","1143","keep_current","","0","-11"
"404","41","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","155","951","155","951","155","951","keep_current","","0","0"
"405","41","normal","Hard","Recovery","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","80","815","170","1050","80","815","keep_current","","0","-90"
"406","41","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","71","650","84","643","71","650","keep_current","","0","-13"
"407","41","normal","Peak","Peak","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset","196","1154","196","1154","92","862","donor_revert_to_initial","52","104","0"
"408","41","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset","135","1085","153","1074","135","1085","keep_current","","0","-18"
"409","41","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset","145","900","145","900","145","900","keep_current","","0","0"
"410","41","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset","139","870","139","870","139","870","keep_current","","0","0"
"411","42","normal","Ordinary","Recovery","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset","114","885","114","885","69","646","donor_revert_to_initial","68","45","0"
"412","42","normal","Hard","Pressure","HubMixedStrict30Refill","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset","101","686","158","1230","101","686","keep_current","","0","-57"
"413","42","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset","153","1273","153","1270","153","1273","keep_current","","0","0"
"414","42","normal","Ordinary","Recovery","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset","73","651","107","804","73","651","keep_current","","0","-34"
"415","42","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset","141","854","141","854","141","854","keep_current","","0","0"
"416","42","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset","149","932","149","932","149","932","keep_current","","0","0"
"417","42","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset","75","751","75","751","75","751","keep_current","","0","0"
"418","42","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset","130","1080","157","1068","130","1080","keep_current","","0","-27"
"419","42","normal","Peak","Peak","NutationLongChainStrict60","LongChainProbe","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","92","906","203","1250","92","906","keep_current","","0","-111"
"420","42","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_01_direct_polish_hard_pure_rect_dense_weave_g10_v08.asset","143","900","143","900","143","900","keep_current","","0","0"
"421","43","normal","Ordinary","Recovery","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_08_direct_polish_hard_rect_sweep_g4_v01.asset","180","1100","180","1100","180","1100","keep_current","","0","0"
"422","43","normal","Ordinary","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset","113","860","113","860","66","654","donor_revert_to_initial","100","47","0"
"423","43","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset","139","1157","136","1147","139","1157","keep_current","","0","3"
"424","43","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","74","650","129","793","74","650","keep_current","","0","-55"
"425","43","normal","Peak","Pressure","NutationLongChainStrict60","LongChainProbe","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","86","921","213","1320","86","921","keep_current","","0","-127"
"426","43","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","80","672","80","672","80","672","keep_current","","0","0"
"427","43","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","166","1311","161","1311","166","1311","keep_current","","0","5"
"428","43","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","146","910","146","910","146","910","keep_current","","0","0"
"429","43","normal","Hard","Pressure","NutationLongChainStrict60","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","84","1016","205","1261","84","1016","keep_current","","0","-121"
"430","43","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","147","914","147","914","147","914","keep_current","","0","0"
"431","44","normal","Ordinary","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","112","879","112","879","67","653","donor_revert_to_initial","81","45","0"
"432","44","normal","Hard","Pressure","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset","164","1010","164","1010","99","678","donor_revert_to_initial","84","65","0"
"433","44","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","162","1427","161","1410","162","1427","keep_current","","0","1"
"434","44","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","162","1007","162","1007","162","1007","keep_current","","0","0"
"435","44","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","76","697","76","697","76","697","keep_current","","0","0"
"436","44","normal","Peak","Peak","NutationLongChainStrict60","LongChainProbe","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","84","849","194","1195","84","849","keep_current","","0","-110"
"437","44","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","164","1003","164","1003","164","1003","keep_current","","0","0"
"438","44","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","172","1386","166","1373","172","1386","keep_current","","0","6"
"439","44","normal","Ordinary","Recovery","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset","158","942","158","942","79","759","donor_revert_to_initial","51","79","0"
"440","44","normal","Ordinary","Normal","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","161","988","161","988","161","988","keep_current","","0","0"
"441","45","normal","Ordinary","Recovery","C5V4FGapfillStrictSelected","StrictMixedLocalBreak","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/c/c5s2_c_05_nutation_strict_mixed_localbreak_v1_rect_s45_o441_v00_strictmixedlocalbreak_mixed_chain.asset","83","782","105","784","83","782","keep_current","","0","-22"
"442","45","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","81","853","81","853","81","853","keep_current","","0","0"
"443","45","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","86","714","84","714","86","714","keep_current","","0","2"
"444","45","normal","Hard","Pressure","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","159","970","159","970","159","970","keep_current","","0","0"
"445","45","normal","Hard","Recovery","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","87","893","197","1199","87","893","keep_current","","0","-110"
