"order","section10","category","difficultyBucket","experienceRole","projectedChain","canvasAdjustedChain","longChainCanvasBonus","isLongChain","projectedArrow","projectedArea","projectedAsset","sourcePool","productionLane","chainLanguage","baseChain","baseArrow","baseArea","initialChain","initialArrow","initialArea","projectionReason","linkedOrder","chainDeltaVsBase","chainDeltaVsInitial"
"330","33","normal","Ordinary","Normal","113","113","0","False","862","874","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset","","","","113","862","874","113","862","874","keep_current","","0","0"
"331","34","normal","Hard","Recovery","85","95","10","True","921","972","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset","NutationLongChainStrict60","PeelMid","curve_chain","85","921","972","147","898","924","keep_current","","0","-62"
"332","34","normal","Ordinary","Normal","118","118","0","False","717","740","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset","","","","118","717","740","118","717","740","keep_current","","0","0"
"333","34","shape","Shape","Shape","132","132","0","False","1114","1786","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section.asset","ShapeMaskInventory","","","132","1114","1786","130","1093","1786","keep_current","","0","2"
"334","34","normal","Hard","Pressure","207","207","0","False","1262","1288","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","","","","207","1262","1288","207","1262","1288","keep_current","","0","0"
"335","34","hole","HoleRescue","HoleRescue","80","80","0","False","859","960","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset","","","","80","859","960","80","859","960","keep_current","","0","0"
"336","34","normal","Peak","Peak","216","216","0","False","1325","1344","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset","InitialTemplateDonorRevertReviewOnly","","","100","954","972","216","1325","1344","v8_review_donor_revert","65","116","0"
"337","34","normal","Ordinary","Recovery","45","45","0","False","538","540","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","45","538","540","103","815","828","keep_current","","0","-58"
"338","34","shape","Shape","Shape","136","136","0","False","1164","1760","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep.asset","ShapeMaskInventory","","","136","1164","1760","136","1144","1760","keep_current","","0","0"
"339","34","normal","Ordinary","Normal","75","75","0","False","651","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","75","651","660","110","834","851","keep_current","","0","-35"
"340","34","normal","Ordinary","Normal","110","110","0","False","812","828","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset","","","","110","812","828","110","812","828","keep_current","","0","0"
"341","35","normal","Hard","Recovery","69","77","8","True","849","910","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","NutationLongChainStrict60","PeelMid","curve_chain","69","849","910","154","932","960","keep_current","","0","-85"
"342","35","hole","HoleRescue","HoleRescue","67","67","0","False","631","720","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset","","","","67","631","720","67","631","720","keep_current","","0","0"
"343","35","shape","Shape","Shape","121","121","0","False","967","1596","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_115_L343_skeletonskull_lock.asset","ShapeMaskInventory","","","121","967","1596","135","966","1596","keep_current","","0","-14"
"344","35","normal","Hard","Pressure","170","170","0","False","1263","1296","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","","","","170","1263","1296","170","1263","1296","keep_current","","0","0"
"345","35","normal","Ordinary","Recovery","69","69","0","False","654","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_26_nutation_strict_mixed_hard_v1_rect_s35_o345_v00_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","69","654","660","115","866","880","keep_current","","0","-46"
"346","35","normal","Ordinary","Normal","54","54","0","False","634","638","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","54","634","638","112","792","800","keep_current","","0","-58"
"347","35","normal","Peak","Peak","71","79","8","True","861","910","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset","NutationLongChainStrict60","PressurePeak","mixed_chain","71","861","910","189","1189","1215","keep_current","","0","-118"
"348","35","shape","Shape","Shape","145","145","0","False","1221","1849","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_12_L348_donut_r3lock.asset","ShapeMaskInventory","","","145","1221","1849","133","1204","1849","keep_current","","0","12"
"349","35","normal","Hard","Pressure","213","213","0","False","1253","1274","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","","","","213","1253","1274","213","1253","1274","keep_current","","0","0"
"350","35","normal","Ordinary","Recovery","120","120","0","False","743","760","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset","","","","120","743","760","120","743","760","keep_current","","0","0"
"351","36","hole","HoleRescue","HoleRescue","72","72","0","False","690","780","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset","","","","72","690","780","72","690","780","keep_current","","0","0"
"352","36","normal","Hard","Pressure","101","101","0","False","686","713","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_04_s01_r04.asset","HubMixedStrict30Refill","PeelMid","rail_chain","101","686","713","154","960","989","keep_current","","0","-53"
"353","36","shape","Shape","Shape","125","125","0","False","1038","1892","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_15_L353_slimecrown_r4stair.asset","ShapeMaskInventory","","","125","1038","1892","128","1027","1892","keep_current","","0","-3"
"354","36","normal","Ordinary","Recovery","126","126","0","False","780","792","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset","","","","126","780","792","126","780","792","keep_current","","0","0"
"355","36","normal","Ordinary","Normal","69","69","0","False","649","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","69","649","660","108","864","880","keep_current","","0","-39"
"356","36","normal","Hard","Pressure","148","148","0","False","888","902","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset","","","","148","888","902","148","888","902","keep_current","","0","0"
"357","36","normal","Ordinary","Normal","67","67","0","False","653","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowPatch","patch_chain","67","653","660","103","823","836","keep_current","","0","-36"
"358","36","shape","Shape","Shape","143","143","0","False","1142","1880","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_125_L358_clover_sweep.asset","ShapeMaskInventory","","","143","1142","1880","131","1125","1880","keep_current","","0","12"
"359","36","normal","Peak","Peak","76","84","8","True","868","910","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset","NutationLongChainStrict60","PressurePeak","mixed_chain","76","868","910","176","1330","1363","keep_current","","0","-100"
"360","36","normal","Ordinary","Recovery","118","126","8","True","908","920","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset","","","","118","908","920","118","908","920","keep_current","","0","0"
"361","37","normal","Ordinary","Recovery","177","177","0","False","1055","1081","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset","","","","177","1055","1081","177","1055","1081","keep_current","","0","0"
"362","37","normal","Ordinary","Normal","72","72","0","False","654","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","","","72","654","660","113","792","805","keep_current","","0","-41"
"363","37","shape","Shape","Shape","149","149","0","False","1193","1880","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_129_L363_bell_core.asset","ShapeMaskInventory","","","149","1193","1880","138","1189","1880","keep_current","","0","11"
"364","37","normal","Ordinary","Normal","166","166","0","False","1029","1050","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset","","","","166","1029","1050","166","1029","1050","keep_current","","0","0"
"365","37","normal","Peak","Pressure","85","85","0","False","868","884","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","85","868","884","204","1246","1260","keep_current","","0","-119"
"366","37","normal","Ordinary","Recovery","78","78","0","False","763","768","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_126_nutation_mixed_neutral_v1_rect_s37_o366_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","78","763","768","139","839","861","keep_current","","0","-61"
"367","37","hole","HoleRescue","HoleRescue","85","85","0","False","796","884","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_010_hc_34x26_dual_a.asset","","","","85","796","884","85","796","884","keep_current","","0","0"
"368","37","shape","Shape","Shape","154","154","0","False","1194","1692","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep.asset","ShapeMaskInventory","","","154","1194","1692","140","1179","1692","keep_current","","0","14"
"369","37","normal","Hard","Pressure","84","84","0","False","902","910","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","84","902","910","198","1151","1175","keep_current","","0","-114"
"370","37","normal","Ordinary","Normal","148","162","14","True","1159","1175","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset","","","","148","1159","1175","148","1159","1175","keep_current","","0","0"
"371","38","normal","Ordinary","Normal","70","70","0","False","656","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","70","656","660","94","695","700","keep_current","","0","-24"
"372","38","normal","Hard","Pressure","79","87","8","True","861","910","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","NutationLongChainStrict60","PeelMid","curve_chain","79","861","910","147","906","920","keep_current","","0","-68"
"373","38","shape","Shape","Shape","114","114","0","False","968","1428","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_20_L373_glove_r4core.asset","ShapeMaskInventory","","","114","968","1428","142","967","1428","keep_current","","0","-28"
"374","38","normal","Ordinary","Normal","67","67","0","False","651","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","67","651","660","115","829","836","keep_current","","0","-48"
"375","38","normal","Ordinary","Recovery","157","157","0","False","967","984","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","","","","157","967","984","157","967","984","keep_current","","0","0"
"376","38","normal","Peak","Peak","89","89","0","False","871","884","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","89","871","884","186","1127","1144","keep_current","","0","-97"
"377","38","hole","HoleRescue","HoleRescue","72","72","0","False","673","768","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset","","","","72","673","768","72","673","768","keep_current","","0","0"
"378","38","shape","Shape","Shape","138","138","0","False","1134","1672","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","ShapeMaskInventory","","","138","1134","1672","134","1128","1672","keep_current","","0","4"
"379","38","normal","Ordinary","Recovery","157","157","0","False","951","968","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","","","","157","951","968","157","951","968","keep_current","","0","0"
"380","38","normal","Ordinary","Normal","144","144","0","False","868","880","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset","","","","144","868","880","144","868","880","keep_current","","0","0"
"381","39","normal","Ordinary","Recovery","145","145","0","False","892","912","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset","","","","145","892","912","145","892","912","keep_current","","0","0"
"382","39","normal","Ordinary","Normal","150","150","0","False","945","968","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","","","","150","945","968","150","945","968","keep_current","","0","0"
"383","39","shape","Shape","Shape","141","141","0","False","1017","1596","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","ShapeMaskInventory","","","141","1017","1596","142","1013","1596","keep_current","","0","-1"
"384","39","normal","Hard","Pressure","84","84","0","False","814","825","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","84","814","825","172","1051","1066","keep_current","","0","-88"
"385","39","hole","HoleRescue","HoleRescue","71","71","0","False","630","720","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset","","","","71","630","720","71","630","720","keep_current","","0","0"
"386","39","normal","Ordinary","Normal","66","66","0","False","622","638","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","66","622","638","116","847","858","keep_current","","0","-50"
"387","39","shape","Shape","Shape","135","135","0","False","1096","1764","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset","ShapeMaskInventory","","","135","1096","1764","149","1096","1764","keep_current","","0","-14"
"388","39","normal","Hard","Pressure","164","164","0","False","1575","1632","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","","","","164","1575","1632","164","1575","1632","keep_current","","0","0"
"389","39","normal","Peak","Peak","75","81","6","True","772","816","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","NutationLongChainStrict60","PressurePeak","mixed_chain","75","772","816","181","1107","1125","keep_current","","0","-106"
"390","39","normal","Ordinary","Normal","84","84","0","False","854","861","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_27_nutation_mixed_neutral_v1_rect_s39_o390_v02_neutralmixed_mixed_chain.asset","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","84","854","861","136","842","861","keep_current","","0","-52"
"391","40","normal","Ordinary","Recovery","137","137","0","False","878","897","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset","","","","137","878","897","137","878","897","keep_current","","0","0"
"392","40","hole","HoleRescue","HoleRescue","87","87","0","False","864","952","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset","","","","87","864","952","87","864","952","keep_current","","0","0"
"393","40","shape","Shape","Shape","149","149","0","False","1221","1862","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset","ShapeMaskInventory","","","149","1221","1862","149","1217","1862","keep_current","","0","0"
"394","40","normal","Hard","Pressure","81","81","0","False","809","825","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","rail_chain","81","809","825","173","1230","1248","keep_current","","0","-92"
"395","40","normal","Ordinary","Normal","72","72","0","False","756","768","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","72","756","768","123","918","936","keep_current","","0","-51"
"396","40","normal","Peak","Peak","84","91","7","True","809","850","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","NutationLongChainStrict60","PressurePeak","mixed_chain","84","809","850","174","1273","1288","keep_current","","0","-90"
"397","40","normal","Ordinary","Recovery","75","75","0","False","790","805","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_48_nutation_mixed_neutral_v1_rect_s40_o397_v11_neutralmixed_mixed_chain.asset","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","75","790","805","105","800","805","keep_current","","0","-30"
"398","40","shape","Shape","Shape","154","154","0","False","1246","1892","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_06_L398_butterfly.asset","ShapeMaskInventory","","","154","1246","1892","153","1234","1892","keep_current","","0","1"
"399","40","normal","Ordinary","Normal","144","144","0","False","891","912","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset","","","","144","891","912","144","891","912","keep_current","","0","0"
"400","40","normal","Ordinary","Normal","143","143","0","False","856","874","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset","","","","143","856","874","143","856","874","keep_current","","0","0"
"401","41","hole","HoleRescue","HoleRescue","73","73","0","False","742","832","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset","","","","73","742","832","73","742","832","keep_current","","0","0"
"402","41","normal","Ordinary","Normal","68","68","0","False","637","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_09_nutation_peel_rect_s41_o402_v00_peellight_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","68","637","660","129","974","990","keep_current","","0","-61"
"403","41","shape","Shape","Shape","139","139","0","False","1143","1672","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_24_L403_dialphone_r3dense.asset","ShapeMaskInventory","","","139","1143","1672","150","1131","1672","keep_current","","0","-11"
"404","41","normal","Hard","Pressure","155","155","0","False","951","975","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","","","","155","951","975","155","951","975","keep_current","","0","0"
"405","41","normal","Hard","Recovery","80","80","0","False","815","825","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","80","815","825","170","1050","1075","keep_current","","0","-90"
"406","41","normal","Ordinary","Normal","71","71","0","False","650","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","71","650","660","84","643","648","keep_current","","0","-13"
"407","41","normal","Peak","Peak","196","196","0","False","1154","1176","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset","InitialTemplateDonorRevertReviewOnly","","","92","862","884","196","1154","1176","v8_review_donor_revert","72","104","0"
"408","41","shape","Shape","Shape","135","135","0","False","1085","1584","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset","ShapeMaskInventory","","","135","1085","1584","153","1074","1584","keep_current","","0","-18"
"409","41","normal","Hard","Pressure","145","145","0","False","900","920","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset","","","","145","900","920","145","900","920","keep_current","","0","0"
"410","41","normal","Ordinary","Recovery","139","139","0","False","870","882","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset","","","","139","870","882","139","870","882","keep_current","","0","0"
"411","42","normal","Ordinary","Recovery","69","69","0","False","646","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_07_nutation_peel_rect_s42_o411_v00_peellight_rail_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","69","646","660","114","885","902","keep_current","","0","-45"
"412","42","normal","Hard","Pressure","101","101","0","False","686","713","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset","HubMixedStrict30Refill","PeelMid","rail_chain","101","686","713","158","1230","1248","keep_current","","0","-57"
"413","42","shape","Shape","Shape","153","153","0","False","1273","1862","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset","ShapeMaskInventory","","","153","1273","1862","153","1270","1862","keep_current","","0","0"
"414","42","normal","Ordinary","Recovery","73","73","0","False","651","660","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","73","651","660","107","804","814","keep_current","","0","-34"
"415","42","normal","Ordinary","Normal","141","141","0","False","854","874","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset","","","","141","854","874","141","854","874","keep_current","","0","0"
"416","42","normal","Hard","Pressure","149","149","0","False","932","950","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset","","","","149","932","950","149","932","950","keep_current","","0","0"
"417","42","hole","HoleRescue","HoleRescue","75","75","0","False","751","840","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_016_topup_tall_28x30_shell.asset","","","","75","751","840","75","751","840","keep_current","","0","0"
