"order","section10","category","sectionWaveRole","difficultyBucket","experienceRole","difficultyNameZh","replacementMark","finalStatus","sourcePool","productionLane","productionChainLanguage","patchKind","initialAssetPath","currentAssetPath","initialGuid","currentGuid","initialWidth","initialHeight","initialArea","initialArrowCount","initialChainCount","currentWidth","currentHeight","currentArea","currentArrowCount","currentChainCount","currentCoverage","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore"
"43","5","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L043_sunglasses_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset","b8f874907acefdb41b584351ee1aa524","b3886fab3f454a94db01ce28ef10810f","35","27","945","648","80","35","27","945","645","81","0.6825","0.986","7","7",""
"44","5","normal","Hard","Hard","Pressure","困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_07_direct_normal_pure_extra_rect_quasi_symmetry_g15_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","ed3351ee28199c44bbb9f3660dbd6fc4","949ce8d7c727cfd4783a0a031fb44a16","20","32","640","628","86","25","33","825","814","84","0.9867","0.987","8","3","0.918"
"45","5","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_03_direct_normal_pure_rect_lock_buckle_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","96e56cffda09c5b42a648443c252197d","763faaca887ef5546aa88bca89e586c7","19","32","608","592","74","22","30","660","654","72","0.9909","0.991","8","3","0.835"
"46","5","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset","7ae14667f6e7b4644814ed2947249b08","7ae14667f6e7b4644814ed2947249b08","20","26","520","437","43","20","26","520","437","43","0.8404","","","",""
"47","5","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_82_direct_diff_hard_room_gate_double_room_lock_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset","a45328d90f86a434ca3fbc731ea88a58","0c44b56144b42c74ba687f768328b5a5","24","40","960","940","117","25","33","825","809","84","0.9806","0.981","10","5","0.868"
"48","5","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L048_kite_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_06_L048_kite.asset","119df48d75b731247ad9d98d1a58b2e8","e8f522174fc9b274192017c166d7ad02","34","49","1666","623","78","34","49","1666","629","76","0.3776","0.992","10","10",""
"49","5","normal","Hard","Hard","Pressure","特别困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelLight","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_23_direct_normal_pure_extra_rect_quasi_symmetry_g17_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","7ae5e7ca36f406e41b6c6e5d6379f6b7","8a3242f303a055046b1f7a1efb2a4a32","20","34","680","669","89","24","32","768","759","79","0.9883","0.988","10","6","0.852"
"50","5","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_35_zig_river_tall.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","aed6723c67d6ac446a9b7cda333f9565","7fa1bfd95f1b0b9489aef26a985615b1","18","30","540","527","67","22","30","660","651","67","0.9864","0.986","6","5","0.866"
"51","6","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelLight","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","31b29dc8286423e49943c327f90dc7b6","428f43c1d82505e4e9888c9760d4558b","18","34","612","589","85","22","30","660","650","74","0.9848","0.985","8","6","0.869"
"52","6","normal","Hard","Hard","Pressure","困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain.asset","93d9d61f5f842524da539b38e49d2647","0b8f86676282a144ca7a952be7f33cd0","22","31","682","666","87","22","30","660","653","75","0.9894","0.989","10","3","0.886"
"53","6","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L053_camera_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_07_L053_camera.asset","3e2e9d726cb5f2147af5d4fc32309376","dc3c3fc78d573eb49aa83ae9a461f057","36","29","1044","809","75","36","29","1044","816","92","0.7816","0.993","10","9",""
"54","6","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset","2a8cbd13e1efdce4eb2756001da378ac","2a8cbd13e1efdce4eb2756001da378ac","18","26","468","388","43","18","26","468","388","43","0.8291","","","",""
"55","6","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","50890a8751d0c5c469b9042abcec18f2","b21b73112dfd4bc695089a20f26eaa07","20","35","700","684","94","22","30","660","648","74","0.9818","0.982","9","7","0.824"
"56","6","normal","PeakExtreme","Peak","Pressure","特别困难","REPLACED","ReplacedRhythmV4","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine.asset","2f14683bd38904447918964a1bf73864","9910607b120216b4884d479bad0bf260","22","34","748","734","96","30","39","1170","1116","79","0.9538","0.954","9","5","0.849"
"57","6","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PeelLight","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","42a5c27880bbff848a90b4a0f8d027c4","a6d89b6943155ef45971eaf89871e5a2","18","34","612","601","84","24","32","768","757","82","0.9857","0.986","10","4","0.84"
"58","6","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L058_bicycle_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense.asset","a946328c8f1e4b04092524ba267e3324","cbaf0ee4700033845bd79437d739fb52","42","34","1428","743","108","42","34","1428","759","92","0.5315","0.988","7","10",""
"59","6","normal","PeakExtreme","Peak","Peak","特别困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","fe0875e15f428b247838336a8e666a21","91dd8338053705b4cb6b085587d7e08f","18","38","684","672","89","26","34","884","868","85","0.9819","0.982","8","5","0.831"
"60","6","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","d76ea3da4d5801c45b2a40662fd24c5e","c44554b6ee4ae3e4fba85aa920676bbe","16","24","384","370","59","22","29","638","634","54","0.9937","0.994","10","4","0.926"
"61","7","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset","0fdc751653356004d8a977ee7ca7f379","0fdc751653356004d8a977ee7ca7f379","18","26","468","386","43","18","26","468","386","43","0.8248","","","",""
"62","7","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","0ea78119d8baf6f41aed11eb3fe6ecda","e08fe147aa6c429ba10392e94bf058c4","17","24","408","394","63","22","30","660","653","67","0.9894","0.989","8","5","0.911"
"63","7","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L063_maskonlyb03_03_main_sailboat_20260614_200052.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_09_L063_sailboat.asset","8814f08a479818c4e95e5901ee029ab4","d4e547f80b4a5984a8847dff05e1b953","38","38","1444","508","72","38","38","1444","515","70","0.3566","0.983","10","7",""
"64","7","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_64_nutation_mixed_neutral_v1_rect_s19_o186_v00_neutralmixed_mixed_chain.asset","f93051a61cf48514f8d736f07376f4d8","679a4cb8a87bbca4aae091474448ed58","20","28","560","551","66","22","30","660","651","66","0.9864","0.986","9","5","0.824"
"65","7","normal","PeakExtreme","Peak","Pressure","极难","REPLACED","ReplacedRhythmV4","Campaign500NormalFullV1UnusedStrict","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_01_nutation_strict_mixed_hard_v1_rect_s21_o208_v00_strictmixedhard_mixed_chain.asset","56a2d7f57ca8e284aa457b35cb417f15","7035e62d7c48c6a48867bb7062d91f8a","22","37","814","803","104","23","31","713","699","82","0.9804","0.98","9","8","0.883"
"66","7","normal","Recovery","Ordinary","Recovery","困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_42_nutation_mixed_neutral_v1_rect_s17_o165_v02_neutralmixed_mixed_chain.asset","4cd27ddf0e91e7b40bd26cc6e9c03a80","3762e4d9399386944b31e14289f41369","18","37","666","652","89","22","30","660","651","70","0.9864","0.986","9","6","0.859"
"67","7","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L067_pager_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_10_L067_pager.asset","49433cfa51b045e42a44a9282027234b","2ff153625fe4b7b4e9a5c201bf9f44da","38","30","1140","752","104","38","30","1140","764","91","0.6702","0.990","10","8",""
"68","7","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","FlowCurve","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_30_nutation_flow_rail_v1_rect_s22_o220_v02_flowrail_rail_chain.asset","ba28920fc3b5ed149896cc44faf2280a","92ae28f4aaefe2a4c89b146e6d9fe5f9","15","25","375","368","59","20","27","540","532","52","0.9852","0.985","10","4","0.898"
"69","7","normal","Hard","Hard","Pressure","特别困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset","037f4351c6fe31d489d68ed11d4e4a63","be3b09d0a89f7104e8479f676cbd7238","22","35","770","760","100","26","34","884","869","94","0.983","0.983","9","5","0.936"
"70","7","normal","Hard","Hard","Normal","困难","REPLACED","ReplacedRhythmV4","Campaign500NormalFullV1UnusedStrict","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain.asset","9f91f421f9e491d459a8b3ec53a7180b","8e426a1ed8a83ba409203e5fc4f158bc","21","36","756","741","103","23","31","713","704","81","0.9874","0.987","10","6","0.818"
"71","8","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset","9f62c2305d1d87741ab8b75a1464a1b5","9f62c2305d1d87741ab8b75a1464a1b5","22","24","528","447","45","22","24","528","447","45","0.8466","","","",""
"72","8","normal","PeakExtreme","Peak","Pressure","特别困难","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset","80929e9f86b6e64408c27b4aeb3d3f35","8460e0b7b114c484995f72574fe4943d","21","39","819","802","104","26","34","884","873","86","0.9876","0.988","10","3","0.885"
"73","8","shape","Shape","Shape","Shape","普通/恢复","KEPT_SHAPE_FALLBACK","OriginalNonTarget","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L073_windmill_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L073_windmill_compact.asset","c27608691b37de3449510e2c6e26b377","c27608691b37de3449510e2c6e26b377","36","36","1296","737","82","36","36","1296","737","82","0.5687","","","",""
"74","8","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500NormalFullV1UnusedStrict","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain.asset","7617f8df9298fdf41951cf0070f187df","b5ce5c891ec5ec04f9941849d1684bd2","18","36","648","642","87","25","33","825","815","82","0.9879","0.988","10","5","0.814"
"75","8","normal","Hard","Hard","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_13_nutation_strict_mixed_hard_v1_rect_s25_o245_v02_strictmixedhard_mixed_chain.asset","c6ecc88f716cb194fb29b4081eb4a787","eb508cb65fb4a1643abb9495046cbd26","20","38","760","746","103","24","32","768","762","83","0.9922","0.992","9","6","0.853"
