campaignOrder,slotKind,idealScore,targetDifficultyTag,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
54,Shape,276.359,Normal,shape_final_with_supplement,shape,42,r2_outer_strong_005_r2_006_a401_procmask_42_long_maskproceduralvertical_30x42-mainbackpacktall,MainBackpackTall,Normal,276,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Object,30,42,107,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_42_long_maskproceduralvertical_30x42-mainbackpacktall_20260611_110900.asset,ideal=276|target=Normal|kind=Shape|theme=Object|scoreDiff=0
55,Normal,264.394,Normal,normal_campaign500,normal,166,direct_normal_145_direct_normal_rect_sweep_g2_v15,direct_normal_145_direct_normal_rect_sweep_g2_v15,Normal,264,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,41,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,ideal=264|target=Normal|kind=Normal|scoreDiff=0
56,Normal,259.594,Normal,normal_campaign500,normal,175,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Normal,258,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,ideal=260|target=Normal|kind=Normal|scoreDiff=2
57,Normal,263.996,Hard,normal_campaign500,normal,383,composite_play_cand_102_composite_portrait150_082_composite_greedy_ab_08_rot180_keep_edge120,composite_play_cand_102_composite_portrait150_082_composite_greedy_ab_08_rot180_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,29,41,126,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_102_composite_portrait150_082_composite_greedy_ab_08_rot180_keep_edge120.asset,ideal=264|target=Hard|kind=Normal|scoreDiff=169
58,Normal,277.113,Normal,normal_campaign500,normal,195,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,ideal=277|target=Normal|kind=Normal|scoreDiff=0
59,Shape,296.066,Normal,shape_final_with_supplement,shape,146,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,MainUiCameraTall,Normal,295,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,ToolUI,30,42,115,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,ideal=296|target=Normal|kind=Shape|theme=ToolUI|scoreDiff=1
60,Normal,316.376,Hard,normal_campaign500,normal,440,composite_play_cand_161_composite_portrait150_032_composite_greedy_ab_03_vflip_keep_edge120,composite_play_cand_161_composite_portrait150_032_composite_greedy_ab_03_vflip_keep_edge120,Hard,442,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,42,133,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_161_composite_portrait150_032_composite_greedy_ab_03_vflip_keep_edge120.asset,ideal=316|target=Hard|kind=Normal|scoreDiff=126
61,Normal,333.191,Flow,normal_campaign500,normal,145,r2_outer_strong_048_r2_087_a558,r2_outer_strong_048_r2_087_a558,Flow,232,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,27,60,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_048_r2_087_a558.asset,ideal=333|target=Flow|kind=Normal|scoreDiff=101
62,Normal,342.616,Normal,normal_campaign500,normal,312,direct_normal_73_direct_normal_rect_lock_buckle_g1_v08,direct_normal_73_direct_normal_rect_lock_buckle_g1_v08,Normal,303,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,118,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_73_direct_normal_rect_lock_buckle_g1_v08.asset,ideal=343|target=Normal|kind=Normal|scoreDiff=40
63,Shape,342.788,Normal,shape_final_with_supplement,shape,26,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,MainClassicPortraitTall,Normal,342,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Art,30,42,135,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,ideal=343|target=Normal|kind=Shape|theme=Art|scoreDiff=1
64,Normal,334.378,Normal,normal_campaign500,normal,134,r1_outer_strong_076_r1_148_a652,r1_outer_strong_076_r1_148_a652,Normal,299,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,24,24,75,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_076_r1_148_a652.asset,ideal=334|target=Normal|kind=Normal|scoreDiff=35
65,Hole,330,Normal,hole_mask_early_front,hole,22,r1_ab_146_above300_level_645_final_holeblock_multiseed_final,hole_prod_20x26_standard_r02_r1_ab_146_above300_level_645_final_20260610_115349,Normal,348,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,20,26,50,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x26_standard_r02_r1_ab_146_above300_level_645_final_20260610_115349.asset,ideal=330|target=Normal|kind=Hole|hole-spacing|scoreDiff=18
66,Normal,305.453,Normal,normal_campaign500,normal,184,direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08,direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08,Normal,303,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08.asset,ideal=305|target=Normal|kind=Normal|scoreDiff=2
67,Normal,294.315,Hard,normal_campaign500,normal,437,composite_play_cand_196_composite_portrait150_110_composite_greedy_ab_12_rot180_keep_edge120,composite_play_cand_196_composite_portrait150_110_composite_greedy_ab_12_rot180_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceManyGood,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,32,42,139,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_196_composite_portrait150_110_composite_greedy_ab_12_rot180_keep_edge120.asset,ideal=294|target=Hard|kind=Normal|scoreDiff=139
68,Shape,290.779,Normal,shape_final_with_supplement,shape,16,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,MainTrainFrontTall,Normal,291,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Vehicle,30,42,106,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,ideal=291|target=Normal|kind=Shape|theme=Vehicle|scoreDiff=0
69,Normal,296.536,Normal,normal_campaign500,normal,133,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,Normal,298,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,ideal=297|target=Normal|kind=Normal|scoreDiff=1
70,Normal,310.726,Hard,normal_campaign500,normal,378,composite_play_cand_036_composite_portrait150_012_composite_greedy_ab_01_hflip_keep_edge120,composite_play_cand_036_composite_portrait150_012_composite_greedy_ab_01_hflip_keep_edge120,Hard,434,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,44,130,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_036_composite_portrait150_012_composite_greedy_ab_01_hflip_keep_edge120.asset,ideal=311|target=Hard|kind=Normal|scoreDiff=123
71,Normal,330.177,Flow,normal_campaign500,normal,156,r2_outer_strong_161_r2_284_a972,r2_outer_strong_161_r2_284_a972,Flow,227,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,25,58,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_161_r2_284_a972.asset,ideal=330|target=Flow|kind=Normal|scoreDiff=103
72,Normal,350.273,Normal,normal_campaign500,normal,140,direct_normal_107_direct_normal_rect_dual_zone_g4_v11,direct_normal_107_direct_normal_rect_dual_zone_g4_v11,Normal,301,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_107_direct_normal_rect_dual_zone_g4_v11.asset,ideal=350|target=Normal|kind=Normal|scoreDiff=49
73,Normal,366.219,Normal,normal_campaign500,normal,263,direct_normal_66_direct_normal_rect_core_burst_g0_v07,direct_normal_66_direct_normal_rect_core_burst_g0_v07,Normal,294,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,ideal=366|target=Normal|kind=Normal|scoreDiff=72
74,Normal,374.362,Normal,normal_campaign500,normal,276,direct_normal_05_direct_normal_rect_sweep_g0_v01,direct_normal_05_direct_normal_rect_sweep_g0_v01,Normal,276,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_05_direct_normal_rect_sweep_g0_v01.asset,ideal=374|target=Normal|kind=Normal|scoreDiff=98
75,Shape,373.187,Normal,shape_final_with_supplement,shape,86,r2_outer_strong_005_r2_006_a401_procmask_88_long_maskproceduralvertical_36x50-transitionmagicportaltall,TransitionMagicPortalTall,Normal,376,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Magic,36,50,152,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_88_long_maskproceduralvertical_36x50-transitionmagicportaltall_20260611_111408.asset,ideal=373|target=Normal|kind=Shape|theme=Magic|scoreDiff=3
76,Normal,363.737,Normal,normal_campaign500,normal,135,r1_ab_148_above300_level_652_final,r1_ab_148_above300_level_652_final,Normal,299,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,24,24,75,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_148_above300_level_652_final.asset,ideal=364|target=Normal|kind=Normal|scoreDiff=65
77,Normal,349.327,Hard,normal_campaign500,normal,379,composite_play_cand_008_composite_portrait150_012_composite_greedy_ab_01_identity_keep_edge120,composite_play_cand_008_composite_portrait150_012_composite_greedy_ab_01_identity_keep_edge120,Hard,434,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,44,130,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_008_composite_portrait150_012_composite_greedy_ab_01_identity_keep_edge120.asset,ideal=349|target=Hard|kind=Normal|scoreDiff=85
78,Normal,334.63,Normal,normal_campaign500,normal,252,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Normal,293,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,ideal=335|target=Normal|kind=Normal|scoreDiff=42
79,Normal,324.4,Normal,normal_campaign500,normal,193,r1_outer_strong_012_r1_016_a427,r1_outer_strong_012_r1_016_a427,Normal,291,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,FlowRelief,,25,29,105,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_012_r1_016_a427.asset,ideal=324|target=Normal|kind=Normal|scoreDiff=33
80,Shape,322.164,Hard,shape_final_with_supplement,shape,132,r2_outer_strong_005_r2_006_a401_procmask_148_long_maskproceduralvertical_44x58-biggrove03tall,BigGrove03Tall,Hard,447,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Nature,44,58,186,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_148_long_maskproceduralvertical_44x58-biggrove03tall_20260611_112558.asset,ideal=322|target=Hard|kind=Shape|theme=Nature|scoreDiff=125
81,Normal,329.257,Flow,normal_campaign500,normal,129,r1_outer_strong_107_r1_200_a761,r1_outer_strong_107_r1_200_a761,Flow,231,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,29,57,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_107_r1_200_a761.asset,ideal=329|target=Flow|kind=Normal|scoreDiff=98
82,Shape,344.452,Normal,shape_final_with_supplement,shape,9,r2_outer_strong_005_r2_006_a401_procmask_09_onion_maskproceduralvertical_30x42-maintowertall,MainTowerTall,Normal,342,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Landmark,30,42,129,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_09_onion_maskproceduralvertical_30x42-maintowertall_20260611_110441.asset,ideal=344|target=Normal|kind=Shape|theme=Landmark|scoreDiff=2
83,Normal,364.302,Normal,normal_campaign500,normal,249,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,Normal,290,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,118,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,ideal=364|target=Normal|kind=Normal|scoreDiff=74
84,Normal,384.08,Normal,normal_campaign500,normal,142,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,Normal,274,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,ideal=384|target=Normal|kind=Normal|scoreDiff=110
85,Hole,399.08,Normal,hole_mask_early_front,hole,14,r1_ab_148_above300_level_652_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added46_rotation_hflip_holeblock_multiseed_final,hole_prod_28x22_wide_r03_r1_ab_148_above300_level_652_final_take_refi_20260610_114917,Normal,399,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,28,22,66,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x22_wide_r03_r1_ab_148_above300_level_652_final_take_refi_20260610_114917.asset,ideal=399|target=Normal|kind=Hole|hole-spacing|scoreDiff=0
86,Normal,405.907,Normal,normal_campaign500,normal,332,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,Normal,289,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,36,117,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset,ideal=406|target=Normal|kind=Normal|scoreDiff=117
87,Shape,403.408,Hard,shape_final_with_supplement,shape,58,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,BigGiantRobotTall,Hard,455,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Space,40,56,186,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,ideal=403|target=Hard|kind=Shape|theme=Space|scoreDiff=52
88,Normal,392.989,Normal,normal_campaign500,normal,196,direct_normal_56_direct_normal_rect_core_burst_g5_v06,direct_normal_56_direct_normal_rect_core_burst_g5_v06,Normal,288,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,ideal=393|target=Normal|kind=Normal|scoreDiff=105
89,Normal,378.231,Normal,normal_campaign500,normal,322,r1_outer_strong_048_r1_086_a557,r1_outer_strong_048_r1_086_a557,Normal,285,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,33,104,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_048_r1_086_a557.asset,ideal=378|target=Normal|kind=Normal|scoreDiff=93
90,Normal,363.902,Hard,normal_campaign500,normal,386,composite_play_cand_076_composite_portrait150_082_composite_greedy_ab_08_vflip_keep_edge120,composite_play_cand_076_composite_portrait150_082_composite_greedy_ab_08_vflip_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,29,41,126,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_076_composite_portrait150_082_composite_greedy_ab_08_vflip_keep_edge120.asset,ideal=364|target=Hard|kind=Normal|scoreDiff=69
91,Normal,354.656,Flow,normal_campaign500,normal,157,r2_outer_strong_137_r2_249_a879,r2_outer_strong_137_r2_249_a879,Flow,227,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,26,61,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_137_r2_249_a879.asset,ideal=355|target=Flow|kind=Normal|scoreDiff=128
92,Normal,353.749,Normal,normal_campaign500,normal,226,direct_normal_95_direct_normal_rect_sweep_g3_v10,direct_normal_95_direct_normal_rect_sweep_g3_v10,Normal,268,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,37,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset,ideal=354|target=Normal|kind=Normal|scoreDiff=86
93,Normal,362.152,Normal,normal_campaign500,normal,172,direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12,direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12,Normal,286,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12.asset,ideal=362|target=Normal|kind=Normal|scoreDiff=76
94,Shape,378.279,Normal,shape_final_with_supplement,shape,57,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,TransitionSailboatTall,Normal,370,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Ocean,36,50,142,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset,ideal=378|target=Normal|kind=Shape|theme=Ocean|scoreDiff=8
