campaignOrder,slotKind,templateId,experienceRole,contentSeries,unlockTag,storyBeat,idealScore,targetDifficultyTag,stageRelativeDifficultyTag,stageDifficultyScore,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
46,Normal,F50-Director,Peak,Front50Peak,None,OffbeatVeryHardPeakB,330,VeryHard,StageVeryHard|Peak,531,normal_campaign500,normal,411,composite_play_cand_002_composite_portrait150_002_composite_greedy_ab_00_identity_keep_edge120,composite_play_cand_002_composite_portrait150_002_composite_greedy_ab_00_identity_keep_edge120,Hard,469,LowPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,28,38,125,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_002_composite_portrait150_002_composite_greedy_ab_00_identity_keep_edge120.asset,ideal=330|target=VeryHard|kind=Normal|template=F50-Director|role=Peak|scoreDiff=139
47,Normal,F50-Director,Recovery,Front50Normal,None,PostOffbeatPeakRecoveryB,215,Flow,StageFlow,219,normal_campaign500,normal,27,r2_outer_strong_056_r2_097_a581,r2_outer_strong_056_r2_097_a581,Flow,121,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,24,32,82,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_056_r2_097_a581.asset,ideal=215|target=Flow|kind=Normal|template=F50-Director|role=Recovery|scoreDiff=94
48,Shape,F50-Director,VisualSpice,MagicShape,None,MagicSeriesKey,240,Normal,StageFlow,250,shape_final_with_supplement,shape,6,r2_outer_strong_005_r2_006_a401_procmask_06_long_maskproceduralvertical_30x42-mainkeytall,MainKeyTall,Flow,237,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Magic,30,42,88,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_06_long_maskproceduralvertical_30x42-mainkeytall_20260611_110435.asset,ideal=240|target=Normal|kind=Shape|template=F50-Director|role=VisualSpice|theme=Magic|scoreDiff=3
49,Normal,F50-Director,Normal,Front50Normal,None,MazeNormalC,255,Normal,StageNormal,345,normal_campaign500,normal,311,r1_outer_strong_102_r1_194_a753,r1_outer_strong_102_r1_194_a753,Normal,284,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,33,39,108,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_102_r1_194_a753.asset,ideal=255|target=Normal|kind=Normal|template=F50-Director|role=Normal|scoreDiff=29
50,Normal,F50-Director,Observe,Front50Normal,None,ChapterBridgeB,250,Normal,StageNormal,346,normal_campaign500,normal,232,r2_outer_strong_117_r2_218_a809,r2_outer_strong_117_r2_218_a809,Normal,258,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Square,VisualMedium,Standard,None,edge-short-heavy,FlowRelief,,29,31,112,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_117_r2_218_a809.asset,ideal=250|target=Normal|kind=Normal|template=F50-Director|role=Observe|scoreDiff=8
51,Normal,A-Standard,Flow,Auto,None,Auto,312.204,Flow,StageFlow,230,normal_campaign500,normal,138,r2_outer_strong_110_r2_208_a782,r2_outer_strong_110_r2_208_a782,Flow,235,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,21,31,66,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_110_r2_208_a782.asset,ideal=312|target=Flow|kind=Normal|template=A-Standard|role=Flow|scoreDiff=77
52,Normal,A-Standard,Observe,Auto,None,Auto,304.9,Normal,StageNormal,370,normal_campaign500,normal,247,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,Normal,297,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,117,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,ideal=305|target=Normal|kind=Normal|template=A-Standard|role=Observe|scoreDiff=8
53,Shape,A-Standard,VisualSpice,MainShape,None,VisualSpice,291.485,Normal,StageNormal,290,shape_final_with_supplement,shape,16,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,MainTrainFrontTall,Normal,291,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Vehicle,30,42,106,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,ideal=291|target=Normal|kind=Shape|template=A-Standard|role=VisualSpice|theme=Vehicle|scoreDiff=0
54,Normal,A-Standard,Pressure,Auto,None,Auto,311.359,Normal,StageNormal,372,normal_campaign500,normal,128,direct_normal_topup_68_direct_normal_topup_rect_core_burst_g8_v09,direct_normal_topup_68_direct_normal_topup_rect_core_burst_g8_v09,Normal,309,LowPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_68_direct_normal_topup_rect_core_burst_g8_v09.asset,ideal=311|target=Normal|kind=Normal|template=A-Standard|role=Pressure|scoreDiff=2
55,Shape,A-Standard,VisualRecovery,MainShape,None,VisualRecovery,199.394,Flow,StageFlow,214,shape_final_with_supplement,shape,34,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,MainWindmillTall,Flow,220,LowPressure,Flow,StartMedium,ClearBurst,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Landmark,30,42,82,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,ideal=199|target=Flow|kind=Shape|template=A-Standard|role=VisualRecovery|theme=Landmark|scoreDiff=21
56,Normal,A-Standard,Core,Auto,None,Auto,259.594,Normal,StageNormal,349,normal_campaign500,normal,175,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Normal,258,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,ideal=260|target=Normal|kind=Normal|template=A-Standard|role=Core|scoreDiff=2
57,Hole,A-Standard,MechanicSpice,HoleMechanic,None,HoleMechanic,330,Normal,StageNormal|Mechanic,188,hole_mask_early_front,hole,22,r1_ab_146_above300_level_645_final_holeblock_multiseed_final,hole_prod_20x26_standard_r02_r1_ab_146_above300_level_645_final_20260610_115349,Normal,348,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,20,26,50,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x26_standard_r02_r1_ab_146_above300_level_645_final_20260610_115349.asset,ideal=330|target=Normal|kind=Hole|template=A-Standard|role=MechanicSpice|hole-spacing|scoreDiff=18
58,Normal,A-Standard,Bottleneck,Auto,None,Auto,312.113,Normal,StageNormal,375,normal_campaign500,normal,210,r2_outer_strong_159_r2_282_a966,r2_outer_strong_159_r2_282_a966,Normal,310,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,31,107,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_159_r2_282_a966.asset,ideal=312|target=Normal|kind=Normal|template=A-Standard|role=Bottleneck|scoreDiff=2
59,Normal,A-Standard,Recovery,Auto,None,Auto,231.066,Flow,StageFlow,203,normal_campaign500,normal,145,r2_outer_strong_048_r2_087_a558,r2_outer_strong_048_r2_087_a558,Flow,232,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,27,60,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_048_r2_087_a558.asset,ideal=231|target=Flow|kind=Normal|template=A-Standard|role=Recovery|scoreDiff=1
60,Normal,A-Standard,Peak,Auto,None,Auto,371.376,Hard,StageVeryHard|Peak,529,normal_campaign500,normal,435,composite_play_cand_151_composite_portrait150_110_composite_greedy_ab_12_hflip_keep_edge120,composite_play_cand_151_composite_portrait150_110_composite_greedy_ab_12_hflip_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,32,42,139,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_151_composite_portrait150_110_composite_greedy_ab_12_hflip_keep_edge120.asset,ideal=371|target=Hard|kind=Normal|template=A-Standard|role=Peak|scoreDiff=62
61,Normal,B-Recovery,Flow,Auto,None,Auto,333.191,Flow,StageFlow,215,normal_campaign500,normal,159,r1_outer_strong_118_r1_215_a805,r1_outer_strong_118_r1_215_a805,Flow,230,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,24,60,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_118_r1_215_a805.asset,ideal=333|target=Flow|kind=Normal|template=B-Recovery|role=Flow|scoreDiff=103
62,Normal,B-Recovery,Observe,Auto,None,Auto,342.616,Normal,StageNormal,366,normal_campaign500,normal,220,direct_normal_37_direct_normal_rect_dual_zone_g3_v04,direct_normal_37_direct_normal_rect_dual_zone_g3_v04,Normal,307,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_37_direct_normal_rect_dual_zone_g3_v04.asset,ideal=343|target=Normal|kind=Normal|template=B-Recovery|role=Observe|scoreDiff=36
63,Normal,B-Recovery,Pressure,Auto,None,Auto,377.788,Normal,StageNormal,389,normal_campaign500,normal,174,direct_normal_126_direct_normal_rect_core_burst_g0_v13,direct_normal_126_direct_normal_rect_core_burst_g0_v13,Normal,304,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,39,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset,ideal=378|target=Normal|kind=Normal|template=B-Recovery|role=Pressure|scoreDiff=74
64,Shape,B-Recovery,VisualSpice,MainShape,None,VisualSpice,334.378,Normal,StageNormal,336,shape_final_with_supplement,shape,38,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,MainBunnyTall,Normal,333,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Character,30,42,126,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,ideal=334|target=Normal|kind=Shape|template=B-Recovery|role=VisualSpice|theme=Character|scoreDiff=1
65,Normal,B-Recovery,Recovery,Auto,None,Auto,255.416,Flow,StageFlow,238,normal_campaign500,normal,130,r1_ab_110_above300_level_607_final,r1_ab_110_above300_level_607_final,Flow,238,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,32,74,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_110_above300_level_607_final.asset,ideal=255|target=Flow|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=17
66,Normal,B-Recovery,Core,Auto,None,Auto,305.453,Normal,StageNormal,366,normal_campaign500,normal,190,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Normal,304,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,ideal=305|target=Normal|kind=Normal|template=B-Recovery|role=Core|scoreDiff=1
67,Normal,B-Recovery,Bottleneck,Auto,None,Auto,329.315,Normal,StageNormal,382,normal_campaign500,normal,184,direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08,direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08,Normal,303,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08.asset,ideal=329|target=Normal|kind=Normal|template=B-Recovery|role=Bottleneck|scoreDiff=26
68,Normal,B-Recovery,Normal,Auto,None,Auto,290.779,Normal,StageNormal,370,normal_campaign500,normal,249,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,direct_normal_94_direct_normal_rect_dense_weave_g3_v10,Normal,290,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,118,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_94_direct_normal_rect_dense_weave_g3_v10.asset,ideal=291|target=Normal|kind=Normal|template=B-Recovery|role=Normal|scoreDiff=1
69,Normal,B-Recovery,Recovery,Auto,None,Auto,231.536,Flow,StageFlow,223,normal_campaign500,normal,126,r1_ab_195_above300_level_754_final,r1_ab_195_above300_level_754_final,Flow,234,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,31,68,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_195_above300_level_754_final.asset,ideal=232|target=Flow|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=2
70,Normal,B-Recovery,Peak,Auto,None,Auto,365.726,Hard,StageHard|Peak,529,normal_campaign500,normal,437,composite_play_cand_196_composite_portrait150_110_composite_greedy_ab_12_rot180_keep_edge120,composite_play_cand_196_composite_portrait150_110_composite_greedy_ab_12_rot180_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceManyGood,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,32,42,139,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_196_composite_portrait150_110_composite_greedy_ab_12_rot180_keep_edge120.asset,ideal=366|target=Hard|kind=Normal|template=B-Recovery|role=Peak|scoreDiff=67
71,Normal,C-Visual,Flow,Auto,None,Auto,330.177,Flow,StageFlow,216,normal_campaign500,normal,137,r1_outer_strong_085_r1_159_a677,r1_outer_strong_085_r1_159_a677,Flow,227,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,21,28,61,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_085_r1_159_a677.asset,ideal=330|target=Flow|kind=Normal|template=C-Visual|role=Flow|scoreDiff=103
72,Normal,C-Visual,Observe,Auto,None,Auto,350.273,Normal,StageNormal,374,normal_campaign500,normal,312,direct_normal_73_direct_normal_rect_lock_buckle_g1_v08,direct_normal_73_direct_normal_rect_lock_buckle_g1_v08,Normal,303,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,118,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_73_direct_normal_rect_lock_buckle_g1_v08.asset,ideal=350|target=Normal|kind=Normal|template=C-Visual|role=Observe|scoreDiff=47
73,Shape,C-Visual,VisualSpice,MainShape,None,VisualSpice,366.219,Normal,StageHard,365,shape_final_with_supplement,shape,84,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,TransitionMagicCauldronTall,Normal,361,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Magic,36,48,139,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,ideal=366|target=Normal|kind=Shape|template=C-Visual|role=VisualSpice|theme=Magic|scoreDiff=5
74,Normal,C-Visual,Normal,Auto,None,Auto,374.362,Normal,StageNormal,355,normal_campaign500,normal,140,direct_normal_107_direct_normal_rect_dual_zone_g4_v11,direct_normal_107_direct_normal_rect_dual_zone_g4_v11,Normal,301,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_107_direct_normal_rect_dual_zone_g4_v11.asset,ideal=374|target=Normal|kind=Normal|template=C-Visual|role=Normal|scoreDiff=73
75,Normal,C-Visual,Pressure,Auto,None,Auto,408.187,Normal,StageNormal,384,normal_campaign500,normal,245,direct_polish_clean_09_direct_polish_normal_rect_maze_long_chain_g0_v01,direct_polish_clean_09_direct_polish_normal_rect_maze_long_chain_g0_v01,Normal,302,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,36,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_09_direct_polish_normal_rect_maze_long_chain_g0_v01.asset,ideal=408|target=Normal|kind=Normal|template=C-Visual|role=Pressure|scoreDiff=106
76,Normal,C-Visual,Recovery,Auto,None,Auto,298.737,Flow,StageFlow,206,normal_campaign500,normal,148,r1_ab_159_above300_level_677_final,r1_ab_159_above300_level_677_final,Flow,227,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,21,28,62,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_159_above300_level_677_final.asset,ideal=299|target=Flow|kind=Normal|template=C-Visual|role=Recovery|scoreDiff=72
77,Normal,C-Visual,Core,Auto,None,Auto,349.327,Normal,StageNormal,357,normal_campaign500,normal,276,direct_normal_05_direct_normal_rect_sweep_g0_v01,direct_normal_05_direct_normal_rect_sweep_g0_v01,Normal,276,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_05_direct_normal_rect_sweep_g0_v01.asset,ideal=349|target=Normal|kind=Normal|template=C-Visual|role=Core|scoreDiff=73
78,Hole,C-Visual,MechanicSpice,HoleMechanic,None,HoleMechanic,334.63,Normal,StageHard|Mechanic,226,hole_mask_early_front,hole,26,r1_ab_093_above300_level_574_final_take_refill_v2_p2_delta19_occ19_addcells_rewrite_v2_v2_r3_added81_rotation_vflip_holeblock_multiseed_final,hole_prod_22x28_standard_r03_r1_ab_093_above300_level_574_final_take_refi_20260610_115654,Normal,388,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,22,28,67,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_22x28_standard_r03_r1_ab_093_above300_level_574_final_take_refi_20260610_115654.asset,ideal=335|target=Normal|kind=Hole|template=C-Visual|role=MechanicSpice|hole-spacing|scoreDiff=53
79,Normal,C-Visual,VisualRecovery,Auto,None,Auto,259.4,Flow,StageFlow,218,normal_campaign500,normal,176,r1_outer_strong_041_r1_071_a528,r1_outer_strong_041_r1_071_a528,Flow,234,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,30,66,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_041_r1_071_a528.asset,ideal=259|target=Flow|kind=Normal|template=C-Visual|role=VisualRecovery|scoreDiff=25
80,Shape,C-Visual,Peak,MainShape,None,Peak,377.164,Hard,StageVeryHard|Peak,524,shape_final_with_supplement,shape,132,r2_outer_strong_005_r2_006_a401_procmask_148_long_maskproceduralvertical_44x58-biggrove03tall,BigGrove03Tall,Hard,447,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Nature,44,58,186,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_148_long_maskproceduralvertical_44x58-biggrove03tall_20260611_112558.asset,ideal=377|target=Hard|kind=Shape|template=C-Visual|role=Peak|theme=Nature|scoreDiff=70
81,Normal,D-Pressure,Flow,Auto,None,Auto,329.257,Flow,StageFlow,216,normal_campaign500,normal,157,r2_outer_strong_137_r2_249_a879,r2_outer_strong_137_r2_249_a879,Flow,227,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,26,61,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_137_r2_249_a879.asset,ideal=329|target=Flow|kind=Normal|template=D-Pressure|role=Flow|scoreDiff=102
