"pool","order","bucket","type","score","levelId","width","height","chains","coverage","outer1","openers","avgChoices","unlockBursts","dependencyBlocks","family","qualityFlags","sourcePackTags","assetPath"
"normal_campaign500","97","refresh","maze","156.8","r2_outer_strong_153_r2_273_a948","22","31","68","0.988","1","13","5.79","12","230","r2:273","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_153_r2_273_a948.asset"
"normal_campaign500","98","refresh","dense","156.7","r1_outer_strong_117_r1_213_a798","22","24","65","0.983","0.966","15","6.02","10","225","r1:213","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_117_r1_213_a798.asset"
"normal_campaign500","99","refresh","section","156.6","r2_outer_strong_131_r2_237_a857","20","28","66","0.979","0.989","18","6.94","8","214","r2:237","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_131_r2_237_a857.asset"
"normal_campaign500","100","refresh","dense","156.5","nomask_style_expansion_15_dense_kernel_mid","20","29","68","0.983","1","16","7.72","11","225","motif:dense_kernel","ok","no_mask_style_expansion_preview","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_15_dense_kernel_mid.asset"
"normal_campaign500","101","refresh","section","156.5","r1_outer_strong_155_r1_271_a943","26","26","63","0.982","0.99","7","6.7","15","265","r1:271","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_155_r1_271_a943.asset"
"normal_campaign500","102","refresh","dense","156.3","r1_outer_strong_138_r1_245_a871","20","25","61","0.982","0.988","11","4.08","12","213","r1:245","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_138_r1_245_a871.asset"
"normal_campaign500","103","refresh","dense","156.1","r2_outer_strong_057_r2_100_a588","23","32","93","0.971","1","17","5.05","16","382","r2:100","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_057_r2_100_a588.asset"
"normal_campaign500","104","refresh","lock","156","nomask_style_09_vertical_gate","16","25","48","0.97","1","15","8.92","7","107","motif:vertical_gate","ok","no_mask_style_preview","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_09_vertical_gate.asset"
"normal_campaign500","105","refresh","shell","156","nomask_style_expansion_25_double_shell_b","19","27","58","0.988","1","19","7.69","9","182","motif:double_shell","ok","no_mask_style_expansion_preview","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_25_double_shell_b.asset"
"normal_campaign500","106","refresh","maze","155.9","r1_ab_174_above300_level_711_final","16","23","35","0.965","0.959","6","3.14","7","106","seed:711","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_174_above300_level_711_final.asset"
"normal_campaign500","107","refresh","maze","155.6","r2_outer_strong_123_r2_227_a832","19","22","48","0.983","1","9","5.17","8","138","r2:227","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_123_r2_227_a832.asset"
"normal_campaign500","108","refresh","dense","155.6","nomask_style_expansion_13_dense_kernel_a","18","26","53","0.989","0.988","11","7.51","15","142","motif:dense_kernel","ok","no_mask_style_expansion_preview","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_13_dense_kernel_a.asset"
"normal_campaign500","109","refresh","section","155.4","r1_outer_strong_020_r1_032_a462","23","23","60","0.975","0.977","14","6.4","10","210","r1:032","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_020_r1_032_a462.asset"
"normal_campaign500","110","refresh","maze","155.4","r1_ab_105_above300_level_598_final","24","24","51","0.969","0.924","8","5.27","10","168","seed:598","weak-outer","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_105_above300_level_598_final.asset"
"normal_campaign500","111","refresh","maze","155.3","r1_outer_strong_135_r1_238_a858","18","31","50","0.975","0.968","6","3.84","11","158","r1:238","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_135_r1_238_a858.asset"
"normal_campaign500","112","refresh","maze","155.3","r1_ab_238_above300_level_858_final","18","31","50","0.975","0.968","6","3.84","11","158","seed:858","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_238_above300_level_858_final.asset"
"normal_campaign500","113","refresh","maze","155.2","r1_outer_strong_066_r1_113_a616","20","26","51","0.96","1","8","4.82","7","146","r1:113","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_066_r1_113_a616.asset"
"normal_campaign500","114","refresh","maze","155.1","nomask_04_maze_long_chain","17","24","51","0.995","1","13","7.65","10","126","motif:maze_long_chain","ok","no_mask_type_preview","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_04_maze_long_chain.asset"
"normal_campaign500","115","refresh","maze","155.1","nomask_style_expansion_02_hui_spiral_b","17","24","39","0.993","1","10","6.69","6","80","motif:hui_spiral","ok","no_mask_style_expansion_preview","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_02_hui_spiral_b.asset"
"normal_campaign500","116","refresh","maze","155","r1_ab_136_above300_level_623_final","22","29","60","0.969","0.949","11","6.05","10","212","seed:623","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_136_above300_level_623_final.asset"
"normal_campaign500","117","refresh","maze","155","r1_outer_strong_087_r1_161_a682","19","27","47","0.986","1","10","4.49","9","135","r1:161","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_087_r1_161_a682.asset"
"normal_campaign500","118","refresh","lock","155","nomask_style_expansion_12_key_door_mid","19","28","58","0.983","0.989","14","7.83","7","146","motif:key_door","ok","no_mask_style_expansion_preview","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_12_key_door_mid.asset"
"normal_campaign500","119","refresh","section","154.9","r2_outer_strong_053_r2_093_a574","21","30","74","0.987","0.98","12","5.69","14","283","r2:093","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_053_r2_093_a574.asset"
"normal_campaign500","120","refresh","section","154.8","direct_normal_142_direct_normal_rect_section_unlock_g2_v15","20","38","100","0.98","1","13","8.63","20","404","direct_normal:section_unlock:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_142_direct_normal_rect_section_unlock_g2_v15.asset"
"normal_campaign500","121","normal","section","201.8","r1_outer_strong_031_r1_048_a491","24","32","66","0.98","1","7","4.98","16","268","r1:048","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_031_r1_048_a491.asset"
"normal_campaign500","122","normal","dense","201.7","r1_outer_strong_054_r1_093_a574","18","30","63","0.981","1","6","4.97","14","249","r1:093","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_054_r1_093_a574.asset"
"normal_campaign500","123","normal","section","200.4","r1_ab_048_above300_level_491_final","24","32","66","0.975","0.963","7","4.74","18","264","seed:491","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_048_above300_level_491_final.asset"
"normal_campaign500","124","normal","dense","197.4","r2_outer_strong_051_r2_091_a571","19","26","62","0.978","1","9","4.19","9","216","r2:091","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_051_r2_091_a571.asset"
"normal_campaign500","125","normal","maze","194.6","r1_ab_186_above300_level_735_final","21","32","65","0.969","0.961","6","2.8","11","270","seed:735","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_186_above300_level_735_final.asset"
"normal_campaign500","126","normal","maze","194","r1_ab_195_above300_level_754_final","23","31","68","0.976","0.971","9","4.03","11","257","seed:754","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_195_above300_level_754_final.asset"
"normal_campaign500","127","normal","maze","193.7","r1_ab_201_above300_level_764_final","29","34","96","0.974","0.967","8","4.63","18","489","seed:764","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_201_above300_level_764_final.asset"
"normal_campaign500","128","normal","lock","193.5","direct_normal_topup_68_direct_normal_topup_rect_core_burst_g8_v09","23","37","106","0.981","1","8","5.26","24","598","direct_normal:core_burst:g8","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_68_direct_normal_topup_rect_core_burst_g8_v09.asset"
"normal_campaign500","129","normal","maze","193.1","r1_outer_strong_107_r1_200_a761","23","29","57","0.985","0.99","8","3.77","11","205","r1:200","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_107_r1_200_a761.asset"
"normal_campaign500","130","normal","maze","192.6","r1_ab_110_above300_level_607_final","22","32","74","0.979","0.952","9","5.72","19","285","seed:607","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_110_above300_level_607_final.asset"
"normal_campaign500","131","normal","maze","192.3","r2_outer_strong_104_r2_200_a761","25","29","63","0.974","0.933","8","3.67","14","225","r2:200","weak-outer","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_104_r2_200_a761.asset"
"normal_campaign500","132","normal","maze","192.1","r2_outer_strong_055_r2_096_a578","23","31","67","0.969","0.99","5","3.76","14","238","r2:096","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_055_r2_096_a578.asset"
"normal_campaign500","133","normal","lock","192","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","22","38","111","0.988","1","12","5.81","26","504","direct_normal:lock_buckle:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset"
"normal_campaign500","134","normal","dense","191.4","r1_outer_strong_076_r1_148_a652","24","24","75","0.957","0.957","5","2.83","13","322","r1:148","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_076_r1_148_a652.asset"
"normal_campaign500","135","normal","dense","191.4","r1_ab_148_above300_level_652_final","24","24","75","0.957","0.957","5","2.83","13","322","seed:652","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_148_above300_level_652_final.asset"
"normal_campaign500","136","normal","sweep","191","direct_normal_25_direct_normal_rect_sweep_g2_v03","22","37","107","0.988","0.991","15","5.79","24","579","direct_normal:sweep:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_25_direct_normal_rect_sweep_g2_v03.asset"
"normal_campaign500","137","normal","dense","190.8","r1_outer_strong_085_r1_159_a677","21","28","61","0.98","0.979","9","4.89","11","215","r1:159","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_085_r1_159_a677.asset"
"normal_campaign500","138","normal","section","190.6","r2_outer_strong_110_r2_208_a782","21","31","66","0.972","0.99","9","5.39","13","264","r2:208","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_110_r2_208_a782.asset"
"normal_campaign500","139","normal","maze","190.6","r1_outer_strong_098_r1_186_a735","21","32","66","0.973","0.99","8","3","11","274","r1:186","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_098_r1_186_a735.asset"
"normal_campaign500","140","normal","section","190.6","direct_normal_107_direct_normal_rect_dual_zone_g4_v11","22","38","110","0.982","1","10","6.22","27","575","direct_normal:dual_zone:g4","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_107_direct_normal_rect_dual_zone_g4_v11.asset"
"normal_campaign500","141","normal","section","190.1","direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10","23","38","110","0.983","0.983","13","5.96","24","558","direct_normal:section_unlock:g9","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10.asset"
"normal_campaign500","142","normal","sweep","189.7","direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02","22","38","106","0.986","1","11","5.29","25","497","direct_normal:sweep:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset"
"normal_campaign500","143","normal","maze","189","r1_outer_strong_072_r1_140_a635","24","31","74","0.977","1","8","4.19","16","302","r1:140","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_072_r1_140_a635.asset"
"normal_campaign500","144","normal","dense","187.8","r1_ab_278_above300_level_955_final","18","27","57","0.979","0.977","7","4.42","10","182","seed:955","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_278_above300_level_955_final.asset"
"normal_campaign500","145","normal","maze","187.8","r2_outer_strong_048_r2_087_a558","23","27","60","0.986","1","8","4.77","10","206","r2:087","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_048_r2_087_a558.asset"
"normal_campaign500","146","normal","section","187.7","r1_outer_strong_056_r1_096_a578","21","31","59","0.971","0.99","7","3.31","13","185","r1:096","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_056_r1_096_a578.asset"
"normal_campaign500","147","normal","maze","187.7","r2_outer_strong_084_r2_161_a682","21","27","57","0.989","1","8","3.6","11","180","r2:161","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_084_r2_161_a682.asset"
"normal_campaign500","148","normal","dense","186.3","r1_ab_159_above300_level_677_final","21","28","62","0.978","0.968","9","4.82","11","223","seed:677","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_159_above300_level_677_final.asset"
"normal_campaign500","149","normal","dense","185.9","r1_outer_strong_160_r1_278_a955","18","27","57","0.984","1","8","4.56","10","188","r1:278","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_160_r1_278_a955.asset"
"normal_campaign500","150","normal","section","185.4","r1_ab_232_above300_level_845_final","26","30","83","0.956","0.944","7","3.94","20","321","seed:845","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_232_above300_level_845_final.asset"
"normal_campaign500","151","normal","dense","185.1","r1_ab_140_above300_level_635_final","24","31","74","0.974","0.981","8","4.23","16","301","seed:635","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_140_above300_level_635_final.asset"
"normal_campaign500","152","normal","section","183.6","r1_outer_strong_129_r1_232_a845","26","30","85","0.968","1","9","4.11","19","326","r1:232","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_129_r1_232_a845.asset"
"normal_campaign500","153","normal","maze","183.6","r1_ab_071_above300_level_528_final","23","30","63","0.946","0.941","5","3.22","15","275","seed:528","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_071_above300_level_528_final.asset"
"normal_campaign500","154","normal","dense","182","r2_outer_strong_075_r2_150_a655","22","25","56","0.964","0.944","8","3.02","16","177","r2:150","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_075_r2_150_a655.asset"
"normal_campaign500","155","normal","section","181.8","r2_outer_strong_132_r2_238_a858","20","31","59","0.982","0.99","6","4.56","11","216","r2:238","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_132_r2_238_a858.asset"
