order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality
71,normal,18,hole_rescue,242,hole_candidate_019_std_22x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset,hole_combined_20260613,22,24,45,0.98,0.976,8,0.178,10,0.356,hole_combined:SectionUnlock:std_22x24_section,hole10_v4:SectionUnlock:keep,True,242,hole10_v4_keep
72,normal,200,lock,145.7,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,direct_normal_topup_candidates,21,39,104,0.979,0.983,18,10.39,21,447,direct_normal:lock_buckle:g8,ok,True,189.8,ok
73,normal,90,shape_symbol,256,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,shape_final_with_supplement,28,42,90,0.98,,13,11.18,,10.8,shape:Symbol:letters-symbols:symbol:procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,256,Normal
74,normal,155,section,155.5,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,direct_pure_normal_extra_slice01_candidates,18,36,87,0.991,0.990,17,9.07,16,411,direct_normal:dual_zone:g17,ok,True,189.2,ok
75,normal,207,sweep,142.7,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,direct_normal_candidates,20,38,103,0.982,1.000,21,9.58,18,421,asset:direct_normal_121_direct_normal_,ok,True,190.7,ok
76,normal,92,section,165.1,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,direct_pure_normal_extra_slice02_candidates,21,34,94,0.985,1.000,16,8.69,13,478,direct_normal:stair_push:g18,ok,True,189.9,ok
77,refresh,29,lock,177.7,nomask_style_expansion_33_double_room_lock_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_33_double_room_lock_tall.asset,no_mask_style_expansion_preview,18,29,48,0.989,1.000,9,5.92,8,112,motif:double_room_lock,ok,True,176.4,long-straight-run
78,normal,93,shape_music,259,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,shape_final_with_supplement,28,42,92,0.981,,13,11.18,,11.1,shape:Music:stage:object:procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,259,Normal
79,refresh,0,maze,153.2,nomask_style_expansion_19_long_corridor_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_19_long_corridor_a.asset,no_mask_style_expansion_preview,19,27,58,0.982,0.977,19,8.38,12,144,motif:long_corridor,ok,True,184.4,long-straight-run
80,refresh,90,section,161.3,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,direct_pure_topup_slice06_candidates,22,32,89,0.979,0.990,19,6.51,20,303,direct_normal:section_unlock:g6,ok,True,188.3,long-straight-run
81,refresh,120,sweep,154.9,nomask_style_expansion_04_snake_spine_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_04_snake_spine_a.asset,no_mask_style_expansion_preview,16,24,46,0.990,0.987,15,10.22,6,68,motif:snake_spine,ok,True,184.0,ok
82,normal,17,hole_rescue,242,hole_candidate_018_std_22x24_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_018_std_22x24_lock.asset,hole_combined_20260613,22,24,45,0.967,0.952,8,0.178,11,0.231,hole_combined:LockBuckle:std_22x24_lock,hole10_v4:LockBuckle:keep,True,242,hole10_v4_keep
83,normal,11,shape_symbol,255,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,shape_final_with_supplement,30,40,91,0.984,,13,11.18,,11,shape:Symbol:letters-symbols:symbol:procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,255,Normal
84,normal,151,lock,156.0,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,21,32,88,0.990,1.000,18,7.61,19,392,direct_normal:core_burst:g15,ok,True,189.6,ok
85,refresh,0,maze,135.8,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,direct_pure_topup_slice04_candidates,20,36,92,0.986,0.972,20,10.75,17,413,direct_normal:maze_long_chain:g6,ok,True,188.5,ok
86,refresh,13,dense,182.5,direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset,direct_pure_topup_slice01_candidates,16,28,55,0.987,1.000,10,5.82,13,163,asset:direct_pure_topup_01_17_direct_r,ok,True,185.4,ok
87,shape,42,shape_object,246,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,shape_final_with_supplement,30,40,95,0.718,,13,11.18,,0.173,shape:Art:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,246,Normal
88,normal,190,section,149.4,direct_normal_28_direct_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset,direct_normal_candidates,20,38,101,0.982,0.982,18,9.58,26,507,direct_normal:stair_push:g2,ok,True,189.7,ok
89,refresh,0,lock,154.1,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,direct_normal_topup_candidates,21,34,100,0.980,0.981,16,7.74,19,462,direct_normal:lock_buckle:g10,ok,True,189.4,ok
90,refresh,0,section,136.8,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,direct_pure_topup_slice04_candidates,22,34,98,0.987,1.000,19,9.64,21,396,direct_normal:dual_zone:g7,ok,True,190.6,ok
91,normal,52,hole_rescue,243,hole_candidate_071_wide_26x22_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset,hole_combined_20260613,26,22,47,0.982,0.983,11,0.234,8,0.285,hole_combined:MazeLongChain:wide_26x22_maze,hole10_v4:MazeLongChain:keep,True,243,hole10_v4_keep
92,refresh,10,lock,184.7,nomask_style_expansion_30_vertical_gate_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_30_vertical_gate_a.asset,no_mask_style_expansion_preview,16,25,48,0.983,0.987,8,5.08,10,145,motif:vertical_gate,ok,True,177.6,long-straight-run
93,normal,13,shape_symbol,263,r2_outer_strong_005_r2_006_a401_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset,shape_final_with_supplement,28,42,92,0.974,,13,11.18,,11.1,shape:Symbol:letters-symbols:symbol:procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450,rel:Normal:ShapeNormal:Shape:Symbol:letters-symbols:symbol:main,True,263,Normal
94,normal,0,section,142.7,direct_normal_112_direct_normal_rect_section_unlock_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_112_direct_normal_rect_section_unlock_g5_v12.asset,direct_normal_candidates,21,39,107,0.988,0.991,18,10.51,20,560,direct_normal:section_unlock:g5,ok,True,191.4,ok
95,refresh,45,dense,172.1,direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04.asset,direct_pure_topup_slice02_candidates,15,27,61,0.965,0.988,10,7.56,13,157,direct_refresh:dense_weave:g3,ok,True,183.6,ok
96,normal,96,section,164.1,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,direct_normal_topup_candidates,23,37,110,0.987,1.000,15,8.71,22,644,direct_normal:dual_zone:g7,ok,True,192.0,ok
97,normal,134,sweep,157.9,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset,direct_pure_topup_slice05_candidates,21,38,102,0.984,0.991,18,9.36,26,338,direct_normal:sweep:g9,ok,True,190.4,ok
98,normal,45,shape_music,253,r2_outer_strong_005_r2_006_a401_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset,shape_final_with_supplement,28,42,94,0.987,,13,11.18,,11.4,shape:Music:stage:object:procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,253,Normal
99,normal,0,section,131.5,direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01.asset,direct_normal_topup_candidates,22,34,101,0.984,1.000,18,12.19,18,464,direct_normal:quasi_symmetry:g6,ok,True,190.7,ok
100,refresh,18,lock,181.0,direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02.asset,direct_pure_topup_slice01_candidates,15,28,51,0.988,0.976,9,6.71,11,160,direct_refresh:lock_buckle:g1,ok,True,184.0,ok
101,normal,19,hole_rescue,243,hole_candidate_020_std_22x24_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset,hole_combined_20260613,22,24,47,0.982,0.976,11,0.234,14,0.198,hole_combined:DenseWeave:std_22x24_dense,hole10_v4:DenseWeave:keep,True,243,hole10_v4_keep
102,refresh,79,dense,164.1,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset,direct_pure_topup_slice01_candidates,15,26,57,0.969,0.962,5,7.79,15,164,asset:direct_pure_topup_01_09_direct_r,ok,True,182.3,ok
103,shape,74,shape_ocean,264,r2_outer_strong_005_r2_006_a401_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset,shape_final_with_supplement,30,42,93,0.513,,13,11.18,,0.169,shape:Ocean:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,264,Normal
104,normal,61,lock,169.2,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,direct_normal_topup_candidates,21,36,102,0.988,0.991,17,6.80,24,552,direct_normal:core_burst:g8,ok,True,190.8,ok
105,normal,220,maze,135.5,direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06.asset,direct_normal_candidates,23,37,108,0.987,0.991,27,11.58,20,478,direct_normal:maze_long_chain:g5,ok,True,191.4,ok
106,refresh,0,section,148.0,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset,direct_pure_topup_slice05_candidates,18,36,86,0.989,1.000,14,7.38,21,415,direct_normal:dual_zone:g9,ok,True,189.3,long-straight-run
107,normal,46,lock,173.6,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,direct_normal_candidates,21,36,105,0.983,1.000,17,7.00,20,551,direct_normal:lock_buckle:g5,ok,True,191.1,ok
108,normal,106,shape_symbol,263,r2_outer_strong_005_r2_006_a401_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset,shape_final_with_supplement,28,42,93,0.985,,13,11.18,,11.3,shape:Symbol:letters-symbols:symbol:procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702,rel:Hard:ShapePressure:Shape:Symbol:letters-symbols:symbol:main,True,263,Normal
109,normal,0,section,137.0,direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04.asset,direct_normal_topup_candidates,23,37,108,0.976,1.000,18,10.29,21,535,direct_normal:quasi_symmetry:g9,ok,True,190.8,ok
110,normal,174,section,152.7,direct_normal_72_direct_normal_rect_section_unlock_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset,direct_normal_candidates,21,37,104,0.979,0.982,25,9.63,21,402,direct_normal:section_unlock:g1,ok,True,189.8,ok
111,refresh,0,dense,141.9,direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset,direct_pure_topup_slice05_candidates,20,35,89,0.990,0.991,22,9.08,17,318,direct_normal:dense_weave:g9,ok,True,189.4,too-open|long-straight-run
112,normal,121,lock,159.6,direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09.asset,direct_pure_topup_slice06_candidates,22,38,108,0.984,1.000,18,7.99,25,525,direct_normal:core_burst:g8,ok,True,191.6,ok
113,shape,6,shape_magic,258,r2_outer_strong_005_r2_006_a401_procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341.asset,shape_final_with_supplement,28,42,98,0.694,,14,12.04,,0.17,shape:Magic:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,258,Normal
114,refresh,0,maze,141.0,direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset,direct_pure_topup_slice04_candidates,18,37,94,0.989,1.000,17,9.39,20,343,direct_normal:maze_long_chain:g7,ok,True,190.3,ok
115,refresh,75,section,164.9,direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,18,33,74,0.983,1.000,6,6.09,19,300,direct_normal:quasi_symmetry:g16,ok,True,187.4,long-straight-run
116,refresh,0,lock,151.9,direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06.asset,direct_pure_topup_slice05_candidates,20,34,89,0.990,0.981,19,7.06,16,381,direct_normal:lock_buckle:g11,ok,True,188.9,ok
117,normal,84,hole_rescue,244,hole_topup_018_topup_std_22x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_018_topup_std_22x26_dual.asset,hole_combined_20260613,22,26,49,0.978,0.989,10,0.204,14,0.228,hole_combined:DualZone:topup_std_22x26_dual,hole10_v4:DualZone:keep,True,244,hole10_v4_keep
118,normal,97,shape_ocean,251,r2_outer_strong_005_r2_006_a401_procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall_20260611_111459.asset,shape_final_with_supplement,30,44,96,0.984,,13,11.18,,11.7,shape:Ocean:sea-creature:creature:procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall_20260611_111459,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:main,True,251,Normal
119,normal,128,section,158.3,direct_normal_32_direct_normal_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_32_direct_normal_rect_section_unlock_g3_v04.asset,direct_normal_candidates,21,36,102,0.989,0.991,15,7.72,26,507,direct_normal:section_unlock:g3,ok,True,190.9,ok
120,normal,85,sweep,165.7,direct_normal_65_direct_normal_rect_sweep_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_65_direct_normal_rect_sweep_g0_v07.asset,direct_normal_candidates,22,38,106,0.982,0.983,22,7.86,23,471,direct_normal:sweep:g0,ok,True,190.3,ok
121,refresh,96,maze,160.4,nomask_04_maze_long_chain,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_04_maze_long_chain.asset,no_mask_type_preview,17,24,51,0.995,1.000,13,7.65,10,126,motif:maze_long_chain,ok,True,185.7,long-straight-run
122,normal,211,dense,141.3,direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03.asset,direct_pure_normal_extra_slice01_candidates,20,32,89,0.984,0.990,15,13.01,19,277,direct_normal:dense_weave:g17,ok,True,188.8,ok
