order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,chainPctInStage,dependencyPctInStage,openerPressure,choicePressure,levelType,type,slotRole,relativeDifficulty,chains,score,openers,avgChoices,dependencyBlocks,validationMatched,validationStatus,validationFlags,shapeId,levelId,proposalReason,sourceAsset
64,51-100,1,1,0,,0.345,0.32,0.52,0.16,0.06,普通,maze,Normal,Normal,66,139.4,15.0,11.44,200.0,1,Green,None,,nomask_style_expansion_20_long_corridor_b,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset
65,51-100,2,3,1,,0.84,0.96,0.94,0.6,0.4,普通,lock,Pressure,Hard,104,156.6,18.0,9.99,508.0,1,Green,None,,direct_normal_23_direct_normal_rect_lock_buckle_g2_v03,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset
66,51-100,1,1,0,,0.402,0.54,0.62,0.2,0.54,普通,sweep,Recovery,Recovery,89,148.0,19.0,8.79,357.0,1,Green,None,,direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset
67,51-100,1,1,0,,0.346,0.4,0.2,0.88,0.3,普通,shape_symbol,Shape,Novelty,86,249.0,12.0,10.32,10.9,1,Green,None,shape_main_star_tall,r2_outer_strong_005_r2_006_a401_procmask_19_onion_maskproceduralvertical_30x40-mainstartall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510.asset
68,51-100,1,1,0,NeedRevalidate,0.325,0.26,0.44,0.12,0.68,普通,lock,Normal,Normal,59,172.8,15.0,7.68,150.0,0,Missing,Missing,,direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08,needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset
69,51-100,2,2,0,NeedRevalidate,0.793,0.82,0.96,0.44,0.74,普通,section,Pressure,Hard,100,128.6,18.0,6.86,557.0,0,Missing,Missing,,direct_normal_48_direct_normal_rect_stair_push_g4_v05,rhythm=Hard;slot=Pressure;stage_chain_top25;dependency_top10;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset
70,51-100,1,2,1,NeedRevalidate,0.655,0.92,0.68,0.4,0.0,普通,section,Normal,Normal,103,130.6,19.0,14.17,364.0,0,Missing,Missing,,direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14,stage_chain_top10;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset
71,51-100,1,1,0,NeedRevalidate,0.127,0.08,0.14,0.52,0.94,hole,hole_rescue,HoleRescue,Mechanic,45,242.0,8.0,0.178,0.356,0,Missing,Missing,,hole_candidate_019_std_22x24_section,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_019_std_22x24_section.asset
72,51-100,2,3,1,,0.8,0.96,0.82,0.6,0.28,普通,lock,Pressure,Hard,104,145.7,18.0,10.39,447.0,1,Green,None,,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset
73,51-100,1,1,0,,0.392,0.58,0.16,0.78,0.08,普通,shape_symbol,Shape,Novelty,90,256.0,13.0,11.18,10.8,1,Green,None,shape_main_distinct_crescent_tall,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset
74,51-100,1,1,0,,0.499,0.46,0.74,0.32,0.52,普通,section,Normal,Normal,87,155.5,17.0,9.07,411.0,1,Green,None,,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset
75,51-100,1,2,1,,0.664,0.92,0.8,0.3,0.44,普通,sweep,Recovery,Recovery,103,142.7,21.0,9.58,421.0,1,Green,None,,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,slot=Recovery;stage_chain_top10;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset
76,51-100,3,3,0,,0.851,0.72,0.9,0.64,0.58,普通,section,Peak,VeryHard,94,165.1,16.0,8.69,478.0,1,Green,None,,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,rhythm=VeryHard;slot=Peak;dependency_top10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset
77,51-100,1,1,0,NeedRevalidate,0.28,0.16,0.34,0.36,0.84,普通,lock,Normal,Normal,48,177.7,9.0,5.92,112.0,0,Missing,Missing,,nomask_style_expansion_33_double_room_lock_tall,low_choice_pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_33_double_room_lock_tall.asset
78,51-100,1,1,0,,0.463,0.66,0.28,0.84,0.08,普通,shape_music,Shape,Novelty,92,259.0,13.0,11.18,11.1,1,Green,None,shape_main_distinct_music_note_tall,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset
79,51-100,1,1,0,,0.195,0.22,0.4,0.0,0.6,普通,maze,Recovery,Recovery,58,153.2,19.0,8.38,144.0,1,Green,PeakTooFlat,,nomask_style_expansion_19_long_corridor_a,slot=Recovery,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_19_long_corridor_a.asset
80,51-100,1,1,0,,0.493,0.54,0.58,0.2,0.78,普通,section,Normal,Normal,89,161.3,19.0,6.51,303.0,1,Green,None,,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset
81,51-100,1,1,0,NeedRevalidate,0.112,0.1,0.32,0.02,0.36,普通,sweep,Recovery,Recovery,46,154.9,15.0,10.22,68.0,0,Missing,Missing,,nomask_style_expansion_04_snake_spine_a,slot=Recovery;needs_revalidation,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_04_snake_spine_a.asset
82,51-100,1,1,0,NeedRevalidate,0.104,0.08,0.06,0.52,0.94,hole,hole_rescue,HoleRescue,Mechanic,45,242.0,8.0,0.178,0.231,0,Missing,Missing,,hole_candidate_018_std_22x24_lock,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_018_std_22x24_lock.asset
83,51-100,1,1,0,,0.42,0.6,0.22,0.82,0.08,普通,shape_symbol,Shape,Novelty,91,255.0,13.0,11.18,11.0,1,Green,None,shape_main_heart_tall,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset
84,51-100,2,2,0,,0.564,0.48,0.7,0.28,0.7,普通,lock,Pressure,Hard,88,156.0,18.0,7.61,392.0,1,Green,None,,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,rhythm=Hard;slot=Pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset
85,51-100,1,1,0,,0.474,0.66,0.76,0.18,0.22,普通,maze,Recovery,Recovery,92,135.8,20.0,10.75,413.0,1,Green,None,,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,slot=Recovery;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset
86,51-100,1,1,0,NeedRevalidate,0.347,0.2,0.5,0.42,0.86,普通,dense,Normal,Normal,55,182.5,10.0,5.82,163.0,0,Missing,Missing,,direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03,low_choice_pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset
87,51-100,1,1,0,,0.438,0.74,0.04,0.96,0.08,普通,shape_object,Shape,Novelty,95,246.0,13.0,11.18,0.173,1,Green,None,shape_main_paint_palette_tall,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset
88,51-100,2,2,0,,0.786,0.86,0.92,0.48,0.44,普通,section,Pressure,Hard,101,149.4,18.0,9.58,507.0,1,Green,None,,direct_normal_28_direct_normal_rect_stair_push_g2_v03,rhythm=Hard;slot=Pressure;stage_chain_top25;dependency_top10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset
89,51-100,3,4,1,,0.893,0.82,0.86,0.74,0.66,普通,lock,Peak,VeryHard,100,154.1,16.0,7.74,462.0,1,Green,None,,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,rhythm=VeryHard;slot=Peak;stage_chain_top25;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset
90,51-100,1,2,1,,0.624,0.78,0.72,0.34,0.42,普通,section,Normal,Normal,98,136.8,19.0,9.64,396.0,1,Green,PeakTooFlat,,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,stage_chain_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset
91,51-100,1,1,0,NeedRevalidate,0.099,0.12,0.08,0.14,0.92,hole,hole_rescue,HoleRescue,Mechanic,47,243.0,11.0,0.234,0.285,0,Missing,Missing,,hole_candidate_071_wide_26x22_maze,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset
92,51-100,1,1,0,NeedRevalidate,0.327,0.16,0.42,0.68,0.88,普通,lock,Normal,Normal,48,184.7,8.0,5.08,145.0,0,Missing,Missing,,nomask_style_expansion_30_vertical_gate_a,low_choice_pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_30_vertical_gate_a.asset
93,51-100,1,1,0,,0.463,0.66,0.28,0.84,0.08,普通,shape_symbol,Shape,Novelty,92,263.0,13.0,11.18,11.1,1,Green,None,shape_main_lightning_tall,r2_outer_strong_005_r2_006_a401_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset
94,51-100,2,3,1,NeedRevalidate,0.857,0.98,0.98,0.66,0.26,普通,section,Pressure,Hard,107,142.7,18.0,10.51,560.0,0,Missing,Missing,,direct_normal_112_direct_normal_rect_section_unlock_g5_v12,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_112_direct_normal_rect_section_unlock_g5_v12.asset
95,51-100,1,1,0,NeedRevalidate,0.382,0.28,0.46,0.7,0.72,普通,dense,Normal,Normal,61,172.1,10.0,7.56,157.0,0,Missing,Missing,,direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04,needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04.asset
96,51-100,3,4,1,,1.02,1.0,1.0,0.98,0.56,普通,section,Peak,VeryHard,110,164.1,15.0,8.71,644.0,1,Green,PeakTooFlat,,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,rhythm=VeryHard;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset
97,51-100,1,2,1,,0.612,0.88,0.6,0.56,0.48,普通,sweep,Recovery,Recovery,102,157.9,18.0,9.36,338.0,1,Green,None,,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,slot=Recovery;stage_chain_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset
98,51-100,1,1,0,,0.5,0.72,0.3,0.92,0.08,普通,shape_music,Shape,Novelty,94,253.0,13.0,11.18,11.4,1,Green,None,shape_main_microphone_tall,r2_outer_strong_005_r2_006_a401_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset
99,51-100,1,2,1,NeedRevalidate,0.694,0.86,0.88,0.48,0.04,普通,section,Normal,Normal,101,131.5,18.0,12.19,464.0,0,Missing,Missing,,direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01,stage_chain_top25;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01.asset
100,51-100,1,1,0,NeedRevalidate,0.338,0.18,0.48,0.56,0.76,普通,lock,Normal,Normal,51,181.0,9.0,6.71,160.0,0,Missing,Missing,,direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02,low_choice_pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02.asset
101,101-150,1,1,0,NeedRevalidate,0.059,0.02,0.104,0.083,0.896,hole,hole_rescue,HoleRescue,Mechanic,47,243.0,11.0,0.234,0.198,0,Missing,Missing,,hole_candidate_020_std_22x24_dense,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset
102,101-150,1,1,0,NeedRevalidate,0.302,0.16,0.312,0.958,0.604,普通,dense,Normal,Normal,57,164.1,5.0,7.79,164.0,0,Missing,Missing,,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset
103,101-150,1,1,0,,0.294,0.44,0.021,0.75,0.125,普通,shape_ocean,Shape,Novelty,93,264.0,13.0,11.18,0.169,1,Green,PeakTooFlat,shape_main_ocean_drift_bottle_tall,r2_outer_strong_005_r2_006_a401_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset
104,101-150,2,2,0,,0.757,0.74,0.938,0.458,0.792,普通,lock,Pressure,Hard,102,169.2,17.0,6.8,552.0,1,Green,None,,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,rhythm=Hard;slot=Pressure;dependency_top10;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset
105,101-150,1,2,1,NeedRevalidate,0.614,0.92,0.75,0.021,0.104,普通,maze,Recovery,Recovery,108,135.5,27.0,11.58,478.0,0,Missing,Missing,,direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06,slot=Recovery;stage_chain_top10;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06.asset
106,101-150,1,1,0,NeedRevalidate,0.423,0.28,0.646,0.562,0.688,普通,section,Normal,Normal,86,148.0,14.0,7.38,415.0,0,Missing,Missing,,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset
107,101-150,3,3,0,,0.911,0.84,0.917,0.583,0.75,普通,lock,Peak,VeryHard,105,173.6,17.0,7.0,551.0,1,Green,None,,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,rhythm=VeryHard;slot=Peak;stage_chain_top25;dependency_top10;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset
108,101-150,1,1,0,,0.347,0.44,0.208,0.75,0.125,普通,shape_symbol,Shape,Novelty,93,263.0,13.0,11.18,11.3,1,Green,PeakTooFlat,shape_main_distinct_digit2_tall,r2_outer_strong_005_r2_006_a401_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall,slot=Shape;few_openers_relative;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset
109,101-150,2,3,1,NeedRevalidate,0.795,0.92,0.896,0.458,0.292,普通,section,Pressure,Hard,108,137.0,18.0,10.29,535.0,0,Missing,Missing,,direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04.asset
110,101-150,1,1,0,NeedRevalidate,0.484,0.78,0.625,0.062,0.333,普通,section,Recovery,Recovery,104,152.7,25.0,9.63,402.0,0,Missing,Missing,,direct_normal_72_direct_normal_rect_section_unlock_g1_v08,slot=Recovery;stage_chain_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset
111,101-150,1,1,0,,0.256,0.34,0.458,0.042,0.417,普通,dense,Recovery,Recovery,89,141.9,22.0,9.08,318.0,1,Green,None,,direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset
112,101-150,2,3,1,,0.803,0.92,0.875,0.458,0.562,普通,lock,Pressure,Hard,108,159.6,18.0,7.99,525.0,1,Green,None,,direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09.asset
113,101-150,1,1,0,,0.36,0.6,0.042,0.708,0.042,普通,shape_magic,Shape,Novelty,98,258.0,14.0,12.04,0.17,1,Green,None,shape_main_magic_rune_stone_tall,r2_outer_strong_005_r2_006_a401_procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341.asset
114,101-150,1,1,0,,0.331,0.46,0.5,0.271,0.354,普通,maze,Recovery,Recovery,94,141.0,17.0,9.39,343.0,1,Green,PeakTooFlat,,direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset
115,101-150,1,1,0,NeedRevalidate,0.355,0.18,0.417,0.979,0.875,普通,section,Normal,Normal,74,164.9,6.0,6.09,300.0,0,Missing,Missing,,direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02,few_openers_relative;low_choice_pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02.asset
116,101-150,2,1,-1,NeedRevalidate,0.464,0.34,0.583,0.146,0.729,普通,lock,Pressure,Hard,89,151.9,19.0,7.06,381.0,0,Missing,Missing,,direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06,rhythm=Hard;slot=Pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06.asset
117,101-150,1,1,0,NeedRevalidate,0.081,0.04,0.125,0.188,0.917,hole,hole_rescue,HoleRescue,Mechanic,49,244.0,10.0,0.204,0.228,0,Missing,Missing,,hole_topup_018_topup_std_22x26_dual,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_018_topup_std_22x26_dual.asset
