order,experienceRole,oldLevelId,newLevelId,newAssetPath,sourcePool,gateClass,sourceClass,sourceOrder,style,chain,band,coverage,maxChoices,local,near,sts,collapse,copyRequired,sourceRoot
271,Recovery,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,21,slot_seedlock_section_bridge,slot_runbreak;slot_seedlock_section_bridge;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9412,9,4,4,0.919,0.028,False,
272,Normal,direct_normal_33_direct_normal_rect_lock_buckle_g3_v04,campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,31,slot_seedmaze_chamber_corridor,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9335,9,3,1,0.909,0.062,False,
274,Pressure,nutation_longchain_candidate80_holefix_s3_v1_09_nutation_longchain_curve_v1_rect_c80hf3_03_d1_weave_curve,nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.933,8,7,4,0.825,0.245,False,
275,Normal,campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain,campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,11,slot_seedmaze_chamber_corridor,slot_seedmaze_chamber_corridor;slot_seedmaze_section_weave;slot_seedweave_braid_carrier,LongNormalA,0.9457,9,5,5,0.94,0.038,False,
276,Peak,c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain,nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,patch_chain,,0.948,10,4,4,0.903,0.204,False,
279,Normal,c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain,campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,62,slot_headmix_outerclean,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9216,10,3,3,0.91,0.041,False,
280,Normal,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,patch_chain,,0.948,10,6,6,0.884,0.164,False,
281,Recovery,campaign500_normal_full_v1_s27_s38_27_nutation_flow_rail_v1_rect_s29_o281_v02_flowrail_rail_chain,campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,155,slot_seedlock_gate_carrier,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9460,10,2,2,0.919,0.109,False,
282,Normal,campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain,campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,22,slot_seedweave_dense_support,slot_dense_support;slot_seedweave_dense_support;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalB,0.9339,10,5,5,0.893,0.012,False,
284,Pressure,direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03,nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,patch_chain,,0.95,11,6,6,0.842,0.128,False,
286,Normal,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,31,slot_seedlock_gate_carrier,slot_headmix_outerclean;slot_seedlock_gate_carrier;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalA,0.9335,10,5,5,0.951,0.054,False,
287,Peak,c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain,nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.955,10,5,2,0.877,0.19,False,
289,Pressure,campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain,campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,64,slot_headmix_outerclean,slot_seedlock_gate_carrier;slot_headmix_outerclean;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalB,0.9506,10,7,6,0.882,0.083,True,.worktrees/campaign500-longchain-prod200-pool
290,Recovery,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,234,slot_seedmaze_chamber_corridor,slot_dense_support;slot_seedweave_dense_support;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalB,0.9467,11,3,2,0.948,0.084,True,.worktrees/campaign500-longchain-prod200-pool
291,Recovery,campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain,nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.956,10,7,4,0.852,0.27,False,
294,Recovery,direct_normal_155_direct_normal_rect_sweep_g3_v16,campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,161,slot_seedmaze_section_weave,slot_seedmaze_chamber_corridor;slot_seedmaze_section_weave;slot_seedweave_braid_carrier,LongNormalA,0.9474,11,3,1,0.876,0.12,True,.worktrees/campaign500-longchain-prod200-pool
295,Normal,campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain,nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,spine_chain,,0.955,10,6,5,0.834,0.26,False,
296,Pressure,c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain,campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,5,slot_seedweave_braid_carrier,slot_seedlock_gate_carrier;slot_headmix_outerclean;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalB,0.9492,11,4,4,0.91,0.014,True,.worktrees/campaign500-longchain-prod200-pool
297,Normal,direct_normal_128_direct_normal_rect_stair_push_g0_v13,campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,106,slot_seedmaze_chamber_corridor,slot_seedweave_braid_carrier;slot_seedmaze_chamber_corridor,LongNormalB,0.9457,11,4,1,0.938,0.085,True,.worktrees/campaign500-longchain-prod200-pool
299,Peak,nutation_longchain_candidate80_holefix_s2_v1_20_nutation_longchain_spine_v1_rect_c80hf2_05_d1_section_spine,nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail.asset,NutationLongChainStrict60Front300,NutationLongChainStrictSupplementFront300,longchain,,maze_long_chain,rail_chain,,0.956,11,7,4,0.853,0.255,False,
300,Recovery,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset,SeedV5LongChain30Front300,SeedV5TraceGateSupplementFront300,longchain,5,slot_seedweave_braid_carrier,slot_seedlock_gate_carrier;slot_headmix_outerclean;slot_seedmaze_chamber_corridor;slot_seedweave_braid_carrier,LongNormalB,0.9492,11,4,4,0.91,0.014,True,.worktrees/campaign500-longchain-prod200-pool
