"order","oldLevelId","newLevelId","oldAssetPath","newAssetPath","copiedAssetPath","oldGuid","newGuid","oldChains","newChains","oldMaxChainLength","newMaxChainLength","newCategory","newType","newRelativeDifficulty","newSlotRole","newStatus","newFlags","newShapeId","newShapeNameZh"
"463","r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall","r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L463_castletower_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L463_r2_outer_strong_005_r2_006_a401_maskonlyb08_08_com.asset","c5e5103f4c3ad9e4d9bd297068d477c0","d45776abc3e391d41b2ed83325eabcf5","86","71","13","24","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","castletower","城堡塔"
"468","r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall","r2_outer_strong_005_r2_006_a401_maskonlyb06_03_compact_boombox","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L468_boombox_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L468_r2_outer_strong_005_r2_006_a401_maskonlyb06_03_com.asset","2e1363455cf49a54681bbceb2aecde23","54942a1d86f1ac24a950f583322afb25","84","73","13","23","shape","shape_toolui","Novelty","Shape","Green","BottleneckHeavy","boombox","收录机"
"469","direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01","direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L469_direct_polish_hard_18_direct_polish_hard_rect_maze.asset","bd0ed95c2026cfc43871332faa76f94c","ef33a54a2ae630c469d104b4ce9cf687","366","160","11","10","normal","maze","Hard","Pressure","Green","None","",""
"473","r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall","r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L473_mug_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L473_r2_outer_strong_005_r2_006_a401_maskonlyb05_11_com.asset","e3943b4ef4b5db941aacbd436f81a36a","69e2d34b4657db64b9bb543686cda3dc","82","67","13","24","shape","shape_landmark","Novelty","Shape","Green","None","mug","马克杯"
"478","r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall","r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L478_flag_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L478_r2_outer_strong_005_r2_006_a401_maskonlyb04_09_mai.asset","2cf546bcbb9c0844facd919f198a5dd8","a523c4a1e6777e64abaf790a910e5af9","86","112","17","13","shape","shape_space","Novelty","Shape","Green","None","flag","旗帜"
"483","r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall","r2_outer_strong_005_r2_006_a401_maskonlyb09_21_compact_heart","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L483_heart_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L483_r2_outer_strong_005_r2_006_a401_maskonlyb09_21_com.asset","6d4cc170946a62a4892b357d1b410d86","26317ebd2512b034482ca7345ed2ddde","82","64","17","24","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","heart",""
"487","r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall","r2_outer_strong_005_r2_006_a401_maskonlyb01_10_main_sun","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L487_sun_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L487_r2_outer_strong_005_r2_006_a401_maskonlyb01_10_mai.asset","0faabd453460daf499193b0c50329ac3","92cf8410a1fa89e47813125e352aae4a","84","113","17","13","shape","shape_object","Novelty","Shape","Green","None","sun","太阳"
"491","direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01","direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L491_direct_advanced_22_direct_advanced_veryhard_rect_q.asset","0bb81c9cf655750408eb0e04bca4d0ad","b5f790f49c9410943ac338212373c6f3","337","199","11","10","normal","sweep","Normal","Normal","Green","None","",""
"492","hole_highchain_extra_018_hc2_32x30_lock_a","hole_highchain_extra_016_hc2_32x30_dual_b","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L492_hole_highchain_extra_016_hc2_32x30_dual_b.asset","dd24c797961165d4db54bd86e88b38f8","b02a351c3a767bb419f30db7f3da8b82","90","91","22","21","hole","hole_rescue","Mechanic","HoleRescue","Yellow","GrindyLowClear","",""
"493","r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall","r2_outer_strong_005_r2_006_a401_maskonlyb07_01_compact_dragonhead","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L493_dragonhead_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L493_r2_outer_strong_005_r2_006_a401_maskonlyb07_01_com.asset","55533c2e864d662498ae3e5c16bf7a35","2426dd410cb269f4fa7687bfdfeed353","81","64","17","24","shape","shape_object","Novelty","Shape","Green","None","dragonhead","龙头"
"498","r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall","r2_outer_strong_005_r2_006_a401_maskonlyb02_03_large_banana","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L498_banana_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L498_r2_outer_strong_005_r2_006_a401_maskonlyb02_03_lar.asset","68001274bf7342245bba1b2814489547","27539bb7eeb351848adcaffd0284737b","84","72","17","17","shape","shape_nature","Novelty","Shape","Green","ShapeLowFill","banana","香蕉"
"499","direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06","direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L499_direct_diff120_129_direct_diff_veryhard_long_spine.asset","03d0c6f33ee74c24bbdca59d696ebb41","2c484e688f1abcc40ad4406223455f24","158","159","10","13","normal","section","Recovery","Recovery","Green","None","",""
