packLabel,packPath,indexInPack,campaignOrder,status,leakScore,hardeningBudget,flags,recommendedOperators,levelId,assetPath,bucket,type,relativeDifficulty,slotRole,width,height,chains,arrowTiles,blockTiles,boardFill,playableFill,avgChainLength,maxChainLength,greedySolved,greedySteps,tuningDifficultyScore,initialClearableChains,openingChoices,openingGoodMoves,openingGoodMoveRatio,avgChoices,maxChoices,earlyAvgChoices,earlyMaxChoices,bottleneckRatio,forcedMoveRatio,avgClearPerMove,avgNewUnlocksPerMove,largestUnlockBurst,choiceWaveStdDev,averageStepsToNextUnlock,dependencyDepthProxy,directOuterExits,directClearableOuterExits,directOuterExitRatio,directClearableOuterExitRatio,longRayOuterExits,edgeShortChains,edgeShortDirectOuterExits,boundaryStraightOuterExits,earlyEntropyClass,entropyCurve,details
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,32,32,LowLeak,288,3,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb08_03_compact_wavecrest,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L032_wavecrest_compact.asset,refresh,shape_magic,Normal,FixedFront40,36,36,67,673,0,0.519,0.519,10.045,24,True,67,871,9,9,6,0.667,11.672,19,11,13,0.418,0.015,10.045,0.866,6,4.563,1.621,1.621,9,9,0.134,0.134,9,0,0,0,front_loaded_flat,9>9>10>11>12>13>12>11>11>12>17>16>16>15>14>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,33,33,LowLeak,325,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_17_direct_normal_pure_rect_outer_shell_g8_v03.asset,refresh,dense,Normal,FixedFront40,19,33,78,618,0,0.986,0.986,7.923,13,True,78,787,14,14,10,0.714,7.192,14,10.9,14,0.192,0.051,7.923,0.821,4,2.445,1.906,1.906,14,14,0.179,0.179,0,0,0,4,front_loaded_flat,14>14>13>12>11>10>9>9>8>9>8>7>8>7>7>6>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,34,34,LowLeak,330,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_03_direct_normal_pure_rect_lock_buckle_g6_v01.asset,refresh,lock,Normal,FixedFront40,20,37,93,725,0,0.98,0.98,7.796,13,True,93,896,17,17,9,0.529,7.333,17,14.8,17,0.247,0.022,7.796,0.817,4,3.791,2.066,2.066,17,17,0.183,0.183,0,1,1,1,front_loaded_flat,17>16>15>15>16>15>14>14>13>13>14>14>13>12>11>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,35,35,LowLeak,350,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02.asset,refresh,dense,Normal,FixedFront40,17,29,65,484,0,0.982,0.982,7.446,13,True,65,618,18,18,6,0.333,8.385,18,16,18,0.246,0.015,7.446,0.723,4,4.748,2.064,2.064,18,18,0.277,0.277,0,0,0,1,front_loaded_flat,18>18>17>16>15>15>16>15>15>15>15>14>13>14>13>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,36,36,Ok,168,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02.asset,normal,lock,Normal,FixedFront40,19,33,83,617,0,0.984,0.984,7.434,13,True,83,903,7,7,4,0.571,5.735,10,8.3,10,0.301,0.012,7.434,0.916,4,1.988,1.645,1.645,7,7,0.084,0.084,0,0,0,0,controlled,7>6>8>7>10>9>8>10>9>9>9>9>9>9>10>9>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,37,37,Ok,190,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,hole_candidate_009_std_20x22_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_009_std_20x22_lock.asset,normal,hole_rescue,Mechanic,HoleRescue,20,22,41,357,72,0.811,0.97,8.707,18,True,41,523,9,9,4,0.444,7.317,12,9.5,12,0.195,0.024,8.707,0.78,4,2.311,2.5,2.5,9,9,0.22,0.22,0,1,0,0,front_loaded_flat,9>8>11>10>12>11>10>9>8>7>6>5>8>10>9>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,38,38,MediumLeak,477,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb08_07_main_suspensionbridge,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L038_suspensionbridge_main.asset,shape,shape_magic,Normal,FixedFront40,40,32,100,706,0,0.552,0.552,7.06,13,True,100,856,22,22,7,0.318,11.15,23,20.6,23,0.24,0.01,7.06,0.78,4,5.974,1.962,1.962,22,22,0.22,0.22,22,0,0,0,front_loaded_flat,22>21>21>23>22>21>20>19>18>19>19>19>19>18>20>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,39,39,LowLeak,321,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_normal_06_direct_normal_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_06_direct_normal_rect_core_burst_g0_v01.asset,normal,lock,Normal,FixedFront40,22,35,101,761,0,0.988,0.988,7.535,13,True,101,940,16,16,10,0.625,7.277,16,12,16,0.257,0.02,7.535,0.842,4,2.667,1.765,1.765,16,16,0.158,0.158,0,0,0,1,front_loaded_flat,16>15>14>13>12>12>11>10>9>8>9>9>10>9>10>9>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,40,40,LowLeak,256,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05.asset,normal,lock,Normal,FixedFront40,22,33,103,717,0,0.988,0.988,6.961,13,True,103,927,13,13,4,0.308,5.087,13,10.1,13,0.35,0.029,6.961,0.874,4,2.489,1.711,1.711,13,13,0.126,0.126,0,1,1,2,front_loaded_flat,13>12>11>10>9>11>10>9>8>8>9>8>9>8>8>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,41,41,LowLeak,292,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09.asset,refresh,dense,Recovery,Recovery,14,28,62,382,0,0.974,0.974,6.161,9,True,62,530,13,13,7,0.538,8.226,13,11.6,13,0.177,0.016,6.161,0.79,3,2.478,1.755,1.755,13,13,0.21,0.21,0,0,0,1,front_loaded_flat,13>12>12>13>12>11>12>11>10>10>10>10>10>10>10>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,42,42,LowLeak,397,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_04_12_direct_normal_pure_rect_dense_weave_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_12_direct_normal_pure_rect_dense_weave_g7_v02.asset,refresh,dense,Normal,Normal,19,33,80,618,0,0.986,0.986,7.725,13,True,80,764,18,18,8,0.444,9.925,18,16,18,0.238,0.013,7.725,0.775,4,3.405,1.887,1.887,18,18,0.225,0.225,0,0,0,1,front_loaded_flat,18>17>17>18>17>16>15>15>14>13>15>14>14>14>13>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,43,43,LowLeak,301,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb05_17_large_sunglasses,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L043_sunglasses_large.asset,refresh,shape_magic,Novelty,Shape,35,27,80,648,0,0.686,0.686,8.1,17,True,80,815,14,14,7,0.5,7.763,15,14.2,15,0.275,0.025,8.1,0.825,5,3.915,1.758,1.758,14,14,0.175,0.175,9,0,0,0,front_loaded_flat,14>15>14>13>14>15>14>14>15>14>13>13>12>11>11>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,44,44,Ok,242,0,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_pure_normal_extra_01_07_direct_normal_pure_extra_rect_quasi_symmetry_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_07_direct_normal_pure_extra_rect_quasi_symmetry_g15_v01.asset,normal,section,Hard,Pressure,20,32,86,628,0,0.981,0.981,7.302,13,True,86,827,12,12,3,0.25,6,12,9.1,12,0.36,0.058,7.302,0.86,4,2.501,1.865,1.865,12,12,0.14,0.14,0,1,0,3,front_loaded_flat,12>11>12>11>10>9>8>7>6>5>4>6>5>5>6>6>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,45,45,LowLeak,348,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_05_03_direct_normal_pure_rect_lock_buckle_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_03_direct_normal_pure_rect_lock_buckle_g9_v04.asset,refresh,lock,Recovery,Recovery,19,32,74,592,0,0.974,0.974,8,13,True,74,743,15,15,10,0.667,7.878,15,12.3,15,0.216,0.014,8,0.797,4,3.491,1.746,1.746,15,15,0.203,0.203,0,0,0,1,front_loaded_flat,15>14>13>14>13>12>12>11>10>9>8>8>11>11>11>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,46,46,Ok,219,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,hole_candidate_017_std_20x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset,normal,hole_rescue,Mechanic,HoleRescue,20,26,43,437,72,0.84,0.975,10.163,21,True,43,585,9,9,6,0.667,7.023,10,7.3,9,0.326,0.07,10.163,0.791,4,2.492,1.735,1.735,9,9,0.209,0.209,0,4,1,1,wide_open,9>8>9>8>7>7>6>6>6>7>10>9>9>9>8>7>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,47,47,LowLeak,430,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_diff120_82_direct_diff_hard_room_gate_double_room_lock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_82_direct_diff_hard_room_gate_double_room_lock_g0_v01.asset,normal,lock,VeryHard,Peak,24,40,117,940,0,0.979,0.979,8.034,15,True,117,1124,17,17,9,0.529,10.821,20,19,20,0.35,0.009,8.034,0.855,4,4.609,1.56,1.56,17,17,0.145,0.145,0,4,1,2,front_loaded_flat,17>20>19>19>18>20>20>19>18>20>19>19>20>19>18>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,48,48,LowLeak,443,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb02_15_large_kite,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L048_kite_large.asset,refresh,shape_magic,Novelty,Shape,34,49,78,623,0,0.374,0.374,7.987,16,True,78,761,19,19,7,0.368,13.449,21,17.4,19,0.321,0.013,7.987,0.756,4,6.116,1.847,1.847,19,19,0.244,0.244,19,0,0,0,front_loaded_flat,19>18>17>17>16>17>17>16>19>18>19>19>19>18>20>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,49,49,Ok,248,0,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_normal_extra_01_23_direct_normal_pure_extra_rect_quasi_symmetry_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_23_direct_normal_pure_extra_rect_quasi_symmetry_g17_v03.asset,normal,section,Hard,Pressure,20,34,89,669,0,0.984,0.984,7.517,13,True,89,855,13,13,4,0.308,6.101,13,11.4,13,0.281,0.022,7.517,0.854,4,2.678,1.632,1.632,13,13,0.146,0.146,0,0,0,1,front_loaded_flat,13>12>12>12>11>11>12>11>10>10>9>9>8>9>8>7>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,50,50,LowLeak,282,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,nomask_style_expansion_35_zig_river_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_35_zig_river_tall.asset,refresh,sweep,Recovery,Recovery,18,30,67,527,0,0.976,0.976,7.866,57,True,67,692,12,12,5,0.417,8.075,12,9.4,12,0.254,0.015,7.866,0.821,6,2.979,1.764,1.764,12,12,0.179,0.179,0,0,0,3,front_loaded_flat,12>11>10>11>10>10>9>8>7>6>5>5>5>5>4>6>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,51,51,MediumLeak,491,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07.asset,refresh,maze,Recovery,Recovery,18,34,85,589,0,0.962,0.962,6.929,13,True,85,717,22,22,11,0.5,10.682,22,19.4,22,0.306,0.082,6.929,0.741,4,6.314,1.683,1.683,22,22,0.259,0.259,0,2,2,3,front_loaded_flat,22>21>21>20>20>19>18>18>18>17>17>20>20>20>19>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,52,52,LowLeak,389,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09.asset,refresh,lock,Hard,Pressure,22,31,87,666,0,0.977,0.977,7.655,13,True,87,815,18,18,7,0.389,9.172,19,17.4,19,0.184,0.011,7.655,0.793,5,3.919,1.754,1.754,18,18,0.207,0.207,0,0,0,0,front_loaded_flat,18>19>18>18>17>18>17>17>16>16>15>14>13>13>13>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,53,53,Ok,78,0,BoundaryLeak|DirectEscapeLeak|TooManyGoodOpeners,redirect_outer_heads,r2_outer_strong_005_r2_006_a401_maskonlyb09_38_compact_camera,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L053_camera_compact.asset,normal,shape_space,Novelty,Shape,36,29,75,809,0,0.775,0.775,10.787,24,True,75,1109,6,6,4,0.667,6.787,12,7.2,8,0.333,0.013,10.787,0.92,5,2.467,1.667,1.667,6,6,0.08,0.08,5,0,0,0,controlled,6>8>7>7>7>7>7>7>8>8>7>9>9>9>8>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,54,54,Ok,120,0,BoundaryLeak|DirectEscapeLeak|TooManyGoodOpeners,redirect_outer_heads,hole_topup_001_topup_tall_18x26_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset,normal,hole_rescue,Mechanic,HoleRescue,18,26,43,388,72,0.829,0.98,9.023,18,True,43,565,7,7,6,0.857,7.488,11,7.1,10,0.302,0.023,9.023,0.837,5,2.537,1.806,1.806,7,7,0.163,0.163,0,2,1,1,wide_open,7>6>6>6>6>5>6>10>10>9>9>8>9>9>8>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,55,55,MediumLeak,465,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02.asset,normal,section,Normal,Normal,20,35,94,684,0,0.977,0.977,7.277,13,True,94,832,20,20,9,0.45,12.489,22,20.3,22,0.213,0.032,7.277,0.787,4,5.779,1.797,1.797,20,20,0.213,0.213,0,0,0,0,front_loaded_flat,20>22>21>21>20>21>20>20>19>19>18>18>17>17>18>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,56,56,LowLeak,389,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset,refresh,dense,Hard,Pressure,22,34,96,734,0,0.981,0.981,7.646,13,True,96,891,18,18,8,0.444,8.063,18,16.4,18,0.271,0.01,7.646,0.813,3,3.826,1.692,1.692,18,18,0.188,0.188,0,0,0,2,front_loaded_flat,18>18>17>17>16>16>16>16>15>15>14>13>13>12>12>12>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,57,57,LowLeak,345,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset,refresh,section,Normal,Normal,18,34,84,601,0,0.982,0.982,7.155,13,True,84,764,15,15,5,0.333,8.024,16,14.3,16,0.321,0.012,7.155,0.821,4,3.423,1.71,1.71,15,15,0.179,0.179,0,1,1,2,front_loaded_flat,15>14>16>15>15>15>14>13>13>13>12>12>13>12>12>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,58,58,LowLeak,413,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb04_06_main_bicycle,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L058_bicycle_main.asset,normal,shape_symbol,Novelty,Shape,42,34,108,743,0,0.52,0.52,6.88,13,True,108,915,18,18,7,0.389,10.815,21,19.6,21,0.435,0.028,6.88,0.833,4,6.635,1.733,1.733,18,18,0.167,0.167,18,0,0,0,front_loaded_flat,18>19>21>20>20>20>21>20>19>18>18>18>18>19>18>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,59,59,LowLeak,268,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset,refresh,lock,VeryHard,Peak,18,38,89,672,0,0.982,0.982,7.551,13,True,89,850,14,14,4,0.286,6.213,14,10.8,14,0.236,0.034,7.551,0.843,4,2.737,1.693,1.693,14,14,0.157,0.157,0,1,1,1,front_loaded_flat,14>14>13>12>11>10>9>8>8>9>10>10>9>8>9>9>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,60,60,MediumLeak,457,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,nomask_style_06_stair_ladder,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset,refresh,section,Recovery,Recovery,16,24,59,370,0,0.964,0.964,6.271,11,True,59,484,18,18,9,0.5,10.068,19,18,19,0.305,0.051,6.271,0.695,3,5.796,1.61,1.61,18,18,0.305,0.305,0,5,2,3,front_loaded_flat,18>18>18>18>18>17>17>19>19>18>18>17>17>16>16>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,61,61,LowLeak,284,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_candidate_057_tall_18x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset,normal,hole_rescue,Mechanic,HoleRescue,18,26,43,386,72,0.825,0.975,8.977,18,True,43,513,12,12,5,0.417,8.698,14,11.9,14,0.279,0.023,8.977,0.721,4,3.98,1.839,1.839,12,12,0.279,0.279,0,2,0,0,front_loaded_flat,12>12>14>13>12>12>11>10>12>11>11>11>11>10>10>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,62,62,LowLeak,361,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset,refresh,dense,Normal,Normal,17,24,63,394,0,0.966,0.966,6.254,9,True,63,520,17,17,12,0.706,6.27,17,12.8,17,0.254,0.032,6.254,0.73,3,3.768,1.739,1.739,17,17,0.27,0.27,0,0,0,2,front_loaded_flat,17>16>15>14>13>12>11>11>10>9>8>7>6>6>5>6>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,63,63,LowLeak,394,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb03_03_main_sailboat,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L063_maskonlyb03_03_main_sailboat_20260614_200052.asset,shape,shape_nature,Novelty,Shape,38,38,72,508,0,0.352,0.352,7.056,13,True,72,640,17,17,7,0.412,11.125,18,16.6,18,0.236,0.042,7.056,0.764,4,4.45,1.582,1.582,17,17,0.236,0.236,17,0,0,0,front_loaded_flat,17>17>17>17>18>17>16>16>16>15>14>14>15>15>17>17>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,64,64,LowLeak,298,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,nomask_style_expansion_20_long_corridor_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset,refresh,maze,Normal,Normal,20,28,66,551,0,0.984,0.984,8.348,17,True,66,701,15,15,4,0.267,11.439,17,15.4,17,0.227,0.015,8.348,0.773,5,3.322,2.059,2.059,15,15,0.227,0.227,0,1,0,0,front_loaded_flat,15>16>15>15>15>14>16>17>16>15>14>13>12>12>12>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,65,65,LowLeak,414,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_23_direct_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset,normal,lock,Hard,Pressure,22,37,104,803,0,0.986,0.986,7.721,13,True,104,968,18,18,13,0.722,9.99,18,15.4,18,0.288,0.01,7.721,0.827,4,2.844,1.663,1.663,18,18,0.173,0.173,0,0,0,0,front_loaded_flat,18>17>16>16>15>14>14>13>16>15>14>13>12>11>10>10>...,
