order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
73,Shape,Novelty,D_visual_middle,normal,shape_symbol,Symbol,90,256,13,11.18,10.8,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,shape:Symbol:letters-symbols:symbol:procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
74,Normal,Normal,D_visual_middle,normal,section,section_unlock,119,139,22,13.71,475,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,direct_polish:section_unlock:g2,ok|yellow_replacement:GrindyLowClear,ok
75,Pressure,Hard,D_visual_middle,normal,lock,lock_buckle,105,173.6,17,7.00,551,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,direct_normal:lock_buckle:g5,ok,ok
76,Recovery,Recovery,D_visual_middle,refresh,sweep,sweep,89,148,19,8.79,357,direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset,direct_normal:sweep:g8,ok|yellow_replacement:StartFakeWide,long-straight-run
77,Shape,Novelty,D_visual_middle,normal,shape_music,Music,92,259,13,11.18,11.1,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,shape:Music:stage:object:procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
78,Normal,Normal,D_visual_middle,refresh,section,dual_zone,91,167.4,13,5.74,386,direct_pure_topup_04_23_direct_normal_pure_rect_dual_zone_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_23_direct_normal_pure_rect_dual_zone_g8_v03.asset,direct_normal:dual_zone:g8,ok;rel:Recovery:Recovery,long-straight-run
79,Pressure,Hard,D_visual_middle,normal,lock,core_burst,105,158.2,12,9.64,506,direct_normal_66_direct_normal_rect_core_burst_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,direct_normal:core_burst:g0,ok;rel:Recovery:Recovery,ok
80,Normal,Normal,D_visual_middle,normal,section,section_unlock,102,167.5,19,7.46,382,direct_normal_02_direct_normal_rect_section_unlock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_02_direct_normal_rect_section_unlock_g0_v01.asset,direct_normal:section_unlock:g0,ok;rel:Recovery:Recovery,ok
81,Normal,Normal,E_early_peak,normal,dense,dense_weave,96,155.3,19,7.79,360,direct_pure_normal_extra_01_03_direct_normal_pure_extra_rect_dense_weave_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_03_direct_normal_pure_extra_rect_dense_weave_g15_v01.asset,direct_normal:dense_weave:g15,ok;rel:Normal:Normal,ok
82,HoleRescue,Mechanic,E_early_peak,normal,hole_rescue,standard_21x25_small,69,258,66,66,41.9,hole_proc_standard_21x25_small_918321_21x25_c69,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_21x25_small_918321_21x25_c69.asset,hole_procedural:standard_21x25_small,procedural_hole_standard,procedural_hole_standard
83,Shape,Novelty,E_early_peak,normal,shape_symbol,Symbol,90,260,13,11.18,10.8,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,shape:Symbol:letters-symbols:symbol:procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
84,Normal,Normal,E_early_peak,normal,maze,maze_long_chain,85,167.6,12,7.18,310,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,direct_normal:maze_long_chain:g16,ok;rel:Normal:Normal,ok
85,Recovery,Recovery,E_early_peak,normal,sweep,sweep,114,155.6,25,8.14,493,direct_normal_35_direct_normal_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_35_direct_normal_rect_sweep_g3_v04.asset,direct_normal:sweep:g3,ok;rel:Normal:Normal,ok
86,Peak,VeryHard,E_early_peak,normal,lock,core_burst,112,156.3,17,7.36,597,direct_normal_16_direct_normal_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,direct_normal:core_burst:g1,ok;rel:Normal:Normal,ok
87,Normal,Normal,E_early_peak,normal,section,section_unlock,92,178.4,15,5.96,391,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset,direct_normal:section_unlock:g16,ok;rel:Recovery:Recovery,ok
88,Shape,Novelty,E_early_peak,shape,shape_object,Art,95,246,13,11.18,0.173,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,shape:Art:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Normal
89,Recovery,Recovery,E_early_peak,normal,lock,lock_buckle,103,160.8,22,8.09,422,direct_pure_normal_extra_03_10_direct_normal_pure_extra_rect_lock_buckle_g16_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_10_direct_normal_pure_extra_rect_lock_buckle_g16_v08.asset,direct_normal:lock_buckle:g16,ok;rel:Recovery:Recovery,ok
90,Normal,Normal,E_early_peak,normal,section,dual_zone,117,146,25,10.47,487,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01.asset,direct_polish:dual_zone:g0,ok|yellow_replacement:GrindyLowClear,ok
91,Recovery,Recovery,A_peak9,normal,maze,maze_long_chain,111,138.9,20,10.94,473,direct_normal_80_direct_normal_rect_maze_long_chain_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_80_direct_normal_rect_maze_long_chain_g1_v08.asset,direct_normal:maze_long_chain:g1,ok;rel:Normal:Normal,ok
92,Normal,Normal,A_peak9,normal,lock,core_burst,103,148.5,23,8.34,515,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01.asset,direct_normal:core_burst:g6,ok;rel:Normal:Normal,ok
93,Shape,Novelty,A_peak9,normal,shape_symbol,Symbol,91,255,13,11.18,11,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,shape:Symbol:letters-symbols:symbol:procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
94,Pressure,Hard,A_peak9,normal,section,section_unlock,111,152.7,18,8.79,596,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset,direct_normal:section_unlock:g1,ok;rel:Normal:Normal,ok
95,Recovery,Recovery,A_peak9,normal,sweep,sweep,102,157.9,18,9.36,338,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset,direct_normal:sweep:g9,ok;rel:Recovery:Recovery,ok
96,Normal,Normal,A_peak9,normal,dense,dense_weave,87,174.9,16,5.85,347,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,direct_normal:dense_weave:g16,ok;rel:Recovery:Recovery,ok
97,Shape,Novelty,A_peak9,normal,shape_music,Music,94,253,13,11.18,11.4,r2_outer_strong_005_r2_006_a401_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset,shape:Music:stage:object:procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,Normal
98,Pressure,Hard,A_peak9,normal,section,dual_zone,107,151.6,17,8.27,567,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,direct_normal:dual_zone:g0,ok;rel:Normal:Normal,ok
99,Peak,VeryHard,A_peak9,normal,lock,core_burst,108,169.3,16,6.87,522,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset,direct_normal:core_burst:g10,ok;rel:Normal:Normal,ok
100,Normal,Normal,A_peak9,normal,section,quasi_symmetry,112,153.8,22,9.50,456,direct_normal_79_direct_normal_rect_quasi_symmetry_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_79_direct_normal_rect_quasi_symmetry_g1_v08.asset,direct_normal:quasi_symmetry:g1,ok;rel:Normal:Normal,ok
101,Recovery,Recovery,F_chapter_breath,normal,sweep,sweep,105,141.1,18,7.80,451,direct_normal_45_direct_normal_rect_sweep_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_45_direct_normal_rect_sweep_g4_v05.asset,direct_normal:sweep:g4,ok;rel:Normal:Normal,ok
102,Normal,Normal,F_chapter_breath,refresh,maze,maze_long_chain,100,134.5,18,8.63,373,direct_normal_30_direct_normal_rect_maze_long_chain_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_30_direct_normal_rect_maze_long_chain_g2_v03.asset,direct_normal:maze_long_chain:g2,ok,long-straight-run
103,Shape,Novelty,F_chapter_breath,normal,shape_symbol,Symbol,92,263,13,11.18,11.1,r2_outer_strong_005_r2_006_a401_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset,shape:Symbol:letters-symbols:symbol:procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450,rel:Normal:ShapeNormal:Shape:Symbol:letters-symbols:symbol:main,Normal
104,Pressure,Hard,F_chapter_breath,normal,lock,lock_buckle,113,152.1,19,7.61,644,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_103_direct_normal_rect_lock_buckle_g4_v11.asset,direct_normal:lock_buckle:g4,ok;rel:Normal:Normal,ok
105,Normal,Normal,F_chapter_breath,refresh,dense,direct_pure_topup_06_09_direct_n,94,162.0,18,7.11,391,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,asset:direct_pure_topup_06_09_direct_n,ok;rel:Recovery:Recovery,ok
106,Peak,VeryHard,F_chapter_breath,normal,section,quasi_symmetry,108,175.3,17,6.79,665,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03.asset,direct_normal:quasi_symmetry:g2,ok;swapped-from-front40,ok
107,Recovery,Recovery,F_chapter_breath,normal,section,stair_push,101,146,20,10.98,380,direct_normal_68_direct_normal_rect_stair_push_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_68_direct_normal_rect_stair_push_g0_v07.asset,direct_normal:stair_push:g0,ok|yellow_replacement:StartFakeWide,ok
108,Shape,Novelty,F_chapter_breath,shape,shape_ocean,Ocean,93,264,13,11.18,0.169,r2_outer_strong_005_r2_006_a401_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset,shape:Ocean:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Normal
109,Normal,Normal,F_chapter_breath,refresh,lock,core_burst,95,157.9,18,7.31,376,direct_pure_topup_05_06_direct_normal_pure_rect_core_burst_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_06_direct_normal_pure_rect_core_burst_g9_v04.asset,direct_normal:core_burst:g9,ok;rel:Recovery:Recovery,ok
110,Normal,Normal,F_chapter_breath,refresh,section,section_unlock,100,160.4,13,8.63,404,direct_normal_142_direct_normal_rect_section_unlock_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_142_direct_normal_rect_section_unlock_g2_v15.asset,direct_normal:section_unlock:g2,ok;rel:Recovery:Recovery,ok
111,Recovery,Recovery,B_peak7_end_calm,normal,dense,dense_weave,107,160.5,22,9.07,500,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_134_direct_normal_rect_dense_weave_g1_v14.asset,direct_normal:dense_weave:g1,ok;rel:Normal:Normal,ok
112,Normal,Normal,B_peak7_end_calm,normal,section,quasi_symmetry,114,148,19,11.95,463,direct_polish_clean_16_direct_polish_normal_rect_quasi_symmetry_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_16_direct_polish_normal_rect_quasi_symmetry_g1_v02.asset,direct_polish:quasi_symmetry:g1,ok|yellow_replacement:GrindyLowClear,ok
113,Shape,Novelty,B_peak7_end_calm,normal,shape_symbol,Symbol,93,263,13,11.18,11.3,r2_outer_strong_005_r2_006_a401_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset,shape:Symbol:letters-symbols:symbol:procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702,rel:Hard:ShapePressure:Shape:Symbol:letters-symbols:symbol:main,Normal
114,Pressure,Hard,B_peak7_end_calm,normal,lock,lock_buckle,114,156.9,17,8.25,566,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset,direct_normal:lock_buckle:g8,ok;rel:Normal:Normal,ok
115,Recovery,Recovery,B_peak7_end_calm,normal,sweep,sweep,104,152.6,18,8.23,521,direct_normal_55_direct_normal_rect_sweep_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,direct_normal:sweep:g5,ok;rel:Normal:Normal,ok
116,Normal,Normal,B_peak7_end_calm,normal,section,stair_push,106,153.8,20,8.77,524,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01.asset,direct_normal:stair_push:g6,ok;rel:Recovery:Recovery,ok
117,HoleRescue,Mechanic,B_peak7_end_calm,normal,hole_rescue,standard_22x26_mid,74,262,68,68,44.3,hole_proc_standard_22x26_mid_918849_22x26_c74,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_22x26_mid_918849_22x26_c74.asset,hole_procedural:standard_22x26_mid,procedural_hole_standard,procedural_hole_standard
118,Shape,Novelty,B_peak7_end_calm,shape,shape_magic,Magic,98,258,14,12.04,0.17,r2_outer_strong_005_r2_006_a401_procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341.asset,shape:Magic:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Normal
119,Pressure,Hard,B_peak7_end_calm,normal,lock,core_burst,114,165.4,18,7.69,531,direct_normal_86_direct_normal_rect_core_burst_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_86_direct_normal_rect_core_burst_g2_v09.asset,direct_normal:core_burst:g2,ok;rel:Normal:Normal,ok
120,Recovery,Recovery,B_peak7_end_calm,normal,maze,maze_long_chain,103,154.0,20,8.75,387,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset,direct_normal:maze_long_chain:g15,ok;rel:Normal:Normal,ok
121,Recovery,Recovery,C_double_wave,normal,sweep,direct_normal_131_direct_normal_,111,142.4,16,10.79,534,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset,asset:direct_normal_131_direct_normal_,ok,ok
122,Pressure,Hard,C_double_wave,refresh,lock,lock_buckle,100,154,16,7.74,462,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,direct_normal:lock_buckle:g10,ok|yellow_replacement:GrindyLowClear,ok
123,Shape,Novelty,C_double_wave,normal,shape_ocean,Ocean,96,251,13,11.18,11.7,r2_outer_strong_005_r2_006_a401_procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall_20260611_111459.asset,shape:Ocean:sea-creature:creature:procmask_99_long_maskproceduralvertical_30x44-maindistinctjellyfishtall_20260611_111459,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:main,Normal
124,Recovery,Recovery,C_double_wave,normal,section,quasi_symmetry,113,151.6,24,7.97,472,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,direct_normal:quasi_symmetry:g2,ok;rel:Normal:Normal,ok
