order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,slotRole,relativeDifficulty,template,styleKey,pressureScore
61,normal,54,hole_rescue,255,hole_proc_standard_20x24_small_917275_20x24_c65,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_20x24_small_917275_20x24_c65.asset,hole_procedural_candidates,20,24,65,0.85,,64,64,,39.8,hole_procedural:standard_20x24_small,procedural_hole_standard,True,255,procedural_hole_standard,HoleRescue,Mechanic,D_visual_middle,standard_20x24_small,-92.5
62,refresh,21,dense,180.6,direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset,direct_pure_topup_slice02_candidates,17,24,63,0.966,1.000,17,6.27,10,136,asset:direct_pure_topup_02_01_direct_r,ok,True,184.5,ok,Normal,Normal,D_visual_middle,direct_pure_topup_02_01_direct_r,65.2
63,shape,110,shape_nature,243,r2_outer_strong_005_r2_006_a401_procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_123_long_maskproceduralvertical_32x42-mainleaf09tall_20260611_111828.asset,shape_final_with_supplement,32,42,90,0.545,,13,11.18,,0.162,shape:Nature:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,243,Normal,Shape,Novelty,D_visual_middle,Nature,95.4
64,refresh,0,maze,139.4,nomask_style_expansion_20_long_corridor_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset,no_mask_style_expansion_preview,20,28,66,0.984,1.000,15,11.44,14,200,motif:long_corridor,ok,True,186.5,long-straight-run,Normal,Normal,D_visual_middle,long_corridor,56.5
65,normal,144,lock,156.6,direct_normal_23_direct_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset,direct_normal_candidates,22,37,104,0.986,1.000,18,9.99,25,508,direct_normal:lock_buckle:g2,ok,True,191.3,ok,Pressure,Hard,D_visual_middle,lock_buckle,106.8
66,refresh,0,sweep,148.0,direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset,direct_pure_topup_slice04_candidates,18,37,89,0.979,1.000,19,8.79,18,357,direct_normal:sweep:g8,ok,True,188.8,long-straight-run,Recovery,Recovery,D_visual_middle,sweep,85.7
67,normal,19,shape_symbol,249,r2_outer_strong_005_r2_006_a401_procmask_19_onion_maskproceduralvertical_30x40-mainstartall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510.asset,shape_final_with_supplement,30,40,86,0.97,,12,10.32,,10.9,shape:Symbol:letters-symbols:symbol:procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,249,Normal,Shape,Novelty,D_visual_middle,Symbol,95.8
68,refresh,41,lock,172.8,direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset,direct_pure_topup_slice03_candidates,15,25,59,0.981,0.987,15,7.68,12,150,direct_refresh:core_burst:g1,ok,True,184.8,ok,Normal,Normal,D_visual_middle,core_burst,60.5
69,refresh,0,section,128.6,direct_normal_48_direct_normal_rect_stair_push_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset,direct_normal_candidates,22,35,100,0.987,0.991,18,6.86,23,557,direct_normal:stair_push:g4,ok,True,190.4,ok,Pressure,Hard,D_visual_middle,stair_push,105.1
70,normal,0,section,130.6,direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_139_direct_normal_rect_quasi_symmetry_g1_v14.asset,direct_normal_candidates,21,36,103,0.980,0.991,19,14.17,18,364,direct_normal:quasi_symmetry:g1,ok,True,190.2,ok,Normal,Normal,D_visual_middle,quasi_symmetry,87.1
71,refresh,5,dense,191.9,direct_pure_topup_03_09_direct_refresh_topup_rect_outer_shell_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_09_direct_refresh_topup_rect_outer_shell_g1_v08.asset,direct_pure_topup_slice03_candidates,17,26,53,0.986,0.988,12,5.38,10,154,asset:direct_pure_topup_03_09_direct_r,ok,True,184.6,ok,Normal,Normal,E_early_peak,direct_pure_topup_03_09_direct_r,66.4
72,normal,200,lock,145.7,direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_66_direct_normal_topup_rect_lock_buckle_g8_v09.asset,direct_normal_topup_candidates,21,39,104,0.979,0.983,18,10.39,21,447,direct_normal:lock_buckle:g8,ok,True,189.8,ok,Pressure,Hard,E_early_peak,lock_buckle,102.0
73,normal,90,shape_symbol,256,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,shape_final_with_supplement,28,42,90,0.98,,13,11.18,,10.8,shape:Symbol:letters-symbols:symbol:procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,256,Normal,Shape,Novelty,E_early_peak,Symbol,98.1
74,normal,155,section,155.5,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,direct_pure_normal_extra_slice01_candidates,18,36,87,0.991,0.990,17,9.07,16,411,direct_normal:dual_zone:g17,ok,True,189.2,ok,Normal,Normal,E_early_peak,dual_zone,89.2
75,normal,207,sweep,142.7,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,direct_normal_candidates,20,38,103,0.982,1.000,21,9.58,18,421,asset:direct_normal_121_direct_normal_,ok,True,190.7,ok,Recovery,Recovery,E_early_peak,direct_normal_121_direct_normal_,96.8
76,normal,92,section,165.1,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,direct_pure_normal_extra_slice02_candidates,21,34,94,0.985,1.000,16,8.69,13,478,direct_normal:stair_push:g18,ok,True,189.9,ok,Peak,VeryHard,E_early_peak,stair_push,102.4
77,refresh,29,lock,177.7,nomask_style_expansion_33_double_room_lock_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_33_double_room_lock_tall.asset,no_mask_style_expansion_preview,18,29,48,0.989,1.000,9,5.92,8,112,motif:double_room_lock,ok,True,176.4,long-straight-run,Normal,Normal,E_early_peak,double_room_lock,60.6
78,normal,93,shape_music,259,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,shape_final_with_supplement,28,42,92,0.981,,13,11.18,,11.1,shape:Music:stage:object:procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,259,Normal,Shape,Novelty,E_early_peak,Music,100.7
79,refresh,0,maze,153.2,nomask_style_expansion_19_long_corridor_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_19_long_corridor_a.asset,no_mask_style_expansion_preview,19,27,58,0.982,0.977,19,8.38,12,144,motif:long_corridor,ok,True,184.4,long-straight-run,Recovery,Recovery,E_early_peak,long_corridor,48.9
80,refresh,90,section,161.3,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,direct_pure_topup_slice06_candidates,22,32,89,0.979,0.990,19,6.51,20,303,direct_normal:section_unlock:g6,ok,True,188.3,long-straight-run,Normal,Normal,E_early_peak,section_unlock,90.3
81,refresh,120,sweep,154.9,nomask_style_expansion_04_snake_spine_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_04_snake_spine_a.asset,no_mask_style_expansion_preview,16,24,46,0.990,0.987,15,10.22,6,68,motif:snake_spine,ok,True,184.0,ok,Recovery,Recovery,A_peak9,snake_spine,36.9
82,normal,59,hole_rescue,258,hole_proc_standard_21x25_small_918321_21x25_c69,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_21x25_small_918321_21x25_c69.asset,hole_procedural_candidates,21,25,69,0.863,,66,66,,41.9,hole_procedural:standard_21x25_small,procedural_hole_standard,True,258,procedural_hole_standard,HoleRescue,Mechanic,A_peak9,standard_21x25_small,-94.3
83,normal,11,shape_symbol,255,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,shape_final_with_supplement,30,40,91,0.984,,13,11.18,,11,shape:Symbol:letters-symbols:symbol:procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,255,Normal,Shape,Novelty,A_peak9,Symbol,99.0
84,normal,151,lock,156.0,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,21,32,88,0.990,1.000,18,7.61,19,392,direct_normal:core_burst:g15,ok,True,189.6,ok,Pressure,Hard,A_peak9,core_burst,90.9
85,refresh,0,maze,135.8,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,direct_pure_topup_slice04_candidates,20,36,92,0.986,0.972,20,10.75,17,413,direct_normal:maze_long_chain:g6,ok,True,188.5,ok,Recovery,Recovery,A_peak9,maze_long_chain,83.5
86,refresh,13,dense,182.5,direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_17_direct_refresh_topup_rect_outer_shell_g2_v03.asset,direct_pure_topup_slice01_candidates,16,28,55,0.987,1.000,10,5.82,13,163,asset:direct_pure_topup_01_17_direct_r,ok,True,185.4,ok,Normal,Normal,A_peak9,direct_pure_topup_01_17_direct_r,69.1
87,shape,42,shape_object,246,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,shape_final_with_supplement,30,40,95,0.718,,13,11.18,,0.173,shape:Art:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,246,Normal,Shape,Novelty,A_peak9,Art,101.0
88,normal,190,section,149.4,direct_normal_28_direct_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_28_direct_normal_rect_stair_push_g2_v03.asset,direct_normal_candidates,20,38,101,0.982,0.982,18,9.58,26,507,direct_normal:stair_push:g2,ok,True,189.7,ok,Pressure,Hard,A_peak9,stair_push,103.2
89,refresh,0,lock,154.1,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,direct_normal_topup_candidates,21,34,100,0.980,0.981,16,7.74,19,462,direct_normal:lock_buckle:g10,ok,True,189.4,ok,Peak,VeryHard,A_peak9,lock_buckle,107.6
90,refresh,0,section,136.8,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,direct_pure_topup_slice04_candidates,22,34,98,0.987,1.000,19,9.64,21,396,direct_normal:dual_zone:g7,ok,True,190.6,ok,Normal,Normal,A_peak9,dual_zone,92.5
91,refresh,0,maze,154.7,nomask_style_expansion_21_long_corridor_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_21_long_corridor_mid.asset,no_mask_style_expansion_preview,20,29,66,0.988,0.979,16,7.55,14,219,motif:long_corridor,ok,True,185.9,long-straight-run,Recovery,Recovery,F_chapter_breath,long_corridor,65.5
92,refresh,10,lock,184.7,nomask_style_expansion_30_vertical_gate_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_30_vertical_gate_a.asset,no_mask_style_expansion_preview,16,25,48,0.983,0.987,8,5.08,10,145,motif:vertical_gate,ok,True,177.6,long-straight-run,Normal,Normal,F_chapter_breath,vertical_gate,66.0
93,normal,13,shape_symbol,263,r2_outer_strong_005_r2_006_a401_procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450.asset,shape_final_with_supplement,28,42,92,0.974,,13,11.18,,11.1,shape:Symbol:letters-symbols:symbol:procmask_13_onion_maskproceduralvertical_28x42-mainlightningtall_20260611_110450,rel:Normal:ShapeNormal:Shape:Symbol:letters-symbols:symbol:main,True,263,Normal,Shape,Novelty,F_chapter_breath,Symbol,101.4
94,normal,0,section,142.7,direct_normal_112_direct_normal_rect_section_unlock_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_112_direct_normal_rect_section_unlock_g5_v12.asset,direct_normal_candidates,21,39,107,0.988,0.991,18,10.51,20,560,direct_normal:section_unlock:g5,ok,True,191.4,ok,Pressure,Hard,F_chapter_breath,section_unlock,108.2
95,refresh,45,dense,172.1,direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04.asset,direct_pure_topup_slice02_candidates,15,27,61,0.965,0.988,10,7.56,13,157,direct_refresh:dense_weave:g3,ok,True,183.6,ok,Normal,Normal,F_chapter_breath,dense_weave,69.9
96,normal,96,section,164.1,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,direct_normal_topup_candidates,23,37,110,0.987,1.000,15,8.71,22,644,direct_normal:dual_zone:g7,ok,True,192.0,ok,Peak,VeryHard,F_chapter_breath,dual_zone,125.4
97,normal,134,sweep,157.9,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset,direct_pure_topup_slice05_candidates,21,38,102,0.984,0.991,18,9.36,26,338,direct_normal:sweep:g9,ok,True,190.4,ok,Recovery,Recovery,F_chapter_breath,sweep,100.2
98,normal,45,shape_music,253,r2_outer_strong_005_r2_006_a401_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset,shape_final_with_supplement,28,42,94,0.987,,13,11.18,,11.4,shape:Music:stage:object:procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,253,Normal,Shape,Novelty,F_chapter_breath,Music,101.6
99,normal,0,section,131.5,direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01.asset,direct_normal_topup_candidates,22,34,101,0.984,1.000,18,12.19,18,464,direct_normal:quasi_symmetry:g6,ok,True,190.7,ok,Normal,Normal,F_chapter_breath,quasi_symmetry,93.8
100,refresh,18,lock,181.0,direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_11_direct_refresh_topup_rect_lock_buckle_g1_v02.asset,direct_pure_topup_slice01_candidates,15,28,51,0.988,0.976,9,6.71,11,160,direct_refresh:lock_buckle:g1,ok,True,184.0,ok,Normal,Normal,F_chapter_breath,lock_buckle,64.5
101,refresh,0,sweep,143.5,nomask_style_expansion_18_zig_river_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_18_zig_river_mid.asset,no_mask_style_expansion_preview,20,29,69,0.983,0.989,13,11.91,14,223,motif:zig_river,ok,True,186.2,long-straight-run,Recovery,Recovery,B_peak7_end_calm,zig_river,63.0
102,refresh,79,dense,164.1,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset,direct_pure_topup_slice01_candidates,15,26,57,0.969,0.962,5,7.79,15,164,asset:direct_pure_topup_01_09_direct_r,ok,True,182.3,ok,Normal,Normal,B_peak7_end_calm,direct_pure_topup_01_09_direct_r,71.3
103,shape,74,shape_ocean,264,r2_outer_strong_005_r2_006_a401_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset,shape_final_with_supplement,30,42,93,0.513,,13,11.18,,0.169,shape:Ocean:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,264,Normal,Shape,Novelty,B_peak7_end_calm,Ocean,102.2
104,normal,61,lock,169.2,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,direct_normal_topup_candidates,21,36,102,0.988,0.991,17,6.80,24,552,direct_normal:core_burst:g8,ok,True,190.8,ok,Pressure,Hard,B_peak7_end_calm,core_burst,115.7
105,normal,220,maze,135.5,direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_60_direct_normal_rect_maze_long_chain_g5_v06.asset,direct_normal_candidates,23,37,108,0.987,0.991,27,11.58,20,478,direct_normal:maze_long_chain:g5,ok,True,191.4,ok,Recovery,Recovery,B_peak7_end_calm,maze_long_chain,90.5
106,refresh,0,section,148.0,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset,direct_pure_topup_slice05_candidates,18,36,86,0.989,1.000,14,7.38,21,415,direct_normal:dual_zone:g9,ok,True,189.3,long-straight-run,Normal,Normal,B_peak7_end_calm,dual_zone,94.3
107,normal,46,lock,173.6,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,direct_normal_candidates,21,36,105,0.983,1.000,17,7.00,20,551,direct_normal:lock_buckle:g5,ok,True,191.1,ok,Peak,VeryHard,B_peak7_end_calm,lock_buckle,119.1
108,normal,106,shape_symbol,263,r2_outer_strong_005_r2_006_a401_procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702.asset,shape_final_with_supplement,28,42,93,0.985,,13,11.18,,11.3,shape:Symbol:letters-symbols:symbol:procmask_qd_108_onion_maskproceduralvertical_28x42-maindistinctdigit2tall_20260611_115702,rel:Hard:ShapePressure:Shape:Symbol:letters-symbols:symbol:main,True,263,Normal,Shape,Novelty,B_peak7_end_calm,Symbol,102.4
