rank,selected,selectRank,selectStatus,bucket,type,score,levelId,path,packs,width,height,chains,tiles,coverage,aspect,outer1,outer2,maxOuterEmptyRun,holeScore,localEmpty8,centerEmpty,openers,avgChoices,minChoices,maxChoices,unlockBursts,maxUnlockBurst,keyLockSteps,firstOuter,lastOuter,endingShort,avgChain,maxChain,regionSwitches,dependencyBlocks,dependencyCycles,dependencyLayerStuck,dependencyMaxRayBlockers,edgeShort,edgeLong,maxEdgeRun,families,qualityFlags,portableValid,portableSolved,portableOpeners,portableScore,portableQuality,details
48,1,48,selected,refresh,section,170.2,nomask_style_expansion_28_four_pockets_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_28_four_pockets_a.asset,no_mask_style_expansion_preview,17,24,51,399,0.978,0.708,1.000,0.980,0,12.3,0.063,0.021,14,7.22,1,15,9,3,1,0.923,0.538,0.273,7.82,13,31,152,0,0,9,1,1,10,motif:four_pockets,ok,True,True,14,184.1,ok,type=section; play=87.3; deps=152/0/0
49,1,49,selected,refresh,section,170.2,direct_pure_topup_06_23_direct_normal_pure_rect_dual_zone_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_23_direct_normal_pure_rect_dual_zone_g8_v09.asset,direct_pure_topup_slice06_candidates,18,33,73,590,0.993,0.545,1.000,0.995,0,6.2,0.031,0.011,16,7.73,1,16,14,5,4,0.895,0.105,0.267,8.08,13,38,238,0,0,12,4,1,11,direct_normal:dual_zone:g8,ok,True,True,16,188.2,ok,type=dense; play=92.0; deps=238/0/0
50,1,50,selected,refresh,maze,170.1,direct_pure_topup_02_08_direct_refresh_topup_rect_maze_long_chain_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_08_direct_refresh_topup_rect_maze_long_chain_g3_v04.asset,direct_pure_topup_slice02_candidates,15,25,53,358,0.955,0.600,0.947,0.951,1,18.5,0.078,0.040,9,6.92,1,12,11,3,4,0.786,0.357,0.545,6.75,11,25,130,0,0,8,6,0,5,direct_refresh:maze_long_chain:g3,ok,True,True,9,179.9,ok,type=lock; play=88.7; deps=130/0/0
51,1,51,selected,refresh,section,169.9,direct_pure_topup_06_10_direct_normal_pure_rect_section_unlock_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_10_direct_normal_pure_rect_section_unlock_g7_v08.asset,direct_pure_topup_slice06_candidates,20,33,84,640,0.970,0.606,1.000,0.995,0,20.7,0.109,0.048,12,6.33,1,12,19,3,5,0.810,0.048,0.059,7.62,13,41,353,0,0,12,3,3,10,direct_normal:section_unlock:g7,ok,True,True,12,187.4,ok,type=dense; play=101.1; deps=353/0/0
52,1,52,selected,refresh,section,169.7,direct_pure_topup_03_01_direct_refresh_topup_rect_outer_shell_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_01_direct_refresh_topup_rect_outer_shell_g0_v07.asset,direct_pure_topup_slice03_candidates,16,24,56,374,0.974,0.667,0.974,0.965,1,11.3,0.047,0.040,6,7.32,1,12,11,4,3,0.643,0.500,0.583,6.68,11,32,152,0,0,8,6,0,7,asset:direct_pure_topup_03_01_direct_r,ok,True,True,6,183.2,ok,type=section; play=91.1; deps=152/0/0
53,1,53,selected,refresh,lock,169.7,direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset,direct_pure_topup_slice04_candidates,21,31,80,639,0.982,0.677,0.990,0.984,1,13.2,0.063,0.023,14,7.33,1,14,15,4,6,0.800,0.050,0.375,7.99,13,45,278,0,0,10,2,2,12,direct_normal:lock_buckle:g8,ok,True,True,14,187.5,ok,type=dense; play=93.1; deps=278/0/0
54,1,54,selected,refresh,lock,169.4,direct_pure_topup_01_06_direct_refresh_topup_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_06_direct_refresh_topup_rect_core_burst_g0_v01.asset,direct_pure_topup_slice01_candidates,16,29,58,454,0.978,0.552,0.965,0.970,1,10.9,0.047,0.020,15,7.03,1,15,11,4,1,0.933,0.400,0.333,7.83,13,28,189,0,0,10,3,1,11,direct_refresh:core_burst:g0,ok,True,True,15,183.5,ok,type=dense; play=90.7; deps=189/0/0
55,1,55,selected,refresh,maze,169.1,nomask_style_expansion_01_hui_spiral_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_01_hui_spiral_a.asset,no_mask_style_expansion_preview,16,23,30,364,0.989,0.696,0.973,0.971,1,3.7,0.016,0.000,10,6.13,1,10,5,2,0,1.000,0.875,1.000,12.13,204,22,41,0,0,6,7,0,8,motif:hui_spiral,ok,True,True,10,179.4,long-straight-run,type=maze; play=82.6; deps=41/0/0
56,1,56,selected,refresh,maze,168.9,direct_pure_topup_03_24_direct_refresh_topup_rect_maze_long_chain_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_24_direct_refresh_topup_rect_maze_long_chain_g2_v09.asset,direct_pure_topup_slice03_candidates,16,29,56,451,0.972,0.552,0.977,0.982,1,15.3,0.078,0.020,13,6.84,1,13,9,3,2,1.000,0.143,0.000,8.05,13,29,179,0,0,12,3,4,12,direct_refresh:maze_long_chain:g2,ok,True,True,13,183.2,ok,type=dense; play=100.5; deps=179/0/0
57,1,57,selected,refresh,dense,168.7,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,direct_pure_topup_slice05_candidates,18,36,90,642,0.991,0.500,1.000,0.995,0,6.7,0.031,0.014,15,6.56,1,15,20,6,5,0.826,0.087,0.333,7.13,13,55,376,0,0,14,5,3,12,direct_normal:dense_weave:g10,ok,True,True,15,190.0,ok,type=dense; play=100.2; deps=376/0/0
58,1,58,selected,refresh,dense,168.3,direct_pure_topup_01_04_direct_refresh_topup_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_04_direct_refresh_topup_rect_dense_weave_g0_v01.asset,direct_pure_topup_slice01_candidates,16,27,55,426,0.986,0.593,0.988,0.994,1,11.3,0.063,0.021,15,7.62,1,15,9,4,2,0.929,0.214,0.364,7.75,13,35,127,0,0,15,2,1,12,direct_refresh:dense_weave:g0,ok,True,True,15,184.8,ok,type=dense; play=86.8; deps=127/0/0
59,1,59,selected,refresh,lock,167.8,direct_pure_topup_03_19_direct_refresh_topup_rect_lock_buckle_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_19_direct_refresh_topup_rect_lock_buckle_g2_v09.asset,direct_pure_topup_slice03_candidates,14,24,50,327,0.973,0.583,0.958,0.971,1,17.7,0.094,0.045,11,6.14,1,11,14,3,1,0.615,0.538,0.500,6.54,11,35,134,0,0,8,9,0,5,direct_refresh:lock_buckle:g2,ok,True,True,11,181.7,ok,type=dense; play=85.7; deps=134/0/0
60,1,60,selected,refresh,sweep,167.6,direct_pure_topup_05_13_direct_normal_pure_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_13_direct_normal_pure_rect_sweep_g10_v05.asset,direct_pure_topup_slice05_candidates,19,31,79,585,0.993,0.613,1.000,1.000,0,7.9,0.047,0.020,14,7.95,1,14,18,3,5,0.900,0.000,0.375,7.41,13,45,320,0,0,11,1,1,10,direct_normal:sweep:g10,ok,True,True,14,188.9,ok,type=dense; play=88.9; deps=320/0/0
61,1,61,selected,refresh,lock,167.5,direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset,direct_pure_topup_slice04_candidates,18,38,89,672,0.982,0.474,0.991,0.981,1,12.5,0.078,0.014,14,6.21,1,14,20,4,5,0.870,0.174,0.056,7.55,13,52,455,0,0,16,2,2,11,direct_normal:lock_buckle:g7,ok,True,True,14,188.7,ok,type=dense; play=100.9; deps=455/0/0
62,1,62,selected,refresh,maze,167.5,nomask_style_01_hui_spiral,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_01_hui_spiral.asset,no_mask_style_preview,16,23,26,364,0.989,0.696,0.986,0.979,1,3.7,0.016,0.000,8,6.85,1,10,4,3,2,1.000,0.857,0.833,14.00,204,19,35,0,0,4,6,1,11,motif:hui_spiral,ok,True,True,8,175.2,long-straight-run,type=maze; play=86.7; deps=35/0/0
63,1,63,selected,refresh,section,167.4,direct_pure_topup_04_23_direct_normal_pure_rect_dual_zone_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_23_direct_normal_pure_rect_dual_zone_g8_v03.asset,direct_pure_topup_slice04_candidates,20,35,91,689,0.984,0.571,1.000,1.000,0,10.5,0.047,0.025,13,5.74,1,13,20,3,2,0.870,0.000,0.053,7.57,13,57,386,0,0,13,1,4,13,direct_normal:dual_zone:g8,ok,True,True,13,189.5,long-straight-run,type=dense; play=106.1; deps=386/0/0
64,1,64,selected,refresh,lock,167.3,direct_pure_topup_05_03_direct_normal_pure_rect_lock_buckle_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_03_direct_normal_pure_rect_lock_buckle_g9_v04.asset,direct_pure_topup_slice05_candidates,19,32,74,592,0.974,0.594,0.980,0.973,1,14.2,0.063,0.024,15,7.88,1,15,13,4,5,0.789,0.105,0.267,8.00,13,42,239,0,0,14,2,0,9,direct_normal:lock_buckle:g9,ok,True,True,15,185.6,ok,type=dense; play=87.1; deps=239/0/0
65,1,65,selected,refresh,section,167.2,nomask_style_08_four_pockets,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_08_four_pockets.asset,no_mask_style_preview,17,24,52,402,0.985,0.708,1.000,0.986,0,9.4,0.047,0.007,13,8.13,1,13,10,4,4,0.923,0.385,0.273,7.73,13,35,124,0,0,9,4,1,12,motif:four_pockets,ok,True,True,13,184.9,ok,type=dense; play=84.4; deps=124/0/0
66,1,66,selected,refresh,sweep,167.0,direct_pure_topup_01_21_direct_refresh_topup_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_21_direct_refresh_topup_rect_sweep_g2_v03.asset,direct_pure_topup_slice01_candidates,16,26,59,401,0.964,0.615,1.000,0.954,0,18.5,0.078,0.037,6,6.97,1,10,19,3,5,0.533,0.667,0.583,6.80,11,34,133,0,0,6,11,0,6,direct_refresh:sweep:g2,ok,True,True,6,183.8,ok,type=dense; play=90.9; deps=133/0/0
67,1,67,selected,refresh,maze,166.4,direct_pure_topup_03_16_direct_refresh_topup_rect_maze_long_chain_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_16_direct_refresh_topup_rect_maze_long_chain_g1_v08.asset,direct_pure_topup_slice03_candidates,15,27,58,393,0.970,0.556,0.963,0.961,1,11.2,0.047,0.007,10,6.71,1,11,14,4,4,0.667,0.400,0.250,6.78,11,32,157,0,0,10,10,0,4,direct_refresh:maze_long_chain:g1,ok,True,True,10,182.6,ok,type=section; play=84.9; deps=157/0/0
68,1,68,selected,refresh,lock,166.2,nomask_style_expansion_23_center_cross_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_23_center_cross_b.asset,no_mask_style_expansion_preview,17,24,50,400,0.980,0.708,0.949,0.966,1,10.0,0.047,0.007,15,5.74,1,15,8,3,3,1.000,0.462,0.200,8.00,13,30,134,0,0,9,2,5,12,motif:center_cross,ok,True,True,15,180.3,ok,type=dense; play=100.8; deps=134/0/0
69,1,69,selected,refresh,sweep,166.0,nomask_style_expansion_06_snake_spine_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_06_snake_spine_mid.asset,no_mask_style_expansion_preview,18,27,61,483,0.994,0.667,1.000,1.000,0,5.9,0.031,0.006,13,7.89,1,13,12,4,2,0.938,0.438,0.692,7.92,105,40,196,0,0,11,5,0,8,motif:snake_spine,ok,True,True,13,186.8,long-straight-run,type=maze; play=80.1; deps=196/0/0
70,1,70,selected,refresh,sweep,165.6,direct_pure_topup_03_13_direct_refresh_topup_rect_sweep_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_13_direct_refresh_topup_rect_sweep_g1_v08.asset,direct_pure_topup_slice03_candidates,17,24,61,399,0.978,0.708,1.000,0.980,0,14.2,0.078,0.036,9,7.69,1,15,16,3,5,0.813,0.313,0.308,6.54,11,38,172,0,0,8,10,0,6,direct_refresh:sweep:g1,ok,True,True,9,185.3,ok,type=dense; play=86.1; deps=172/0/0
71,1,71,selected,refresh,section,165.5,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset,direct_pure_topup_slice04_candidates,22,35,97,753,0.978,0.629,1.000,0.995,0,15.0,0.078,0.027,10,6.52,1,10,21,4,8,0.960,0.000,0.250,7.76,13,53,400,0,0,15,1,3,11,direct_normal:section_unlock:g7,ok,True,True,10,189.7,ok,type=dense; play=98.4; deps=400/0/0
72,1,72,selected,refresh,sweep,165.4,nomask_style_expansion_35_zig_river_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_35_zig_river_tall.asset,no_mask_style_expansion_preview,18,30,67,527,0.976,0.600,0.978,0.977,1,13.8,0.078,0.024,12,8.07,1,12,13,6,4,0.882,0.176,0.429,7.87,57,50,184,0,0,7,3,0,9,motif:zig_river,ok,True,True,12,184.9,long-straight-run,type=dense; play=79.6; deps=184/0/0
73,1,73,selected,refresh,dense,165.1,direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09.asset,direct_pure_topup_slice03_candidates,14,28,62,382,0.974,0.500,0.975,0.974,1,15.6,0.078,0.031,13,8.23,1,13,12,3,2,0.813,0.188,0.385,6.16,9,41,164,0,0,11,2,0,8,asset:direct_pure_topup_03_17_direct_r,ok,True,True,13,184.0,ok,type=dense; play=80.2; deps=164/0/0
74,1,74,selected,refresh,lock,164.9,nomask_style_expansion_11_key_door_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_11_key_door_b.asset,no_mask_style_expansion_preview,18,25,52,441,0.980,0.720,0.963,0.962,1,10.1,0.047,0.007,13,7.77,1,13,11,3,5,0.769,0.231,0.364,8.48,72,37,119,0,0,10,1,2,18,motif:key_door,ok,True,True,13,178.8,long-straight-run,type=maze; play=84.0; deps=119/0/0
75,1,75,selected,refresh,section,164.9,direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,18,33,74,584,0.983,0.545,1.000,0.989,0,11.6,0.063,0.021,6,6.09,1,13,19,4,3,0.789,0.000,0.200,7.89,13,46,300,0,0,14,0,7,13,direct_normal:quasi_symmetry:g16,ok,True,True,6,187.4,long-straight-run,type=section; play=119.0; deps=300/0/0
76,1,76,selected,refresh,section,164.8,direct_pure_topup_02_02_direct_refresh_topup_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_02_direct_refresh_topup_rect_section_unlock_g3_v04.asset,direct_pure_topup_slice02_candidates,15,25,59,370,0.987,0.600,0.987,0.979,1,8.1,0.047,0.008,14,8.36,1,16,10,4,2,0.733,0.200,0.417,6.27,9,39,138,0,0,12,5,0,8,direct_refresh:section_unlock:g3,ok,True,True,14,185.3,ok,type=dense; play=80.0; deps=138/0/0
77,1,77,selected,refresh,lock,164.4,direct_pure_topup_06_11_direct_normal_pure_rect_lock_buckle_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_11_direct_normal_pure_rect_lock_buckle_g7_v08.asset,direct_pure_topup_slice06_candidates,21,36,96,747,0.988,0.583,1.000,0.991,0,8.1,0.047,0.012,15,5.96,1,15,16,4,6,0.750,0.083,0.100,7.78,13,50,406,0,0,15,4,3,13,direct_normal:lock_buckle:g7,ok,True,True,15,190.4,long-straight-run,type=dense; play=100.2; deps=406/0/0
78,1,78,selected,refresh,sweep,164.4,nomask_06_sweep,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_06_sweep.asset,no_mask_type_preview,15,21,42,310,0.984,0.714,1.000,0.992,0,9.7,0.047,0.009,10,9.52,1,16,9,5,3,0.909,0.273,0.333,7.38,12,32,75,0,0,6,1,1,10,motif:sweep,ok,True,True,10,183.6,ok,type=sweep; play=80.7; deps=75/0/0
79,1,79,selected,refresh,dense,164.1,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset,direct_pure_topup_slice01_candidates,15,26,57,378,0.969,0.577,0.962,0.966,1,16.6,0.078,0.037,5,7.79,1,13,15,5,2,0.667,0.533,0.583,6.63,11,36,164,0,0,8,8,0,5,asset:direct_pure_topup_01_09_direct_r,ok,True,True,5,182.3,ok,type=dense; play=90.8; deps=164/0/0
80,1,80,selected,refresh,lock,163.1,direct_pure_topup_02_19_direct_refresh_topup_rect_lock_buckle_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_19_direct_refresh_topup_rect_lock_buckle_g5_v06.asset,direct_pure_topup_slice02_candidates,15,24,55,351,0.975,0.625,0.973,0.979,1,14.0,0.063,0.024,10,6.82,1,12,13,3,1,0.714,0.500,0.636,6.38,11,32,173,0,0,10,9,0,7,direct_refresh:lock_buckle:g5,ok,True,True,10,183.1,ok,type=section; play=81.4; deps=173/0/0
81,1,81,selected,refresh,maze,163.1,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset,direct_pure_topup_slice06_candidates,19,36,95,674,0.985,0.528,1.000,0.990,0,10.9,0.063,0.013,18,7.64,1,18,21,4,7,0.792,0.042,0.263,7.09,13,60,375,0,0,15,2,0,9,direct_normal:maze_long_chain:g8,ok,True,True,18,190.1,ok,type=dense; play=90.1; deps=375/0/0
82,1,82,selected,refresh,sweep,162.9,direct_pure_topup_02_13_direct_refresh_topup_rect_sweep_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_13_direct_refresh_topup_rect_sweep_g4_v05.asset,direct_pure_topup_slice02_candidates,14,24,47,325,0.967,0.583,0.931,0.956,1,12.2,0.047,0.018,10,6.53,1,12,8,6,3,0.583,0.417,0.400,6.91,11,30,115,0,0,6,4,0,5,direct_refresh:sweep:g4,weak-outer,True,True,10,179.6,weak-outer,type=lock; play=84.0; deps=115/0/0
83,1,83,selected,refresh,lock,162.7,direct_pure_topup_02_03_direct_refresh_topup_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_03_direct_refresh_topup_rect_lock_buckle_g3_v04.asset,direct_pure_topup_slice02_candidates,17,26,58,435,0.984,0.654,1.000,0.994,0,8.6,0.047,0.013,20,8.67,1,20,11,4,4,1.000,0.267,0.333,7.50,13,35,146,0,0,10,3,0,8,direct_refresh:lock_buckle:g3,ok,True,True,20,185.5,ok,type=section; play=85.9; deps=146/0/0
84,1,84,selected,refresh,shell,162.6,nomask_style_expansion_34_double_shell_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_34_double_shell_tall.asset,no_mask_style_expansion_preview,18,29,56,518,0.992,0.621,1.000,1.000,0,7.9,0.047,0.018,9,6.93,1,10,10,3,3,1.000,0.143,0.500,9.25,76,37,202,0,0,13,4,4,24,motif:double_shell,ok,True,True,9,168.2,long-straight-run,type=maze; play=95.9; deps=202/0/0
85,1,85,selected,refresh,lock,162.3,direct_pure_topup_05_22_direct_normal_pure_rect_core_burst_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_22_direct_normal_pure_rect_core_burst_g11_v06.asset,direct_pure_topup_slice05_candidates,18,35,86,627,0.995,0.514,0.990,0.995,1,6.0,0.031,0.010,17,7.56,1,17,16,4,5,0.909,0.045,0.389,7.29,13,44,297,0,0,9,5,1,13,direct_normal:core_burst:g11,ok,True,True,17,189.5,long-straight-run,type=dense; play=88.1; deps=297/0/0
86,1,86,selected,refresh,dense,162.1,direct_pure_topup_02_12_direct_refresh_topup_rect_dense_weave_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_12_direct_refresh_topup_rect_dense_weave_g4_v05.asset,direct_pure_topup_slice02_candidates,16,29,59,453,0.976,0.552,0.988,0.994,1,14.6,0.078,0.039,15,9.32,1,15,12,3,3,0.867,0.133,0.167,7.68,13,32,169,0,0,9,0,1,10,direct_refresh:dense_weave:g4,ok,True,True,15,184.4,ok,type=shell; play=85.5; deps=169/0/0
87,1,87,selected,refresh,dense,162.0,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,direct_pure_topup_slice06_candidates,19,38,94,707,0.979,0.500,0.991,0.991,1,12.7,0.063,0.033,18,7.11,1,18,18,5,5,0.917,0.000,0.316,7.52,13,53,391,0,0,15,1,1,11,asset:direct_pure_topup_06_09_direct_n,ok,True,True,18,189.0,ok,type=dense; play=91.6; deps=391/0/0
88,1,88,selected,refresh,lock,162.0,direct_pure_topup_01_14_direct_refresh_topup_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_14_direct_refresh_topup_rect_core_burst_g1_v02.asset,direct_pure_topup_slice01_candidates,17,25,55,418,0.984,0.680,0.988,0.987,1,8.4,0.047,0.007,15,7.95,1,15,10,4,1,0.643,0.143,0.364,7.60,13,33,140,0,0,7,1,2,12,direct_refresh:core_burst:g1,ok,True,True,15,184.6,ok,type=dense; play=83.5; deps=140/0/0
89,1,89,selected,refresh,dense,161.9,nomask_style_expansion_15_dense_kernel_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_15_dense_kernel_mid.asset,no_mask_style_expansion_preview,20,29,68,570,0.983,0.690,1.000,0.994,0,11.3,0.063,0.015,16,7.72,1,16,11,5,3,0.824,0.235,0.500,8.38,117,37,225,0,0,11,2,2,11,motif:dense_kernel,ok,True,True,16,186.6,long-straight-run,type=maze; play=88.4; deps=225/0/0
90,1,90,selected,refresh,section,161.3,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,direct_pure_topup_slice06_candidates,22,32,89,689,0.979,0.688,0.990,0.975,1,13.6,0.063,0.024,19,6.51,1,19,20,3,4,1.000,0.043,0.222,7.74,13,49,303,0,0,12,7,2,13,direct_normal:section_unlock:g6,ok,True,True,19,188.3,long-straight-run,type=dense; play=98.1; deps=303/0/0
91,1,91,selected,refresh,dense,160.8,direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01.asset,direct_pure_topup_slice04_candidates,18,31,81,548,0.982,0.581,1.000,1.000,0,12.8,0.063,0.017,14,8.36,1,14,13,3,1,0.857,0.190,0.176,6.77,13,48,308,0,0,13,2,1,10,asset:direct_pure_topup_04_01_direct_n,ok,True,True,14,188.1,ok,type=dense; play=86.5; deps=308/0/0
92,1,92,selected,refresh,dense,160.8,nomask_style_expansion_13_dense_kernel_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_13_dense_kernel_a.asset,no_mask_style_expansion_preview,18,26,53,463,0.989,0.692,0.988,0.988,1,7.7,0.047,0.007,11,7.51,1,12,15,3,2,0.857,0.286,0.455,8.74,99,34,142,0,0,10,2,3,13,motif:dense_kernel,ok,True,True,11,184.9,long-straight-run,type=maze; play=86.1; deps=142/0/0
93,1,93,selected,refresh,lock,160.6,nomask_style_09_vertical_gate,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_09_vertical_gate.asset,no_mask_style_preview,16,25,48,388,0.970,0.640,1.000,0.980,0,15.0,0.063,0.032,15,8.92,1,17,7,3,3,1.000,0.250,0.700,8.08,19,30,107,0,0,8,5,0,8,motif:vertical_gate,ok,True,True,15,177.1,long-straight-run,type=shell; play=79.2; deps=107/0/0
