order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,order_i,chains_i,score_f,openers_i,avgChoices_f,dep_i,_style,_pressure,slotRole,relativeDifficulty,template,styleKey,pressureScore
54,normal,144,lock,156.6,direct_normal_23_direct_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset,direct_normal_candidates,22,37,104,0.986,1.000,18,9.99,25,508,direct_normal:lock_buckle:g2,ok;rel:Recovery:Recovery,True,191.3,ok,54,104,156.6,18,9.99,508,lock_buckle,106.78599999999999,Pressure,Hard,B_peak7_end_calm,lock_buckle,106.8
55,refresh,219,dense,147,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08.asset,direct_pure_topup_slice06_candidates,22,31,95,0.979,0.991,18,10.99,20,339,direct_normal:dense_weave:g7,ok|yellow_replacement:GrindyLowClear,True,189,ok,55,95,147.0,18,10.99,339,dense_weave,88.34299999999999,Recovery,Recovery,B_peak7_end_calm,dense_weave,88.3
56,normal,73,maze,167.6,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,19,35,85,0.992,1.000,12,7.18,16,310,direct_normal:maze_long_chain:g16,ok;rel:Normal:Normal,True,189.5,ok,56,85,167.6,12,7.18,310,maze_long_chain,96.29400000000001,Normal,Normal,B_peak7_end_calm,maze_long_chain,96.3
57,normal,16,lock,191.4,direct_pure_normal_extra_01_20_direct_normal_pure_extra_rect_core_burst_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_20_direct_normal_pure_extra_rect_core_burst_g17_v03.asset,direct_pure_normal_extra_slice01_candidates,21,34,93,0.983,1.000,14,6.54,17,486,direct_normal:core_burst:g17,ok;rel:Recovery:Recovery,True,189.6,ok,57,93,191.4,14,6.54,486,core_burst,113.08999999999999,Peak,VeryHard,B_peak7_end_calm,core_burst,113.1
58,normal,19,shape_symbol,249,r2_outer_strong_005_r2_006_a401_procmask_19_onion_maskproceduralvertical_30x40-mainstartall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510.asset,shape_final_with_supplement,30,40,86,0.97,,12,10.32,,10.9,shape:Symbol:letters-symbols:symbol:procmask_19_onion_maskproceduralvertical_30x40-mainstartall_20260611_110510,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,249,Normal,58,86,249.0,12,10.32,10,Symbol,95.79399999999998,Shape,Novelty,B_peak7_end_calm,Symbol,95.8
59,normal,102,section,162.9,direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04.asset,direct_normal_topup_candidates,22,35,102,0.990,1.000,18,9.37,24,496,direct_normal:stair_push:g9,ok;rel:Normal:Normal,True,191.3,ok,59,102,162.9,18,9.37,496,stair_push,106.61600000000001,Pressure,Hard,B_peak7_end_calm,stair_push,106.6
60,refresh,22,sweep,148,direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset,direct_pure_topup_slice04_candidates,18,37,89,0.979,0.975,19,8.79,18,357,direct_normal:sweep:g8,ok|yellow_replacement:StartFakeWide,True,189,long-straight-run,60,89,148.0,19,8.79,357,sweep,85.713,Recovery,Recovery,B_peak7_end_calm,sweep,85.7
61,normal,54,hole_rescue,255,hole_proc_standard_20x24_small_917275_20x24_c65,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_20x24_small_917275_20x24_c65.asset,hole_procedural_candidates,20,24,65,0.85,,64,64,,39.8,hole_procedural:standard_20x24_small,procedural_hole_standard,True,255,procedural_hole_standard,61,65,255.0,64,64.0,39,standard_20x24_small,-92.535,HoleRescue,Mechanic,C_double_wave,standard_20x24_small,-92.5
62,refresh,61,lock,167.5,direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset,direct_pure_topup_slice04_candidates,18,38,89,0.982,0.991,14,6.21,20,455,direct_normal:lock_buckle:g7,ok;rel:Recovery:Recovery,True,188.7,ok,62,89,167.5,14,6.21,455,lock_buckle,104.29700000000003,Pressure,Hard,C_double_wave,lock_buckle,104.3
63,refresh,79,shape_magic,231,r2_outer_strong_005_r2_006_a401_procmask_81_long_maskproceduralvertical_32x42-mainmagicbattall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_81_long_maskproceduralvertical_32x42-mainmagicbattall_20260611_111351.asset,shape_final_with_supplement,32,42,87,,,,,,,shape_magic:Magic:79,MagicShape,True,231,MagicShape,63,87,231.0,0,0.0,0,Magic,97.37999999999998,Shape,Novelty,C_double_wave,Magic,97.4
64,normal,211,dense,141.3,direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03.asset,direct_pure_normal_extra_slice01_candidates,20,32,89,0.984,0.990,15,13.01,19,277,direct_normal:dense_weave:g17,ok;rel:Recovery:Recovery,True,188.8,ok,64,89,141.3,15,13.01,277,dense_weave,79.71099999999998,Recovery,Recovery,C_double_wave,dense_weave,79.7
65,normal,28,maze,181.5,direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset,direct_pure_normal_extra_slice02_candidates,19,35,86,0.985,0.981,16,5.88,17,344,direct_normal:maze_long_chain:g20,ok;rel:Normal:Normal,True,188.1,ok,65,86,181.5,16,5.88,344,maze_long_chain,97.726,Normal,Normal,C_double_wave,maze_long_chain,97.7
66,normal,185,section,150.8,direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07.asset,direct_normal_topup_candidates,22,35,106,0.979,1.000,20,10.05,19,577,direct_normal:section_unlock:g6,ok;rel:Normal:Normal,True,190.8,ok,66,106,150.8,20,10.05,577,section_unlock,107.249,Pressure,Hard,C_double_wave,section_unlock,107.2
67,normal,98,lock,163.6,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06.asset,direct_pure_normal_extra_slice02_candidates,21,33,95,0.991,0.990,20,7.05,18,374,direct_normal:lock_buckle:g20,ok;rel:Normal:Normal,True,190.2,ok,67,95,163.6,20,7.05,374,lock_buckle,96.84799999999998,Normal,Normal,C_double_wave,lock_buckle,96.8
68,normal,90,shape_symbol,256,r2_outer_strong_005_r2_006_a401_procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431.asset,shape_final_with_supplement,28,42,90,0.98,,13,11.18,,10.8,shape:Symbol:letters-symbols:symbol:procmask_92_onion_maskproceduralvertical_28x42-maindistinctcrescenttall_20260611_111431,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,256,Normal,68,90,256.0,13,11.18,10,Symbol,98.10599999999998,Shape,Novelty,C_double_wave,Symbol,98.1
69,normal,61,lock,169.2,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,direct_normal_topup_candidates,21,36,102,0.988,0.991,17,6.80,24,552,direct_normal:core_burst:g8,ok;rel:Recovery:Recovery,True,190.8,ok,69,102,169.2,17,6.8,552,core_burst,115.73599999999999,Peak,VeryHard,C_double_wave,core_burst,115.7
70,normal,207,sweep,142.7,direct_normal_121_direct_normal_rect_outer_shell_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_121_direct_normal_rect_outer_shell_g0_v13.asset,direct_normal_candidates,20,38,103,0.982,1.000,21,9.58,18,421,asset:direct_normal_121_direct_normal_,ok;rel:Normal:Normal,True,190.7,ok,70,103,142.7,21,9.58,421,direct_normal_121_direct_normal_,96.77700000000002,Recovery,Recovery,C_double_wave,direct_normal_121_direct_normal_,96.8
71,refresh,204,dense,135,direct_normal_topup_75_direct_normal_topup_rect_dense_weave_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_75_direct_normal_topup_rect_dense_weave_g9_v10.asset,direct_normal_topup_candidates,21,36,100,0.987,1.000,19,10.03,17,429,direct_normal:dense_weave:g9,ok|yellow_replacement:GrindyLowClear,True,191,ok,71,100,135.0,19,10.03,429,dense_weave,94.661,Recovery,Recovery,D_visual_middle,dense_weave,94.7
72,normal,89,section,165.2,direct_pure_normal_extra_02_01_direct_normal_pure_extra_rect_section_unlock_g18_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_01_direct_normal_pure_extra_rect_section_unlock_g18_v04.asset,direct_pure_normal_extra_slice02_candidates,20,34,89,0.981,0.990,15,6.99,18,350,direct_normal:section_unlock:g18,ok;rel:Recovery:Recovery,True,188.5,ok,72,89,165.2,15,6.99,350,section_unlock,97.404,Normal,Normal,D_visual_middle,section_unlock,97.4
73,refresh,80,shape_magic,233,r2_outer_strong_005_r2_006_a401_procmask_82_long_maskproceduralvertical_32x44-mainmagicblackcattall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_82_long_maskproceduralvertical_32x44-mainmagicblackcattall_20260611_111352.asset,shape_final_with_supplement,32,44,88,,,,,,,shape_magic:Magic:80,MagicShape,True,233,MagicShape,73,88,233.0,0,0.0,0,Magic,98.74,Shape,Novelty,D_visual_middle,Magic,98.7
74,refresh,105,lock,157.9,direct_pure_topup_05_06_direct_normal_pure_rect_core_burst_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_06_direct_normal_pure_rect_core_burst_g9_v04.asset,direct_pure_topup_slice05_candidates,22,33,95,0.979,0.991,18,7.31,16,376,direct_normal:core_burst:g9,ok;rel:Recovery:Recovery,True,189.1,ok,74,95,157.9,18,7.31,376,core_burst,98.22399999999999,Normal,Normal,D_visual_middle,core_burst,98.2
75,normal,215,maze,139.9,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15.asset,direct_normal_candidates,20,42,109,0.985,0.975,19,10.67,27,608,direct_normal:maze_long_chain:g2,ok,True,190.6,ok,75,109,139.9,19,10.67,608,maze_long_chain,109.65599999999999,Pressure,Hard,D_visual_middle,maze_long_chain,109.7
76,normal,160,dense,154.3,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset,direct_normal_topup_candidates,21,37,106,0.985,0.982,21,9.74,20,498,direct_normal:dense_weave:g11,ok;rel:Normal:Normal,True,190.5,ok,76,106,154.3,21,9.74,498,dense_weave,104.272,Recovery,Recovery,D_visual_middle,dense_weave,104.3
77,normal,107,shape_symbol,260,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,shape_final_with_supplement,28,42,90,0.984,,13,11.18,,10.8,shape:Symbol:letters-symbols:symbol:procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,260,Normal,77,90,260.0,13,11.18,10,Symbol,98.82600000000001,Shape,Novelty,D_visual_middle,Symbol,98.8
78,refresh,87,dense,162.0,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08.asset,direct_pure_topup_slice06_candidates,19,38,94,0.979,0.991,18,7.11,18,391,asset:direct_pure_topup_06_09_direct_n,ok;rel:Recovery:Recovery,True,189.0,ok,78,94,162.0,18,7.11,391,direct_pure_topup_06_09_direct_n,98.847,Normal,Normal,D_visual_middle,direct_pure_topup_06_09_direct_n,98.8
79,refresh,189,lock,154,direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_34_direct_normal_topup_rect_lock_buckle_g10_v05.asset,direct_normal_topup_candidates,21,34,100,0.98,1.000,16,7.74,19,462,direct_normal:lock_buckle:g10,ok|yellow_replacement:GrindyLowClear,True,189,ok,79,100,154.0,16,7.74,462,lock_buckle,107.55799999999998,Pressure,Hard,D_visual_middle,lock_buckle,107.6
80,refresh,0,section,149.7,direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07.asset,direct_pure_topup_slice06_candidates,22,31,96,0.987,1.000,15,8.90,22,379,direct_normal:dual_zone:g6,ok,True,190.3,ok,80,96,149.7,15,8.9,379,dual_zone,99.19100000000002,Normal,Normal,D_visual_middle,dual_zone,99.2
81,normal,42,dense,174.9,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02.asset,direct_pure_normal_extra_slice01_candidates,18,37,87,0.991,1.000,16,5.85,18,347,direct_normal:dense_weave:g16,ok;rel:Recovery:Recovery,True,189.6,ok,81,87,174.9,16,5.85,347,dense_weave,97.697,Normal,Normal,E_early_peak,dense_weave,97.7
82,normal,59,hole_rescue,258,hole_proc_standard_21x25_small_918321_21x25_c69,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_21x25_small_918321_21x25_c69.asset,hole_procedural_candidates,21,25,69,0.863,,66,66,,41.9,hole_procedural:standard_21x25_small,procedural_hole_standard,True,258,procedural_hole_standard,82,69,258.0,66,66.0,41,standard_21x25_small,-94.32499999999999,HoleRescue,Mechanic,E_early_peak,standard_21x25_small,-94.3
83,normal,11,shape_symbol,255,r2_outer_strong_005_r2_006_a401_procmask_11_onion_maskproceduralvertical_30x40-mainhearttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447.asset,shape_final_with_supplement,30,40,91,0.984,,13,11.18,,11,shape:Symbol:letters-symbols:symbol:procmask_11_onion_maskproceduralvertical_30x40-mainhearttall_20260611_110447,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,255,Normal,83,91,255.0,13,11.18,11,Symbol,98.961,Shape,Novelty,E_early_peak,Symbol,99.0
84,refresh,37,sweep,175.0,direct_pure_topup_05_21_direct_normal_pure_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_21_direct_normal_pure_rect_sweep_g11_v06.asset,direct_pure_topup_slice05_candidates,22,32,87,0.986,1.000,13,5.72,17,309,direct_normal:sweep:g11,ok;rel:Recovery:Recovery,True,189.2,long-straight-run,84,87,175.0,13,5.72,309,sweep,100.81899999999999,Normal,Normal,E_early_peak,sweep,100.8
85,normal,203,maze,144.7,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset,direct_normal_candidates,22,36,106,0.982,0.982,20,10.48,23,405,direct_normal:maze_long_chain:g2,ok;rel:Normal:Normal,True,190.3,ok,85,106,144.7,20,10.48,405,maze_long_chain,99.357,Recovery,Recovery,E_early_peak,maze_long_chain,99.4
86,normal,129,lock,158.2,direct_normal_66_direct_normal_rect_core_burst_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_66_direct_normal_rect_core_burst_g0_v07.asset,direct_normal_candidates,20,40,105,0.989,1.000,12,9.64,21,506,direct_normal:core_burst:g0,ok;rel:Recovery:Recovery,True,191.6,ok,86,105,158.2,12,9.64,506,core_burst,117.03400000000002,Peak,VeryHard,E_early_peak,core_burst,117.0
87,refresh,57,dense,168.7,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05.asset,direct_pure_topup_slice05_candidates,18,36,90,0.991,1.000,15,6.56,20,376,direct_normal:dense_weave:g10,ok;rel:Recovery:Recovery,True,190.0,ok,87,90,168.7,15,6.56,376,dense_weave,100.71800000000002,Normal,Normal,E_early_peak,dense_weave,100.7
88,normal,93,shape_music,259,r2_outer_strong_005_r2_006_a401_procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451.asset,shape_final_with_supplement,28,42,92,0.981,,13,11.18,,11.1,shape:Music:stage:object:procmask_95_onion_maskproceduralvertical_28x42-maindistinctmusicnotetall_20260611_111451,rel:Novelty:ShapeVisual:Shape:Music:stage:object:main,True,259,Normal,88,92,259.0,13,11.18,11,Music,100.681,Shape,Novelty,E_early_peak,Music,100.7
89,refresh,115,dense,141,direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset,direct_pure_topup_slice05_candidates,22,34,96,0.981,0.992,18,8.06,21,416,asset:direct_pure_topup_05_01_direct_n,ok|yellow_replacement:GrindyLowClear,True,189,long-straight-run,89,96,141.0,18,8.06,416,direct_pure_topup_05_01_direct_n,96.232,Recovery,Recovery,E_early_peak,direct_pure_topup_05_01_direct_n,96.2
90,normal,34,section,178.4,direct_pure_normal_extra_01_06_direct_normal_pure_extra_rect_stair_push_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_06_direct_normal_pure_extra_rect_stair_push_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,19,36,92,0.981,0.991,18,6.40,19,381,direct_normal:stair_push:g15,ok;rel:Recovery:Recovery,True,188.9,ok,90,92,178.4,18,6.4,381,stair_push,100.727,Normal,Normal,E_early_peak,stair_push,100.7
91,refresh,23,maze,141,direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset,direct_pure_topup_slice04_candidates,18,37,94,0.989,0.992,17,9.39,20,343,direct_normal:maze_long_chain:g7,ok|yellow_replacement:StartFakeWide,True,190,ok,91,94,141.0,17,9.39,343,maze_long_chain,90.68299999999999,Recovery,Recovery,A_peak9,maze_long_chain,90.7
92,refresh,41,section,148,direct_pure_topup_05_23_direct_normal_pure_rect_dual_zone_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_23_direct_normal_pure_rect_dual_zone_g11_v06.asset,direct_pure_topup_slice05_candidates,19,38,96,0.988,1.000,14,9.38,19,404,direct_normal:dual_zone:g11,ok|yellow_replacement:GrindyLowClear,True,190,ok,92,96,148.0,14,9.38,404,dual_zone,100.296,Normal,Normal,A_peak9,dual_zone,100.3
93,shape,42,shape_object,246,r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset,shape_final_with_supplement,30,40,95,0.718,,13,11.18,,0.173,shape:Art:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,246,Normal,93,95,246.0,13,11.18,0,Art,100.956,Shape,Novelty,A_peak9,Art,101.0
