"order","levelId","assetPath","guid","category","type","relativeDifficulty","slotRole","status","flags","width","height","chains","arrowTiles","maxChainLength","shapeId","shapeNameZh"
"330","direct_normal_77_direct_normal_rect_dual_zone_g1_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset","e7c8451eda5d6c440a4ce828a6311d87","normal","section","Normal","Normal","Green","None","23","38","113","862","13","",""
"331","direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset","ab183248654969b44adbb2aaad631c4c","normal","sweep","Recovery","Recovery","Green","None","21","44","147","898","10","",""
"332","direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset","69371430973a5604f88e82360bbcd0c8","normal","dense","Normal","Normal","Green","None","20","37","118","717","10","",""
"333","r2_outer_strong_005_r2_006_a401_maskonlyb04_13_large_leaf","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L333_leaf_large.asset","7bd9dfc9115486b41a3c55a3fa03130a","shape","shape_ocean","Novelty","Shape","Green","None","38","47","130","1093","17","leaf","叶子"
"334","direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","9d17515daa555d0479bee929f9d14e4d","normal","lock","Hard","Pressure","Green","None","28","46","207","1262","10","",""
"335","hole_candidate_094_wide_32x30_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset","2521b12dd00780c4bbd9aa93066f1f8e","hole","hole_rescue","Mechanic","HoleRescue","Yellow","BottleneckHeavy|GrindyLowClear","32","30","80","859","22","",""
"336","direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset","4d4cebab6a5e2e841a790c1269b10472","normal","section","RelativeExtreme","Peak","Green","None","28","48","216","1325","10","",""
"337","direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset","c047391da88b00c4fb290cc84f1d895e","normal","maze","Recovery","Recovery","Green","None","23","36","103","815","13","",""
"338","r2_outer_strong_005_r2_006_a401_maskonlyb04_18_large_television","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L338_maskonlyb04_18_large_television_20260615_154709.asset","0206938d7949f674ea34c8350294f389","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","44","40","136","1144","17","television","电视"
"339","direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset","6626775247b3ffc42a74c091a98670b4","normal","lock","Normal","Normal","Green","None","23","37","110","834","13","",""
"340","direct_normal_132_direct_normal_rect_section_unlock_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset","09113c9dfeb28dc4083ffadf7c5b4be1","normal","section","Normal","Normal","Green","BottleneckHeavy","23","36","110","812","13","",""
"341","direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset","95f7fda37de56944ebd7ddcf29649966","normal","sweep","Recovery","Recovery","Green","None","24","40","154","932","10","",""
"342","hole_topup_026_topup_std_24x30_dense","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset","e4f383dcb156b54449c332bfd5e6b9b0","hole","hole_rescue","Mechanic","HoleRescue","Green","None","24","30","67","631","21","",""
"343","r2_outer_strong_005_r2_006_a401_maskonlyb07_07_main_skeletonskull","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset","910acf4dcd7d81b468afaab5fa86cf22","shape","shape_art","Novelty","Shape","Green","None","38","42","135","966","13","skeletonskull","骷髅头"
"344","direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","7df918b5cd03b1a4ca8189749af16f7a","normal","section","Hard","Pressure","Yellow","StartFakeWide","27","48","170","1263","13","",""
"345","direct_normal_105_direct_normal_rect_sweep_g4_v11","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset","89dc9dfefa28a7340ab0ce404563f778","normal","sweep","Recovery","Recovery","Green","None","22","40","115","866","13","",""
"346","direct_normal_24_direct_normal_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset","6c450fd582539b1458e65d5c08aeee09","normal","dense","Normal","Normal","Green","None","20","40","112","792","13","",""
"347","direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset","7b4f4ab93c9ef094e8d555b8a3affbe2","normal","lock","RelativeExtreme","Peak","Green","None","27","45","189","1189","10","",""
"348","r2_outer_strong_005_r2_006_a401_maskonlyb05_05_large_donut","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L348_maskonlyb05_05_large_donut_20260615_190517.asset","b370070eb42982648ad56b7f33d505dd","shape","shape_landmark","Novelty","Shape","Green","None","43","43","133","1204","17","donut","甜甜圈"
"349","direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","f5beebc0425a06d49918e88dd060f674","normal","maze","Hard","Pressure","Green","None","26","49","213","1253","10","",""
"350","direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset","c7abb709c9dc6094bafe69c1aab1f7f6","normal","section","Recovery","Recovery","Green","None","20","38","120","743","10","",""
"351","hole_candidate_078_wide_30x26_lock","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset","527f600a128a5b24384d787af1a44a16","hole","hole_rescue","Mechanic","HoleRescue","Green","None","30","26","72","690","22","",""
"352","direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset","41e02d9e0874ada4b8354e8f187a3601","normal","lock","Hard","Pressure","Green","None","23","43","154","960","10","",""
"353","r2_outer_strong_005_r2_006_a401_maskonlyb07_09_large_slimecrown","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L353_maskonlyb07_09_large_slimecrown_20260615_225229.asset","4ee2ab9c1871ae34ba9237e70fd00451","shape","shape_magic","Novelty","Shape","Green","BottleneckHeavy","44","43","128","1027","17","slimecrown","史莱姆皇冠"
"354","direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset","95453eacb7a9b014da8cc122002bfcab","normal","section","Recovery","Recovery","Green","None","22","36","126","780","10","",""
"355","direct_normal_124_direct_normal_rect_dense_weave_g0_v13","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset","85260720e3b60a84f8e3f72cf1972279","normal","dense","Normal","Normal","Green","None","22","40","108","864","13","",""
"356","direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset","06cdf26b2454a37469183eb8eba1b644","normal","section","Hard","Pressure","Green","None","22","41","148","888","10","",""
"357","direct_normal_21_direct_normal_rect_outer_shell_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset","161d4ed8c2425d447b24735c2167d630","normal","dense","Normal","Normal","Green","None","22","38","103","823","13","",""
"358","r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L358_clover_large.asset","a0a841227bb53a3439303f97d52eaa38","shape","shape_ocean","Novelty","Shape","Yellow","GrindyLowClear","40","47","131","1125","17","clover","四叶草"
"359","direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_126_direct_diff_veryhard_room_gate_key_door_g1_v02.asset","6918abdfb25f22146b48e088204b4308","normal","section","RelativeExtreme","Peak","Green","None","29","47","176","1330","13","",""
"360","direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset","c725034fd32e3a54aa45d5373bebfbcd","normal","maze","Recovery","Recovery","Green","None","23","40","118","908","13","",""
"361","direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset","e39601622ec188246b03f01178fa1b60","normal","sweep","Recovery","Recovery","Green","None","23","47","177","1055","10","",""
"362","direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset","7dfff71a92becab4db12f16b456f646b","normal","dense","Normal","Normal","Green","None","23","35","113","792","13","",""
"363","r2_outer_strong_005_r2_006_a401_maskonlyb09_26_large_bell","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L363_bell_large.asset","a5f583db518a02c4481092fac405fe5f","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","40","47","138","1189","17","bell","铃铛"
"364","direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset","24469d8ebc9bdb94cb488f126e00655a","normal","sweep","Normal","Normal","Green","None","25","42","166","1029","10","",""
"365","direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset","689e825c81607624aac1237afcc41f51","normal","lock","Hard","Pressure","Green","None","28","45","204","1246","10","",""
"366","direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03.asset","4b72274c40bbbac45b316cd2b1d2dcd7","normal","section","Recovery","Recovery","Green","None","21","41","139","839","10","",""
"367","hole_highchain_010_hc_34x26_dual_a","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_010_hc_34x26_dual_a.asset","8215055aecf4c8c44834e2ffee8e66b5","hole","hole_rescue","Mechanic","HoleRescue","Green","BottleneckHeavy","34","26","85","796","22","",""
"368","r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L368_hourglass_large.asset","7413436d08bb0ff498b585b47f2e81f3","shape","shape_magic","Novelty","Shape","Green","None","36","47","140","1179","17","hourglass","沙漏"
"369","direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02.asset","cd6d9d1140e98cd49ae3d776ac132cdf","normal","lock","Hard","Pressure","Green","None","25","47","198","1151","10","",""
"370","direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06.asset","f61bb2a4a65caf74c962e825d0a12657","normal","section","Normal","Normal","Green","None","25","47","148","1159","13","",""
"371","direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08.asset","41e849a2209c64d4381811a7e337fd25","normal","maze","Normal","Normal","Green","None","20","35","94","695","13","",""
"372","direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02.asset","c6480fb0862ec364b86d89b3b8da436a","normal","section","Hard","Pressure","Green","None","23","40","147","906","10","",""
"373","r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L373_glove_main.asset","6f760d4d4bc8c984e99a279aeac92b8d","shape","shape_ocean","Novelty","Shape","Green","None","34","42","142","967","13","glove","手套"
"374","direct_normal_84_direct_normal_rect_dense_weave_g2_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset","989ac2e246e4606488d51a457fbe08e9","normal","dense","Normal","Normal","Green","None","22","38","115","829","13","",""
"375","direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset","159bdab4a17c43a4c8d3c1e8dc68fef9","normal","sweep","Recovery","Recovery","Green","None","24","41","157","967","10","",""
"376","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset","b7d920328e729a547a11dd7b62f26332","normal","lock","RelativeExtreme","Peak","Yellow","BottleneckHeavy|GrindyLowClear","26","44","186","1127","10","",""
"377","hole_candidate_085_wide_32x24_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset","d6476dddc95ab8141b253e1ad711a29c","hole","hole_rescue","Mechanic","HoleRescue","Green","None","32","24","72","673","22","",""
"378","r2_outer_strong_005_r2_006_a401_maskonlyb05_15_large_pretzel","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L378_maskonlyb05_15_large_pretzel_20260615_191026.asset","b92dea197bcb1a740ae3df734395deb1","shape","shape_landmark","Novelty","Shape","Yellow","GrindyLowClear","44","38","134","1128","17","pretzel","椒盐卷饼"
"379","direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03.asset","437ce48f48e96e14080a034bb62dcfad","normal","sweep","Recovery","Recovery","Green","None","22","44","157","951","10","",""
"380","direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04.asset","6f976d69057b2944f95943c4af9259c4","normal","section","Normal","Normal","Green","None","22","40","144","868","10","",""
"381","direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09.asset","16e8dcbf57d060c41b8f6c277c0bb385","normal","dense","Recovery","Recovery","Green","None","24","38","145","892","10","",""
"382","direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09.asset","d73fb9fd0a58f86499ebd84a1439c110","normal","section","Normal","Normal","Green","None","22","44","150","945","10","",""
"383","r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L383_alarmclock_main.asset","dd02d69cfae157c4e8239940a54f6188","shape","shape_ocean","Novelty","Shape","Green","None","38","42","142","1013","13","alarmclock","闹钟"
"384","direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset","fc87eaf67f78c7040b7553c5d828f573","normal","lock","Hard","Pressure","Green","None","26","41","172","1051","10","",""
"385","hole_candidate_034_std_24x30_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_034_std_24x30_section.asset","56ce1fe0caa7e9c4eba3787f9879442a","hole","hole_rescue","Mechanic","HoleRescue","Green","None","24","30","71","630","22","",""
"386","direct_normal_61_direct_normal_rect_outer_shell_g0_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset","02137f043d4f38849b166c48aad4c165","normal","dense","Normal","Normal","Green","None","22","39","116","847","13","",""
"387","r2_outer_strong_005_r2_006_a401_maskonlyb07_04_main_d20die","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset","a0417c0e2ac15624ab438dece1847099","shape","shape_vehicle","Novelty","Shape","Green","BottleneckHeavy","42","42","149","1096","13","d20die","二十面骰"
"388","sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed20260618_100431_dive","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","07612276f7059c34a8420a95e1671b17","normal","section","Hard","Pressure","Green","StartTooNarrow","34","48","164","1575","79","",""
"389","direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02.asset","76e6470cba49477499502bc362f19dc4","normal","lock","RelativeExtreme","Peak","Green","None","25","45","181","1107","10","",""
"390","direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset","836468627dde055429fae1e6054aa94f","normal","section","Normal","Normal","Green","None","21","41","136","842","10","",""
"391","direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset","ec7f013201eb9a04ea32536707ef1e80","normal","sweep","Recovery","Recovery","Green","None","23","39","137","878","10","",""
"392","hole_highchain_extra_019_hc2_34x28_dual_b","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset","6b12052729116134ca353e2d5f973b32","hole","hole_rescue","Mechanic","HoleRescue","Green","None","34","28","87","864","22","",""
"393","r2_outer_strong_005_r2_006_a401_maskonlyb07_03_large_chessknight","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L393_chessknight_large.asset","59383b4836588b743966d82edfcafdb6","shape","shape_magic","Novelty","Shape","Green","None","38","49","149","1217","17","chessknight","国际象棋马"
"394","direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_140_direct_diff_veryhard_dag_unlock_stair_ladder_g4_v05.asset","1c2d13e4708055742a36257050435848","normal","lock","Hard","Pressure","Green","BottleneckHeavy","26","48","173","1230","13","",""
"395","direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_94_direct_diff_hard_room_gate_vertical_gate_g3_v04.asset","8a3e48f43b4c57b4d839637da293088b","normal","dense","Normal","Normal","Green","None","24","39","123","918","13","",""
"396","direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_124_direct_diff_veryhard_dag_unlock_stair_ladder_g0_v01.asset","da5f7d8ced2df754f8f2800355bad82a","normal","section","RelativeExtreme","Peak","Green","None","28","46","174","1273","13","",""
"397","direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset","2804c6a3b203da04fa058be6b4e0e454","normal","sweep","Recovery","Recovery","Green","None","23","35","105","800","13","",""
"398","r2_outer_strong_005_r2_006_a401_maskonlyb02_17_large_butterfly","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L398_butterfly_large.asset","989d1169e3a313e47a1239dc3a6a9726","shape","shape_landmark","Novelty","Shape","Green","BottleneckHeavy","44","43","153","1234","17","butterfly","蝴蝶"
"399","direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset","0cb69abcca4ca2d4cbb69aa5c38c1e48","normal","section","Normal","Normal","Green","None","24","38","144","891","10","",""
"400","direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset","63e0b2e1a859f5440b3073c013ce0d2a","normal","section","Normal","Normal","Green","None","23","38","143","856","10","",""
"401","hole_candidate_088_wide_32x26_section","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset","f66a843edd816be4aa95180be64d6538","hole","hole_rescue","Mechanic","HoleRescue","Green","None","32","26","73","742","22","",""
"402","direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_107_direct_diff_hard_near_square_dense_kernel_g1_v07.asset","0a3235d254abd1444b94cb78a70ff262","normal","dense","Normal","Normal","Green","None","30","33","129","974","13","",""
"403","r2_outer_strong_005_r2_006_a401_maskonlyb06_05_large_dialphone","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L403_dialphone_large.asset","7801a567caf2a324d978716f409fcae7","shape","shape_vehicle","Novelty","Shape","Green","None","44","38","150","1131","17","dialphone","转盘电话"
"404","direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","1b50a94b786ab07489444cadbfdcc1b9","normal","lock","Hard","Pressure","Green","None","25","39","155","951","10","",""
"405","direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_17_direct_polish_hard_pure_rect_maze_long_chain_g11_v09.asset","802169ec00d870d46aa375cb83039918","normal","maze","Recovery","Recovery","Green","None","25","43","170","1050","10","",""
"406","direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_17_direct_normal_pure_rect_outer_shell_g11_v06.asset","60ea1e95e63fdc44caa81a559fd9260a","normal","dense","Normal","Normal","Green","None","18","36","84","643","13","",""
"407","direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset","e76629abfdca7bb4f82f41634e0ba756","normal","lock","RelativeExtreme","Peak","Green","None","24","49","196","1154","10","",""
"408","r2_outer_strong_005_r2_006_a401_maskonlyb06_04_main_arcadecabinet","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L408_arcadecabinet_main.asset","7dd9bb466b10a3f428efa8c86580283a","shape","shape_nature","Novelty","Shape","Green","None","36","44","153","1074","13","arcadecabinet","街机"
"409","direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset","be41d2eff025f384898b2749196e07be","normal","section","Hard","Pressure","Green","None","23","40","145","900","10","",""
"410","direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset","3f6d7a4f20dd3854eb53802553087e96","normal","section","Recovery","Recovery","Green","None","21","42","139","870","10","",""
