"chokeClass","chokeScore","levelId","order","category","difficultyCode","sampleRole","chains","arrows","solved","processTier","avgChoices","choiceP80","maxChoices","remoteChokes","remoteScore","compositeBreakWindows","afterLocalFrontierBreaks","switchFrontierBreaks","choiceChokeWindows","meaningfulOptionRate","localOnlyRate","usefulTensionRate","flatConsequenceRate","branchDivergenceAvg","localRun","nearOuterRun","depFollowRun","sts","collapse","riskTags","assetPath","sourceFile"
"WeakOrNoChoke","7.44","sgp_rdcm_v2_s02_10_t8_t46","","","","","63","","","B","5.13","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.86","0.177","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_10_t8_t46.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","7.42","sgp_rdcm_v2_s02_02_c3","","","","","63","","","A","4.94","6","8","0","0","0","0","0","2","0","0","0","0","0","4","3","5","0.855","0.162","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_02_c3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.392","sgp_rdcm_v2_s02_14_t46","","","","","63","","","B","5.13","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.848","0.175","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_14_t46.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.392","sgp_rdcm_v2_s02_11_t40","","","","","63","","","B","5.11","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.848","0.175","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_11_t40.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","7.392","sgp_rdcm_v2_s02_12_t46","","","","","63","","","B","5.13","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.848","0.175","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_12_t46.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","7.392","sgp_rdcm_v2_s02_05_c50","","","","","63","","","B","5.02","6","7","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.848","0.175","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_05_c50.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","7.392","sgp_rdcm_v2_s02_12_t40","","","","","63","","","B","5.11","6","8","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.848","0.175","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_12_t40.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.392","sgp_rdcm_v2_s02_15_c50","","","","","63","","","B","5.02","6","7","0","0","0","0","0","2","0","0","0","0","0","5","3","3","0.848","0.175","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_15_c50.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.332","sgp_rdcm_v2_s02_01_c61_c50","","","","","63","","","B","4.83","6","7","0","0","0","0","0","2","0","0","0","0","0","5","4","4","0.833","0.231","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_01_c61_c50.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","7.332","sgp_rdcm_v2_s02_06_c61_c50","","","","","63","","","B","4.83","6","7","0","0","0","0","0","2","0","0","0","0","0","5","4","4","0.833","0.231","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_06_c61_c50.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","7.304","sgp_rdcm_v2_s02_04_c61","","","","","63","","","B","4.98","6","9","0","0","0","0","0","2","0","0","0","0","0","5","4","3","0.826","0.248","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_04_c61.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","7.304","sgp_rdcm_v2_s02_05_c61","","","","","63","","","B","4.98","6","9","0","0","0","0","0","2","0","0","0","0","0","5","4","3","0.826","0.248","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_05_c61.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","3.772","campaign500_shape_psg_newbie4_01_L004_crystalball","4","shape","1","early_shape_jump","55","459","True","B","4.35","5","8","0","0","1","0","0","3","0","0","0","0","0","8","6","4","0.707","0.401","localRunHigh;nearOuterRunHigh","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Production\Campaign500ShapePsgNewbie4\campaign500_shape_psg_newbie4_01_L004_crystalball.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"WeakOrNoChoke","3.684","sgp_rdcm_v2_s04_10_c28","","","","","64","","","B","4.86","6","8","0","0","0","0","0","2","0","0","0","0","0","6","4","4","0.921","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_10_c28.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","3.596","sgp_rdcm_v2_s04_06_t15","","","","","64","","","B","4.7","6","8","0","0","0","0","0","2","0","0","0","0","0","6","4","5","0.899","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_06_t15.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak2_review_v1_ranked.csv"
"WeakOrNoChoke","3.596","sgp_rdcm_v2_s04_11_t15","","","","","64","","","B","4.7","6","8","0","0","0","0","0","2","0","0","0","0","0","6","4","5","0.899","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_11_t15.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"WeakOrNoChoke","3.596","sgp_rdcm_v2_s04_08_t15","","","","","64","","","B","4.7","6","8","0","0","0","0","0","2","0","0","0","0","0","6","4","5","0.899","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_08_t15.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"WeakOrNoChoke","3.596","sgp_rdcm_v2_s04_10_t15","","","","","64","","","B","4.7","6","8","0","0","0","0","0","2","0","0","0","0","0","6","4","5","0.899","0.196","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_10_t15.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"WeakOrNoChoke","3.426","sgp_pressure_read_demand_v1_pool50_42_sgp_pressure_hard_rect_read_demand_v1_pool50_core_burst_b5_02","","","","","70","","True","A","5.89","7","11","0","0","0","0","0","0","0.29","0.116","0","0","5.045","3","3","4","0.833","0.258","choicePeakHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_42_sgp_pressure_hard_rect_read_demand_v1_pool50_core_burst_b5_02.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"WeakOrNoChoke","3.039","nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine","19","normal","3","front20_peak","60","772","True","A","6.07","7","8","0","0","0","0","0","1","0","0","0","0","0","4","3","7","0.848","0.261","depFollowHigh","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\DirectProcedural\NutationLongChainCandidate80HolefixV1\nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"WeakOrNoChoke","3","sgp_rdcm_v2_s03_10_c1","","","","","","","","B","5.02","7","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_10_c1.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_switch_break_top12a_review_keep.csv"
"WeakOrNoChoke","3","sgp_rdcm_v2_s03_08_c48","","","","","","","","B","4.65","7","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_08_c48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"WeakOrNoChoke","3","sgp_rdcm_v2_s03_09_c6","","","","","","","","B","5.02","7","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_09_c6.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"WeakOrNoChoke","3","sgp_rdcm_v2_s03_03_t42_c6","","","","","","","","B","5.03","7","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_03_t42_c6.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"WeakOrNoChoke","3","sgp_rdcm_v2_s03_02_t42_c48","","","","","","","","B","4.67","7","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_02_t42_c48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"WeakOrNoChoke","3","sgp_rdcm_v2_s03_04_t42_c1","","","","","","","","B","5.03","7","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_04_t42_c1.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"WeakOrNoChoke","2.71","rdsb_10_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_cbc","","","","","60","","True","B","5.85","8","12","0","0","0","0","0","1","0.364","0.103","0.103","0.276","6.403","5","2","4","0.908","0.097","choicePeakHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening-runner\Assets\ArrowMagic\SOData\Levels\DirectProcedural\RDSB\rdsb_10_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_cbc.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_scheduled_break_smoke1_metrics.csv"
"WeakOrNoChoke","1.99","campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain","30","normal","1","post_extreme_release","47","538","True","B","6.13","8","10","0","0","0","0","0","1","0","0","0","0","0","5","3","2","0.865","0.188","","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Campaign500NormalFullV1\fastlane1\campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"ChokeSignalRisky","0.067","campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain","150","normal","1","high_arrow_normal","84","902","True","B","6","8","10","0","0","0","0","0","3","0","0","0","0","0","6","3","6","0.891","0.127","","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Campaign500NormalFullV1\s27_s38\campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"WeakOrNoChoke","0","rdsb_03_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_lba","","","","","","","","","4.082","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","notSolvedLike","rdsb_03_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_lba","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_read_demand_region_frontier_replay_v1_scheduled_break_compare_summary.csv"
"WeakOrNoChoke","0","rdsb_11_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_lbc","","","","","","","","","4.984","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","notSolvedLike","rdsb_11_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_lbc","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_read_demand_region_frontier_replay_v1_scheduled_break_compare_summary.csv"
"WeakOrNoChoke","0","sgp_rdcm_v2_s03_07_c14","","","","","","","","B","4.92","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_07_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"WeakOrNoChoke","-2.062","rdsb_06_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_cbb","","","","","66","","True","B","7.17","9","12","0","0","0","0","0","1","0.319","0.123","0","0.4","5.022","3","3","4","0.926","0.105","choicePeakHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening-runner\Assets\ArrowMagic\SOData\Levels\DirectProcedural\RDSB\rdsb_06_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_cbb.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_scheduled_break_smoke1_metrics.csv"
"WeakOrNoChoke","-2.481","sgp_pressure_read_demand_v1_pool50_17_sgp_pressure_hard_rect_read_demand_v1_pool50_lock_buckle_b2_07","","","","","62","","True","B","6.23","8","11","0","0","0","0","0","0","0.291","0.131","0","0","5.454","6","3","6","0.812","0.297","choicePeakHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_17_sgp_pressure_hard_rect_read_demand_v1_pool50_lock_buckle_b2_07.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"ChokeSignalRisky","-2.616","campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section","38","shape","2","shape_hard_jump","88","718","True","B","5.45","7","10","0","0","0","0","0","5","0","0","0","0","0","8","4","5","0.721","0.314","localRunHigh","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Production\Campaign500ShapePsgReviewTop3Rescue\campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"WeakOrNoChoke","-4.495","campaign500_shape_psg_direction3_01_L023_train","23","shape","1","early_shape_heavy","87","735","True","B","5.43","7","10","0","0","0","0","0","2","0","0","0","0","0","7","2","5","0.749","0.284","localRunHigh","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Production\Campaign500ShapePsgDirection3\campaign500_shape_psg_direction3_01_L023_train.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"WeakOrNoChoke","-7.116","campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain","72","normal","3","mid_peak_pressure","92","862","True","B","6.65","9","11","0","0","0","0","0","1","0","0","0","0","0","6","2","4","0.831","0.234","choicePeakHigh","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Campaign500NormalFullV1\s39_s50_tail\campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"WeakOrNoChoke","-8.476","sgp_rdcm_v2_s02_13_t8_t3","","","","","63","","","B","5.03","6","8","0","0","0","0","0","2","0","0","0","0","0","9","5","4","0.881","0.164","localRunHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_13_t8_t3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"WeakOrNoChoke","-8.476","sgp_rdcm_v2_s02_16_t8_t3","","","","","63","","","B","5.03","6","8","0","0","0","0","0","2","0","0","0","0","0","9","5","4","0.881","0.164","localRunHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_16_t8_t3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeSignalRisky","-9.509","rdsb_09_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_dwc","","","","","60","","True","Drop","8.15","13","17","1","0.511","0","0","0","3","0.282","0.102","0.051","0.542","5.311","2","2","5","0.914","0.126","choicePeakHigh;flatConsequenceHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening-runner\Assets\ArrowMagic\SOData\Levels\DirectProcedural\RDSB\rdsb_09_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_dwc.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_scheduled_break_smoke1_metrics.csv"
"WeakOrNoChoke","-11.71","rdsb_04_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_sua","","","","","62","","True","Drop","7.05","9","13","0","0","0","0","0","1","0.286","0.131","0.033","0.607","4.705","3","2","6","0.875","0.145","choicePeakHigh;flatConsequenceHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening-runner\Assets\ArrowMagic\SOData\Levels\DirectProcedural\RDSB\rdsb_04_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_sua.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_scheduled_break_smoke1_metrics.csv"
"WeakOrNoChoke","-24.155","rdsb_12_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_dwd","","","","","63","","True","Drop","10.02","13","15","0","0","0","0","0","1","0.184","0.355","0","0.435","4.719","2","2","4","0.908","0.134","choicePeakHigh;localOnlyHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening-runner\Assets\ArrowMagic\SOData\Levels\DirectProcedural\RDSB\rdsb_12_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_dwd.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_scheduled_break_smoke1_metrics.csv"
"WeakOrNoChoke","-28.63","campaign500_shape_psg_next10b_07_L153_pumpkin","153","shape","2","shape_high_arrow_hard","131","1056","True","B","6.08","8","10","0","0","0","0","0","2","0","0","0","0","0","13","3","5","0.701","0.381","localRunHigh","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Production\Campaign500ShapePsgNext10B\campaign500_shape_psg_next10b_07_L153_pumpkin.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
