"order","category","finalStatus","finalLevelId","loadMode","loadedAssetPath","loadedAssetGuid","syncAssetPath","assemblyAction","assemblySourcePool","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","chains","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","templateTargetChains","actualChains","effectiveChainLoad","rhythmStageBand","sectionWaveRole","rhythmStyleGroup","rhythmPlacementReason"
"34","normal","ReplacedRhythmV4","c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","5c17884fb2fd54e45a63d125d6e1b516","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelLight","peel","rail_chain","79","0.988","9","6","0.836","93","79","86.83","S01_light_ramp","Normal","peel","target=93;stageTarget=84;effective=86.8;chains=79;role=Normal;style=peel;chain=rail_chain;cost=44.8"
"35","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","5a1fd20668e2cff459b1687397a3903f","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","65","0.988","8","4","0.82","65","65","67.58","S01_light_ramp","Normal","neutral","target=65;stageTarget=65;effective=67.6;chains=65;role=Normal;style=neutral;chain=mixed_chain;cost=29.1"
"36","normal","ReplacedRhythmV4","c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","385d6cd0ba67efd49b0d7843a3532e48","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelLight","peel","rail_chain","77","0.985","10","5","0.903","83","77","82.66","S01_light_ramp","Normal","peel","target=83;stageTarget=83;effective=82.7;chains=77;role=Normal;style=peel;chain=rail_chain;cost=44.6"
"37","hole","OriginalNonTarget","hole_candidate_009_std_20x22_lock","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_009_std_20x22_lock.asset","271922d79e908d1499f309879c21042f","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_009_std_20x22_lock.asset","KeepCurrent","","","","","","","","","","","41","","","S01_light_ramp","HoleRescue","","unchanged_from_v3_or_non_normal"
"38","shape","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section.asset","61718c1ac2f37f64e9de0915aa23e42b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","SectionUnlock","","88","0.990","10","8","","100","88","","S01_light_ramp","FixedFront40","","unchanged_from_v3_or_non_normal"
"39","normal","ReplacedRhythmV4","c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","eca7f6c2586984c40ad25b4ebd31f86f","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","curve_chain","86","0.976","10","4","0.924","101","86","96.11","S01_light_ramp","PeakExtreme","hardgate","target=101;stageTarget=96;effective=96.1;chains=86;role=PeakExtreme;style=hardgate;chain=curve_chain;cost=16.0"
"40","normal","ReplacedRhythmV4","nutation_longchain_candidate80_holefix_v1_36_nutation_longchain_spine_v1_rect_c80hf_09_d2_core_spine","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_36_nutation_longchain_spine_v1_rect_c80hf_09_d2_core_spine.asset","46ddfdeb477fcb9468974a31575dc5f3","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_36_nutation_longchain_spine_v1_rect_c80hf_09_d2_core_spine.asset","ActiveReplace","NutationLongChainStrict60Front300","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","72","0.949","8","7","0.867","103","72","96.43","S01_light_ramp","Hard","longchain","target=103;stageTarget=96;effective=96.4;chains=72;role=Hard;style=longchain;chain=spine_chain;cost=38.6"
"41","normal","ReplacedRhythmV4","c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain.asset","53c24768044c5e9419263cf33902e6fb","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","FlowPatch","flow","patch_chain","53","0.991","9","6","0.898","62","53","58.89","S01_light_ramp","Recovery","flow","target=62;stageTarget=62;effective=58.9;chains=53;role=Recovery;style=flow;chain=patch_chain;cost=46.0"
"42","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s39_s50_tail_31_nutation_mixed_neutral_v1_rect_s44_o431_v00_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_31_nutation_mixed_neutral_v1_rect_s44_o431_v00_neutralmixed_mixed_chain.asset","7a8ca743b5f64a5287e6e52b09071f05","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_31_nutation_mixed_neutral_v1_rect_s44_o431_v00_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500NormalFullV1UnusedStrict","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","76","0.994","8","5","0.803","80","76","78.59","S01_light_ramp","Normal","neutral","target=80;stageTarget=80;effective=78.6;chains=76;role=Normal;style=neutral;chain=mixed_chain;cost=36.8"
"43","shape","ShapeCandidatePlanned","campaign500_shape_psg_first10_05_L043_sunglasses","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset","b3886fab3f454a94db01ce28ef10810f","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","LockBuckle","","81","0.986","7","7","","80","81","","S01_light_ramp","Shape","","unchanged_from_v3_or_non_normal"
"44","normal","ReplacedRhythmV4","c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","949ce8d7c727cfd4783a0a031fb44a16","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","84","0.987","8","3","0.918","86","84","85.87","S01_light_ramp","Hard","hardgate","target=86;stageTarget=86;effective=85.9;chains=84;role=Hard;style=hardgate;chain=rail_chain;cost=16.1"
"45","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","763faaca887ef5546aa88bca89e586c7","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_121_nutation_mixed_neutral_v1_rect_s37_o362_v00_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","Campaign500_HardGateUntil0910","neutral","mixed_chain","72","0.991","8","3","0.835","74","72","74.52","S01_light_ramp","Recovery","neutral","target=74;stageTarget=74;effective=74.5;chains=72;role=Recovery;style=neutral;chain=mixed_chain;cost=34.6"
"46","hole","OriginalNonTarget","hole_candidate_017_std_20x26_maze","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset","7ae14667f6e7b4644814ed2947249b08","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset","KeepCurrent","","","","","","","","","","","43","","","S01_light_ramp","HoleRescue","","unchanged_from_v3_or_non_normal"
"47","normal","ReplacedRhythmV4","c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset","0c44b56144b42c74ba687f768328b5a5","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","84","0.981","10","5","0.868","117","84","95.51","S01_light_ramp","PeakExtreme","hardgate","target=117;stageTarget=96;effective=95.5;chains=84;role=PeakExtreme;style=hardgate;chain=rail_chain;cost=20.7"
"48","shape","ShapeCandidatePlanned","campaign500_shape_psg_first10_06_L048_kite","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_06_L048_kite.asset","e8f522174fc9b274192017c166d7ad02","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_06_L048_kite.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","Sweep","","76","0.992","10","10","","78","76","","S01_light_ramp","Shape","","unchanged_from_v3_or_non_normal"
"49","normal","ReplacedRhythmV4","c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","8a3242f303a055046b1f7a1efb2a4a32","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelLight","peel","curve_chain","79","0.988","10","6","0.852","89","79","88.92","S01_light_ramp","Hard","peel","target=89;stageTarget=89;effective=88.9;chains=79;role=Hard;style=peel;chain=curve_chain;cost=28.9"
"50","normal","ReplacedRhythmV4","c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","7fa1bfd95f1b0b9489aef26a985615b1","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","67","0.986","6","5","0.866","67","67","68.71","S01_light_ramp","Recovery","neutral","target=67;stageTarget=67;effective=68.7;chains=67;role=Recovery;style=neutral;chain=mixed_chain;cost=32.8"
"51","normal","ReplacedRhythmV4","c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","428f43c1d82505e4e9888c9760d4558b","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelLight","peel","curve_chain","74","0.985","8","6","0.869","85","74","78.73","S01_light_ramp","Recovery","peel","target=85;stageTarget=84;effective=78.7;chains=74;role=Recovery;style=peel;chain=curve_chain;cost=56.0"
"52","normal","ReplacedRhythmV4","c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain.asset","0b8f86676282a144ca7a952be7f33cd0","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelHard","hardgate","rail_chain","75","0.989","10","3","0.886","87","75","86.72","S01_light_ramp","Hard","hardgate","target=87;stageTarget=87;effective=86.7;chains=75;role=Hard;style=hardgate;chain=rail_chain;cost=26.1"
"53","shape","ShapeCandidatePlanned","campaign500_shape_psg_first10_07_L053_camera","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_07_L053_camera.asset","dc3c3fc78d573eb49aa83ae9a461f057","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_07_L053_camera.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","LockBuckle","","92","0.993","10","9","","75","92","","S01_light_ramp","Shape","","unchanged_from_v3_or_non_normal"
"54","hole","OriginalNonTarget","hole_topup_001_topup_tall_18x26_dense","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset","2a8cbd13e1efdce4eb2756001da378ac","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset","KeepCurrent","","","","","","","","","","","43","","","S01_light_ramp","HoleRescue","","unchanged_from_v3_or_non_normal"
"55","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","b21b73112dfd4bc695089a20f26eaa07","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","74","0.982","9","7","0.824","94","74","85.15","S01_light_ramp","Normal","neutral","target=94;stageTarget=84;effective=85.2;chains=74;role=Normal;style=neutral;chain=mixed_chain;cost=54.0"
"56","normal","ReplacedRhythmV4","nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine.asset","9910607b120216b4884d479bad0bf260","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine.asset","ActiveReplace","NutationLongChainStrict60Front300","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","79","0.954","9","5","0.849","96","79","98.98","S01_light_ramp","PeakExtreme","longchain","target=96;stageTarget=96;effective=99.0;chains=79;role=PeakExtreme;style=longchain;chain=spine_chain;cost=22.2"
"57","normal","ReplacedRhythmV4","c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","a6d89b6943155ef45971eaf89871e5a2","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelLight","peel","rail_chain","82","0.986","10","4","0.84","84","82","89.13","S01_light_ramp","Normal","peel","target=84;stageTarget=84;effective=89.1;chains=82;role=Normal;style=peel;chain=rail_chain;cost=53.0"
"58","shape","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense.asset","cbaf0ee4700033845bd79437d739fb52","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","DenseWeave","","92","0.988","7","10","","108","92","","S01_light_ramp","Shape","","unchanged_from_v3_or_non_normal"
"59","normal","ReplacedRhythmV4","c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","91dd8338053705b4cb6b085587d7e08f","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PressurePeak","hardgate","mixed_chain","85","0.982","8","5","0.831","89","85","89.67","S01_light_ramp","PeakExtreme","hardgate","target=89;stageTarget=89;effective=89.7;chains=85;role=PeakExtreme;style=hardgate;chain=mixed_chain;cost=11.0"
"60","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","c44554b6ee4ae3e4fba85aa920676bbe","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_97_nutation_flow_rail_v1_rect_s35_o346_v00_flowrail_rail_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","FlowRail","flow","rail_chain","54","0.994","10","4","0.926","59","54","59.22","S01_light_ramp","Recovery","flow","target=59;stageTarget=59;effective=59.2;chains=54;role=Recovery;style=flow;chain=rail_chain;cost=41.3"
