"Row","Mode","Order","Section10","StyleHint","DifficultyCode","ExperienceRole","ProfileHint","SpecId","LevelId","AssetPath","Width","Height","Chains","TemplateTargetChains","SpecTargetChains","TargetChainsMin","TargetChainsMax","Arrows","Coverage","OuterBandCoverage","InitialMovableChains","EdgeHeadChains","AvgChain","MaxChain","PortableSolved","PortableOpeners","Attempts","Status","sourceReportCsv","sourceProjectRoot","originalAssetPath","absoluteAssetPath","traceEligible"
"59","language_c","171","18","dense","1","Recovery","PSG_Normal_dense_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_c_l171_dense","campaign500_psg_prod200_c03_o011_s100_n050_59_sgp_pressure_hard_campaign500_language_c_l171_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_59_sgp_pressure_hard_campaign500_language_c_l171_dense.asset","22","38","131","108","124","97","119","813","0.972","0.955","5","7","6.21","11","True","5","69","Style=PressureCampaignDenseLang | Score=24032 | TargetInitial=8 | OpeningRatio=0.053 | EarlyChoices=33.7/46 | LocalRun=9 | Jump=5.8 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=9830321 fill=813/836(0.972) chains=131 remaining=23 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=7->5 edgeHeads=9->7 earlyChoices=29.8/41 localRun=9 jump=5.5 near=0.74 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_59_sgp_pressure_hard_campaign500_language_c_l171_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_59_sgp_pressure_hard_campaign500_language_c_l171_dense.asset","True"
"60","pure_relaxed","171","18","dense","1","Recovery","PSG_Normal_dense_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_pure_relaxed_l171_dense","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_60_sgp_pressure_hard_campaign500_pure_relaxed_l171_dense.asset","22","38","0","108","97","97","119","0","0.000","0.000","0","0","0.00","0","False","0","0","CampaignPsgEdgeHeadsMiss edgeHeads=16 limit=15 chains=102 | Style=PressureCampaignRelaxed | Score=24295 | TargetInitial=7 | OpeningRatio=0.069 | EarlyChoices=20.6/53 | LocalRun=5 | Jump=8.7 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=16542997 fill=822/836(0.983) chains=102 remaining=14 rejectedShort=0 failedPeels=1 | FlipGate=ops=3 initial=7->4 edgeHeads=19->16 earlyChoices=18.7/31 localRun=5 jump=8.8 near=0.65 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_60_sgp_pressure_hard_campaign500_pure_relaxed_l171_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_60_sgp_pressure_hard_campaign500_pure_relaxed_l171_dense.asset","False"
"61","layout_soft","171","18","dense","1","Recovery","PSG_Normal_dense_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_layout_soft_l171_dense","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_61_sgp_pressure_hard_campaign500_layout_soft_l171_dense.asset","25","33","0","108","124","96","117","0","0.000","0.000","0","0","0.00","0","False","0","0","ChainTargetMiss chains=146 target=124 | Style=PressureCampaignShort | Score=5349 | TargetInitial=10 | OpeningRatio=0.021 | EarlyChoices=30.1/52 | LocalRun=16 | Jump=6.4 | NearRate=0.77 | Direction=n/a | Peel style=PressureCampaignShort seed=21788963 fill=807/825(0.978) chains=146 remaining=18 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_61_sgp_pressure_hard_campaign500_layout_soft_l171_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_61_sgp_pressure_hard_campaign500_layout_soft_l171_dense.asset","False"
"62","language_a","172","18","section","2","Pressure","PSG_Normal_section_Hard_Pressure","sgp_pressure_hard_campaign500_language_a_l172_section","campaign500_psg_prod200_c03_o011_s100_n050_62_sgp_pressure_hard_campaign500_language_a_l172_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_62_sgp_pressure_hard_campaign500_language_a_l172_section.asset","23","34","104","106","100","95","117","763","0.976","0.967","3","8","7.34","14","True","3","376","Style=PressureCampaignSectionLang | Score=34696 | TargetInitial=6 | OpeningRatio=0.029 | EarlyChoices=26.6/41 | LocalRun=7 | Jump=6.3 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=42006185 fill=763/782(0.976) chains=104 remaining=19 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_62_sgp_pressure_hard_campaign500_language_a_l172_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_62_sgp_pressure_hard_campaign500_language_a_l172_section.asset","True"
"63","language_b","172","18","section","2","Pressure","PSG_Normal_section_Hard_Pressure","sgp_pressure_hard_campaign500_language_b_l172_section","campaign500_psg_prod200_c03_o011_s100_n050_63_sgp_pressure_hard_campaign500_language_b_l172_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_63_sgp_pressure_hard_campaign500_language_b_l172_section.asset","23","34","108","106","100","95","117","769","0.983","0.986","1","8","7.12","14","True","1","179","Style=PressureCampaignSectionLang | Score=33291 | TargetInitial=6 | OpeningRatio=0.009 | EarlyChoices=24.9/42 | LocalRun=6 | Jump=6.0 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=21385436 fill=769/782(0.983) chains=108 remaining=13 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_63_sgp_pressure_hard_campaign500_language_b_l172_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_63_sgp_pressure_hard_campaign500_language_b_l172_section.asset","True"
"64","pure_relaxed","172","18","section","2","Pressure","PSG_Normal_section_Hard_Pressure","sgp_pressure_hard_campaign500_pure_relaxed_l172_section","campaign500_psg_prod200_c03_o011_s100_n050_64_sgp_pressure_hard_campaign500_pure_relaxed_l172_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_64_sgp_pressure_hard_campaign500_pure_relaxed_l172_section.asset","23","34","98","106","95","95","117","767","0.981","0.972","4","11","7.83","16","True","4","87","Style=PressureCampaignRelaxed | Score=27827 | TargetInitial=7 | OpeningRatio=0.041 | EarlyChoices=25.1/48 | LocalRun=7 | Jump=6.5 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=11762226 fill=767/782(0.981) chains=98 remaining=15 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_64_sgp_pressure_hard_campaign500_pure_relaxed_l172_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_64_sgp_pressure_hard_campaign500_pure_relaxed_l172_section.asset","True"
"65","layout_soft","172","18","section","2","Pressure","PSG_Normal_section_Hard_Pressure","sgp_pressure_hard_campaign500_layout_soft_l172_section","campaign500_psg_prod200_c03_o011_s100_n050_65_sgp_pressure_hard_campaign500_layout_soft_l172_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_65_sgp_pressure_hard_campaign500_layout_soft_l172_section.asset","24","31","99","101","95","90","111","728","0.978","0.971","3","7","7.35","14","True","3","22","Style=PressureCampaignMedium | Score=27481 | TargetInitial=7 | OpeningRatio=0.030 | EarlyChoices=29.0/45 | LocalRun=4 | Jump=6.4 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignMedium seed=4963953 fill=728/744(0.978) chains=99 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_65_sgp_pressure_hard_campaign500_layout_soft_l172_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_65_sgp_pressure_hard_campaign500_layout_soft_l172_section.asset","True"
"66","language_a","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_a_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_66_sgp_pressure_hard_campaign500_language_a_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_66_sgp_pressure_hard_campaign500_language_a_l174_maze.asset","19","36","107","95","100","85","105","675","0.987","0.985","6","10","6.31","11","True","6","227","Style=PressureCampaignMazeLang | Score=19454 | TargetInitial=6 | OpeningRatio=0.056 | EarlyChoices=23.2/37 | LocalRun=8 | Jump=6.1 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=26438054 fill=675/684(0.987) chains=107 remaining=9 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_66_sgp_pressure_hard_campaign500_language_a_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_66_sgp_pressure_hard_campaign500_language_a_l174_maze.asset","True"
"67","language_b","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_b_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_67_sgp_pressure_hard_campaign500_language_b_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_67_sgp_pressure_hard_campaign500_language_b_l174_maze.asset","19","36","108","95","100","85","105","665","0.972","0.975","5","8","6.16","11","True","5","268","Style=PressureCampaignMazeLang | Score=3677 | TargetInitial=6 | OpeningRatio=0.056 | EarlyChoices=31.6/55 | LocalRun=8 | Jump=6.4 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=30742815 fill=665/684(0.972) chains=108 remaining=19 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=6->5 edgeHeads=9->8 earlyChoices=30.8/60 localRun=6 jump=6.5 near=0.65 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_67_sgp_pressure_hard_campaign500_language_b_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_67_sgp_pressure_hard_campaign500_language_b_l174_maze.asset","True"
"68","language_c","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_c_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_68_sgp_pressure_hard_campaign500_language_c_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_68_sgp_pressure_hard_campaign500_language_c_l174_maze.asset","19","36","111","95","100","85","105","668","0.977","0.975","4","5","6.02","11","True","4","289","Style=PressureCampaignMazeLang | Score=12292 | TargetInitial=7 | OpeningRatio=0.054 | EarlyChoices=25.2/43 | LocalRun=7 | Jump=6.9 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=32953344 fill=668/684(0.977) chains=111 remaining=16 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->4 edgeHeads=7->5 earlyChoices=22.5/38 localRun=9 jump=5.3 near=0.74 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_68_sgp_pressure_hard_campaign500_language_c_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_68_sgp_pressure_hard_campaign500_language_c_l174_maze.asset","True"
"69","pure_relaxed","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_pure_relaxed_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_69_sgp_pressure_hard_campaign500_pure_relaxed_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_69_sgp_pressure_hard_campaign500_pure_relaxed_l174_maze.asset","19","36","85","95","85","85","105","667","0.975","0.951","3","11","7.85","16","True","3","110","Style=PressureCampaignRelaxed | Score=17192 | TargetInitial=6 | OpeningRatio=0.035 | EarlyChoices=25.8/52 | LocalRun=4 | Jump=8.7 | NearRate=0.52 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=14216991 fill=667/684(0.975) chains=85 remaining=17 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_69_sgp_pressure_hard_campaign500_pure_relaxed_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_69_sgp_pressure_hard_campaign500_pure_relaxed_l174_maze.asset","True"
"70","layout_soft","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_layout_soft_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_70_sgp_pressure_hard_campaign500_layout_soft_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_70_sgp_pressure_hard_campaign500_layout_soft_l174_maze.asset","23","30","99","95","100","86","106","674","0.977","0.964","3","13","6.81","12","True","3","426","Style=PressureCampaignCompact | Score=19391 | TargetInitial=7 | OpeningRatio=0.030 | EarlyChoices=22.5/44 | LocalRun=9 | Jump=6.2 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignCompact seed=14808434 fill=674/690(0.977) chains=99 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_70_sgp_pressure_hard_campaign500_layout_soft_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_70_sgp_pressure_hard_campaign500_layout_soft_l174_maze.asset","True"
"71","language_a","175","18","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_a_l175_section","campaign500_psg_prod200_c03_o011_s100_n050_71_sgp_pressure_hard_campaign500_language_a_l175_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_71_sgp_pressure_hard_campaign500_language_a_l175_section.asset","20","33","87","92","86","83","101","651","0.986","0.985","1","4","7.48","14","True","1","141","Style=PressureCampaignSectionLang | Score=23901 | TargetInitial=5 | OpeningRatio=0.011 | EarlyChoices=24.9/50 | LocalRun=9 | Jump=6.3 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=17477583 fill=651/660(0.986) chains=87 remaining=9 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_71_sgp_pressure_hard_campaign500_language_a_l175_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_71_sgp_pressure_hard_campaign500_language_a_l175_section.asset","True"
